# Constructed from biom file
#OTU ID	13L.N2	13L.T1	13L.T2	13N.N1	13N.N2	14R.N2	13N.T2	17N.N2	18R.N2	13L.N1	15L.T2	21L.N2	19R.T2	13N.T1	14R.T1	17R.T2	22N.N2	21R.T2	17N.T1	14L.N1	18R.T1	20N.N1	18L.N1	23N.T2	22L.N1	16R.N1	21L.T1	14R.T2	14L.N2	20N.N2	22N.T1	17N.T2	18L.N2	18R.T2	16R.N2	24L.N1	22L.N2	15L.N1	21L.T2	24L.N2	19R.N1	14L.T1	17R.N1	20N.T1	16R.T1	18L.T1	21R.N1	22N.T2	15L.N2	22L.T1	19R.N2	17R.N2	16R.T2	21R.N2	18L.T2	14L.T2	24L.T1	23N.N1	20N.T2	15L.T1	18R.N1	17R.T1	19R.T1	22L.T2	21L.N1	14R.N1	23N.N2	21R.T1	17N.N1	22N.N1	24L.T2	23N.T1
047b7fb62a5e9d2711e639ae1cb1519a	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.0344416596475616
6afe22267ea7abb7e19d1ac5fd390943	nan	nan	nan	nan	nan	nan	nan	-1.0474884487458613	nan	nan	nan	nan	nan	nan	nan	-2.0228497850187344	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.067695665539997	nan	nan	nan	nan	nan	-1.2947522910355485	nan	nan	-0.9226693104302992	nan	nan	nan	nan	nan	nan	nan	0.366991436353028	nan	nan	nan	nan	nan	nan	nan	-1.5819062569755804	-0.4517084018841846	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.2956355652317155	nan	nan	nan
f0a0b22d41f7fda2fa21946266c4c417	-0.11236220001906805	-2.802184466280776	-0.9248236653015516	-2.9716019291920057	-2.0937483122594607	-1.9051573351704594	-2.3663655900036282	-0.03588753706738057	nan	-1.2737487418946696	nan	nan	1.3095378549019134	-2.315318858292975	-2.606383772660916	nan	nan	nan	-0.23281201871008683	-2.956615175859656	nan	0.15243203046139264	-0.28053723499608996	nan	nan	nan	nan	-0.9730257695823399	nan	0.8125701769414313	nan	0.6511578580197659	nan	0.550937187279958	nan	nan	nan	nan	nan	nan	-0.3802501496258772	0.48960363512714444	-1.0799275465832965	1.6141228653131083	nan	2.1074208202305478	nan	-1.9190766904794812	nan	-0.03620155978847439	-0.4832939683074713	nan	nan	nan	-0.48592273202568137	-0.3811967501104121	nan	-1.4671347943294197	0.8351290888985456	nan	0.049303704415165406	nan	0.5820901863022927	nan	nan	nan	nan	nan	2.119161518369258	nan	nan	nan
45ab9272a1382b55f5b805e575a37840	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.7992408921516514	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.9235047547893762	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.4452413482883228	nan	nan	nan	nan	nan	nan	nan	nan
6068d4fee0a8ef3ada060bf7b5599fe9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.5824636820164395	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5b6e5073c89e5617b7227481b62fcbee	nan	nan	nan	nan	nan	nan	-1.6732184094436828	0.05112383992224867	nan	-0.803745112648933	-2.0167450898351627	1.8033235028570616	nan	nan	nan	nan	0.6016283738054327	nan	-1.937560110948513	nan	nan	-1.233862330658499	1.6653729140592235	2.1362888071909367	3.4000971621903204	-2.067695665539997	4.9954453672529375	nan	nan	0.38971332612139786	2.8208179063301912	-1.007070218583765	nan	nan	-0.7403477536363443	0.6872041126872706	3.034658605581182	-0.7197164539329455	3.9805145375509947	-1.2808978123592052	-1.5589051459675236	-2.31375674577939	nan	-0.07755314535796476	nan	nan	2.1317923902351286	0.9431241904499874	nan	3.03594694420988	-1.987371365083746	-1.8380027630040754	nan	nan	nan	nan	4.155929899189129	4.57470596010363	0.008450515714077511	-3.1745486186690153	nan	nan	-2.158749837622908	1.9994411453135719	3.6865319351766175	-1.8092063809020855	1.971498964592457	-0.03353069642132578	nan	2.153579989939275	3.859954999319997	4.320797568514375
5a472b3e084aa438184108545413e4bf	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.31375674577939	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
e3df77d3f182c115bea8b642abbcf3da	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.653970868511328	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.9490746058389004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.825290165649382	nan	nan	nan	nan
2653918cc84c1fedbd74dfb0b90fc102	1.0838885582129576	3.516783647465659	1.925056731239878	2.799839193938011	2.2882783224144214	-0.5188629740505677	2.6509142468112943	-0.23655823252953212	nan	2.3743087176990123	1.607595843141202	nan	0.35402640987447676	2.536711405626641	1.6840756684874743	0.5420995724428028	nan	nan	0.6273892465130242	2.2307706299811	-0.4262811628689551	-1.7446879544244878	-0.28053723499608996	nan	nan	1.7240411740136459	nan	0.9728843794729736	2.688753823821785	1.1588464136592656	-1.7992408921516514	1.103142981762824	-1.478590991188157	0.461325028590271	1.0232408386250142	nan	nan	0.9144140710915263	nan	nan	1.9820541780697907	1.997042379606123	-0.386780366023352	0.9554618608243315	1.1462879979232703	0.1831721679564131	-0.6227778265019754	-1.9190766904794812	0.9335693420851996	1.2249296583774116	1.623546547560478	-1.14485558244413	0.9539139753316119	nan	-1.4022134638998374	1.793554971373748	nan	nan	1.627367172102721	2.2190789276833467	-0.8261650329387349	2.2011383877431987	1.1734546725522952	-0.9344157245223306	nan	1.0434250490112325	nan	-1.825290165649382	-0.1778525295753326	-0.9963029634419742	nan	nan
6aa346522f77caffe6ea5f15a283e0a2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.38805427350737354	nan	nan	nan	nan	nan	nan	nan	0.7019726008880802	nan	nan	nan	nan	nan	0.5033442008423945	nan	nan	nan	nan	nan	-0.47688683324983927	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8856593206962193	1.1254457472439432	nan	1.335277715546276	nan	nan	nan	0.49740278651448744	nan	nan	-1.965465817510884	nan	nan	nan	nan	nan	nan	-0.9344157245223306	nan	nan	-1.6660871951339287	nan	nan	1.5160026605341406	-1.0701930438635712	nan
d8edc61e66f9d40df99c759f87d400f7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.55338532383253	-2.6417058636795128	nan	nan	nan	nan	nan	nan	nan	nan	-2.8433002430925987	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.9222337997468291	-2.7794719262438834	nan	nan	-1.2808978123592052	nan	nan	nan	nan	nan	nan	nan	-2.6122238710394265	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.4671347943294197	nan	nan	nan	nan	nan	nan	-2.691894248474971	nan	-1.260622087025765	-2.5184373462093275	nan	nan	nan	nan
