row ID	130.mzML Peak area	131.mzML Peak area	132.mzML Peak area	133.mzML Peak area	134.mzML Peak area	135.mzML Peak area	136.mzML Peak area	40.mzML Peak area	41.mzML Peak area	42.mzML Peak area	43.mzML Peak area	44.mzML Peak area	45.mzML Peak area	46.mzML Peak area
1083	0	1707.395801	0	0	506.1304733	0	1134.734852	1063.729692	4199.934675	0	0	6032.060155	7711.695971	6507.076321
1084	8092.87418	1201.422198	0	2181.529933	11483.1659	18293.24474	2814.412633	12620.64066	4184.284488	6393.322226	3854.890138	22275.766	3363.510437	0
1085	50857.34491	6737.322421	31208.46347	18944.17285	8095.326928	4791.378232	14436.18862	7346.163543	24593.49204	9241.676452	30094.00523	11264.815	33161.67863	67569.49171
1086	21648.95877	20415.33307	46327.23108	35423.05423	10837.64171	9111.657015	22037.09655	41473.50913	10318.86295	51739.14749	37961.01719	43673.48503	65232.58535	49001.2773
1087	0	0	0	0	688.0190803	1630.078137	0	6554.418513	3938.908562	4721.865054	0	44145.16098	27187.98486	26581.14752
1088	115428.6888	5422.302824	93499.88579	88531.49218	60036.55425	25896.57345	65256.32544	59844.97316	15039.54617	206376.7534	50200.38807	260593.9076	304395.107	372451.5686
1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1091	76903.19226	48322.18007	51225.62317	48751.92989	8469.622371	39545.93749	65025.36589	38326.18924	115936.1455	84599.11042	57589.27636	96909.24683	172117.9512	70419.92034
1092	0	1180.837071	878.4075598	767.8204921	436.491742	982.8164807	2587.687521	0	0	0	0	0	0	0
1093	85042.79097	51414.55987	129142.586	158645.1571	43824.12179	25340.32549	71281.34267	48248.29211	40395.15598	122786.7176	85793.57955	23082.23414	100354.4809	148829.3457
1094	54970.27332	4718.89108	14731.64016	8519.293076	9046.773702	1670.972044	8587.033577	44913.21198	9758.575634	9113.854781	12895.53881	18813.26667	29272.59467	24757.67361
1095	40470.89745	1558.915429	16058.19156	5097.746852	5615.286846	2737.655603	4133.168877	16749.43671	4129.508841	6809.343022	3033.389879	7926.535996	6616.97382	10448.91111
1096	0	870.8437522	603.1947456	0	0	1806.923153	865.9863427	935.381381	0	925.2814851	1567.501174	0	921.5220955	1206.852407
1097	93617.00492	89082.83971	95209.20585	67580.54605	9979.912532	41759.66768	73856.38465	99158.21563	136100.2926	27111.43098	9982.861384	15006.16663	89792.22572	79343.14643
1098	1216.602232	1513.90148	1841.079019	1537.523155	1085.765685	722.113675	1451.056988	4429.168449	3087.00662	3388.728756	1416.668733	5829.00107	1962.903971	1697.95803
1099	6653.401857	2276.454481	7260.757875	4477.572783	1094.886014	3234.166662	2860.829033	2076.275468	4420.153664	2654.064609	6426.312416	4684.478599	6472.721671	9956.166624
1100	4708.923112	4903.37076	2877.87544	3357.49144	1765.683758	2132.089598	10817.57106	7318.224059	3589.14266	3858.05289	16907.75157	5857.768848	13545.71915	3013.703412
1101	0	14009.33786	0	0	10214.65285	8269.210536	0	0	0	0	0	0	0	0
1102	183398.9138	85657.56299	156855.6255	96850.36542	116389.491	185666.2816	142439.1976	349111.7981	189093.5313	353384.4083	318786.5328	389472.6506	230171.2792	400627.5597
1103	5861.903857	5934.750951	5658.435938	3819.956415	1005.113303	1620.707401	5137.524802	3821.547417	6034.33945	4480.602327	7375.582252	7127.41978	3789.782252	1943.545067
1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105	0	0	0	0	0	1322.116811	445.2187881	2115.144886	0	1391.441533	1499.365764	575.1993416	0	0
1106	4462.041038	2530.042757	2873.923696	1390.200695	948.5211823	1150.767654	2406.372101	2473.53588	3890.691054	2879.72547	7084.333629	1727.355011	4912.871305	4831.815074
1107	550.4579379	1850.039173	2494.255175	565.0105691	604.5189248	0	743.1344198	19581.48069	894.7829914	4002.087992	12514.42698	554.3884457	1247.245895	6635.255521
1108	2074.555336	0	0	1037.749893	1853.531061	2887.038737	1825.230846	0	0	0	2181.618598	3388.027479	0	0
1109	16493.59513	4772.430702	12094.31373	2368.665628	2135.999237	3992.272754	10253.82149	30631.62243	21090.25438	10436.68678	21041.87115	42484.06323	94796.30418	52273.00423
1110	2399.024035	3357.811316	1586.775066	641.5942591	4668.516388	8995.227877	1068.023088	28102.49714	24829.83732	19909.18397	31231.41511	48434.83288	23152.82603	16773.70469
1111	0	0	1496.43646	0	784.950414	0	0	0	0	0	0	0	0	0
1112	0	897.648751	0	0	0	807.7873282	4044.005004	7790.025357	0	0	0	0	0	0
1113	7431.982595	3757.256727	3197.26536	1784.905697	1974.881934	1002.647563	9446.712623	6382.266024	6007.215217	2807.368846	10543.65139	2647.813403	9884.393271	21087.47083
1114	0	1480.766976	0	0	1063.142922	562.3136632	1183.758547	0	0	0	0	0	0	0
1115	272239.0637	21592.28539	301626.3381	15638.59315	70967.86627	5831.391556	69938.80857	182625.3038	235225.8054	340997.1721	407103.0413	257389.4836	541097.8033	358458.5056
1116	279996.3742	297455.5632	113528.6259	230092.6223	119830.7032	204024.7577	226337.0247	170512.2225	202314.6466	256651.5378	197125.2394	437019.301	381222.1167	364280.2314
1117	12820.24007	8471.452192	3732.844595	7063.666193	3472.471186	2311.036046	21650.12412	8350.146691	13866.69788	2809.921765	16761.24122	5192.567788	31506.09276	13812.25292
1118	167789.2392	19505.35722	174089.6483	97368.98369	43487.00251	67845.51063	195551.7696	253444.2196	435406.9362	113490.552	478130.5186	133062.7149	406039.5913	52469.63939
1119	9846.343509	5307.958776	8823.887011	10870.97578	3759.184042	1320.792879	9360.103134	16446.80639	9827.393711	17145.33542	21581.39432	11868.2896	11869.71799	14899.11352
1120	0	0	0	0	0	633.7642456	0	2227.787487	1480.885249	0	0	0	0	0
1121	7792.19208	9840.135785	19200.254	10559.71585	2165.005671	1779.289951	5170.023245	45964.04237	18340.58437	27368.0919	17743.13891	9111.478215	33008.48089	47184.4211
1122	5023.299057	700.7622546	2669.696319	29726.55367	39169.65641	47066.2596	77588.34794	150645.2945	24426.39062	5598.298611	9656.368305	3040.302821	83549.44184	0
1123	270195.0085	123284.1109	199945.4221	244151.0864	126055.6054	26746.80647	133918.7449	60501.33534	108014.0503	219017.2376	184665.2506	121749.316	199518.9152	229245.3442
1124	78966.92762	20384.5865	26002.58012	4665.195246	6096.342646	28235.9416	19065.17651	73989.02515	69376.14665	12184.63673	31227.16065	29990.83289	22672.0555	65699.18261
1125	0	3641.582968	0	0	0	0	0	0	0	0	0	0	0	0
1126	12528.4232	3910.904994	10173.83928	22330.9718	2700.995168	5428.229783	7425.445799	3481.552394	4073.807255	2083.752044	6546.415351	32257.93404	12691.37931	6123.828816
1127	19753.58728	1014.995839	620.0724013	0	0	0	657.8440611	10346.91303	2217.976563	2521.268618	2746.613382	3128.572141	11672.21155	10236.85517
1128	42703.20361	8638.716626	26861.9837	10545.25142	1504.722861	29655.3772	12374.11676	3053.721604	2795.87615	991.1740678	4947.01291	0	3829.465734	6600.624547
1129	2899.402987	1759.906373	916.8235581	9913.121645	2891.318514	750.6947833	575.6643023	909.8382238	597.7490874	654.9238306	3375.027936	1209.880772	860.3170657	797.0941962
1130	378809.1593	66072.33957	416364.0508	71985.59803	130982.4643	6849.068449	416262.8439	267064.6714	251407.3606	540436.4323	495375.0911	355073.8281	835809.6196	519054.6634
1131	31956.23215	4911.466	56761.89798	9103.031874	7205.034767	6257.228588	29764.46983	80104.05727	46769.00786	44306.88427	58287.3708	17310.53337	79620.20545	51404.24318
1132	100179.3208	60142.66673	27346.85034	15253.39778	8457.430954	8355.937844	50312.5444	108608.2591	143912.3847	71049.2432	165927.7924	65323.2972	234612.0282	211432.0451
1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	4338.687567	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	236928.4773	60682.7635	93833.23333	54702.61848	61638.05179	58956.83205	104796.8946	163069.7286	219570.7728	131860.0891	150520.7902	162566.4534	202094.9692	193790.7279
1136	13200.94477	4007.835148	2874.580171	6043.932708	625.2963569	3423.846247	5638.311022	6746.069225	16357.34304	15984.59407	8287.818423	3538.100883	8252.975433	9258.459786
1137	926.8165896	9050.044126	1271.050629	621.0370869	1196.184539	660.5552439	2298.923036	13873.79323	3871.885256	5404.042586	6049.932297	1666.318799	2366.849455	4799.843326
1138	191801.1902	7960.837429	106950.118	12379.58943	17006.42303	6761.287745	23963.74689	959826.2945	58381.51	550643.8093	456105.1934	29058.52919	7830.697322	3654.087451
1139	6245.199149	1348.195888	3738.952999	2141.151036	694.7599405	637.3428522	1506.72805	5610.468478	4991.169731	4060.016259	1781.565828	4874.311223	6238.428702	4145.753555
1140	762.8420757	0	0	2810.357185	0	0	439.2677658	1495.656939	3453.241179	0	1269.044284	2120.958765	2532.269638	3566.924339
1141	0	0	0	0	0	2182.673031	0	1765.440592	0	789.2639919	0	902.638	0	0
1142	2476.247027	1782.9655	811.8448426	615.4500067	577.7614856	17340.3965	1103.687661	8111.542171	3811.878558	3821.29953	19270.3051	2731.288651	3809.790854	2240.624622
1143	94812.76593	49717.92254	113082.1829	145981.785	73652.98491	22436.32467	18063.79867	38138.46256	63832.09631	135516.6601	101143.3033	75379.35886	116174.3061	128542.9154
1144	0	0	0	0	0	3184.640109	0	0	0	0	1016.815488	0	0	0
1145	0	0	0	25716.82694	27473.12197	0	0	0	0	0	0	0	0	0
1146	9122.489846	936.8280638	1265.924368	8030.591609	2079.202868	3405.823639	1188.705918	2176.296865	3648.364293	4862.860426	3232.792252	1154.937168	14393.48386	5870.609091
1147	10980.42415	3570.611402	8722.963271	2920.727809	2448.181572	3663.342424	5071.117434	61615.27622	16208.60714	29420.80012	20116.97055	8859.720545	7603.831069	4710.048774
1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	600242.2775	12149.90187	164637.5072	5042.705792	39018.48735	3309.728681	175295.374	548570.2855	370502.5049	527921.3984	740724.4167	342937.8941	854124.3756	216347.8649
1150	63665.24826	54454.15674	60035.59193	33661.5189	34362.68793	42541.45854	22853.13448	116239.2445	129861.8969	72061.74904	129214.8115	98179.55236	117724.8392	133546.0617
1151	18169.8195	2889.655769	10111.06978	12572.33883	10884.14065	4116.264939	22670.18735	30215.66688	13391.2894	34139.44776	6767.868841	12505.29268	20809.88985	8501.360913
1152	14294.08593	12946.77842	20428.55275	7274.470761	3166.578552	30870.08108	19355.27325	29742.72621	53220.15604	53058.86755	31693.33734	8828.490791	63575.39242	82917.97428
1153	20174.36231	1944.936636	8844.099557	10656.00139	1504.102576	3769.494985	5215.811749	19044.19626	15194.02192	3804.067049	3498.993012	5498.041181	2930.421263	4143.463352
1154	946.5727803	851.7037133	0	1423.845189	712.5905471	0	4449.046502	0	4324.763208	0	4118.383725	0	4040.667209	3600.23304
1155	1403.063714	1216.12201	3040.933607	492.3476718	966.4647408	1109.20703	0	8192.447466	1261.987611	2981.373691	6211.625414	1407.733284	6133.546456	0
1156	0	8244.041386	16497.35702	8381.967973	3464.771168	3991.854179	0	21248.40901	29796.03714	0	0	41831.70528	69895.04227	77839.91028
1157	7733.84076	2050.709415	0	0	603.7716156	3136.59188	0	5259.339751	6549.338853	2521.754729	2400.926809	0	0	818.1158538
1158	0	0	0	745.9256782	0	0	0	0	0	0	0	0	0	0
1159	441935.264	166241.958	346675.2182	212310.6944	137974.5998	175414.1378	309534.7907	333062.8931	735804.5104	557452.2072	748508.9349	653362.2089	365821.3195	1116494.151
1160	10200000	1423526.355	4572130.939	5378484.807	1814838.985	3218222.116	2705740.252	6313052.635	8720398.087	4391288.878	5244885.511	8248954.755	6290169.901	7355661.043
1161	14351.7372	77396.87526	8457.780793	51817.55918	8965.612104	86294.24752	10642.88876	3315.809558	1753.897947	12500.53037	20938.31267	8536.131652	4493.536571	7144.566225
1162	1600.083747	6328.003383	836.6328858	10968.80764	2131.970575	13040.47377	2739.218838	957.6253195	0	2520.394681	5442.202721	2947.712735	2418.949652	4206.322685
1163	0	0	0	0	0	0	0	0	0	0	0	0	0	646.9260188
1164	1028202.36	145862.4615	481540.6993	557498.5773	181487.0638	368566.1288	296345.3255	521987.0512	832197.7254	447916.9675	477676.7996	751183.3151	662382.0742	697661.709
1165	15768.19953	2731.43069	5431.039187	3318.871321	2044.198855	1125.275158	7322.265372	8544.547724	12459.02308	6096.087244	19674.10338	4167.100056	39285.70423	15736.1369
1166	118220.9731	26576.64366	50973.66361	27165.78129	13360.54041	8321.890113	51042.80604	182363.399	119571.132	120378.6795	190786.3439	90907.78976	209073.7431	83043.13034
1167	223887.9574	16112.84963	104766.7017	0	25982.50742	0	27807.87706	122894.6606	196246.9864	139364.1743	203698.1585	205298.6799	72155.58148	149626.5133
1168	135358.416	39273.16199	80010.58162	52947.02647	19714.59891	12248.64141	74001.47829	138217.5291	229739.681	119091.6618	265765.5998	130186.6009	211825.6368	225013.5098
1169	362964.7555	14128.99408	165071.9078	1676.70109	12599.84019	0	24096.12616	113838.737	179950.835	339496.1365	266678.9105	460921.0744	98441.79265	435313.3761
1170	0	0	0	0	0	0	0	0	0	0	3395.693903	0	0	0
1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1172	15280.03789	774.833807	4784.931933	754.9191874	2210.167965	585.0987828	2603.972491	2912.210804	6430.515053	10333.9269	10432.48005	39306.85203	18862.37162	14436.73509
1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1174	427138.2984	65650.55882	186381.1698	321101.4744	109454.4506	191505.7332	129477.4873	210143.1962	387262.764	202851.5373	132906.5408	274577.9004	239454.3897	257631.8789
1175	5953.377095	8279.542004	7841.761731	7253.513067	3223.670483	1776.484825	1970.475621	19591.8676	14295.95217	18848.18882	33146.32328	5809.851171	31133.99513	7121.419322
1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1179	11396.3112	1154.76952	3156.49475	806.1644593	837.5779528	0	1487.933692	989.8159142	11109.1166	4948.176974	7965.343656	15176.14296	5343.210127	15164.43254
1180	0	6966.247141	1280.039947	0	0	2721.14734	0	0	0	0	0	0	0	0
1181	889.019524	685.3546656	751.8152606	1571.914801	596.9486471	0	1481.395012	882.8327309	1393.204783	1414.968876	3388.585727	897.1003345	1502.949136	2042.341888
1182	0	1429.608775	0	0	0	941.9329777	0	0	0	0	0	0	0	0
1183	916109.7672	66475.65076	488190.1203	49522.73487	39584.51324	4983.896254	112610.869	117719.7376	537984.3462	414628.4558	528468.5674	569014.2487	196533.5514	553631.4769
1184	10503.76515	4793.168426	14881.53533	230546.1739	182509.8019	260390.4289	474167.6917	352620.5433	118435.4711	503616.4679	398258.3453	94709.72602	466767.4692	461637.2405
1185	0	0	0	1021.172827	0	0	544.9139832	0	0	0	0	913.6576567	0	0
1186	0	12472.99277	51841.473	79162.35161	6373.678624	25875.10964	3012.491148	13610.67511	2736.275981	0	0	0	17204.75534	2524.884467
1187	2228.205953	2969.923573	2655.485466	0	0	1546.638361	0	0	749.9833271	0	850.9095484	2856.2893	850.2581326	0
1188	3421.940469	0	0	0	0	0	0	0	0	640.0503704	0	0	1756.703905	1062.188336
1189	1136360.108	4536485.92	1133042.725	2866181.443	1682373.912	17600000	2088310.223	5753769.699	2450462.577	1424501.3	673353.5441	1259519.056	3180607.785	3129393.65
1190	1181.696096	0	1479.311327	6837.351934	1708.72328	1075.15722	1422.87838	1397.462148	0	939.3607633	2136.712007	2424.65024	2185.748229	1746.694002
1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1192	0	800.8666616	0	1228.465854	0	0	0	0	0	0	0	0	0	0
1193	0	0	0	0	0	0	0	0	0	639.1918252	0	0	0	0
1194	18337.77436	29539.35322	54668.68422	50635.42049	18936.65392	19725.28341	23783.25772	112845.5601	37482.35754	22897.97913	254156.1136	23756.46089	24426.54441	61159.51658
1195	1735.736241	1900.218693	2897.089787	1248.95774	3705.05726	5441.082341	4101.308239	11911.6191	3147.486551	33790.02335	104291.0515	59503.20696	19613.44433	49792.70411
1196	0	1352.936429	0	0	0	0	0	0	0	0	0	0	0	0
1197	7.4e+07	41600000	48700000	28200000	29800000	3.2e+07	58600000	74800000	62400000	70800000	76800000	65900000	73700000	8.3e+07
1198	14414.1308	48021.84648	72299.64352	89708.81499	29234.71558	9453.107792	7306.152317	42159.04865	15544.60378	2951.499302	6732.243436	36880.49513	74374.86869	6317.398347
1199	0	0	0	1421.621293	783.1008437	0	0	0	0	1202.047137	0	0	0	0
1200	4907.720517	3461.861178	3746.061425	3474.816752	3714.276997	4363.440467	2965.415084	8754.155416	3191.109982	3226.712206	7484.318627	0	17487.75755	9081.363193
1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1203	0	0	0	987.199935	0	596.7190417	0	923.0737099	0	0	0	0	0	0
1204	0	0	0	0	0	0	1409.085002	0	0	0	0	0	0	0
1205	0	1097.30346	0	2208.739069	2536.171727	799.2067397	0	3905.393304	2289.36321	0	0	0	0	1218.472944
1206	0	991.164063	0	0	1535.298404	21270.92711	0	3358.250684	2843.485912	4710.193276	2014.805931	1281.132146	0	0
1207	0	0	799.3681955	4036.876923	0	1340.496485	2110.30262	0	0	0	7784.883703	12121.89352	5277.602687	0
1208	6838.054384	3309.437446	2905.65295	3891.340675	6873.285284	1241.712451	2134.429055	2704.898272	0	1611.640877	5522.133667	1160.749433	0	2828.629782
1209	0	1918.598968	0	0	0	1407.66077	549.2527687	6060.019645	0	2919.894546	5109.898721	59684.69443	0	0
1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1211	1191.266502	1324.326442	0	529.8299667	0	0	2061.761026	0	0	0	0	0	0	867.6929881
1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1213	0	0	0	0	0	0	0	0	1896.463918	0	1850.704131	0	0	0
1214	7119.368654	0	0	0	0	0	0	0	0	0	0	0	0	0
1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1219	33328.68607	0	0	0	0	0	0	0	0	0	0	1691.351562	0	0
1220	0	0	0	0	0	0	0	0	0	0	1847.828237	0	0	0
1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1224	1389.144642	0	0	0	0	0	0	0	0	1161.835544	0	0	0	0
1225	0	0	0	2500.371497	0	0	0	0	0	0	0	0	0	0
1226	112036.7319	74680.13799	136818.6566	81037.07526	23117.1854	28040.17463	47969.9059	323389.6385	31262.7328	125142.3485	523949.9278	28561.35099	131541.2259	115531.7702
1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1232	0	0	0	0	0	0	0	0	0	0	0	0	0	3584.58418
1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1235	0	0	0	0	0	0	0	161606.975	0	0	25536.77952	0	0	0
1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1237	6725.87867	1940.523126	3342.346232	0	0	1778.73325	979.8333073	0	3466.833573	0	7356.430091	0	0	7634.383937
1238	558.579066	0	0	0	0	0	0	0	0	0	0	0	0	0
1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1240	0	0	0	0	0	0	0	0	0	0	0	7058.324501	0	0
1241	0	0	45577.58166	0	0	26604.90239	0	0	0	0	0	0	0	0
1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1243	2362.454761	856.8486371	0	0	0	0	0	0	0	0	0	0	0	0
1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1245	901.2912629	1218.114238	0	940.4091994	0	0	0	0	2598.781822	8967.976917	0	0	0	0
1246	0	0	0	0	0	11504.94166	0	0	0	0	0	0	0	0
1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1248	2818009.372	1880778.779	745960.8168	508520.211	121943.4875	650576.4938	2563273.579	6572709.964	4871279.894	4482300.412	5706584.14	3511037.364	4726659.32	4410741.044
1249	847857.3063	269188.5423	279879.7607	841282.5073	1858140.835	486833.1063	450794.5538	310081.1036	3763534.926	2263366.076	2795537.185	611196.7777	6481690.045	2887670.133
1250	3224455.262	3879312.294	3295926.686	798647.2781	375521.5908	188043.6209	2901383.494	7452798.056	5483692.485	5140246.387	6399724.759	3965182.269	5416915.104	4987226.443
1251	2416600.814	4425800.144	2466098.747	191380.1383	976714.9839	2272949.965	1843668.17	3937850.41	3000521.165	2339140.039	2757486.918	2789748.736	3983115.181	3904303.437
1252	1592016.719	1123839.928	917053.4347	357686.5217	431137.8055	595048.2	1011800.347	2376533.8	1697891.525	1551032.866	2343276.715	2336006.646	2466590.358	2501620.986
1253	9713.306083	49616.00923	124028.1782	6145.644987	6188.413331	3740.963755	12177.05372	97267.59254	350524.1294	186127.5985	181610.112	3414.700987	22890.43011	20541.89959
1254	205179.9541	210438.4767	218764.3916	410811.2964	259030.455	141347.0039	309702.2256	241375.5313	235761.3254	267302.3682	326493.8162	413516.7568	378337.1731	436208.4994
1255	909634.0622	1695364.575	1116708.854	187033.0968	610985.306	43397.83377	318603.2923	1852144.614	1477432.155	836922.4429	788973.4045	845383.3358	824433.7391	1371844.677
1256	99779.98659	295698.5005	476909.6428	159422.0395	238686.8779	620522.5738	147400.2189	244359.2114	227585.6596	262314.5804	233436.4818	125504.6065	729782.0917	206851.6959
1257	1131225.74	37914.66647	88965.7128	175892.6076	373712.4264	1452017.794	107860.9689	6795509.029	3375802.634	4164524.484	6165987.016	1482849.452	4948137.106	2013598.623
1258	373680.1187	1213906.342	1081116.99	525008.4475	688232.2604	885746.3329	686256.2085	238922.2201	404844.9018	591018.0247	330432.1002	184540.4061	474135.8915	410442.2581
1259	526388.2655	316459.6417	507092.7876	51703.70632	203163.728	152680.6741	386162.0635	1044345.106	750730.2671	620295.4367	811051.9918	537380.3856	795440.5571	729365.6617
1260	328837.4764	315092.3224	238754.435	82632.50621	83517.00934	73066.49481	216905.6766	344695.499	492178.2734	232299.3882	456248.8531	198793.6924	541298.8262	364001.3971
1261	1396990.828	1431596.858	1173042.914	1890634.138	2082623.092	3200383.713	6258130.036	6554322.585	2984128.637	6232300.21	8835187.614	7486894.354	13700000	10300000
1262	332936.663	936290.798	251134.392	34557.47384	50964.08246	112011.8987	148092.4531	738170.9614	618614.2985	3329870.242	961841.4344	962891.2191	568813.1027	951745.7892
1263	1286918.43	671587.5703	717948.9095	429814.0668	223950.392	138050.3023	1127024.415	2041748.888	1660447.603	927949.5084	4437573.775	909848.9694	1144560.021	5066992.449
1264	614978.0178	848637.5492	325821.62	42281.82891	396285.4541	62420.87942	1306233.325	4054817.485	716739.3126	2038430.555	6182637.306	2033212.299	6305328.345	2998131.992
1265	844504.4163	1018438.454	757808.7063	199416.4339	318204.5611	340452.459	660822.3836	2141811.908	1772359.147	1287681.6	1442489.322	1673840.546	1709029.183	1687368.398
1266	989584.676	1482039.14	1164044.317	124254.2038	217104.3335	274511.7611	622591.1972	3905775.8	2237410.686	1543238.116	2224316.572	2427610.176	3123438.665	2398172.647
1267	90195.14551	205423.3919	487338.5054	375960.155	151667.908	43527.64934	300640.5069	370956.7757	321646.5576	185842.7517	247984.0407	272354.988	303564.7491	259118.0544
1268	340818.6508	304832.1953	778811.5764	276838.4018	136593.7881	117989.4674	531544.074	678187.7233	593866.4697	325248.5834	392125.8171	304981.8202	421640.5597	489909.6048
1269	598847.7772	733145.2602	1730832.588	432640.3464	244861.6199	134344.1264	729779.316	1219896.36	1779443.92	542884.5645	983506.2296	627791.2926	1486397.955	661333.2759
1270	780015.7699	535102.6681	688430.0799	397070.4616	304931.9025	158709.5301	486687.5231	2408920.438	1765632.339	589267.8013	817436.2664	939476.4544	431791.1024	397743.8364
1271	129393.2599	1651949.926	290619.5147	52813.01343	38554.67568	185539.1162	91849.47305	423963.3855	348684.2875	1102840.941	1087240.336	571498.1072	275167.8493	375562.85
1272	1556224.273	718390.5459	1221413.287	325480.5415	763479.7809	725606.9006	1337304.204	1326697.531	957523.9248	1200127.82	1609727.94	1391322.479	1725059.841	1380017.256
1273	1736751.202	833178.3995	1308672.242	325480.5415	688172.5885	649371.0034	1437397.848	1173046.309	1168629.397	717653.4428	1609727.94	1391322.479	1725059.841	1630887.253
1274	698280.5136	180231.6066	400238.1758	188657.5922	108837.6078	57856.2249	191227.7802	69879.57132	248686.3326	322549.4427	298295.6862	34084.88381	178497.5522	141571.0399
1275	200870.0498	142706.9913	190430.9707	102635.2872	399804.2526	30169.99856	325072.0286	682400.6171	664238.1114	990234.9552	1048796.758	346834.1178	1661695.577	878023.9752
1276	1636967.268	2075770.061	1517503.503	126154.0342	228957.747	238321.4407	980898.1435	5118237.626	3445987.781	2241022.588	3708280.999	2741154.294	5339415.139	4275831.069
1277	2022381.198	1274030.904	1128544.833	327222.7586	517160.0394	335883.7451	1142163.84	4097730.286	2621611.486	2234070.736	3720236.485	2585949.713	4024492.321	3638991.565
1278	812904.5594	692432.8542	829758.7327	341959.0034	340917.1589	538612.8027	662899.5899	877213.7873	668304.4506	478258.8475	641363.6704	507624.5359	1011485.439	832347.1649
1279	683247.6157	735544.0744	810282.3694	336579.2226	257296.4373	484235.1602	616130.8606	856937.4722	589759.8345	271334.3031	445902.5049	382665.6001	845212.5217	781183.5725
1280	3316943.312	3063530.452	2039645.494	189665.3513	270344.2491	166103.9015	1625540.651	7298274.495	5440662.023	5484620.256	14700000	2146714.59	14700000	7432817.074
1281	1266847.527	1541356.321	941914.6	587410.6245	741792.9065	723299.372	869548.9047	1388410.851	1052436.678	747257.2182	840067.9986	941713.0102	1017992.952	638048.6757
1282	436967.8201	2560343.372	504812.3545	111115.1822	125317.053	358941.5508	307684.5179	995027.1536	800121.8475	2008283.694	1861035.038	1164604.539	486827.3991	867736.1065
1283	399194.8312	770927.1498	599526.7524	91829.73227	140532.0278	88829.93923	316346.8361	934822.7687	658868.9764	436613.8167	506919.9112	863248.0259	1735742.934	451892.9567
1284	554114.4364	157202.8864	405854.3051	168535.3174	93480.27286	47326.32114	270885.0519	66547.15725	223689.8857	293020.3677	269361.8158	25082.87859	140291.0748	84300.42775
1285	5702029.794	811703.1152	1268888.969	320342.3011	393578.5735	219612.9945	2114960.68	1897384.156	4819704.541	1477479.803	3189921.013	1649587.938	4143785.53	3048955.588
1286	410560.8574	311315.9749	340172.8459	180522.5604	278889.193	225844.4425	361777.0929	1170789.701	1032527.066	1338719.346	1394505.99	546279.5318	2075786.415	1639018.533
1287	1447705.581	1579816.727	788631.61	186744.0097	225263.5259	690757.8141	527290.7767	3187746.316	2418972.113	308417.757	250342.329	229867.4081	869971.0995	942726.5205
1288	505506.4436	115396.0415	400998.858	192127.7888	132152.1	56349.95552	495837.6395	535636.3975	346926.4969	134015.8597	161376.6902	503324.9535	1117752.643	1128870.858
1289	1053085.84	978469.4386	629501.4091	131964.3599	449752.4195	594452.0534	439250.0335	1193602.041	1236001.53	847648.5306	1324845.104	1061156.765	1010260.778	1323834.631
1290	553567.3738	197194.4705	400268.3161	486418.5295	236363.1676	231347.2314	307775.1245	191202.3444	365773.1071	506910.1485	994714.6276	325369.8276	1172464.423	1461886.588
