row ID	130.mzML Peak area	131.mzML Peak area	132.mzML Peak area	133.mzML Peak area	134.mzML Peak area	135.mzML Peak area	136.mzML Peak area	40.mzML Peak area	41.mzML Peak area	42.mzML Peak area	43.mzML Peak area	44.mzML Peak area	45.mzML Peak area	46.mzML Peak area
1	7.10657751778902	16.2623204392406	15.4049306096916	15.0894119245582	14.7706444517015	15.6763158105539	12.8308342310267	5.9629690198994	7.62734899267048	6.57893092545723	6.11392787074128	5.14035155354648	9.32902813520693	6.49986580001789
2	13.0891840527332	11.8019515462819	12.1993542240999	12.3902429904155	11.572564629863	11.544111830433	12.1896234303613	11.3669721086919	11.7728489798651	11.9827510052079	11.6299639318538	12.1671403022104	12.723214903412	12.4237666836159
3	13.42810384259	12.7120469212909	12.4319554559284	11.5496469738427	12.544453540283	11.4190210962828	13.5371252521653	13.7273152072761	13.8069034819589	14.35642452759	14.486003765727	13.3237428383671	14.7279916842061	14.7743178677677
4	13.8727070121775	13.0777954974572	12.8510108622658	11.9598566784004	12.2269992828755	11.4190210962828	13.3568560702443	14.0343135295857	14.0371206544884	14.35642452759	15.6110048069459	13.3237428383671	15.5471516951058	15.5796336309669
5	15.8594177046918	16.6904309637867	16.4408943517223	14.9781560397851	16.3179988736968	16.5372334103461	15.1452177352164	17.0400524996208	16.7770180937871	18.5636144556779	17.3328342488487	16.303096697714	15.8707047778056	15.5082167307452
6	14.7415441409641	15.310958632675	15.0865871131115	14.9409371079582	14.7342441276777	15.0157373192234	15.2303118743248	15.2141887417622	14.4910281398345	15.4152793140609	15.1449785287019	15.0484609372512	15.3195799741923	15.6584945665157
7	7.19682767694859	16.8746288904135	15.8710086129347	14.2381588306939	13.8845848471498	15.0363150465554	11.5783677428084	5.45993756550483	5.39679459374916	5.06776359196667	5.23808601849434	6.27373985752035	10.0544984511055	5.52595757444502
8	8.72626673983153	18.0931638360804	17.2311939869729	15.864293678585	15.5223915806409	16.8880494061758	13.4218527048325	7.04388220902582	7.44318320033275	5.77318801037317	6.19755864426	4.77599794943659	11.083708038698	6.25861899666721
9	8.47995837050885	13.9907814955827	13.6653724391511	11.1956858451295	11.442618404123	14.1758149010668	11.9355957113992	10.0079206116882	9.29383191853938	9.7387958695747	8.4827725294237	8.86535872352253	10.870899184387	7.76950258843096
10	4.47209024399532	13.3586737911198	12.4414499432925	13.2653892535103	12.8940997000945	14.1784146085666	12.4503654523375	5.90031470069801	5.73638556363221	4.94590001508352	4.52679242012867	4.777309943641	7.84158846618054	4.66704579563196
11	9.97298163228355	13.470558120345	13.1099794131626	13.2364013213338	12.3815718963924	15.8410960515189	12.7106741044206	12.2737677921175	11.0880119321484	11.1637846938575	9.34703047118541	11.6529715770249	11.0145758523792	10.4705184714247
12	15.8337235311147	15.0123594522277	15.1681458378871	12.2840618017186	14.2539204061045	14.8324380478708	14.4570835132857	15.5241189740719	15.334035435504	13.4468603627312	13.609347642658	14.5394273937642	14.5460376498386	15.3682945096204
13	4.09884716443523	15.1095598876687	13.8910390212677	13.8196636525835	13.5266048904745	14.7308162115621	12.7111240430495	3.10911062092575	4.31917215209517	2.42466451134744	3.6183459462347	3.85531955204168	6.23939320911486	3.74372507538685
14	5.53191882886634	15.2873237240831	14.5711568449087	13.814566490068	13.5511597461457	14.3307339594818	11.3719896084076	5.09171491143296	6.48810699917612	5.825085527369	5.49419042411184	5.22596639360513	8.27068496381931	6.02277962330159
15	14.7761512370838	14.7335187643852	15.5690525260883	13.8977346334298	16.2904317396921	15.0585938388778	13.3238136763585	15.5380604846983	14.7431457121973	17.7330747461995	15.4368815131305	15.3929432166945	14.7779968461221	13.8814376078158
16	10.9777656964217	15.8969648045066	15.7582737510507	14.8391038865632	14.3228257985889	14.3160792372532	13.1363441263227	6.15807741435062	9.4725718433627	6.53073667849696	8.06681166925673	6.12563362771053	10.6596647773508	7.2011673062622
17	9.18484983568301	16.5567033738714	15.6141744499848	14.77948458716	14.6011664565138	16.5573588992701	12.2259904773896	11.2615560697259	10.5027269080163	12.3381354306228	12.5968569582977	10.4914705482811	11.3879917140935	10.9258066200138
18	9.81856130032108	12.7019065059194	12.0933768525273	11.3412771777254	11.984410314595	14.8139570917215	9.58532330886766	13.5377306123163	14.1876918618043	14.0493878760858	14.4165418877902	11.7477640787822	11.7198949036448	10.3739902272975
19	15.6440180913828	15.6327321580451	15.6338240764162	15.3907608346978	15.2314810176633	15.6083837722657	15.3430565264661	15.6401403202885	15.3742982284371	15.425271566286	15.6071909249229	15.5374056171742	15.5975394043626	15.8131714897116
20	10.2954152011902	19.6109201704562	19.0989461886744	16.9911428991399	16.5583301216648	19.580245130222	15.0101193973519	6.99393884424749	9.35412439411783	5.36436759874089	6.31178603387862	6.28941973477517	12.1477258613084	7.58633194084442
21	11.7778752330069	15.1676000932619	13.5531692946624	11.5256935431309	11.4247192667739	11.8079169193951	10.1663803217337	12.1692994638862	13.1442087616217	13.0061671165169	13.4104389228392	12.2748900718802	13.807984443813	13.0000164152227
22	12.8052667041887	15.8751804518637	13.7082544115028	12.4521488058124	12.5323617051266	12.9840463754433	11.9204676273016	12.6654171860032	13.6592951320782	13.9040908297025	14.1779812497089	12.6590241382695	14.6642401271385	13.9525340226489
23	5.24178902743237	15.9350473651572	13.9379397850543	12.975152188695	12.7797752516132	15.5171710698336	11.5431576236539	7.33871613893137	5.20165310702461	4.44447298787377	6.42044850451606	5.68817921756291	8.79764355344769	6.61635940853079
24	11.8150828024552	11.7346405551913	11.8807257094535	12.0241971821856	12.4452339359766	13.155370781711	12.3420109417791	11.8469618473304	11.7652866768478	12.6298346876468	9.88861650972726	12.2632802184872	11.9631647393234	12.2504232638866
25	12.0957632165112	14.247160800685	13.1439476574451	11.6341300098686	13.7747618817184	15.8271827026321	12.2460223714805	15.9720050859291	15.8278331192762	15.917895505568	16.4860074469169	14.0563267676452	13.3752915644216	11.0225709899282
26	14.1338121892801	14.1178842778484	14.9560271532568	13.3183219430137	15.675150191955	14.4063936913313	12.8545851964933	14.9218233709864	14.1294807322929	17.1331619040123	14.8038136582879	14.7814513372875	14.1484101184603	13.2442681132056
27	9.55262966173393	16.7468966501398	15.4507284341828	14.7255933612483	14.297666047202	14.5832667784469	11.7318971627012	10.2867885993948	12.585770429387	10.3487609585657	11.7919975358735	12.0625605602938	9.99717352591463	10.4289501263171
28	11.5087785581975	9.86379460372537	10.444104892816	11.5644087106473	10.9148644022825	10.5602244441203	8.85364305422977	11.8749530065987	10.093949596645	8.61146800969865	10.6419796047668	4.55968543787005	11.9718711548181	10.56099756397
29	5.9934227722444	17.1992510944701	16.5094191491987	13.8081780590818	13.4242999955247	17.0520251412869	11.9487673016841	0	6.19874688843719	0	3.04029991429074	0	8.92732618084169	0
30	13.595986959985	13.2183668876126	13.5685299320778	13.1779350562994	13.1484387615077	13.2294982594143	13.2045770356715	13.4697766737196	13.4394283759992	13.3336870826008	13.4859062138613	13.4551499517318	13.6321326448348	13.7370811755095
31	13.0485483957331	14.7505603040143	14.5350781407534	13.1327173628289	13.1455544494548	14.7802089415455	13.6541925222147	13.3720065787504	13.4567988772318	11.3984569504804	11.5450699467797	12.9792416416795	15.301944020753	13.8173977176493
32	4.83643386340053	14.9525828735101	14.6098984658166	13.9470488705215	13.6508171726392	14.290377130213	12.0942759784952	0	4.36312511400701	0	0	0	8.87631588920684	0
