row ID	113.mzML Peak area	114.mzML Peak area	115.mzML Peak area	116.mzML Peak area	117.mzML Peak area	118.mzML Peak area	119.mzML Peak area	120.mzML Peak area	121.mzML Peak area	122.mzML Peak area	123.mzML Peak area	29.mzML Peak area	30.mzML Peak area	31.mzML Peak area	32.mzML Peak area	33.mzML Peak area
3423	9.26925211257424	9.88453189877394	7.15482091730829	6.83655342286822	8.3130555502771	5.13676457707776	9.28244220772244	8.97672925374201	8.70354544077517	7.41980364679432	8.56070383247835	7.49317199024813	8.35751536114646	7.18190518729034	8.96496076257959	8.88250049869586
3424	11.6101917025839	10.5866730779368	11.1760542843614	7.98804773986196	9.93670268204197	9.74929751456663	11.2821602757502	12.351420559609	10.8698407717286	8.48567542896784	12.0449890874649	9.97341256975794	11.590913096264	9.8936814287246	12.9722012509699	11.7363080493232
3425	11.4953880971671	11.0938914394839	11.0885294290245	10.6105995270772	11.7110988543938	10.8025405430287	10.3332284432809	10.6660103756625	11.3732182594429	10.4532338753072	10.7323759349757	12.6893655965165	11.7642631050974	11.8983542343174	12.0204270431124	11.8588992647714
3426	0	6.83517110881893	4.01884434879418	0	0	0	0	0	0	0	0	0	0	0	0	0
3427	13.8564986196106	12.0223243423399	12.1906143870947	11.3594910368889	13.6193273982437	11.6743736350363	11.6462446773833	13.2522926557713	13.2663162596511	11.3968810014123	12.2492014176732	10.9415156262452	13.204073608182	10.185681280803	13.8248180115438	13.7738182308498
3428	10.6767998568632	10.2981209303404	7.81566954458768	7.34942823874123	11.2944563472747	9.9895825481271	8.27872805408616	9.36505403241498	9.29094308662214	8.22809045418263	7.86670927574353	13.0645728216218	13.7945360665675	12.3883776974876	13.8348673576773	11.3544234896201
3429	8.87149489468593	9.72372252330813	9.90137980963373	9.23220002057296	10.6037211858762	8.96591710076818	12.3274291943109	9.568708577646	10.0912633118189	10.8344269393842	9.88251358689865	10.8165389261996	8.77476475503236	11.0810440643927	9.96495813776864	10.7787069925206
3430	15.650026899553	15.2888858970545	13.5327594663709	13.2458413724568	13.7462683112066	13.6365286797582	13.4119355162013	14.1988935170807	13.7275533615592	14.8116392666772	13.9932660810748	16.1141247163514	15.7434828476565	15.7768263579749	15.6477523043805	15.3846385286552
3431	7.68873145286022	9.00447691177676	6.91090790577462	5.95625768057725	8.06262096728634	7.24387939621249	6.39790807113811	6.76811715316343	6.42190276065651	5.68411297124487	4.6691567984647	11.6088501340023	11.4257685846322	10.5360318974354	11.1361306749741	10.6291145425048
3432	11.3213943544644	11.3145021184215	8.65141897889558	9.62565809371894	9.26519958325856	9.36547728523242	8.34110315257173	9.80239787133263	9.52839678547909	11.4969948318024	6.20705259149702	11.9381880753019	12.1561356046305	11.5376937360845	9.6512253172633	10.9140484337076
3433	7.36064490835294	6.41509993208699	2.34302537945092	3.16065673592143	4.03657831465889	0	0	2.67188156195737	0	3.32558605760142	0	5.23210980268016	9.89174944721884	3.49208636292463	10.5571392272755	2.98906549163823
3434	11.1359980251944	10.5658823757576	7.52032522740371	7.31287345719973	10.1429908969744	9.38965636431449	9.846318136579	11.0848641799093	9.86418992572413	9.48694982867721	6.28923246144249	8.20016787708462	11.0526386420913	9.3548276390926	7.27095275101541	9.50884428971922
3435	11.9018836436987	10.533829932903	2.50316879206146	2.56636839440661	5.99325444484203	2.95002518611212	2.50868077174841	2.23865759188197	3.40018459913653	4.81134827408848	0	4.81874181737177	11.4199782607215	0	11.4265408805046	6.75425759039232
3436	9.79902379634895	10.2041998326224	9.99533600097661	9.40313500976237	10.5333710917449	9.93294848799334	8.28489082718386	9.03959127426284	8.35571082068293	7.95026845516976	7.14337420176144	0	4.56627748980307	5.25789769040471	8.05066474814352	8.45793549247629
3437	11.5034712208892	10.3551100611457	9.76918245401327	9.76385296064147	10.6807086236483	9.44169465982494	8.64401187859182	8.34567879817111	10.3348770370213	9.37238860784854	10.1836752855441	12.6897259752135	12.3505636339127	11.3080881324826	10.9298733130383	11.3520493456687
3438	11.8915373811805	11.3194805330143	11.3735434639009	11.2161432023891	11.0786345312527	10.6467538222039	11.7299735111326	11.8604155699601	12.1927130819227	11.0197925504278	11.7008172165192	11.4316482723715	11.5174022568273	10.8213603158753	12.2619043879631	12.3870370684516
3439	12.6710586668378	11.511113299934	10.7146902326556	11.6384790907442	12.5800138891498	11.5445744652085	12.0501988567433	11.9679846227038	12.2792279514143	11.3947655160681	11.8855939168411	11.315646992386	11.0954915274388	10.6643938189992	12.3351718535993	12.807287812977
3440	9.12374911934471	10.5280420735482	8.09283816864983	5.99062247731629	8.10365112428414	7.95321209877966	7.57076752271821	8.15764898610022	8.23053532451828	7.14056269323343	6.77224553153626	12.6582302352779	11.7202787015851	11.1741606674523	11.6594568448201	11.2525641969756
3441	12.0359906336961	10.7885928463847	4.69965556264142	0	0	0	0	0	0	0	0	9.31970416788922	15.1743831928609	5.35302940326991	14.3242942502748	10.0456797474779
3442	10.0077206904753	10.032822637857	6.02926364031825	7.23973832944682	9.52212345490054	8.31184514981419	9.56306288921064	9.24787353259842	7.54815555393057	9.43883416937052	8.93246295831229	10.9289825982251	9.60862635612355	7.87317198851913	8.18698607739465	8.71664149074918
3443	11.9035630490847	8.66705366283977	6.94554758353708	6.03586832503092	0	7.97870524799693	6.33517803639901	0	0	0	0	8.82699052080875	10.7587814069361	5.17778870436707	9.0251422666382	5.41257857753989
