row ID	1.mzML Peak area	2.mzML Peak area	3.mzML Peak area	4.mzML Peak area	5.mzML Peak area	6.mzML Peak area	7.mzML Peak area	8.mzML Peak area	80.mzML Peak area	81.mzML Peak area	82.mzML Peak area	83.mzML Peak area	84.mzML Peak area	85.mzML Peak area	86.mzML Peak area	87.mzML Peak area	88.mzML Peak area	89.mzML Peak area
1	37955.70279	1958007.135	165026.5861	14400000	7524712.475	47515.00028	51060.10604	6008.963094	609254.8089	304255.5318	1222689.686	2530175.49	95510.00694	5235727.779	2020443.277	15909.15817	2379840.965	1311237.852
2	397889.5083	278434.1614	408141.966	326400.2409	377400.3033	529023.0602	616913.1173	1045541.813	253838.3596	252885.7568	112080.584	228746.6846	203863.8027	96494.10673	410353.6771	444326.0198	377957.739	432298.652
3	702622.7835	759044.704	1816664.753	1130230.574	628941.608	868940.5194	2459936.469	1548840.581	863836.1318	1088111.746	759683.4424	674365.0267	1560341.776	943737.3959	769277.4159	1525973.008	502477.1059	1158072.148
4	533917.6272	902752.0235	2927319.062	1130230.574	744400.2005	1008559.159	3946311.338	2985968.028	1448380.459	2285217.083	1179915.192	954673.4854	1472882.871	592070.6724	1113568.353	3871454	724847.6773	1837011.399
5	9663091.185	45900000	13900000	66700000	45700000	8928002.403	3067262.977	9477678.979	40300000	22700000	35200000	41400000	57800000	13100000	20800000	24600000	19300000	38700000
6	4304625.176	4547902.815	5852688.209	3114989.68	4313370.437	4422276.498	4946755.295	2837935.687	2446886.286	3726930.527	3134444.024	4158785.221	3866756.837	2452066.181	3332451.258	4812811.429	3841956.288	5351324.533
7	6681.904574	1381031.701	3287.874891	5851721.822	2822980.691	8431.067979	34337.79286	3990.065324	454573.9488	48689.31628	1619165.914	3153435.116	517738.4946	4186592.093	1588772.196	2494.876379	1087156.487	604844.4035
8	8218.127664	2992350.493	14139.96589	13500000	6829156.059	40098.02514	112779.0663	2688.666248	933753.9426	156155.044	3046643.327	7008019.937	904361.2079	9326008.646	4730512.22	18074.29228	4412139.568	1565012.014
9	30497.51869	1151292.874	48044.83914	3200340.057	1334538.005	13859.46475	63772.5662	23568.30661	320024.5654	240679.7925	127428.8072	487138.8737	211340.5636	333847.7947	535610.0624	21079.80433	703397.1186	480814.7351
10	3404.105657	1209145.475	4659.083177	5029468.574	5144093.002	8287.898575	27162.27138	2827.498332	296021.5719	71445.03634	803961.3602	832107.6244	106742.3806	3240691.348	730933.8861	4963.114523	1854329.524	2449137.407
11	163457.3184	602054.9079	318983.0078	1638794.992	791622.3421	115943.9309	205998.3919	124554.6815	69212.33778	251231.9641	98167.94082	490291.4546	654212.0428	354511.2723	1315791.351	561767.6837	599409.9393	868044.2274
12	994764.4339	971995.0667	1247516.066	652444.3071	596471.7947	301101.4463	973117.7451	2697931.098	1429802.024	1736958.576	2685837.876	1268714.135	2961502	1567314.599	1515754.598	3198497.758	863071.2044	1659355.968
13	3014.936995	2497886.012	2046.031907	15400000	8056261.02	15879.21766	43625.023	1019.130393	119508.7072	37829.17239	943447.7359	1526188.322	647983.5585	4294903.908	907892.9837	2136.043777	1744236.762	1667635.26
14	8165.364531	449904.4112	20595.25416	2174881.086	991643.0965	9277.179135	31574.31862	3886.365277	118091.9166	19694.3216	752285.3413	1187406.214	67490.93607	1219920.32	1049172.819	4200.061315	681361.2394	255022.0081
15	2876628.696	9960954.37	6431802.352	2.8e+07	14400000	3366962.798	1369924.198	5073408.666	11300000	7808944.011	9932758.262	10400000	10500000	3835042.887	7671551.333	5623890.487	5174827.894	7981288.608
16	21936.69325	2615093.442	26291.6823	17800000	4415782.324	26774.53468	44095.30327	41537.37125	589353.3305	58619.72946	1685747.401	3677438.38	1436886.108	9671537.336	1694326.26	25505.85983	3278236.444	1623065.939
17	656499.4474	2134024.599	1266610.276	7389299.353	4323246.16	413778.5118	205128.7772	141326.2063	439483.5386	798688.0421	2597848.654	3342457.363	760675.3396	3186072.318	2780822.308	484978.2642	1876699.347	885995.4338
18	344978.0423	5668373.005	1100501.704	5817438.97	7633906.953	2231488.272	370877.2968	629923.7645	1425763.212	1725780.711	2996004.61	7216606.345	10600000	1876110.446	3896310.464	4186889.998	3976977.739	11800000
19	2710465.59	3780584.929	4595886.688	4745379.597	5100239.614	2753711.76	3482856.816	4375192.324	3212622.573	2985759.217	3767953.827	4483892.418	4458546.692	3827261.86	4380388.795	4123213.679	3968554.401	4432118.636
20	33718.4205	1.8e+07	10070.38107	65200000	40800000	162911.7928	408296.3189	13344.89825	3631358.552	812359.3173	13900000	27900000	7444227.118	62300000	11200000	52520.43396	16900000	10900000
21	1314994.356	1374788.993	450689.995	3960498.668	1769999.234	2384458.82	281802.5623	593075.8006	2586940.118	3425729.286	1181133.305	1234099.935	2824249.769	1331174.758	836485.5377	737354.6869	814645.8483	2970529.251
22	1721247.608	2073749.804	718843.7045	5027316.572	2524973.587	3349155.739	574989.2035	1025542.534	3280492.148	3920664.304	2246080.806	3678987.333	6167846.327	2898560.4	1384180.521	1539636.573	1576023.69	4613708.043
23	8545.643509	1492808.152	5168.610639	6996448.723	5527571.716	7093.482233	56420.19603	6484.669738	310946.4655	66300.1194	558855.7612	1175971.081	228507.7443	4987377.979	821056.3932	2916.149424	1382074.552	742238.3803
24	362611.9927	369201.2105	321689.0047	359983.696	375592.8213	393863.9295	429263.9206	398805.8807	450294.7799	373862.5634	457211.2841	543808.4301	412426.9463	405106.7505	241310.897	373860.7442	408038.1747	448456.8062
25	1166023.302	10300000	6667949.779	6728581.106	8845686.94	6468356.327	1582900.994	2584062.003	7214121.931	8283517.19	9170908.703	14900000	27700000	4115858.039	6796084.846	19300000	5684562.218	25100000
26	1852596.279	6586422.669	4246150.38	18300000	9512457.271	2173057.283	881000.7456	3291083.08	7375576.843	5138438.062	6541565.843	6849252.342	6896105.11	2503685.669	4969256.541	3684703.389	3324425.582	5309473.965
27	459700.9547	4075078.27	343942.057	19900000	10100000	122750.0571	72856.23886	67677.8771	6507513.107	2645567.546	1417776.231	2067684.204	1482510.421	8443417.367	1406237.003	182756.2663	2539109.667	2798834.046
28	73987.69768	558902.071	418714.7457	61942.53913	247975.3859	244136.5354	297166.6172	464394.2584	691057.3975	529129.8018	90073.1199	96963.89122	1210995.299	2840.111278	747977.8589	755409.1162	16644.90112	840039.9408
29	506.5587145	3233576.823	0	12700000	7588873.73	3952.947479	31308.45455	0	441954.4908	126928.2027	2209948.479	4687735.825	1367789.171	7503518.307	1525128.015	733.9578005	2366696.011	1930104.556
30	684440.1688	940409.2074	1025044.769	1175281.984	1100381.163	850755.1637	888630.9347	1037032.047	1058746.217	975079.5234	906589.9559	1056909.409	1199151.862	494013.0138	1077659.235	1023966.903	896537.2045	1117586.456
31	1074043.58	4918811.78	5611158.09	10600000	5419844.285	2225014.31	2557977.092	2695564.591	2613298.447	7737809.181	6423900.61	8421845.024	14700000	2905427.913	3516115.254	10300000	1135016.128	10700000
32	1340.920444	436041.7839	0	1384568.466	1070467.798	5602.104356	22013.59185	0	211355.3698	25398.13382	568112.5431	1103461.352	132503.1876	644851.2804	1026143.289	0	974969.5654	292775.7923
33	5574.916096	451664.8266	9367.298629	2147256.454	1302721.776	4595.5314	19687.55165	1735.344208	193456.0471	14713.73542	355514.9698	895309.8775	143736.7368	1070791.487	1196004.163	3780.184361	842369.612	313642.3207
34	7458856.743	7043117.156	7050981.682	6924130.579	6746846.785	7039241.552	7337267.492	7078991.872	7615829.304	7281442.968	7169170.127	7328998.473	7210172.486	7287351.456	7288301.91	7627672.661	7208038.333	7897843.9
35	921546.6818	8086028.878	4147602.577	8072983.978	8763425.756	4229443.974	1165595.413	2201358.055	3751610.596	3842430.554	5171394.117	13300000	17600000	2993113.975	4460846.251	8889948.685	7285285.164	14500000
36	3451718.419	2943552.443	6534450.433	3076068.33	2867381.512	2535931.579	3054420.526	6315996.859	4580388.427	5835955.895	3469099.638	2458817.905	5284280.985	1832872.111	1914445.04	5709570.9	1446993.211	4266964.519
37	2576.828471	3033440.226	9867.518266	1.1e+07	4015680.033	13258.80909	30217.56874	5649.950624	402347.9346	127685.0818	568926.827	1719098.189	691881.1824	5557756.384	1244930.544	17498.97522	2170368.847	1686796.338
38	1960780.557	15500000	4404167.394	49400000	28500000	2439647.922	5360965.414	3805326.149	5226872.944	4791150.186	3648955.829	5858256.498	8953571.555	17300000	4581222.469	10500000	7088355.537	13300000
39	37443.28671	665463.9856	64786.16605	3192102.556	1547027.704	78042.82854	37300.73281	57120.78739	334875.9655	352488.1324	1228479.262	1871243.396	834372.522	1342105.935	777594.6099	75808.52684	925006.5652	761353.4856
40	7535.7293	921880.9082	3922.798739	4696882.298	3006638.845	19116.12977	14209.68844	4290.513344	191590.842	52310.99826	413888.9758	936439.4322	244614.3387	3031622.377	851410.5203	29250.49962	1071698.249	491268.0195
41	5909.118523	2695003.123	40428.07337	12100000	6661756.788	48591.21993	148018.1852	31420.20936	669203.284	63885.69081	1304096.791	4953883.864	1150680.707	7344024.399	1525287.47	39721.15174	1911541.628	1366970.27
42	76170.13377	2356855.056	97607.96574	3.5e+07	9788762.196	48591.21993	148018.1852	69961.48899	507811.5017	63885.69081	1490460.392	4206998.665	1759554.648	7746351.865	1597847.262	77818.6211	1734333.283	1201109.319
43	2575127.728	3063692.608	3077521.214	2698518.467	2421778.663	3796869.728	4693469.95	2547446.186	3215826.31	3107185.867	3387291.527	2422214.192	2970474.094	2110101.687	2420285.834	2628365.643	2644579.998	3067760.813
44	2667170.087	1837345.57	1052378.528	1484066.667	929546.6365	849566.7727	1186840.556	909442.2329	4352566.241	4307351.041	1744282.37	1985854.475	4300000.47	5046843.654	5762093.534	2170660.197	2195121.233	1955771.899
45	1942063.259	2241978.859	2974921.895	1944543.783	1411868.747	1289546.336	1648827.651	2054473.916	1401148.778	1780657.137	1284934.022	964981.0343	1648583.11	561855.9251	930335.9323	1656882.692	707024.1166	1501795.262
46	609921.7231	333255.3581	1708552.788	579209.9263	331112.3738	711012.3862	497076.9067	1207440.345	2948980.05	6853952.015	2130142.466	1848747.852	3337599.15	1582410.187	2137441.786	3616890.215	1193071.262	3769692.904
47	3217481.435	3200263.569	3095292.87	3069939.536	3129654.736	3257708.931	2715816.168	3226521.849	3563090.858	3000989.808	3533537.729	4565352.382	3716530.309	3350488.613	3175238.738	3380354.576	3160190.5	3607358.443
48	37887.68165	2014700.862	207224.9845	7641464.411	3291950.923	179882.7609	91429.75599	113403.4318	690961.0252	264595.316	622675.0006	1035000.194	423500.0979	2249360.266	1447197.653	186015.9627	1386482.52	1171559.436
49	1399025.125	8314192.348	4016570.292	7242140.589	14400000	7046641.91	1114767.837	2489463.953	4507921.838	11500000	11300000	21700000	37500000	4409145.064	4493134.242	22200000	5389659.675	28300000
50	627251.314	1974818.256	3517407.186	7911457.761	2598927.7	760420.1513	1941723.432	1522424.07	1487765.308	2629740.98	3483514.421	5043928.57	6118030.271	2540502.926	1613353.397	611877.3056	730131.1277	3504793.128
51	0	222833.6693	0	1318417.954	892144.4928	3921.389024	11889.14434	0	31733.64587	2716.715115	169060.4612	609026.7866	258905.524	403409.2	737173.0477	20474.75967	845465.1314	543218.0855
52	4759.476358	2096593.895	0	10900000	4550854.551	6331.186824	47844.43368	0	323472.0395	85851.5814	666815.5796	1439054.57	760057.4646	4311130.134	1113516.691	6467.028222	1628311.578	1383558.023
53	753462.0811	6207888.188	3177226.248	6027810.216	6410983.565	3764735.508	464847.0415	1521415.082	3392066.01	5135280.741	5467643.187	10800000	15100000	2960071.613	3962479.555	9105708.746	3500747.765	1.5e+07
54	0	728474.1964	0	1467789.7	1669430.09	7947.135132	14693.52927	0	270218.7634	48383.06787	771814.6886	1278409.409	424406.3865	1001824.362	822789.0157	1454.592727	1139333.387	536846.667
55	15030.75965	2178727.96	34404.93449	8313343.293	5742820.134	12506.50463	46999.25751	3925.718041	489615.2991	124045.4308	1693937.263	3186107.9	996500.2228	6680104.186	1335480.143	10668.06146	1928797.268	1570180.828
56	1084228.356	1264614.595	1611737.285	974044.3322	1233601.399	985647.9705	1545600.104	1482059.319	2222097.969	1492732.434	1750981.394	1516170.759	1717371.371	1332170.429	1049419.145	1917115.938	1080557.762	1313101.765
57	197979.3292	4225296.166	807217.0393	8473493.125	7108281.73	407443.4574	589417.3399	513985.1808	1045760.096	1054636.972	796610.7807	1519141.972	2591424.057	2586085.095	1012082.045	2255548.376	1583632.619	4061326.789
58	1608054.881	2168019.377	1942006.304	1598662.176	1627603.456	2347477.603	3004601.406	1663589.13	1957360.63	1631768.063	2041996.897	1672580.405	1912675.121	1376491.448	1721011.798	1837973.118	1844685.315	2070173.333
59	703726.9639	895110.8031	684443.6188	728824.0804	564942.2321	498538.7507	608905.0994	551303.3653	1100533.672	1164645.179	945277.7414	1150313.613	1238242.666	1341918.48	1463706.737	1206146.889	1135974.824	1063362.692
60	444.6412482	589594.4729	0	2641118.814	1319449.017	1585.192368	11354.70996	2357.124293	83837.55997	11569.77938	242476.3613	367660.6216	149520.0555	901468.7688	352111.1286	1033.665109	544146.7422	456735.492
61	581998.8222	5355748.754	2039990.95	4034329.984	4518122.371	2284098.746	268589.5181	809419.4759	1736217.075	3073952.483	2904977.587	7004982.531	9719792.903	2394698.808	1779932.787	5113699.665	2551399.593	8783877.359
62	7014342.886	6991397.712	7143652.003	6852735.131	7295483.869	7077177.327	7620836.607	7429181.173	7513066.692	7299443.06	7495268.509	8093043.064	7638141.57	7469453.07	7525610.044	7980562.674	7351228.082	7724480.777
63	317797.4182	636514.0648	426806.3385	3288987.634	1251539.862	304163.8441	249603.1668	544188.8758	886042.52	1024222.785	1252342.466	1512025.148	1326766.125	1425818.626	579206.0278	422404.1029	946913.6653	842153.9885
64	1578.194036	1956455.008	2844.827602	7412971.074	2407391.975	35566.56844	5384.820073	2033.610901	7835053.795	562738.5014	1344941.155	3107258.529	1362862.956	9564843.295	1195762.683	13283.14718	1144277.045	982393.5259
65	419380.286	474399.4064	306357.1724	423865.0878	212350.4946	34068.59452	148827.8803	118568.1725	462267.6551	386728.2908	357416.2362	271728.2069	276201.7348	228461.3361	189815.549	116292.4444	308691.9807	373289.9077
66	2493570.673	2060065.431	1962817.605	2284306.774	2139980.546	3570376.757	3507433.6	2550166.493	2503766.994	1777867.917	2063944.314	2352528.305	2212605.888	2755956.653	2462955.951	1800977.474	3149593.841	2320721.275
67	104140.1476	430756.048	211214.8565	866664.5066	465146.3524	38896.96541	107322.1939	33297.76131	328283.8748	255127.6407	343381.4381	765469.5512	900021.2438	2025971.043	826948.1824	21408.73513	775365.1396	1416291.933
68	3839937.74	4394929.765	5947621.413	3026070.521	4239527.224	4343342.045	4793992.655	2761451.067	2511982.122	3729987.186	3253398.906	4047141.392	3748913.47	2467080.96	3223922.509	4727194.726	3807162.385	5351670.538
69	1006217.266	1196636.005	927670.45	980636.5461	905453.9937	917639.3808	1430526.819	1058366.794	915189.2669	1058513.266	1033298.702	1181327.062	882913.6621	1455009.505	813341.3587	871384.4625	894879.2419	902867.2114
70	3919453.395	1587617.533	3952537.894	1819590.582	1693390.678	2202167.857	6037338.886	3607158.326	1536799.98	1383082.662	1008248.649	952770.052	1692087.806	1426592.046	742194.4557	2437440.35	867714.7189	1369098.916
71	1889210.317	1597141.373	1935801.392	1875898.593	1775670.297	1747362.883	1763981.557	2108874.033	1821329.545	1763938.32	1959414.422	1768178.683	1860936.439	1734663.013	1825116.312	1928100.3	1721277.497	1865871.755
72	897599.4024	754684.59	814016.2006	752520.6563	805351.8638	796986.553	783013.7652	831019.84	768330.325	768523.7697	774688.938	784108.7936	808069.477	774688.8635	790565.7614	779601.8492	773290.1327	751921.4955
73	3557236.501	1102150.696	2236997.661	837885.3407	973354.6711	770350.7655	2285987.146	5835718.834	2297709.617	2825674.484	1018088.576	936475.0111	1722878.079	1059650.33	2598732.709	3728583.88	920778.6934	2277239.351
74	270735.4892	307009.466	590748.3523	52540.2287	121138.8068	71283.21298	223003.1877	439056.6052	337876.0105	905228.6392	177055.5403	203017.0566	593032.6017	225447.1868	1204681.071	864301.1665	120341.2618	380032.1786
75	5871061.967	6915716.258	3627494.044	6136085.727	4333336.153	4327713.852	7437096.29	5482791.287	5079158.03	5738136.288	5532148.853	6732951.828	4043163.658	7667788.025	3985879.235	3466216.853	5252428.566	3872848.381
76	1089749.78	1163945.326	1021110.204	1049178.644	954435.3418	910010.0717	1251529.373	963878.2884	896479.0751	943392.103	960449.1893	1053971.502	935663.392	1169961.009	879988.7431	867872.4429	976904.695	805254.2682
77	1314217.084	910998.035	713026.3498	2394086.339	975393.2749	978955.8329	300926.868	643693.0049	1669615.656	4219940.084	1066466.162	1223636.079	2757844.738	963499.9315	669462.7302	951832.0747	699029.6372	2620354.232
78	41700000	3.9e+07	4.1e+07	41400000	42800000	41600000	41300000	40800000	4.6e+07	40300000	42600000	51500000	4.4e+07	43200000	40600000	41300000	41500000	43200000
79	1996557.495	719294.266	274920.1046	164681.7395	228827.2561	84018.20884	577377.2177	1074627.04	550767.9913	1056626.944	1149918.321	693970.6511	669050.0483	352874.4321	1057511.534	2390000.694	566678.8659	1764081.007
80	827068.7693	743074.4458	751090.5695	680716.3049	708091.6907	735538.4035	704178.5727	746127.2486	701978.4625	778833.2944	772955.4001	736002.2808	713006.8719	727659.0839	677016.7816	672040.5236	760453.5376	695714.9917
81	949741.5691	1680476.213	1130306.705	6851789.359	2563638.786	606143.6934	332592.4354	500263.3826	2778958.494	9141972.315	2554331.473	3473773.924	6449959	2757128.524	1217778.106	1485113.281	1553713.542	4555474.668
82	2748012.094	2657971.266	2921040.884	2655472.063	2563883.566	2821958.703	2830433.326	2756265.949	2700427.153	2738633.957	2745398.662	2726513.417	2655955.875	2669040.696	2654519.416	2954772.809	2638173.99	2711658.618
83	2498764.955	2446233.274	2219218.312	2464644.104	2531318.941	2000390.317	2676881.992	2600324.203	2493948.84	2643220.279	2523363.768	2416474.158	2410980.356	2603055.536	2242719.832	2208590.668	2432183.065	2324406.561
84	34656.3642	603094.8932	135755.1355	3445856.148	1168746.201	134369.8725	159390.2571	71753.00127	143250.4857	165540.0359	379662.3815	993271.9303	291794.4016	1791443.123	515977.9102	74968.11146	1069730.946	641534.8539
85	41258.87755	829411.3235	123993.9862	3486361.511	1487260.919	68162.15244	170647.0902	81201.7157	200856.9925	139670.364	483852.4154	1127719.04	441146.198	2226482.213	646711.1381	53593.92586	1245581.785	793554.4219
86	4369969.198	5216290.366	5057298.852	4497645.718	4686440.057	4601673.135	4451771.828	4780333.345	5492119.704	5823995.945	5738437.519	5233999.461	5170738.326	4410422.347	5531564.507	5565205.312	4853278.468	5323330.969
87	1121971.491	1605529.095	2322751.983	1646227.033	1303128.516	1179207.573	1606057.187	1742404.315	490900.5117	861177.7676	1067629.926	689655.8834	1125083.01	450294.0097	1186435.456	906797.5191	689897.7691	894894.3874
88	14397.66658	2777422.886	300064.4475	14200000	6589862.3	31296.96502	67046.20604	129147.2465	1657706.239	865928.3718	770930.8666	630870.8835	1002356.708	3399544.678	3519148.495	64031.36912	3383219.984	3723855.865
89	6896584.666	6005035.611	6969677.323	6689393.11	6693016.667	6701219.552	6548760.135	6926231.133	7172483.12	6766797.407	6608727.586	6747543.35	6965274.985	6684055.556	6860329.886	6822148.326	6839310.471	6942354.668
90	1168444.919	1125426.135	1952393.302	468619.8434	586959.972	526184.9082	772800.3242	1704979.737	778403.8928	1434471.147	1332955.757	651491.2708	1254109.621	680518.1104	848604.8448	1874666.447	588504.0334	822371.5783
91	1230987.807	1043290.701	1859535.25	567997.2992	635662.7347	555954.8356	818237.1898	1634656.102	949417.9105	1203803.776	1240234.847	772065.5188	1076645.705	612968.1568	813766.9565	1727847.542	521962.5222	832527.4634
92	1156470.83	1018159.358	528242.1389	496759.119	547544.5301	598789.342	545120.5824	529684.8543	509539.1613	608044.1545	519077.1328	647228.5227	574707.7417	719591.8834	594428.006	608571.7051	640031.6566	606424.0003
93	887336.8227	842947.8285	806177.9381	792198.9843	738975.6358	773457.1098	897042.7574	791419.2095	788809.8533	919579.2192	877460.5725	882487.2642	785396.4023	863026.1467	763199.8224	810159.6623	798323.845	835999.0511
94	5048912.188	2627955.987	4847824.1	3831331.042	3061469.409	3845741.91	3654347.523	5685826.217	5047953.495	8685222.184	2913397.384	2398668.865	4674609.043	3744530.275	2674723.834	4576812.85	2002245.93	5196962.279
95	2177917.715	1952354.589	8740893.674	2409482.463	1286790.148	911209.3635	1441147.453	626019.9577	2739433.576	3164481.832	1336905.28	583966.0891	1147277.343	816127.3763	1862746.361	2715507.758	1254586.046	1091088.423
96	106612.8506	115758.3635	107077.8202	102472.8599	85055.43905	66635.67482	123511.2403	604449.4329	825615.5402	1222631.933	710451.2455	508034.5722	663678.2509	314436.7207	856463.94	2296609.986	1026978.263	1295373.993
97	609951.1897	290874.6338	536206.21	1264406.929	251867.4672	1021610.929	568261.2464	2158321.501	2696581.239	1290734.305	1436031.326	570181.9688	614433.8919	1098709.149	1353192.437	1079835.11	446253.3289	839500.4127
98	3171211.536	1383310.019	2814004.193	1136123.98	750664.2754	1457599.489	1084380.898	3102877.347	8172370.581	6742924.437	4196436.79	3629414.732	3942396.042	3133029.341	9012899.043	5496358.058	2500488.726	4774777.831
99	1630154.102	786491.8289	2049650.811	1224610.037	1096977.557	827323.8447	518423.7321	1575253.206	883466.6259	1497666.732	2296988.611	1515076.239	903000.6295	693934.0583	2043698.895	964887.2437	2523589.482	2324642.821
100	2627409.516	2558392.046	1922648.233	2501085.807	2137147.317	2071498.741	2415249.86	2201381.561	1996689.712	2405894.201	2056060.591	2530080.848	2007668.595	2651330.922	1918581.772	1765672.077	2307130.202	2170683.477
101	1658276.476	477233.711	181192.3144	55711.56557	152242.8257	27476.4967	364267.9191	1370875.704	685649.4971	554792.0728	1182521.967	710806.2368	439102.1913	405810.1837	804275.8498	2958326.197	452996.461	797002.4764
102	640027.5477	803461.012	1781079.735	709003.1874	600941.0187	489556.9704	638562.2059	1345537.242	1066668.059	1656028.659	1154141.303	765899.1412	1053520.81	406106.5649	762639.9829	1384839.462	707928.9854	925904.2653
103	18200000	5046925.202	9776543.73	7430933.666	9126110.866	7803987.908	11900000	31100000	8351234.096	8273920.725	9838434.499	12300000	9363283.786	6153878.743	5889551.612	14300000	8196954.637	12900000
104	401358.9639	2282991.246	3466098.36	15100000	7739190.747	1127690.59	1269182.722	569363.5088	4843103.657	2787983.059	2439492.936	3246973.394	3363412.375	6704854.128	2891924.485	49087.45598	2348131.85	4882069.123
105	42337.63124	849260.03	115620.4039	5196531.356	1941234.922	132769.3706	131360.7601	110958.2955	279832.6536	283847.96	612474.1109	1106192.196	533444.1064	2372480.591	780843.5329	174870.0697	1211246.16	1246692.255
106	1.3e+07	19100000	2875185.876	1368418.898	2386476.523	1811801.965	1059756.964	1906030.746	820726.7503	947139.7703	987890.4797	1601814.626	1157648.763	1736693.248	1555410.116	798793.337	960718.4715	1668164.582
107	1258590.781	1228262.267	1645590.031	798271.3415	787702.2335	435048.475	1132204.988	3436937.961	1758357.526	1697305.02	2796687.637	1592303.32	3090377.734	2062773.376	1472606.751	4291737.128	1108931.455	1388205.062
108	2126436.839	1094091.507	2516222.256	1981812.804	733421.0784	679800.9878	1091770.178	2700728.27	782467.6643	1407450.183	835179.4578	577817.74	888290.6973	348945.8251	749342.2152	2145581.105	526247.8178	777579.7565
109	3968367.136	2689464.224	9348914.317	3714359.571	2192914.109	3112695.299	3159934.386	11600000	12500000	5690162.889	5681898.863	5403168.156	12400000	4145089.505	4669775.959	17400000	3358991.339	11900000
110	22750.55133	2446372.084	281498.8569	50573.54143	860052.828	95367.51802	771898.5411	909307.4201	4507703.389	3322771.698	6547966.428	1596019.063	1904787.491	641612.7161	1872359.211	4095451.597	1293307.259	1111961.84
111	3511870.477	3689766.822	3535979.779	3511377.332	3583695.239	3412814.734	3412321.134	3603260.126	3434904.218	3838128.09	3890471.846	4110502.28	3934402.298	2597492.142	3681210.779	3617819.188	3618792.11	3870612.534
112	1582200.952	708622.1163	974458.4467	1016517.616	384564.5536	531628.3939	520696.3844	463051.5272	610260.6199	326826.6064	688700.0717	626871.5315	722710.0595	740834.0104	727743.7955	353729.7375	437096.6867	427768.4675
113	9e+07	94400000	97600000	86400000	89500000	92600000	89600000	84400000	84600000	79700000	85900000	95500000	85200000	91200000	9.9e+07	81700000	92300000	98700000
114	517715.9471	543957.2605	511666.6848	456651.4425	493711.9388	482817.3976	454141.674	803823.8367	1650542.057	604302.4762	2225535.735	577462.7452	683750.4584	514699.0372	604755.0939	696615.0372	604243.2209	1903855.09
115	5105783.492	7129336.217	8683035.246	6333178.108	3114092.315	2512031.201	5196783.493	9171867.688	7702742.296	9087237.994	8039548.452	3924843.762	8227928.058	1856160.94	3334142.557	10100000	2349680.171	4286140.234
116	933502.5281	900146.6792	823937.2988	843765.5848	932898.7122	961465.3529	952627.8092	999706.1568	916851.1017	936933.0479	964647.1061	961296.3096	955632.5685	1015512.804	890585.3327	897314.888	942352.8831	903438.5389
117	8108353.25	2327052.718	6082418.808	1592909.153	2226643.165	1592704.329	5177486.954	13200000	5041030.435	6680583.984	2241915.897	2035321.515	4155575.886	2231965.671	6031373.957	9572258.936	2011830.867	5257445.873
118	2458503.545	4162870.506	5710494.144	5139284.735	2769381.401	2256431.11	2038800.85	2751214.147	3878053.868	6733315.332	4355024.648	4571334.232	9349022.648	1741186.474	2343693.165	7818588.888	938966.7856	6063240.389
119	313104.4774	251410.4266	385499.9306	517771.1125	177696.2453	582182.8119	497205.4034	772117.5348	289671.3155	191784.636	270539.734	158914.2427	260356.2291	189775.4454	338545.8097	705591.982	245921.687	391321.9757
120	3201896.789	4029016.482	8414268.046	2978253.618	1475308.903	1135255.237	2685711.602	11400000	3254272.863	18900000	3752063.616	3563257.535	8572911.367	4127272.668	24800000	18900000	2391696.257	5761617.028
121	2735957.938	1174396.812	7223682.145	3605164.785	3125545.298	3894918.415	3190497.917	1785807.419	5312886.116	6275424.423	3666858.035	3827983.202	6331888.119	3850993.229	1637962.198	2059020.853	1134705.78	4588286.973
122	750207.5022	209405.5076	616537.1207	292470.0134	192480.7652	268010.7666	265876.792	707627.4878	1797026.366	1528109.263	963823.766	811948.9523	822140.8244	743628.9924	2019014.544	1221381.086	534493.6125	1064749.441
123	2098389.959	2183324.844	2302590.376	2167128.846	2127462.985	2188248.066	2031217.949	2247175.048	2182442.88	2235851.634	2247654.377	2039825.937	2209862.703	2137022.391	2110093.967	2235510.661	2148148.081	2219667.175
124	173137.0455	491594.9837	35286.75577	251393.0062	270655.6664	56648.48365	27703.65735	199685.5582	25047.45416	168045.9048	134855.2909	371216.1611	425051.9792	102765.1023	483263.1096	53195.00506	383392.903	387957.6508
125	770738.1547	772107.4146	869032.423	846735.7279	806864.024	746887.4363	831470.7775	857100.3852	1436796.211	901351.9933	1628536.581	6600677.422	2066024.662	1413673.08	927418.9856	855020.3735	1458382.634	1671070.895
126	9923762.736	2599252.951	1012272.619	1260102.718	923795.496	3610483.419	1132953.413	2655211.703	6269905.647	6833542.561	2499131.874	1843206.902	6021075.658	4428225.868	860555.6832	1534791.102	689572.5126	2450184.166
127	24400000	13800000	22400000	13300000	10800000	14200000	13900000	49800000	9422967.269	10600000	12800000	7941770.698	11100000	5640542.835	12200000	20600000	10500000	29200000
128	701981.85	220202.5591	2579379.29	679926.4836	471231.9525	783092.7364	943549.99	3419296.781	1672242.04	1196097.478	1698733.086	1244452.442	1710554.188	947185.7724	2071726.205	3492710.832	599508.8908	997114.0742
129	1498903.991	1450005.61	1351330.164	1386666.013	1378019.802	1378993.967	1220963.819	1417672.859	1384939.33	1375927.416	1450249.236	1330175.946	1435763.644	1384019.835	1303675.914	1399643.589	1334216.24	1340928.075
