row ID	1.mzML Peak area	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	2.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	3.mzML Peak area	4.mzML Peak area	5.mzML Peak area	6.mzML Peak area	7.mzML Peak area	8.mzML Peak area	80.mzML Peak area	81.mzML Peak area	82.mzML Peak area	83.mzML Peak area	84.mzML Peak area	85.mzML Peak area	86.mzML Peak area	87.mzML Peak area	88.mzML Peak area	89.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
63	317797.4182	9219213.74	5502387.447	608363.0139	587058.2046	1598148.619	392652.0224	875629.1825	885851.3036	251677.9232	975041.0239	946265.9339	410726.4845	636514.0648	626465.5445	686643.5438	729855.1472	426806.3385	3288987.634	1251539.862	304163.8441	249603.1668	544188.8758	886042.52	1024222.785	1252342.466	1512025.148	1326766.125	1425818.626	579206.0278	422404.1029	946913.6653	842153.9885	3313400.498	1904012.449	3043494.811	3819206.391
64	1578.194036	12800000	12700000	1045463.46	2105024.349	3879748.301	586601.7315	2104114.785	5464.463383	6929.417573	13368.87343	3943.680245	1725.828433	1956455.008	2531.288498	2842.170351	525.2456156	2844.827602	7412971.074	2407391.975	35566.56844	5384.820073	2033.610901	7835053.795	562738.5014	1344941.155	3107258.529	1362862.956	9564843.295	1195762.683	13283.14718	1144277.045	982393.5259	12400000	895947.6077	7679123.021	6402707.425
65	419380.286	533780.6685	485347.3475	329682.2653	333344.1507	258798.8386	627690.4338	312920.7388	200085.0098	216411.5111	228903.7823	141258.773	445052.7006	474399.4064	237633.3608	62757.79045	43591.09569	306357.1724	423865.0878	212350.4946	34068.59452	148827.8803	118568.1725	462267.6551	386728.2908	357416.2362	271728.2069	276201.7348	228461.3361	189815.549	116292.4444	308691.9807	373289.9077	494167.8402	385137.314	502141.3394	382618.5288
66	2493570.673	3934945.556	7723432.693	3956348.932	2815500.564	3966717.216	2637315.78	3490763.857	2049811.862	2706382.534	1760059.409	3235679.109	2755717.799	2060065.431	2044032.751	3266501.383	3361070.595	1962817.605	2284306.774	2139980.546	3570376.757	3507433.6	2550166.493	2503766.994	1777867.917	2063944.314	2352528.305	2212605.888	2755956.653	2462955.951	1800977.474	3149593.841	2320721.275	3430520.114	2384691.841	3086438.147	3732290.448
67	104140.1476	2210058.56	2259479.687	1753714.121	835997.2487	1222780.415	669095.4	951380.0689	97338.57628	38395.46929	77838.19048	31393.94288	22573.9115	430756.048	38392.28405	59983.4161	15305.92904	211214.8565	866664.5066	465146.3524	38896.96541	107322.1939	33297.76131	328283.8748	255127.6407	343381.4381	765469.5512	900021.2438	2025971.043	826948.1824	21408.73513	775365.1396	1416291.933	1540146.537	85364.62265	845320.4823	1508740.979
68	3839937.74	4747340.29	3573193.688	3410548.164	3658400.379	2658651.488	3693132.318	3026129.91	3138337.443	2291964.032	2981707.737	4635304.941	3220916.075	4394929.765	5402386.827	4376181.272	2398457.055	5947621.413	3026070.521	4239527.224	4343342.045	4793992.655	2761451.067	2511982.122	3729987.186	3253398.906	4047141.392	3748913.47	2467080.96	3223922.509	4727194.726	3807162.385	5351670.538	3064508.012	3428199.601	4390001.736	4299095.647
69	1006217.266	1242478.069	570380.612	1238525.366	1168715.296	881785.7946	885358.519	899522.5198	1327806.467	887125.9342	884009.9468	925808.5212	779184.0892	1196636.005	898423.5517	986169.0438	893919.967	927670.45	980636.5461	905453.9937	917639.3808	1430526.819	1058366.794	915189.2669	1058513.266	1033298.702	1181327.062	882913.6621	1455009.505	813341.3587	871384.4625	894879.2419	902867.2114	1259735.69	875837.4353	961755.9818	1491161.018
70	3919453.395	3994682.833	3028505.713	644708.6936	1022916.398	750453.1514	894642.4201	633370.1116	6701148.769	1968862.016	4903436.761	4118212.549	9978210.831	1587617.533	8209921.868	7881607.816	3923654.7	3952537.894	1819590.582	1693390.678	2202167.857	6037338.886	3607158.326	1536799.98	1383082.662	1008248.649	952770.052	1692087.806	1426592.046	742194.4557	2437440.35	867714.7189	1369098.916	2114626.939	2427610.071	1342268.952	1996622.21
71	1889210.317	1831363.301	1793056.797	1784622.569	1818101.469	1707719.292	1826064.4	1761762.556	1747887.513	1902493.512	2116944.078	1956927.465	2045311.874	1597141.373	2110154.568	1868755.96	2198186.211	1935801.392	1875898.593	1775670.297	1747362.883	1763981.557	2108874.033	1821329.545	1763938.32	1959414.422	1768178.683	1860936.439	1734663.013	1825116.312	1928100.3	1721277.497	1865871.755	1852819.213	1924950.71	1688332.753	1673066.416
72	897599.4024	776705.3438	789932.9352	729735.6634	758747.7609	740678.8536	816503.1674	774341.5697	757670.2056	868056.1927	755002.998	831772.5613	766061.8515	754684.59	795094.0436	785928.7213	754975.5928	814016.2006	752520.6563	805351.8638	796986.553	783013.7652	831019.84	768330.325	768523.7697	774688.938	784108.7936	808069.477	774688.8635	790565.7614	779601.8492	773290.1327	751921.4955	769254.9041	810252.9641	821740.4162	760406.9414
73	3557236.501	2276426.601	1399804.418	1752161.515	1276351.783	916308.3175	1838572.289	1322628.72	9365439.466	2590796.016	7434649.217	5425262.818	2630039.3	1102150.696	6031650.365	6162805.204	7269283.331	2236997.661	837885.3407	973354.6711	770350.7655	2285987.146	5835718.834	2297709.617	2825674.484	1018088.576	936475.0111	1722878.079	1059650.33	2598732.709	3728583.88	920778.6934	2277239.351	1907590.014	4823558.798	1682076.661	795176.1749
74	270735.4892	365435.1105	396143.5799	877642.1208	313927.0667	188989.0196	383508.7049	103562.7755	859081.1509	85575.40574	558650.2554	157639.3685	93005.10086	307009.466	143039.4395	264790.6502	245255.6671	590748.3523	52540.2287	121138.8068	71283.21298	223003.1877	439056.6052	337876.0105	905228.6392	177055.5403	203017.0566	593032.6017	225447.1868	1204681.071	864301.1665	120341.2618	380032.1786	253869.099	1009815.563	225429.3759	168823.8031
75	5871061.967	6319473.081	5378294.398	7116214.681	6748854.219	3702161.292	5006193.633	5435579.942	7696053.609	4796267.839	4670728.787	4560163.348	5658501.914	6915716.258	4674843.85	5935497.834	3988754.188	3627494.044	6136085.727	4333336.153	4327713.852	7437096.29	5482791.287	5079158.03	5738136.288	5532148.853	6732951.828	4043163.658	7667788.025	3985879.235	3466216.853	5252428.566	3872848.381	6355249.925	3938903.662	3550395.954	7459798.375
76	1089749.78	1122618.07	997786.2543	1111667.621	1009607.686	814670.0963	890631.9855	908525.9611	1100813.845	860137.8342	903293.5866	897636.4148	893464.918	1163945.326	913488.1881	1023684.748	913976.1184	1021110.204	1049178.644	954435.3418	910010.0717	1251529.373	963878.2884	896479.0751	943392.103	960449.1893	1053971.502	935663.392	1169961.009	879988.7431	867872.4429	976904.695	805254.2682	1047591.084	889346.7666	1022976.48	1186952.064
77	1314217.084	6049575.13	3142472.362	520099.1334	306939.8208	666026.078	513981.4168	367693.0466	1278242.738	349846.308	1936128.372	1187949.557	484944.0244	910998.035	926546.511	996672.9087	1024824.998	713026.3498	2394086.339	975393.2749	978955.8329	300926.868	643693.0049	1669615.656	4219940.084	1066466.162	1223636.079	2757844.738	963499.9315	669462.7302	951832.0747	699029.6372	2620354.232	2018052.089	4164502.031	1930068.779	2045741.757
78	41700000	4.7e+07	42200000	43800000	40800000	44400000	41900000	40600000	41900000	42300000	41600000	42500000	41900000	3.9e+07	40200000	41300000	39800000	4.1e+07	41400000	42800000	41600000	41300000	40800000	4.6e+07	40300000	42600000	51500000	4.4e+07	43200000	40600000	41300000	41500000	43200000	40900000	41500000	43700000	46200000
79	1996557.495	437553.9679	385715.5803	662928.8073	1075083.16	266409.8085	866772.1385	674094.4267	2553720.614	583816.77	1044113.966	812817.4694	430279.0433	719294.266	1379512.053	1329439.141	1438838.854	274920.1046	164681.7395	228827.2561	84018.20884	577377.2177	1074627.04	550767.9913	1056626.944	1149918.321	693970.6511	669050.0483	352874.4321	1057511.534	2390000.694	566678.8659	1764081.007	654038.0338	1164827.949	771961.2447	433236.5995
80	827068.7693	691205.5981	709514.7366	743525.7336	710412.9985	687357.0495	770244.6931	787294.8302	751883.0046	700027.8556	780439.3632	665502.328	721822.1107	743074.4458	687276.8551	748334.871	704200.0235	751090.5695	680716.3049	708091.6907	735538.4035	704178.5727	746127.2486	701978.4625	778833.2944	772955.4001	736002.2808	713006.8719	727659.0839	677016.7816	672040.5236	760453.5376	695714.9917	667125.6099	728800.9801	654088.0168	659160.6614
81	949741.5691	12700000	7184569.697	719911.864	603097.933	1617201.584	590674.4023	848794.6492	1329079.86	362505.3539	1441113.124	710068.8492	410278.0597	1680476.213	500767.4202	857314.0813	625226.2877	1130306.705	6851789.359	2563638.786	606143.6934	332592.4354	500263.3826	2778958.494	9141972.315	2554331.473	3473773.924	6449959	2757128.524	1217778.106	1485113.281	1553713.542	4555474.668	3462204.53	3410738.972	3895081.189	3677413.933
82	2748012.094	2672674.906	2725355.15	2613950.209	2622244.761	2583715.062	2888749.384	2746776.287	2937753.826	2761418.033	2943870.669	2935425.347	2714036.486	2657971.266	3028876.847	2744941.029	3000137.159	2921040.884	2655472.063	2563883.566	2821958.703	2830433.326	2756265.949	2700427.153	2738633.957	2745398.662	2726513.417	2655955.875	2669040.696	2654519.416	2954772.809	2638173.99	2711658.618	2569652.167	2821546.655	2714194.871	2744106.855
83	2498764.955	2771950.718	2810280.071	2496784.172	2459343.295	2272507.513	2538763.932	2575447.754	2628091.802	2107921.238	2436094.929	2377679.215	2290412.583	2446233.274	2398950.28	2503240.717	2450714.476	2219218.312	2464644.104	2531318.941	2000390.317	2676881.992	2600324.203	2493948.84	2643220.279	2523363.768	2416474.158	2410980.356	2603055.536	2242719.832	2208590.668	2432183.065	2324406.561	2462130.741	2463299.292	2575364.485	2771433.026
84	34656.3642	564140.3308	740735.8231	504747.1305	564665.4438	894315.8321	478091.5033	666633.2749	0	15276.46143	42274.11121	76829.34898	25947.08501	603094.8932	10672.90022	104469.3814	19459.72809	135755.1355	3445856.148	1168746.201	134369.8725	159390.2571	71753.00127	143250.4857	165540.0359	379662.3815	993271.9303	291794.4016	1791443.123	515977.9102	74968.11146	1069730.946	641534.8539	695961.3265	85207.3059	333189.5603	846529.6134
85	41258.87755	649505.3058	913027.0865	550331.5626	580022.6269	932122.1867	521587.1294	735981.4581	0	9326.809434	15723.45213	19990.82421	28634.92377	829411.3235	0	69401.76218	22715.54909	123993.9862	3486361.511	1487260.919	68162.15244	170647.0902	81201.7157	200856.9925	139670.364	483852.4154	1127719.04	441146.198	2226482.213	646711.1381	53593.92586	1245581.785	793554.4219	790570.4622	100105.3593	418868.7086	1074443.359
86	4369969.198	4851228.334	4846746.127	4920306.149	4662092.043	4687736.096	4737041.86	4634226.726	4732400.76	4600045.783	4887223.681	4861578.892	4746370.65	5216290.366	4919491.366	4924335.123	4834855.526	5057298.852	4497645.718	4686440.057	4601673.135	4451771.828	4780333.345	5492119.704	5823995.945	5738437.519	5233999.461	5170738.326	4410422.347	5531564.507	5565205.312	4853278.468	5323330.969	5082412.039	5388814.784	5409588.174	4461540.862
87	1121971.491	677799.5994	279565.7749	817118.3048	578504.166	523544.0878	1156940.905	601838.4521	1623888.62	1374798.982	1367421.703	973040.188	979229.1406	1605529.095	1510191.831	1627417.5	1382645.215	2322751.983	1646227.033	1303128.516	1179207.573	1606057.187	1742404.315	490900.5117	861177.7676	1067629.926	689655.8834	1125083.01	450294.0097	1186435.456	906797.5191	689897.7691	894894.3874	552424.9102	906956.6868	821586.4914	392943.1429
88	14397.66658	3127105.223	1928928.928	1137069.758	995384.3899	2120918.755	1140542.605	1543719.431	46937.43899	7055.626262	37838.16372	17370.88894	15876.80963	2777422.886	31428.14059	21770.65529	10736.05224	300064.4475	14200000	6589862.3	31296.96502	67046.20604	129147.2465	1657706.239	865928.3718	770930.8666	630870.8835	1002356.708	3399544.678	3519148.495	64031.36912	3383219.984	3723855.865	1819816.269	395013.4575	687615.1415	1310872.539
89	6896584.666	6870819.169	6844296.861	6477582.126	6566174.922	6609091.35	6710565.758	6788628.648	6685567.38	6999968.178	7295130.384	6824789.978	6819268.5	6005035.611	6902471.865	6718585.364	6941078.17	6969677.323	6689393.11	6693016.667	6701219.552	6548760.135	6926231.133	7172483.12	6766797.407	6608727.586	6747543.35	6965274.985	6684055.556	6860329.886	6822148.326	6839310.471	6942354.668	6450505.717	7102603.065	6731910.475	6477001.184
90	1168444.919	1044041.965	827534.8776	477938.149	308539.5972	258393.1663	732334.8008	382450.3676	1604646.109	941778.7091	1901543.31	1139871.822	1144682.862	1125426.135	2488071.499	877888.6353	1573404.344	1952393.302	468619.8434	586959.972	526184.9082	772800.3242	1704979.737	778403.8928	1434471.147	1332955.757	651491.2708	1254109.621	680518.1104	848604.8448	1874666.447	588504.0334	822371.5783	793296.2726	1840377.426	1438899.746	428950.0209
91	1230987.807	1005428.364	755735.9954	565613.631	381586.8669	320070.7724	859712.8236	382450.3676	1880472.662	1035927.012	1734548.156	964185.832	1004395.867	1043290.701	2522106.931	962326.4458	1629184.951	1859535.25	567997.2992	635662.7347	555954.8356	818237.1898	1634656.102	949417.9105	1203803.776	1240234.847	772065.5188	1076645.705	612968.1568	813766.9565	1727847.542	521962.5222	832527.4634	726976.8586	1840377.426	1373452.638	500366.2201
92	1156470.83	544620.4758	786566.8324	592074.624	636839.4782	639813.8646	542194.8586	581762.9035	561476.5732	563393.3737	537408.0282	479162.2946	550023.5734	1018159.358	520109.522	511637.4575	513906.6165	528242.1389	496759.119	547544.5301	598789.342	545120.5824	529684.8543	509539.1613	608044.1545	519077.1328	647228.5227	574707.7417	719591.8834	594428.006	608571.7051	640031.6566	606424.0003	590744.0624	558923.2283	532752.8596	766632.3339
93	887336.8227	868579.6443	796148.7798	840389.5021	843742.5376	783215.7332	784565.4487	801725.8096	886751.5903	860402.815	783914.6565	775164.3624	830263.6787	842947.8285	807971.6332	863142.4105	809629.6886	806177.9381	792198.9843	738975.6358	773457.1098	897042.7574	791419.2095	788809.8533	919579.2192	877460.5725	882487.2642	785396.4023	863026.1467	763199.8224	810159.6623	798323.845	835999.0511	827609.7345	775982.54	806660.5576	812528.5609
94	5048912.188	9785854.746	7674100.453	2571246.654	2142631.947	1583046.229	3069343.515	2120864.067	7877065.395	2726338.834	6467206.517	4750272.114	4699831.593	2627955.987	6572312.136	4661559.19	5390079.802	4847824.1	3831331.042	3061469.409	3845741.91	3654347.523	5685826.217	5047953.495	8685222.184	2913397.384	2398668.865	4674609.043	3744530.275	2674723.834	4576812.85	2002245.93	5196962.279	5459969.851	13300000	7066937.837	5325234.669
95	2177917.715	966619.5957	456801.4609	568143.7023	827988.5774	815080.2641	1897325.302	403069.2379	476570.3758	486771.7791	646148.2844	648697.0035	630212.3731	1952354.589	745878.7573	697609.218	545438.4228	8740893.674	2409482.463	1286790.148	911209.3635	1441147.453	626019.9577	2739433.576	3164481.832	1336905.28	583966.0891	1147277.343	816127.3763	1862746.361	2715507.758	1254586.046	1091088.423	526865.5718	907865.8104	632983.2168	440115.89
96	106612.8506	873176.5849	458919.624	693738.7725	655785.4653	801588.4153	1359260.235	464901.6104	725905.691	231918.3386	633899.3837	388400.857	192900.5865	115758.3635	594041.7588	233049.5357	739167.714	107077.8202	102472.8599	85055.43905	66635.67482	123511.2403	604449.4329	825615.5402	1222631.933	710451.2455	508034.5722	663678.2509	314436.7207	856463.94	2296609.986	1026978.263	1295373.993	596933.1304	1655163.096	604565.6334	378799.1413
97	609951.1897	824845.1857	769299.1629	1129303.493	674275.8598	455817.357	1064660.484	543687.1615	2627800.522	1792517.964	1959440.922	6327870.906	848889.5954	290874.6338	861546.6116	1553154.768	2136179.622	536206.21	1264406.929	251867.4672	1021610.929	568261.2464	2158321.501	2696581.239	1290734.305	1436031.326	570181.9688	614433.8919	1098709.149	1353192.437	1079835.11	446253.3289	839500.4127	883222.4439	1973203.174	1139877.546	605251.0788
98	3171211.536	3379429.118	3405470.411	2940937.094	1317089.226	1247235.227	2653255.778	1804393.008	5820356.769	1663528.835	6424053.426	2121155.301	962929.3697	1383310.019	2238206.661	5085854.523	3082000.245	2814004.193	1136123.98	750664.2754	1457599.489	1084380.898	3102877.347	8172370.581	6742924.437	4196436.79	3629414.732	3942396.042	3133029.341	9012899.043	5496358.058	2500488.726	4774777.831	4422934.795	7303195.806	5153605.049	3117001.991
99	1630154.102	1422414.243	2181904.255	1398240.322	719209.8017	2127254.943	1260590.294	1216952.988	2025372.462	1160993.618	1796896.363	2048777.807	405602.6787	786491.8289	1148083.054	923935.3444	994740.7596	2049650.811	1224610.037	1096977.557	827323.8447	518423.7321	1575253.206	883466.6259	1497666.732	2296988.611	1515076.239	903000.6295	693934.0583	2043698.895	964887.2437	2523589.482	2324642.821	1114474.363	2380576.479	3151539.926	2964935.025
100	2627409.516	2521730.664	2276738.202	2560671.155	2631310.915	2156361.705	2136164.477	2546485.519	2147176.384	2028520.76	2069500.662	1956540.722	2294826.33	2558392.046	1985609.875	2396628.167	2035098.221	1922648.233	2501085.807	2137147.317	2071498.741	2415249.86	2201381.561	1996689.712	2405894.201	2056060.591	2530080.848	2007668.595	2651330.922	1918581.772	1765672.077	2307130.202	2170683.477	2304962.939	1721339.807	1980185.198	2378172.23
101	1658276.476	665149.0261	820448.412	711775.9254	1382853.164	327602.6794	1107827.317	489842.0908	5981891.055	378334.0025	1840118.844	1411630.926	403770.3181	477233.711	1659921.208	2293818.015	1557248.411	181192.3144	55711.56557	152242.8257	27476.4967	364267.9191	1370875.704	685649.4971	554792.0728	1182521.967	710806.2368	439102.1913	405810.1837	804275.8498	2958326.197	452996.461	797002.4764	833874.0497	3055960.401	1319754.344	575653.2276
102	640027.5477	1366461.147	683885.1677	594265.7538	458032.5294	401518.7466	587774.6896	472849.6941	1231371.069	718359.8768	1590283.943	1411086.507	1372183.644	803461.012	1551350.215	1311109.718	1066604.848	1781079.735	709003.1874	600941.0187	489556.9704	638562.2059	1345537.242	1066668.059	1656028.659	1154141.303	765899.1412	1053520.81	406106.5649	762639.9829	1384839.462	707928.9854	925904.2653	537017.8049	1168359.144	771266.8754	543043.446
103	18200000	8905621.472	8828639.535	9290358.493	4007370.475	2834731.841	13500000	3003175.071	20400000	8652142.18	16300000	26800000	23400000	5046925.202	46700000	15100000	32100000	9776543.73	7430933.666	9126110.866	7803987.908	11900000	31100000	8351234.096	8273920.725	9838434.499	12300000	9363283.786	6153878.743	5889551.612	14300000	8196954.637	12900000	5665287.823	13900000	1.4e+07	5863598.769
