row ID	113.mzML Peak area	114.mzML Peak area	115.mzML Peak area	116.mzML Peak area	117.mzML Peak area	118.mzML Peak area	119.mzML Peak area	120.mzML Peak area	121.mzML Peak area	122.mzML Peak area	123.mzML Peak area	29.mzML Peak area	30.mzML Peak area	31.mzML Peak area	32.mzML Peak area	33.mzML Peak area
913	113826.0531	391417.4118	30192.76365	53096.98578	62477.96598	260586.0972	12213.40158	37285.01237	55015.02337	61446.98772	80491.50263	50944.59567	42767.58889	108707.6166	20933.88046	15374.2718
914	11583.03639	23403.17721	456.4669775	4013.359392	27348.35095	19725.90646	2374.842195	3238.057718	5199.895839	6299.643843	2907.008543	10244.56934	12687.66362	20830.53623	5876.130767	2437.786093
915	985.1390813	2331.2524	358.5217093	857.4878545	1897.852909	2614.064332	5596.823	3769.59464	1031.926217	1926.786925	1022.669898	3514.520853	2308.55102	2812.297341	0	1077.766113
916	95017.86414	147255.7351	203014.6941	131912.6271	1097320.245	305446.8823	41114.31229	141100.1395	140709.5211	81055.98443	68895.39223	97172.26204	72088.84395	260617.6038	75904.29849	49776.612
917	20930.53535	40729.78552	7173.869077	9856.2595	28583.23719	13277.21058	17129.39091	20314.26526	17011.57059	14077.60439	9137.580861	21533.85933	24711.14613	36963.8307	20231.10951	15512.48351
918	66773.84548	60628.94548	195849.2888	265041.7217	1612436.605	533766.6839	62157.46741	225803.3139	142833.9771	134113.5573	35384.81036	49264.70014	14768.6082	488224.7998	42258.75994	10881.21245
919	40075.48806	139268.1442	7791.762436	3980.026503	20826.05791	22943.02607	5074.005349	10519.39627	3052.251437	14587.2464	7990.371141	14103.3718	29300.08639	31800.63688	25976.95392	4392.895375
920	83593.12323	76052.5973	881820.8263	2431266.297	4896839.727	922899.1129	721041.1355	844044.9399	1864739.897	1405626.34	648139.8743	1180864.52	93259.31843	3811385.422	26968.43584	43463.98152
921	1774876.544	2565548.223	209561.2916	155013.8815	965079.8612	463527.9694	326854.9882	567986.7473	268837.6597	789701.8775	400688.57	505752.9951	242667.2642	531607.6874	204981.9664	199723.8832
922	451.8854614	0	0	330.9832813	225.571964	593.063156	0	0	0	3159.142434	280.5756055	0	0	0	2979.717173	0
923	17492.98704	8974.691783	2863.592329	1499.72625	12388.66742	3191.172459	8434.481695	3137.344706	29701.62246	10226.17153	6167.560977	20415.89223	10848.22577	18797.33928	12228.57428	12485.25554
924	494908.8678	742526.6212	159187.9007	132430.3922	375336.9146	362922.4839	214551.9097	303167.6427	178548.8542	299114.0208	248330.7806	182137.4237	50822.92563	215736.5923	73516.49739	70618.01162
925	167005.7272	380130.7864	25648.52031	21748.27895	177741.3936	33368.59071	48993.30525	74813.40473	55115.68142	158518.4051	79296.39333	82831.55694	193543.7784	50410.66109	108081.5971	72175.73946
926	8743.993468	43107.82575	7436.067511	15549.34749	5503.929763	10039.53469	8158.803508	6692.482826	7807.331313	17713.74725	15454.6074	6277.838208	9705.342461	18209.1219	5081.548521	10522.92888
927	56265.03184	89234.77181	15452.64082	22255.47549	124263.9523	57824.48622	16955.83359	39164.64585	34077.60731	25001.4002	105574.9153	39541.33869	11274.61012	52132.32961	47239.21669	61930.58599
928	516239.3383	526074.558	120147.6992	87528.91692	83427.36377	231742.4158	37912.60381	51313.52278	25467.59937	76995.32106	28546.99132	316169.421	343493.8274	129827.4341	306933.6072	101997.5554
929	333665.8984	201403.6911	62652.35714	127584.768	307256.4988	110312.878	189358.5232	298402.1076	239244.1631	295284.1032	287025.3553	201134.3332	207243.0805	362645.5369	143850.7026	169886.2827
930	2535.337024	0	1243.46266	1059.212183	2208.966743	2277.040767	2603.259972	1136.208974	943.4511832	1021.527414	1618.643175	0	932.8256231	674.014782	0	1425.607358
931	0	19526.78615	555.0661261	624.5056376	1270.094255	504.5231137	551.3078236	0	544.4649786	0	3882.992668	1978.442335	2604.995307	509.2396595	15783.66222	568.5685264
932	270026.0448	362738.5595	88959.79335	75847.91481	267276.5823	137851.7629	39861.56444	97543.50463	35790.03655	107415.4582	66877.31626	26313.88689	208476.4452	44121.85014	106561.615	11312.0479
933	0	0	0	0	0	0	319.7217136	0	0	0	1090.070408	7626.236507	0	2981.305261	1427.575074	1631.516131
934	1061897.479	1427267.001	134466.1051	86104.81645	636208.1551	240193.8997	163136.8733	333870.4962	192254.7305	545845.7155	193595.3885	361984.7147	266264.0767	356734.2711	116279.5885	48013.23068
935	818038.0454	1023089.67	329263.1002	237910.2105	594574.8451	366198.7689	253416.9375	378795.7747	294935.1757	474116.3372	434553.1836	723427.4785	732173.2411	552703.9904	661568.3377	296188.8296
936	2678.240893	3568.928574	0	493.505126	1779.724028	647.1639959	860.9985429	0	0	0	0	0	1367.47195	1666.347995	1275.462634	2399.524711
937	227264.0211	352347.2664	404899.4092	322374.1405	3688066.857	395104.5098	116080.6406	782532.0849	897655.7781	4773933.621	204046.3369	827939.7301	1298962.754	1093285.848	1007877.884	541139.941
938	41814.57786	179483.8107	80500.96414	154529.7444	395036.183	130960.4535	75382.6648	125536.446	180145.8741	93741.65178	56885.88624	114537.8578	131376.3221	237256.8926	276045.5549	859.8014274
939	1318726.67	2921710.964	275037.6824	177300.714	815856.5021	759445.672	520660.468	731944.9422	376802.3519	675097.3138	540292.6667	435034.6128	305950.5971	357131.4712	272249.5438	148097.918
940	1073260.165	1043272.764	41623.99982	54614.00662	486294.1523	147546.7769	88593.41546	321160.9001	81501.96001	377503.2801	165460.2783	63602.38931	271692.1792	485918.4734	111622.5905	80418.44906
941	1203.539207	1930.716041	335.9095198	418.7833254	0	402.8415597	512.9147519	787.1481736	2795.403864	1449.359158	1283.921319	2000.298316	2038.27352	1317.196149	7377.044838	1267.710131
942	2160.952313	21859.85449	4958.807582	972.1547575	1949.443605	1705.264945	2298.603098	1877.286983	6473.52027	2715.223641	1768.468852	6006.245153	1458.071617	1606.529547	6834.761874	1844.680265
943	0	6523.993014	514.4319714	59715.55875	18142.83435	29763.70818	108127.175	11027.90091	22882.94658	0	0	19763.75488	0	15549.03166	0	71543.68735
944	1558.748465	4842.029661	435.692901	1995.864782	823.2116789	2424.722843	928.9731678	852.796085	1939.677295	1993.382127	3788.54832	1502.233034	1379.498967	2535.913451	1385.702891	773.7808376
945	200413.3937	379825.229	6315.003794	8123.84167	202311.2685	19953.56528	27080.84707	62764.67398	40689.86504	179953.0742	57627.2911	115877.5287	222738.7075	59899.2429	114543.8741	48050.98178
946	1231.119759	5369.324142	2235.35143	573.8856717	1207.052493	834.5823664	1090.184613	919.8750974	1254.812482	1487.267056	1362.538547	0	1402.243509	1906.168916	2617.203665	766.8685565
947	14350.81437	15262.40631	0	796.4138896	8375.186037	2832.899801	1319.552365	4861.23456	1823.923839	5308.931895	3056.486211	31646.00864	4589.590877	3944.571127	23560.84133	9137.098714
948	45741.14354	165666.7141	18231.53137	25761.13669	40867.93642	21587.55541	7889.23051	12108.25246	25778.98398	39948.97612	13080.88006	59584.62528	10970.20186	32840.83793	16446.00539	12080.48856
949	412370.9226	178512.7548	815109.5198	516848.7932	574613.626	1029932.603	106552.9102	110145.0086	334069.6551	487956.4634	66607.53909	756340.9209	408325.9768	1865813.849	109085.1875	220831.0486
950	2890012.677	4656215.898	381307.6724	268635.0088	1760439.16	719854.3632	511856.6394	1009487.359	537250.3694	1519661.623	767471.7145	919463.5268	455370.0748	975263.5766	381008.2773	240926.9817
951	4150.562321	40862.75618	231339.9762	466743.7197	921903.1143	598670.715	181263.1571	319782.4162	544154.4573	286508.3826	138424.917	229349.4757	521193.4807	1152547.379	18136.31101	11939.17424
952	90068.27915	43625.59311	79578.21937	55457.68107	133617.0603	81418.88606	33400.45222	104480.4672	87610.94483	162157.37	30425.36375	394541.2976	68611.98375	99553.72319	90494.37446	93205.06012
953	9889.6303	149410.4855	407409.5925	266337.5686	5035719.782	1138167.675	154279.3675	660560.7662	560288.706	462911.5459	8640.405111	44444.09754	16035.44846	618659.7866	4060.131857	386.8451542
954	50925.99909	212921.5421	12433.18402	3137.599029	174870.6552	35014.4318	5034.060393	3319.034866	12117.63989	6899.994551	3202.384373	34809.38984	39706.58724	40044.62059	7782.890078	5285.411019
955	14631.72148	31841.57415	9149.25673	11172.04161	35303.70129	5203.815463	12163.56252	12730.2361	11527.62776	45787.75535	5343.485236	14337.3093	14689.53757	65531.77883	10350.13112	27301.97057
956	4053.102369	40301.70949	147819.0218	156238.0388	1640406.917	471234.5123	86138.57763	275898.9682	207748.4196	134424.3021	2136.003424	10896.64372	5698.806056	187983.1769	0	0
957	2843969.396	7201335.035	332172.7153	225502.4784	1910843.767	1043346.518	626046.9655	1019013.486	498769.8956	1350192.649	649629.3375	840179.8047	491806.3755	564544.2198	406826.5617	211582.219
958	27533.31587	128408.02	2988.841641	2105.687294	29485.33438	23965.19444	30832.73802	59024.35023	16460.53448	53260.24905	46882.4994	6619.508517	20100.26124	8931.730008	4265.469989	3554.386752
959	21022.19622	23295.35178	8923.953733	9552.479237	17174.77258	21281.7203	16539.40088	8703.362099	26888.38259	12948.69446	10237.03804	14489.14903	18818.76109	73560.0009	22291.53619	5171.285478
960	77688.55523	307176.6044	31757.83725	13076.49998	1315763.69	54097.69317	10082.74544	1139044.278	21455.56694	2301135.312	24467.21353	2076.617642	0	11748.35714	3024.213354	1751.438395
961	1472097.573	1411235.11	87438.74187	72361.11494	722185.3974	232800.866	63794.30299	389937.3802	87783.38729	397723.7734	206143.2915	157750.5974	452413.3211	593386.3939	223707.8211	78471.81742
962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963	896425.3559	822919.189	155868.7937	109011.9637	290456.4217	371704.0014	168372.8516	220856.3209	258709.985	340372.9601	239199.9469	1681246.378	1278074.107	1545947.164	905879.3972	542936.0909
964	818808.9771	725573.5595	155868.7937	109011.9637	290456.4217	371704.0014	168372.8516	220856.3209	258709.985	340372.9601	239199.9469	902317.5956	1166607.504	1433009.642	827253.7625	475107.1308
965	534507.156	1128379.717	88654.61489	39983.85382	348744.0606	114879.8602	91424.70875	158615.7726	81929.11117	217548.4817	113967.7496	104287.2603	120552.8661	110018.5399	72274.51166	43541.00907
966	8696.901509	44218.57418	6691.652267	21528.35916	26786.36245	37481.82036	55197.55182	31784.16488	39079.15347	9114.220022	29695.39416	14759.98769	11665.47336	135725.1446	19677.86417	7254.106798
967	151204.283	76986.67399	29212.20607	114792.9465	93752.45392	133160.6281	65457.38774	70792.48721	35440.35208	101002.2574	40331.17702	294594.5299	122405.409	162123.4216	160531.3988	163904.777
968	741499.8146	482906.0944	109250.5581	57379.29602	145517.9134	233055.6717	219452.1194	41092.39952	224293.7004	502960.4038	157012.3355	908465.3396	292226.4638	458992.7241	690034.2533	717812.0691
969	102049.3645	143588.7767	61971.66973	49644.29644	33909.77823	58588.20782	28250.55709	116784.5148	25867.19257	45094.12026	51767.03449	271222.7131	184113.7152	158264.5662	176806.844	89913.2421
970	104423.7479	57938.24144	225886.3554	81772.99638	184231.4971	157388.387	43259.51781	98833.4335	28050.48127	223739.1951	70122.91047	425485.6389	133406.3582	134011.1909	142284.2968	167639.5083
971	0	0	1491.141786	4184.235285	0	5880.456172	3360.496594	0	912.0339787	1283.517878	2050.883638	0	2755.381619	0	0	0
972	106134.7808	105696.2871	26339.14405	7905.174782	69932.49086	25092.92299	7658.985016	18699.19341	7537.596845	48357.18919	36308.60601	71446.24873	61803.44215	74595.40059	21733.15012	38732.53074
973	51629.551	201113.3913	72982.84602	167102.4729	440186.767	57448.02781	76717.55367	110052.3929	57770.81972	230735.6635	30274.36572	240068.9552	142277.1871	619372.8495	61238.7575	56019.26559
974	1405.490898	10719.52821	34658.33867	79975.43192	1049273.128	208378.5804	33161.5964	233890.8398	194689.3318	132945.5931	1798.634803	6123.950392	4870.597263	136284.5138	0	529.9445794
975	7122.510769	21225.66413	0	313.4643997	0	1056.370655	0	0	1468.545354	1200.788089	3029.805223	0	9892.780371	578.4537142	2707.69813	9502.36449
976	13105.70362	181739.0463	83462.2763	53912.05191	113943.5621	179408.716	4961.957864	44388.17084	78701.2873	84190.35091	18455.13655	58003.21877	68892.68475	168499.5672	20512.84692	4135.676701
977	77447.46007	46286.97697	10245.49809	6265.193238	18022.76496	8197.707634	16116.31897	13188.80401	26223.33815	13248.61649	14858.08689	8192.70179	30917.21623	30780.41678	93623.50048	10819.56131
978	0	42010.54701	1336.168219	0	6198.740052	495.5861982	0	0	0	1859.490867	0	0	0	0	0	0
979	70847.60937	701100.7774	118987.4886	54964.03578	229195.7605	429021.625	62250.34295	108958.4767	179184.6607	180683.1006	76504.8816	92873.63649	234481.6781	370576.6849	68647.07887	8911.421246
980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982	492191.3677	458402.4777	36174.80284	105847.1677	326553.5802	189409.9903	166093.3961	277159.8146	211020.3858	323726.8315	358374.6392	162850.3942	277177.0561	258870.2925	203254.5208	149918.7174
983	0	1562.522732	0	0	0	0	0	0	0	0	0	0	789.8550747	0	0	0
984	376055.7475	48849.42864	5880.310488	28567.4937	137683.8107	128436.9797	23606.1848	51319.62256	43045.82069	145529.3922	30399.22552	1143002.65	658704.137	4933147.304	303359.804	95634.87657
985	6348.077194	19054.40449	1324.889697	431.2013781	2662.492939	538.5278737	648.8373647	1481.092607	2479.970882	1618.712504	2469.984331	3810.83901	4023.109994	2931.417011	4271.917134	1913.13337
986	10057.93625	20996.37005	2794.847027	4614.643613	12936.26955	10757.2336	1705.904966	5072.01939	8896.969197	26428.67309	3039.166086	52976.57394	6598.497206	19317.27191	6090.161935	4998.698413
987	516677.5964	17013.70762	6277.137884	22210.57405	116235.5284	90724.78662	6949.47207	78756.05373	11449.10817	103713.9401	23574.85193	368742.1862	352238.6176	4978958.311	104327.8128	57559.08012
988	884.023977	3265.110981	555.502596	1063.670753	1727.270854	630.3503671	511.9904306	1819.196767	1145.229885	1683.85173	540.8628684	0	0	0	800.7926472	538.9554483
989	15772.56051	40014.71201	2629.366582	2540.219507	7524.94987	2567.519264	6134.614634	4890.595336	6552.614792	8845.623019	7571.137292	14386.85227	6838.162357	8232.81504	4545.236959	5001.541956
990	12916.54339	61442.13251	2508.186363	2047.578203	8300.362549	7189.561802	1350.948696	2009.528935	2570.21337	1844.111798	1792.765933	2988.084289	20531.18581	2265.096376	50170.70614	7997.495602
991	378153.8662	847925.1838	18976.37282	6151.197379	89537.77776	82226.8604	57814.99359	73395.46114	30663.69822	419427.2988	192510.6032	4785.779616	78073.60651	36477.13208	42409.44795	26251.86664
992	446512.0533	407723.0841	14795.62828	60461.20424	141355.2025	181580.5526	67605.68069	108399.7587	113077.7744	175962.2213	109737.3317	513609.8958	552482.39	760610.214	396362.2959	291428.2127
993	39636.36529	75435.29925	3716.903495	7136.465771	48067.76617	27516.28178	8173.961676	12909.54089	15596.59158	37967.30485	21130.37915	61450.38536	66476.20495	43593.28675	45549.00938	19135.07174
994	17800000	1.4e+07	4254964.545	4705506.387	14700000	6849581.453	4755537.647	9375694.425	8566213.916	1.1e+07	11500000	20100000	19900000	12500000	2e+07	11300000
995	3828.148947	18438.55366	1321.963201	8125.6453	17504.96104	4280.272241	13009.66669	23149.78984	2083.215319	20003.0147	5260.362239	26419.83296	2941.880754	2948.232698	2899.07778	9268.347737
996	0	0	904.087936	0	0	780.2573702	0	0	0	0	0	0	0	0	0	0
997	113676.1787	179081.6249	294812.8529	403379.6194	258135.8893	337196.5864	293271.1545	314980.9887	538982.5903	505898.7538	518639.9241	373325.639	166215.8725	695986.1048	333949.6537	317917.919
998	711175.0852	1040417.498	235284.6732	51312.42499	283281.3695	341873.3309	415604.6095	601735.6708	277206.4848	74990.29483	320687.8006	102776.6055	155874.5078	414682.4048	135544.1918	306426.8955
999	31520.91578	45330.08411	7303.149022	16581.72564	15720.5921	18395.75967	6427.211302	5496.789061	20090.00434	12460.88991	5891.314765	6770.495058	7739.563491	7377.255867	7756.346057	5625.625296
1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141.239728	0
1001	3766.561287	5824.846714	585.3652668	1355.864577	3708.059508	1902.700548	1489.170392	835.9618758	1584.355977	681.4631633	1033.1047	3359.234577	5151.303283	6860.614872	2165.521855	1489.172893
1002	42444.03028	20185.93901	5937.075248	3023.143022	25954.99715	4777.550093	8166.755915	5726.268239	10987.31334	11392.06032	14507.935	3691.750932	4044.667257	2568.699882	4813.139561	9062.546676
1003	215902.7609	300842.5035	321441.5762	309997.4764	339721.1315	214410.4115	310863.9374	472953.2502	425735.1738	521200.9479	252696.7522	856394.0121	296564.216	546989.6729	508580.1513	472121.7351
1004	0	0	0	2315.755374	0	0	1517.568345	0	0	0	0	0	0	0	0	0
1005	0	0	704.3520751	0	1119.944673	845.575032	516.216062	0	1730.989259	0	0	2691.265883	6295.380105	0	0	0
1006	51990.85261	120242.6959	2160.694581	6003.877274	13372.05612	5785.722869	6285.341899	11670.66838	1538.043728	10861.60882	2921.030445	3431.356172	5305.877385	7452.297697	10113.68467	3277.44942
1007	402908.2418	452084.8876	154503.6548	108173.0724	513285.2797	134090.5837	71896.49305	107010.1724	172947.8399	171088.825	33050.83632	277640.2864	362579.5756	363379.3479	371717.0722	103080.0939
1008	2267455.068	1929983.842	2373038.054	2502825.631	2052408.144	2745394.333	2034839.391	2077828.292	2480630.686	1668995.866	1622897.228	1553580.844	1770716.869	1478722.365	1840675.292	1430491.77
1009	186500.4321	267290.2466	29882.08146	16086.0861	109880.7844	58603.66288	12903.90828	53837.83031	31424.15211	104530.9096	113163.6007	6274.68418	82406.79879	51131.95482	38681.87777	33806.03421
1010	27101.84384	8080.6564	13252.30559	21175.11669	11336.35634	57085.5021	4683.903738	10854.25061	8091.584687	14396.40136	1282.34098	113047.901	59541.23068	82184.39711	47324.87562	68157.6575
1011	2259.644972	7069.178353	1516.062669	743.7457114	5643.153118	1005.103217	645.0737869	928.6623314	742.6839512	2428.383055	800.596602	2992.661056	2169.409947	999.3266618	1826.958512	1617.025612
1012	172033.1828	104052.2984	283636.5024	247417.5916	193223.3802	346384.8615	84504.16301	169453.9159	194017.0169	219829.8477	111665.6471	430504.4179	184463.5733	302580.1566	198238.0702	181925.9831
1013	103558.8292	73654.59561	6371.202473	3000.327821	61326.89753	11147.76857	9170.318455	11085.71664	9008.4264	22135.5036	17399.37908	66651.86748	37736.87938	60447.79475	50278.18376	16196.94822
1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	5066.206657	27277.69482	2021.897486	1379.650565	7158.094329	1519.247074	952.8131319	2833.918478	1683.408538	2025.888567	2417.739162	2814.531905	19604.54961	3337.703354	10884.926	2213.71696
1016	299085.856	121110.6027	455537.8315	454879.6696	387057.2784	526702.0183	190291.7006	368890.7142	321158.6235	407359.6302	229881.857	993910.5156	309055.2845	603609.1932	332617.0251	350665.0749
1017	83309.37607	37291.61625	7708.239568	26867.37779	23502.81465	32572.37847	16469.8746	23726.95092	8400.539427	25252.17512	6073.494537	17052.06287	44883.16815	27132.14086	49855.13899	20825.10247
1018	271536.2593	133234.8926	43808.23201	48145.34974	38744.64202	57504.7132	26627.27994	48047.53999	84859.89174	150411.9869	30542.23442	189287.1637	228872.7448	217076.0736	81287.85198	139091.447
1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1020	1498568.134	2744909.394	331202.6802	266859.6721	754576.3416	1470250.627	1491860.172	2544057.938	701160.9934	1056398.5	177972.2213	229816.1534	370818.8288	332264.2982	198169.0521	44829.94016
1021	57558.7541	52455.58118	53650.34917	126382.6005	115080.2518	70752.46451	54916.86344	109085.0344	133759.6332	39771.27838	60981.71753	48861.94392	41924.40375	155112.5832	35258.45134	68774.01628
1022	135040.7942	205218.5541	14622.25905	14719.47072	106114.9143	15681.78446	20085.97796	40810.96811	9280.449052	104328.4011	150244.4215	76695.42974	19300.31143	42393.35178	24188.28128	27223.82123
1023	8573.177065	7841.013215	1399.522193	1130.751939	1806.627684	752.8093937	3327.336779	2536.082089	4224.708698	2504.739406	5877.11764	7005.212362	1468.430092	7184.186924	4436.820416	1937.937171
1024	163443.9542	213802.4673	34721.10847	22235.4136	58634.0291	55040.47814	23868.33332	106281.9287	65276.63725	72397.94302	71841.6158	77879.53866	110460.3243	64203.03507	112593.9969	69883.74561
1025	170972.0655	132144.2675	287178.0477	118702.818	136301.8951	212300.1789	138641.7939	111556.1723	196685.1067	88131.74541	134187.8394	70157.8592	199036.5139	138725.9686	84744.47226	94786.07892
1026	20094.60278	9626.310598	4972.239163	1685.286704	5573.784808	2763.791338	3192.401242	4851.010331	15242.52372	5490.094789	8566.646319	13464.59509	7685.433169	86717.43671	8050.279308	2515.817087
1027	3985.522467	13136.89709	0	742.4037679	2241.850606	907.9453018	0	1673.900737	3154.15932	2448.848149	11281.85588	0	0	0	3258.748733	668.3509052
1028	0	0	57040.13911	611.4737355	0	541.5197407	438.7619025	848.20758	0	0	0	1896.4953	6602.162135	0	1671.587869	13073.34904
1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	40534.74235	59118.01491	3367.74	5506.249883	3237.104221	8949.130368	2149.677853	1626.832155	3724.687545	3101.714092	5408.417972	10057.60918	8069.142283	2862.096249	5321.351209	2659.951522
1031	32319.6536	30917.77486	8596.995251	5709.072728	63903.9382	26369.11763	7233.910159	6813.656685	9274.45246	16465.20267	6843.942554	13414.81632	24463.58115	18990.03431	5317.170165	4541.215482
1032	1872494.882	2494501.552	377578.1917	244807.0088	989020.7005	385162.1929	130990.7985	931462.1718	463323.0221	6911441.212	671066.6812	9083392.086	1807254.065	3873276.153	2134754.477	4966345.855
1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1034	2560747.935	7202008.313	133187.6967	629900.3948	2652441.902	4852352.057	1165695.395	572507.7985	286309.1103	1810810.418	734087.6362	2771058.201	948630.6892	2878717.611	1192433.936	811470.2869
1035	4947541.353	6438249.922	113018.5007	76035.39914	2704003.086	174044.0144	426200.6618	993583.8152	111084.7695	1368520.879	449078.0773	2379838.91	251467.7719	2031155.521	368063.9745	267924.3539
1036	0	0	0	0	0	0	0	878.0864449	422.8030097	0	0	0	835.2692647	0	0	3255.61145
1037	1304.409044	0	0	0	0	2385.235783	3543.093412	1398.200909	933.216048	1741.496287	3053.063033	0	0	900.9387919	5591.70986	0
1038	0	0	0	0	0	0	2643.823779	0	0	0	0	0	0	0	0	0
1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1040	0	1111.460958	0	0	0	0	1145.343081	669.3769428	0	0	0	0	0	0	0	0
1041	38444.67478	99148.00097	16883.65067	6185.452439	40753.40974	27229.86001	54472.76691	82497.41364	10383.23176	55491.44769	23700.82577	33305.43642	32230.52851	52748.1765	26316.5864	7682.730357
1042	2885510.698	6655758.267	1695711.934	1071855.754	1729304.548	2739809.973	465292.7576	689368.9294	1001163.177	2380923.351	1375980.664	2266124.89	892538.2005	1949265.033	2327646.917	288931.8887
1043	0	0	0	569.6711809	0	0	531.9370735	1537.279234	0	0	0	0	0	0	0	750.0239104
1044	7455.241442	9655.485541	814.8781013	0	0	1252.378923	1297.372628	3202.257759	1635.043695	1289.535635	5209.428287	0	1387.542047	0	0	6385.983478
1045	2752.787265	4458.634586	643.324102	0	0	0	530.999357	742.5277737	703.4646664	749.8441904	495.8485359	2527.915844	0	1861.795814	5730.646353	6802.731414
1046	1580687.37	1275027.615	718924.0367	479494.1824	661445.4776	823415.86	417812.0997	504233.3704	499501.8015	458649.2547	271557.4711	2266596.051	1261578.032	1233703.038	2017166.875	970839.9058
1047	78144.83259	159377.4485	27487.41037	10123.26149	143637.2187	29562.89068	108008.1413	200039.783	20452.63091	22654.92643	36084.37142	35493.7839	62754.20006	72091.38571	42387.55856	11477.80169
1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049	195645.6585	121161.647	304667.4998	275531.976	209963.486	375482.0029	60451.23457	112669.6934	148423.8275	219283.6466	126526.0467	459149.4759	222636.8349	188028.7627	225371.7041	195392.1799
1050	154762.5592	103141.1172	137051.1035	234112.1395	204476.8189	302915.8453	103386.6182	119743.6118	184001.0343	237684.2943	75440.48024	480529.4878	166835.9636	333081.5217	175582.2861	213573.7182
1051	3078.281937	9227.090366	570.9023611	687.4634607	5886.312814	2176.05395	1002.630657	1439.47316	2264.011891	2910.870976	2027.87466	3788.258272	3768.785598	2144.828481	4534.588264	2535.531707
1052	112153.7892	19221.36024	11943.8745	9307.330446	34833.93077	40675.28986	13203.02402	36354.352	27853.68642	44785.85764	10208.22645	36983.00464	85822.53685	76056.73964	17893.67205	25275.2954
1053	1830.001472	2603.508882	1599.073634	6567.32196	1764.529668	1615.883828	2340.339866	5843.460998	2388.927793	7401.141286	5229.114326	3661.050968	1353.220532	2380.521737	2151.064301	4100.455491
1054	0	30903.14413	0	0	0	2580.306067	0	0	2875.835096	0	0	0	0	0	0	0
1055	5068017.774	3078180.837	3683394.082	2388365.679	5312550.422	2830712.337	3459044.179	8625365.357	4954189.873	6997150.344	8398745.046	4955391.041	4734646.478	2142214.84	13400000	7654502.321
1056	50562.84666	43650.87928	76764.79761	61455.37588	56161.00615	69270.89834	57726.51651	33479.43065	42410.83846	104352.9844	91240.46355	152766.7393	94442.58492	134372.4881	207390.8459	8532.656646
1057	0	0	895.7046447	0	0	0	0	0	0	0	0	0	0	0	0	431.7483764
1058	3254.981942	17001.05291	1857.391035	746.7609722	0	1170.81488	536.5050723	2357.030965	847.903084	1193.223305	664.7652043	0	0	0	988.380153	387.9757008
1059	1649496.727	1550642.298	38630.86636	133129.8803	288525.844	93553.01531	231050.4418	46383.31202	84348.90858	29456.15438	272365.9605	331853.5828	802604.8227	375014.1249	559302.6574	368312.3342
1060	0	0	749.4678755	0	0	0	0	0	0	0	0	0	0	0	0	0
1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	1212731.107	923984.4255	598155.5694	385997.0262	876175.9124	439745.4882	317214.6502	837426.3693	517053.34	543303.4882	1196446.523	1054022.621	509698.4014	617420.0226	1230150.988	838729.0775
1063	13645.06946	11802.67445	7327.846103	7196.282218	17302.20256	3873.01776	6971.153792	17903.61196	7845.547808	14968.49944	18604.92951	12136.7903	16804.78381	7826.217013	18240.67934	14465.88073
1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1065	22671.17205	33342.00372	38086.16213	24020.7021	14541.00607	22450.76706	32035.20314	77925.82079	41990.94622	37342.43299	63665.28274	47922.79674	3198.806281	17322.9521	10260.86716	77157.9521
1066	0	0	1988.085232	641.1071173	4215.02566	0	1375.630021	2685.043722	1279.98448	1995.052307	898.5692748	0	9113.638145	8498.957036	21942.80193	8404.322521
1067	2052.411063	2990.157101	980.3127194	16958.72123	63441.82406	906.1439514	7550.893111	34274.30895	7033.34792	11381.05997	6278.139535	0	10120.58749	15318.62792	3321.09779	7951.808479
1068	3958.163776	6686.026197	2317.483094	1087.027264	2160.317499	1885.886459	4035.276888	3124.2735	7243.660591	2058.016688	4850.674779	8946.84846	8951.434088	7089.725827	3621.940247	9246.325913
1069	2594.843731	0	0	0	1480.412451	0	603.0377047	684.4564315	0	815.9854619	434.2341172	0	0	0	0	689.1532007
1070	4577.488408	8728.196281	2705.655418	1068.476045	4322.28268	0	3148.36233	2665.782606	0	5464.449343	1682.68056	9321.99434	8909.539934	13423.91469	5910.313884	6594.832393
1071	3703.128786	4495.512657	3157.005262	1704.16973	7917.617722	5702.227857	2587.892841	7723.310934	6128.800671	8351.630673	11968.87772	11505.00184	8829.587671	14063.99367	5703.488158	15625.5715
1072	1703.109335	8817.155286	0	0	6081.907486	0	0	721.5418453	755.7703669	8117.951466	0	5042.286549	1304.605699	0	0	0
