row ID	113.mzML Peak area	114.mzML Peak area	115.mzML Peak area	116.mzML Peak area	117.mzML Peak area	118.mzML Peak area	119.mzML Peak area	120.mzML Peak area	121.mzML Peak area	122.mzML Peak area	123.mzML Peak area	130.mzML Peak area	131.mzML Peak area	132.mzML Peak area	133.mzML Peak area	134.mzML Peak area	135.mzML Peak area	136.mzML Peak area	29.mzML Peak area	30.mzML Peak area	31.mzML Peak area	32.mzML Peak area	33.mzML Peak area	40.mzML Peak area	41.mzML Peak area	42.mzML Peak area	43.mzML Peak area	44.mzML Peak area	45.mzML Peak area	46.mzML Peak area
2458	773748.8642	2167447.143	177559.7287	166745.5895	699527.0384	783137.7832	463017.4898	617420.0697	248111.2963	774516.1584	408794.9679	248985.1549	290415.514	703481.3075	327540.906	89342.85669	56750.45731	396700.0622	274242.1534	100582.2075	166549.9052	60776.25337	41790.32359	120246.6094	176098.399	81096.9881	221114.0709	218358.096	538896.3738	586101.3934
2459	629421.6022	183423.1004	72362.44636	141980.7793	445841.263	172784.6955	158630.33	374829.62	171658.6635	394738.1809	211327.7108	131653.3567	12273.50837	46937.95747	41753.84926	31929.58682	56513.04228	77137.52486	95939.871	85913.06541	98491.99609	105667.6838	86220.88499	122252.9193	241388.9614	101794.0617	201895.4801	150399.1262	268285.0834	197040.6407
2460	431343.4512	119032.2313	58426.28861	49254.01051	126227.9997	261886.1517	26473.0689	45784.69542	87528.41971	64814.93772	26119.4778	532024.5247	1062795.802	199341.6573	33465.95444	21665.78789	90836.86806	83879.74581	237345.942	164811.8712	120591.6042	553914.7982	199042.3465	977696.0202	1256892.368	2257412.581	1378197.446	2199561.677	206278.7882	750634.1696
2461	10707.00843	100349.1939	14667.48833	20755.87025	145450.324	52497.68824	5246.379593	55580.06402	32486.82966	26212.41444	6178.693597	7260.07456	122366.7826	16407.56242	14470.19439	6683.44259	163951.7006	4157.031265	21247.05529	89347.68688	66816.58551	14106.58283	3059.523387	1941.085926	11788.59972	2088.262244	11181.6143	8604.616138	4572.723623	1792.00473
2462	2737750.326	6576529.025	430619.155	219383.8253	1399664.516	577163.4863	1073257.954	1680514.602	293745.3304	1327910.135	326401.6674	1596022.352	1195940.83	1778932.867	893262.8888	351255.3899	80602.75886	1204659.093	1278387.693	393197.0932	591714.6391	284824.2982	353591.9549	1402495.85	2080492.838	1649826.171	1178647.171	861541.9562	1586903.135	1634205.755
2463	462552.6003	423021.3831	6984.76361	8764.692478	70245.06972	10393.10776	28368.96289	98653.12679	32500.24143	23446.82398	40983.28267	140279.8105	47867.29414	51753.59208	27460.30085	4475.565421	22488.049	100808.4609	50694.57745	93068.10856	103862.6288	76202.8321	33482.93928	159997.0111	91041.08604	52957.76001	367363.0414	51390.27196	184538.3005	139136.94
2464	908307.0735	2293634.994	102306.6079	106286.993	965526.869	635093.845	267872.04	331823.8616	167818.7655	502810.682	157593.5331	86165.60216	799360.5145	588432.1802	244736.8611	149575.8538	71534.4094	79859.83484	18774.98102	55210.80862	4679.965881	21876.08522	0	107664.264	242846.6919	337248.821	221571.2493	18739.92554	35237.3923	255217.6553
2465	3808.129338	8233.186314	10809.84973	11175.94803	37377.57984	38843.17262	1650.402742	10238.69793	14408.1923	5038.68395	2685.703374	1136.957954	35998.43963	9901.637295	5813.685663	1791.080268	16582.78494	1509.750874	22039.43759	5703.327036	8013.795924	2695.701763	2259.154755	9881.323186	2569.261829	7980.818811	9986.267005	2180.334727	9688.172145	18260.66508
2466	287007.5608	454368.0038	56364.47613	29787.33746	152925.285	288811.5918	59492.69169	121013.3885	31000.00465	301581.4236	99063.73306	37204.4558	53022.71293	56853.77036	43961.84096	29855.34257	65922.3618	105132.828	197202.1868	232022.7363	220949.8512	57766.4823	69308.52489	139084.0732	127259.4429	113278.6095	167617.3406	127694.5251	149682.029	192872.7428
2467	172389.2619	105637.0642	4113.332923	2466.503684	19954.81423	3417.124619	7647.523853	29983.10319	4236.328743	20838.90594	5243.635842	10545.363	22114.89886	7039.079492	851.4958874	1556.61127	582.0456908	1746.635278	26954.37483	16157.29302	140057.7093	16742.01272	14859.24729	29965.18423	55814.38017	33230.85653	45383.40606	15847.67343	44118.6922	24083.89901
2468	386747.3743	141800.3672	49627.47574	79523.21459	240254.701	83145.26523	40048.98683	111429.7224	51842.8061	33309.06166	34004.78998	33094.55208	11464.13682	33522.54146	7438.273685	11853.26744	27074.1164	26486.8845	43789.48975	19214.91476	15227.11581	20995.94487	5466.522362	77323.36153	132888.2684	42887.96298	84346.89104	53149.26543	141161.7457	116752.8083
2469	313615.1973	173215.9889	31882.24876	5972.701214	414558.6557	47373.9669	50199.92276	150351.4415	43487.29613	48356.75641	119921.8474	271695.0213	307140.2824	143657.5384	80290.00562	31820.68028	8042.26655	215899.0667	59195.95363	70389.86379	42821.43614	127864.6615	39894.42115	134901.8418	89421.41252	385036.2541	557430.1006	209882.5256	542401.6486	536393.6091
2470	0	0	784.6096957	890.9051142	8484.175165	0	3053.047468	40020.80951	6534.997129	0	54653.27112	0	17150.43286	1221.484316	747.0758793	561.3011357	5812.622601	2609.717564	0	0	0	0	605.2995161	0	614.2593415	0	924.8523877	1108.888847	0	781.8004473
2471	118167.2823	95099.9405	35234.82286	22874.31456	136249.0094	33824.08926	19637.36462	41138.03631	43447.88822	16085.954	26525.99853	105645.9936	17310.49673	88200.59675	7313.678094	47316.32173	14897.88172	35163.28561	262034.705	184225.1623	65541.59603	73824.37844	83002.33232	196941.143	155983.7045	121737.5014	172637.9905	159353.9902	354958.0674	158664.9213
2472	382317.1544	272155.9917	2525.40591	19984.56115	149764.3907	1404.156934	1544.565495	15326.29349	50341.78378	3848.018445	5888.349961	999.9629522	0	0	0	0	1305.424191	578.6073111	47437.0553	202529.1736	59559.37836	46894.96282	36835.71354	77025.82417	10623.58917	16841.16938	21837.44078	0	3254.42923	915.0161602
2473	132177.7939	340395.4719	3170.039344	8930.682225	80565.17311	68838.01923	15573.02847	27605.2583	7479.966459	36408.44899	15930.3814	6448.679927	59457.27913	13733.3327	5167.408851	1156.41118	1073.617026	1775.749441	13575.60817	12428.75531	20528.99782	4735.062979	981.6289643	13486.50615	12645.32819	10185.32964	9223.171247	7098.403296	12674.72071	43962.10845
2474	0	0	0	0	970.9075378	0	541.7641068	3189.880657	4403.036456	0	5632.973483	0	4403.18136	0	0	352.0293393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2475	16064.54337	8836.700276	32529.56543	3721.411558	15925.05402	8080.708075	5799.138651	6962.969794	17045.57731	12384.55604	13730.91691	26836.58443	16422.9607	11005.30387	9178.589219	23094.0828	13315.72486	32276.38571	23508.02571	17828.45555	21143.24725	30517.92647	56813.96189	112557.5328	17817.96126	77879.20343	62692.98219	92967.61631	46378.25271	105643.2539
2476	377901.2629	314099.4712	120578.7521	140955.7246	372469.8912	150023.5583	31419.96827	93099.19187	85653.7576	137692.2787	91505.68377	142151.4481	44728.61437	238688.1341	16877.59768	132183.4679	57268.93538	37762.68358	132086.2364	43949.3004	135550.1379	160107.1149	169665.1957	412786.1753	283407.8827	198897.9614	162977.331	113864.0248	93180.79528	229457.9295
2477	0	0	0	0	0	836.7836844	0	671.128896	0	0	1964.49489	1295.148862	1010.131372	0	0	0	0	0	0	0	0	0	559.7535993	0	0	0	0	1603.704711	0	0
2478	49712.87896	82124.61487	80869.20983	100353.5292	234231.0453	223626.7483	241318.4059	316459.5611	282268.829	627907.3582	259089.1127	125254.6331	45177.41566	24812.50081	198639.3544	93851.95738	0	9130.205708	1020243.193	142632.3699	379339.1224	64199.92402	16042.6374	2868.762081	0	16439.49054	4446.352487	0	2416.555143	0
2479	35948.74071	28189.39399	92515.67743	223614.2125	944154.2122	59052.22693	48884.90422	595084.2741	363292.1875	620433.9441	595921.2185	58703.30513	192454.6836	41819.8708	61627.50287	44474.15719	11105.10104	26497.66666	95360.19338	39777.41696	233114.7524	81622.42922	48681.11193	26726.34138	78730.06736	60723.42457	104911.3079	91399.87232	237327.6102	69473.86837
2480	69576.16673	34051.25242	38076.98978	52960.77002	17271.59884	138974.9846	18050.86195	11131.63896	66465.07884	3225.478852	2975.022805	106154.1543	2628.708344	46765.31748	582.6603533	4015.377469	0	17746.45013	6394.269605	165020.4535	8785.891654	56524.03439	37755.27977	62028.2388	86593.41952	38563.00457	68812.97217	106867.358	43971.95826	77062.97173
2481	199650.3041	108388.1154	34352.43423	39354.15082	305923.0495	58454.7979	18053.62801	32217.51573	33543.10481	60851.91873	25022.98328	34844.71867	273348.548	89385.12326	24094.76385	18295.20329	184610.4927	8686.177353	120172.6495	178252.9445	92983.20096	36698.6895	50357.60697	229333.8642	261032.6776	7251.611151	26018.19631	13170.4891	30714.10667	20350.66901
2482	15166.73939	127194.9899	101103.485	84062.27484	32842.60684	123785.5852	34891.47666	31303.81662	41860.5149	24015.55802	54027.63703	180237.4291	28977.86061	240407.2505	159581.9697	47749.82384	326599.8639	79551.23177	329661.0403	86010.08963	111522.1654	49776.72248	41796.29837	102171.9209	77653.93916	65599.18045	2621.799385	90624.45705	165447.877	47214.84857
2483	0	0	15128.71535	28507.59944	0	9124.361733	0	3809.766334	0	13960.39289	5326.211414	0	1682.121572	2316.86322	776.8967402	747.1866687	542.4581474	0	144438.6322	16567.82302	185403.8919	6112.815606	6937.755857	15879.59085	1406.518886	7610.343022	1705.77694	11507.15183	61794.90833	8754.51133
2484	8721.796415	0	2205.271854	854.0007209	4441.900967	6106.201808	2077.501803	6058.59721	2092.256844	2599.944506	2908.554907	14940.32061	2480.737206	11426.81819	5017.369283	2827.821747	1049.814623	7955.378405	7859.040918	5777.852303	2668.166545	4620.849064	3794.094734	0	7895.68313	0	0	14902.70563	17677.80898	4478.559574
2485	122079.9462	112086.7498	135604.5664	84727.55379	44934.36802	146609.6458	33555.80357	20128.24803	105228.5244	25655.39931	13516.1685	226963.0567	5718.647554	136627.9577	1102.526028	27387.86305	577.766726	43809.44847	24426.98165	200386.0663	41074.03359	155897.1097	126126.6938	98217.99218	189900.1634	143145.4178	139055.3836	181357.2219	81171.3472	127656.5182
2486	45694.10593	26737.73473	23344.92023	64073.94572	485615.4523	170133.875	246817.4273	337489.6506	62868.75009	736962.8907	101604.67	79531.54887	146648.9402	107736.7219	35347.43787	68971.9959	16732.16344	39826.46874	70071.66254	65414.69132	125159.6406	70832.80305	62308.19408	18679.80465	39794.59551	62404.76077	62111.80718	63064.98061	133420.9411	44386.10127
2487	896.4724121	0	0	0	0	0	0	0	0	0	0	0	842.8127187	0	0	0	0	0	0	905.3559453	688.8385418	0	0	0	1013.412483	0	0	0	0	0
2488	2780.431637	0	0	0	0	0	0	0	0	0	747.2595763	0	0	0	0	0	0	0	1174.128518	0	0	0	0	0	0	0	0	0	5315.291263	0
2489	4614.161183	7314.230566	0	0	7371.171935	0	30874.38212	13570.07528	20651.67926	2557.789881	10546.44232	0	0	0	0	655.5458407	21265.21435	882.5301461	0	4744.227953	0	0	1412.516197	2082.857776	0	0	2276.583635	0	1509.474735	1849.196457
2490	0	0	0	0	0	0	0	0	0	1419.224909	0	0	0	0	0	0	0	895.4793428	0	0	0	0	0	0	0	0	0	0	0	0
2491	6434.292441	0	0	0	0	1630.879873	0	0	0	0	0	0	893.8523257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2492	0	0	0	0	0	0	719.0196754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2494	14712.98871	53571.09359	26051.87368	166453.548	701710.7981	153083.5645	30699.58716	111100.2298	158077.6326	100052.376	85035.87771	8254.545726	507421.8113	195375.5849	79052.49326	54840.48577	701966.6664	32884.82974	93288.00691	12604.13896	363763.8888	4770.713788	6899.396811	9634.594253	2786.33279	5776.042691	10793.54503	4655.692793	9708.11738	12928.52229
2495	13132.27122	32022.62833	51532.35981	134210.6459	425549.9094	160435.149	80594.39378	115303.51	224277.0872	271717.9577	133421.0897	9827.564681	998783.915	456060.9586	111086.0954	121002.9829	220915.0132	15360.97677	213519.6026	21056.17917	372913.7322	5360.623637	18643.53705	10938.29194	23587.96921	12992.19224	9837.218274	3650.112697	51449.43163	7686.310018
2496	230508.3496	2430155.357	7362.252433	3997.941714	1252276.57	135159.4038	10379.84882	10878.63492	16585.53019	102657.4297	6689.137187	24971.39581	889927.4404	298960.0215	10808.30121	13777.65913	35352.01258	5575.085753	92055.18552	869526.1117	302332.6364	11643.7531	1844.901394	13982.26841	83154.67627	83968.41179	13278.20605	4782.173637	22587.22814	58446.15869
2497	520062.7073	2227800.914	94802.64664	92996.02494	626807.7061	150889.4376	63961.55892	89376.22848	101764.5202	388773.2697	72251.5082	198840.9451	358723.673	188710.0744	57419.3182	52158.32247	17322.1078	30019.299	929000.8416	712533.6474	273277.2428	154363.558	16289.28245	217302.2616	209064.5091	144821.0835	179828.7551	55175.82402	532927.1204	133245.062
2498	734397.5074	3142691.297	198393.3241	168632.6332	571306.3606	419885.1272	206346.0389	236808.5372	217283.5745	195152.591	122469.3893	173587.4318	437209.3976	272671.5503	143565.1716	135031.8849	123594.9502	127077.5518	245400.3071	487765.1457	450104.0503	434852.0424	211160.3238	259368.654	482888.2389	457364.6852	520829.1926	162239.9574	415573.8065	344432.2418
2499	1256059.133	1254665.432	291246.9531	221187.8241	952272.0743	437273.8606	179215.5919	339028.065	293686.6638	321198.7965	323390.2765	603049.1756	686250.9142	619122.6935	134578.1442	196580.9271	261828.4126	502242.6548	1006990.978	1122225.484	613344.4451	758148.7065	591519.7395	1408826.695	1235042.141	882967.6302	1154768.916	1175998.723	1222893.904	1272020.131
2500	1140123.978	1818168.941	257431.575	249013.0667	2077540.179	135606.219	66789.60856	452284.3837	346267.9324	908451.849	143288.3887	34302.55283	241502.6146	91400.95145	22062.041	30466.05277	516367.8987	33276.82859	1393726.418	1364005.657	1461894.417	851025.2705	104572.063	881043.2205	467399.5555	1233193.825	1577557.86	72678.77652	95873.00245	106366.9189
2501	284587.4638	895779.0302	46249.40774	53294.8085	541295.6463	298548.7934	76068.43499	78802.45414	51492.78579	178850.2688	74276.36449	54004.21782	311137.9647	140032.5233	14307.73062	14337.11308	25299.98111	9309.007387	208331.4214	434394.1386	277139.4277	115165.4131	47097.77529	67830.44791	80336.19824	41955.9823	70138.81481	72338.5798	78214.26744	71574.37966
2502	203465.224	1929751.583	699189.8903	562854.5137	2822086.987	768193.5767	116760.5133	579046.1562	879968.8278	3336840.46	33975.78775	82276.91338	193271.5331	209406.506	27259.48296	70879.26461	488719.2615	33999.55255	1198663.528	604563.6982	1478076.647	909692.1819	278273.9863	663733.1392	286365.347	844588.373	1187318.358	210336.2718	59721.63369	50019.47893
2503	532236.7458	1942974.953	284120.1964	417061.4152	2648694.998	344598.3736	90617.52386	172733.0673	675697.9587	2747094.849	138779.932	17487.80333	188276.3377	20095.11422	84874.24395	88695.88585	367336.821	52494.18252	1918814.033	352738.4805	1878042.434	357452.5165	179665.6009	643069.816	261845.9309	253136.0292	438410.7632	110092.0499	62498.19771	180413.6285
2504	599583.1698	621710.515	123397.8727	109831.2149	686863.8759	253340.8043	124890.1157	129463.28	227812.0841	174099.8347	198666.5212	226015.9945	399045.489	306672.1333	101541.4106	136719.9803	136222.6985	269447.5545	547096.4826	480889.8026	130371.2063	436892.7192	325785.3931	564681.6354	514463.9622	395809.5143	379968.6062	441939.0392	957040.3591	527193.6306
2505	109148.5067	1805037.244	48881.7553	116346.5264	2612232.101	386783.5749	117273.6482	61720.19433	77658.45748	57376.22097	62447.56206	10252.62443	184640.9053	527718.2579	51481.44113	6335.790789	16635.83604	17964.36549	2869.920032	5968.151177	25716.69823	3747.51944	2003.843774	185947.2613	15025.52754	11719.69222	3015141.854	16126.78247	63334.23881	75671.03757
2506	568467.0223	1045197.807	132807.9612	157222.8628	1723620.14	196555.0732	59679.44786	168822.8853	251155.8419	790687.1995	85392.07968	34033.72141	150944.4795	62742.07972	38590.13934	61100.8411	168560.4428	28332.95466	411566.2194	345273.4861	1293735.541	382940.0138	69048.09312	405686.479	172019.5182	233687.6142	403288.6921	33017.9844	141083.084	29353.01985
2507	1056762.603	492460.0013	23383.55539	239246.0485	1111683.179	78666.05017	77530.84882	156532.3144	186687.0865	102604.8008	209404.947	2744.893818	19818.71726	4172.313808	3950.217634	3379.189854	28478.13165	1712.284704	624503.8981	557630.6708	78546.89016	93852.70205	1314.496183	108952.3702	141070.3369	100291.2624	48644.38033	4889.749113	2185.24481	421.0412688
2508	519076.9638	1122542.618	165406.6582	193326.4503	632117.2554	216219.4562	45343.08348	196562.8424	226651.5327	354786.8195	147184.2859	17423.87167	101078.2707	35920.82412	36248.58088	56621.60605	312620.334	14662.43878	1516319.589	456400.2831	1083460.676	807064.9867	135303.5584	487636.6333	306552.3878	784942.1647	666350.0609	48126.67261	40736.80417	11582.04674
2509	353288.5842	637744.4134	73486.86667	134022.6387	699829.172	139571.4076	43972.58887	154707.997	218009.2748	395878.0161	66217.95905	7917.761876	96833.93087	20161.79641	5982.010147	12649.48137	104645.3691	15833.92997	531906.4909	237058.884	405781.4239	296977.1298	14035.57131	208728.8494	157984.3631	205070.8062	184400.8694	12082.85135	11874.03248	7873.261396
2510	756570.5209	675765.4862	8997.62971	30878.3182	417501.9162	105180.7261	90776.76	199270.778	52368.25117	165370.1022	61297.54686	73080.28433	128300.2414	624484.1927	151050.7893	21033.55636	10488.93397	67496.71051	675099.1801	162799.8783	197610.5943	11653.51355	35020.13361	104776.0332	260963.8371	104914.6169	124917.1751	63883.13828	411591.667	148654.0104
2511	682836.9143	1164245.083	398500.7852	385965.7633	3485101.402	739172.4168	16853.54021	322202.2283	492878.8329	1958024.258	56114.84985	24281.65791	339053.0671	35427.3563	13431.69542	128886.7825	430691.2273	27919.57696	1686973.893	1260130.622	1309082.748	960918.7611	279083.2642	1594522.063	586499.3518	689414.2567	1033522.611	47204.31685	24791.56204	13532.27878
2512	659223.8185	701684.8577	381785.1791	506857.4855	3047569.132	520062.8705	128054.0913	336718.4822	970449.762	10600000	177446.1776	29447.64085	255117.1502	85625.48499	47986.27613	30030.22128	743945.9135	31616.94687	1028790.497	445521.3585	1142566.205	390569.4542	178403.3296	465038.5276	209212.2888	200483.0561	330754.7921	65193.35037	53946.74313	27811.75452
2513	1097614.186	2133650.938	104341.8328	92374.38139	682444.9354	287488.8753	65591.51989	229613.911	111851.6406	176004.4459	147572.9802	225903.9788	617117.9231	218061.3578	53135.76923	62258.55651	41556.42296	90662.90585	291392.9001	669132.5767	382496.059	567697.0096	146624.6028	271739.7608	621630.2633	423027.1032	443089.2665	103335.94	655328.1248	397383.5462
2514	580873.7399	1329775.559	253204.3493	217224.4775	1253218.271	380477.3378	25142.27032	158950.0602	223665.9965	507376.3517	84857.52357	88273.6926	167800.005	49116.92449	8058.175648	25206.01562	228630.9864	14234.15284	1045579.48	737124.838	1070877.466	578377.8861	85500.14493	474351.0804	271651.0887	314611.0423	552177.5788	42228.9466	27606.48654	17571.99551
2515	552605.6987	1700730.784	323455.206	69779.7146	2057273.629	370668.0978	64900.18169	159095.8476	378982.9781	1567344.517	133570.584	36064.10687	226406.2276	79749.94731	19691.6082	172430.2336	230863.0995	55112.04064	4760062.96	1396682.698	2815358.95	7865131.754	1463634.355	410686.8045	1714936.668	566639.3257	3275808.15	105836.2264	195166.166	134791.9499
2516	351206.0714	527106.9745	314280.317	212258.2064	2256334.94	217799.552	37936.27664	122696.16	480283.119	1974292.207	22877.28565	7542.764267	72304.18528	12375.96891	9805.353714	40401.57942	170477.3487	4758.808744	226380.9712	242331.6233	501646.6409	461863.9871	75648.49193	84678.57137	168621.7956	89459.06531	399913.709	19998.00191	15477.39371	3370.135327
2517	165024.2474	1473555.784	143807.6775	185413.0624	3093602.472	307268.0466	53011.26051	153881.6856	426889.6019	3182230.482	60953.57216	5364.252897	142370.7421	27288.02694	7052.066487	51898.20766	199561.1694	18093.9768	1683898.644	190423.8311	1951026.926	301497.5713	173568.2039	114595.6801	87049.40483	26647.00087	31231.56007	20217.17589	7457.685068	8052.298023
2518	50386.58988	136222.7258	131650.0229	35530.17129	1102673.838	109894.7705	3210.914505	11737.7423	200208.1974	1211505.321	6464.021172	1300.888068	11291.76537	2449.53501	1776.887091	6508.721559	42367.53641	3817.640423	2911514.48	332694.6843	1872526.365	618127.2631	683233.708	30233.50478	364683.6732	31176.63726	55274.08965	15155.0634	4414.537983	5450.904161
2519	216975.9511	611373.7512	103040.7418	111714.0523	1860090.78	134846.0528	115408.357	492230.9687	272667.0879	462326.2644	256458.8929	1442.08851	44533.14751	5173.655176	13712.99328	50827.27281	107170.4882	1197.998718	518710.5076	429106.9413	467836.0468	511226.2514	130259.5101	126946.6534	417647.2877	42832.86063	247542.5691	129349.6478	17923.78428	0
2520	249049.973	252978.8601	189181.3608	190441.4927	846147.8364	244102.1936	216742.0646	585087.9611	382938.3689	996414.8216	345784.5473	295841.5287	611586.8068	227861.8071	75232.67381	75012.14657	57369.04421	196853.4602	175458.2568	148232.9951	229121.631	132711.9154	215810.4688	164327.7899	376162.5451	169376.2693	371491.1321	379319.1344	410274.6044	148359.1727
2521	21344.49489	102109.3087	6188.244143	53757.30982	664038.5994	61129.69349	11436.40063	8472.029189	4543.812198	10326.72071	14456.10148	17257.65402	102093.9842	32627.44493	1012.306884	4797.42067	2033.41695	1916.741038	10730.7535	62970.40462	74654.61561	4400.759351	10573.5616	14480.1944	6224.864862	84256.80248	31909.28194	14874.39346	15220.04459	23524.39374
2522	2133789.599	1958355.378	418795.9888	148336.5447	1185430.609	455892.8767	496684.204	1061601.352	563152.2965	427738.3305	1104540.474	1374756.651	201936.1998	1096476.355	387113.6489	252874.3171	179548.1342	579692.8594	2076996.064	612905.3523	689097.4373	1166054.267	1116958.66	279039.5074	1596537.713	692627.2568	699104.2063	249136.6997	3127385.213	925025.1203
2523	81990.77704	390080.1909	139884.026	252750.7872	1348722.763	174395.5627	17119.95395	234909.1376	296726.6932	900297.8102	155986.055	1517.443905	48203.86923	4434.482764	10382.8894	15437.22672	241401.8451	1811.00761	705431.4632	172203.8534	718597.4743	153496.0019	126715.977	41394.68786	177945.851	25280.85588	157144.091	58259.38367	12532.95991	0
2524	67460.39364	307774.7769	46663.21444	116374.0667	492534.958	84717.24461	25962.52791	158596.1951	173505.0742	310294.7649	42926.42772	9086.505016	39080.92106	18602.69204	5712.573684	16322.97937	148181.5383	13238.32829	483008.1538	171428.288	219121.3211	87298.30869	17783.29187	87943.53723	64656.88779	132324.8227	48491.43745	26216.11417	16445.27128	11285.42013
2525	1590868.589	5374919.346	112963.821	74037.08156	1726072.795	188348.8958	57544.57631	245004.2999	120942.449	214722.4027	141702.6033	324768.8653	441618.819	158164.312	39535.32208	35326.82913	28599.47302	104180.647	1299423.326	868496.9013	771784.2877	841173.3062	175772.4034	631379.8777	591915.1391	420760.1118	868545.2909	158315.313	967609.8988	517771.6926
2526	547940.1846	959887.663	264693.5093	188221.7168	685427.1078	331472.8025	213932.1206	310801.4761	232386.2075	208373.9224	157469.8093	911724.6011	727715.9159	823301.9523	246672.0535	291660.7373	82921.56519	536077.0575	905354.8543	1133562.988	407841.8371	479589.9743	478115.0822	2135820.815	1318498.507	973907.7658	1181968.954	986323.4039	1676447.102	1385471.813
2527	270386.2	280862.6658	209184.3647	111244.2771	943437.1578	221751.1084	221892.6604	613984.1128	413458.6795	1096746.298	166558.4815	293618.6706	648368.282	250755.1659	68300.84853	71406.9056	62360.2718	210981.99	179100.8992	62869.57191	218383.599	158136.1473	208069.1589	182712.381	427284.9685	162903.4607	410631.9791	406420.4196	398669.1127	163598.6941
2528	478938.4752	865469.7853	584344.6142	515389.0524	1055506.71	490537.2705	54866.61265	329103.0357	477767.3294	1384072.547	73410.32195	24821.22871	176454.5957	59300.29214	19708.44737	96478.04126	378647.0939	18633.24429	1700912.53	695187.2767	749321.3057	855538.498	191750.487	531061.8856	286715.412	383700.4198	590663.6395	108454.6382	27578.29351	5293.062089
2529	468322.7175	504413.0635	103467.1617	136313.376	651485.9331	124493.8238	27565.28358	265807.3137	292220.3429	615761.0568	79515.09802	0	50024.51237	1818.653075	2652.252043	21965.1407	104120.8742	0	182011.2172	121834.2002	228009.9593	69273.65678	62822.60489	39432.88778	56143.88767	23442.47404	102771.6297	889.0088957	1252.453995	0
2530	651212.1726	1720765.77	214755.4648	166307.2316	597720.1422	438501.518	187962.5769	321828.9283	391517.159	334022.3289	282803.0277	143754.1596	439549.9151	538452.7391	54982.06225	292144.3405	281736.3766	142275.648	785916.4155	777082.1929	663635.7173	779262.2804	226264.1049	546550.4662	467737.5488	578489.907	481826.3617	368660.3265	654931.3654	466447.0604
2531	3213983.541	4931764.544	211582.0107	76035.39914	1109595.012	440216.4149	506637.1915	418959.1553	330372.9858	1213285.691	291541.2222	273272.0611	234725.5167	360484.764	112435.1302	112443.0337	344509.6391	438100.3211	2604358.102	619047.0502	1112406.622	500357.0222	311495.1059	234151.2614	495337.454	264083.4765	213402.7018	312078.7506	460276.969	294349.1283
2532	308813.3806	609753.1199	295325.7934	230726.2076	2139214.256	171338.806	48000.51182	216436.7996	276476.2669	1075796.634	131302.7412	21270.38883	89198.47177	86617.44873	24859.06419	63162.23318	197946.2141	39588.18865	2062107.776	466510.3466	1547018.504	438378.7084	305541.1384	141503.8656	309986.1134	85180.75263	394340.5687	159615.9248	195794.0977	88064.88374
2533	135730.4197	353850.3972	142723.7832	407400.1737	1293044.401	432660.0059	86466.86735	398014.0499	517463.1453	2172261.664	203056.6424	2628.415491	6881.190535	24026.09251	14306.43126	53782.16789	262308.9599	4750.867141	1197010.916	224264.3853	1167803.096	199528.1307	150943.0933	31419.43558	69704.59512	35273.98807	30692.26003	13876.24346	7013.590309	8050.748383
2534	100932.4312	407870.0879	188494.6919	171432.634	381680.0121	94403.08377	17142.54617	78005.45776	143256.1472	412661.0802	33910.93618	11140.05613	63161.06612	10138.8498	7234.710249	26340.13654	99170.42555	11403.0937	926702.8888	237988.5986	409237.802	444850.1325	40995.6682	112303.8147	67341.4536	40729.93708	67939.6593	20898.12483	3113.570606	20537.40041
2535	339310.4387	753239.3071	183188.6003	391202.4869	1665841.193	353638.6185	76248.87021	326602.9665	427814.9728	1091337.979	69597.80446	29385.91382	40352.4147	19733.44054	2809.712743	25259.88735	162962.0518	7198.783813	575395.17	193228.6093	625552.7901	193519.9687	43997.2813	158130.4232	126785.2332	77335.90937	237533.4073	17613.57309	33541.88516	23686.71137
2536	30349.32709	285810.1359	47725.15758	378254.1774	2365775.293	43297.03871	10161.27835	129606.223	154137.6068	4212667.281	15271.93833	9674.731614	9890.92698	12995.65265	4848.492868	12477.83262	37400.05355	5162.488204	131279.2452	79102.69774	368031.4037	20289.00838	100636.9905	64738.46061	69731.11668	114532.0281	97746.10979	20612.08969	19998.74717	3174.515698
2537	44377.6039	394299.3798	191709.0414	125031.9915	444810.0005	439369.0477	23018.09239	88593.19466	142280.3828	329293.2918	39320.47449	8448.33182	28091.30277	14795.72442	28242.04041	52143.89848	34752.95534	65442.18492	208042.0208	55543.90735	408179.2313	55645.60807	89956.88636	153508.1312	131542.6058	76339.06862	94820.04246	63875.64914	103951.1842	151857.7098
2538	823806.0898	432522.03	62154.3173	112110.5954	1445161.8	48812.33907	361372.1848	545716.9886	700975.2963	148591.9797	469923.6788	6007.211216	0	58053.09032	63625.86142	39326.47599	0	137020.7464	0	153311.7732	0	0	0	148546.5738	0	40822.72692	0	0	170263.5173	0
