row ID	113.mzML Peak area	114.mzML Peak area	115.mzML Peak area	116.mzML Peak area	117.mzML Peak area	118.mzML Peak area	119.mzML Peak area	120.mzML Peak area	121.mzML Peak area	122.mzML Peak area	123.mzML Peak area	130.mzML Peak area	131.mzML Peak area	132.mzML Peak area	133.mzML Peak area	134.mzML Peak area	135.mzML Peak area	136.mzML Peak area	29.mzML Peak area	30.mzML Peak area	31.mzML Peak area	32.mzML Peak area	33.mzML Peak area	40.mzML Peak area	41.mzML Peak area	42.mzML Peak area	43.mzML Peak area	44.mzML Peak area	45.mzML Peak area	46.mzML Peak area
988	884.023977	3265.110981	555.502596	1063.670753	1727.270854	630.3503671	511.9904306	1819.196767	1145.229885	1683.85173	540.8628684	674.2668575	879.6823337	1882.502392	0	474.5324937	563.1854231	427.0441213	0	0	0	800.7926472	538.9554483	1259.864599	497.6710051	412.6605101	666.0933552	610.8136468	800.1421008	521.1647398
989	15772.56051	40014.71201	2629.366582	2540.219507	7524.94987	2567.519264	6134.614634	4890.595336	6552.614792	8845.623019	7571.137292	4846.936876	1727.827582	7445.188942	2678.9264	5540.189801	2825.632452	2260.465135	14386.85227	6838.162357	8232.81504	4545.236959	5001.541956	23847.18943	4571.708121	1552.399064	26604.04474	3006.795749	14106.04977	5269.351873
990	12916.54339	61442.13251	2508.186363	2047.578203	8300.362549	7189.561802	1350.948696	2009.528935	2570.21337	1844.111798	1792.765933	7765.473367	45416.9297	1452.200169	1563.747931	4621.080997	7568.684568	7170.350402	2988.084289	20531.18581	2265.096376	50170.70614	7997.495602	112350.3691	178927.8832	331614.4778	328579.6212	212976.223	82474.95754	112663.8203
991	378153.8662	847925.1838	18976.37282	6151.197379	89537.77776	82226.8604	57814.99359	73395.46114	30663.69822	419427.2988	192510.6032	145372.9188	110377.0106	135964.8866	62899.93637	34076.33998	5153.529844	166338.2393	4785.779616	78073.60651	36477.13208	42409.44795	26251.86664	331944.6821	80539.45797	145058.414	338653.8678	36088.05941	487508.3918	314214.0283
992	446512.0533	407723.0841	14795.62828	60461.20424	141355.2025	181580.5526	67605.68069	108399.7587	113077.7744	175962.2213	109737.3317	81999.64144	36341.57414	111026.3941	138579.7127	126372.0899	101302.3055	65784.16081	513609.8958	552482.39	760610.214	396362.2959	291428.2127	91149.96761	330964.8938	104802.8142	122946.8857	108106.7751	193030.3128	134914.2138
993	39636.36529	75435.29925	3716.903495	7136.465771	48067.76617	27516.28178	8173.961676	12909.54089	15596.59158	37967.30485	21130.37915	9339.783006	37200.49778	13075.04997	6951.932712	6934.169471	12400.37542	4907.621011	61450.38536	66476.20495	43593.28675	45549.00938	19135.07174	46207.95649	54539.01946	9025.85789	7891.083186	14789.79273	37684.0149	32953.72981
994	17800000	1.4e+07	4254964.545	4705506.387	14700000	6849581.453	4755537.647	9375694.425	8566213.916	1.1e+07	11500000	33900000	16900000	11100000	5846091.57	7297488.52	7949112.193	18900000	20100000	19900000	12500000	2e+07	11300000	18900000	16600000	12400000	14700000	18100000	20500000	19300000
995	3828.148947	18438.55366	1321.963201	8125.6453	17504.96104	4280.272241	13009.66669	23149.78984	2083.215319	20003.0147	5260.362239	9111.516232	31881.7729	27304.65014	15407.20829	4559.724206	22798.13291	11508.05776	26419.83296	2941.880754	2948.232698	2899.07778	9268.347737	16256.84532	4675.379869	3219.213485	1396.003903	3538.98628	1573.95421	19854.58746
996	0	0	904.087936	0	0	780.2573702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997	113676.1787	179081.6249	294812.8529	403379.6194	258135.8893	337196.5864	293271.1545	314980.9887	538982.5903	505898.7538	518639.9241	272579.1485	175033.5423	433403.4397	390441.0193	276999.0301	449165.4692	770216.7759	373325.639	166215.8725	695986.1048	333949.6537	317917.919	240519.3217	494355.5262	585470.6181	684919.8127	564892.5543	298311.4554	440754.9827
998	711175.0852	1040417.498	235284.6732	51312.42499	283281.3695	341873.3309	415604.6095	601735.6708	277206.4848	74990.29483	320687.8006	444118.1912	234824.3648	304498.7566	300976.4663	25561.16751	209647.0996	149873.4641	102776.6055	155874.5078	414682.4048	135544.1918	306426.8955	757863.6675	244694.6457	219373.4541	269895.3454	117744.4544	379799.4711	676719.4151
999	31520.91578	45330.08411	7303.149022	16581.72564	15720.5921	18395.75967	6427.211302	5496.789061	20090.00434	12460.88991	5891.314765	13699.46736	9936.10316	26276.60534	15863.11234	22109.7784	37142.76334	14835.2166	6770.495058	7739.563491	7377.255867	7756.346057	5625.625296	9531.88176	8040.768602	2983.87986	4811.340652	18265.24008	41024.9428	29577.07923
1000	0	0	0	0	0	0	0	0	0	0	0	0	0	4291.965611	0	0	0	0	0	0	0	1141.239728	0	0	0	0	0	0	0	0
1001	3766.561287	5824.846714	585.3652668	1355.864577	3708.059508	1902.700548	1489.170392	835.9618758	1584.355977	681.4631633	1033.1047	2382.356163	30983.33857	1098.418007	1539.889719	729.5671851	4468.32127	1112.533719	3359.234577	5151.303283	6860.614872	2165.521855	1489.172893	63930.82712	29479.60974	126614.4512	132580.4246	46542.21756	22946.07541	79752.77148
1002	42444.03028	20185.93901	5937.075248	3023.143022	25954.99715	4777.550093	8166.755915	5726.268239	10987.31334	11392.06032	14507.935	16952.70264	33420.56678	23216.93591	5878.698707	4480.618448	1899.777801	20583.86545	3691.750932	4044.667257	2568.699882	4813.139561	9062.546676	4995.059324	39975.08022	760.9916127	1204.379232	11719.82961	4085.121718	19810.15463
1003	215902.7609	300842.5035	321441.5762	309997.4764	339721.1315	214410.4115	310863.9374	472953.2502	425735.1738	521200.9479	252696.7522	472159.1273	341847.9949	182077.2774	402541.458	406882.7897	166374.146	377996.7934	856394.0121	296564.216	546989.6729	508580.1513	472121.7351	172852.6629	275718.1597	338295.4661	232236.9513	510081.6701	779402.2003	576911.8269
1004	0	0	0	2315.755374	0	0	1517.568345	0	0	0	0	0	0	0	1716.213706	0	0	0	0	0	0	0	0	0	0	2243.076805	0	0	0	0
1005	0	0	704.3520751	0	1119.944673	845.575032	516.216062	0	1730.989259	0	0	2340.22784	0	0	0	0	0	0	2691.265883	6295.380105	0	0	0	0	0	0	6786.032305	0	0	0
1006	51990.85261	120242.6959	2160.694581	6003.877274	13372.05612	5785.722869	6285.341899	11670.66838	1538.043728	10861.60882	2921.030445	31394.61095	35012.30493	15453.46205	7015.933484	3216.300979	588.2798904	4374.360811	3431.356172	5305.877385	7452.297697	10113.68467	3277.44942	49814.91186	19592.374	13351.86653	50237.20242	27351.12849	228037.9262	75423.60781
1007	402908.2418	452084.8876	154503.6548	108173.0724	513285.2797	134090.5837	71896.49305	107010.1724	172947.8399	171088.825	33050.83632	133778.1765	280204.4535	140927.5138	35776.14534	126628.528	206814.5838	23885.05198	277640.2864	362579.5756	363379.3479	371717.0722	103080.0939	454829.9739	325037.9397	110856.6175	126859.0729	54900.25859	90982.98422	332392.4535
1008	2267455.068	1929983.842	2373038.054	2502825.631	2052408.144	2745394.333	2034839.391	2077828.292	2480630.686	1668995.866	1622897.228	1986235.398	2347235.251	1886197.006	1542536.11	1869864.458	1471645.731	2476420.411	1553580.844	1770716.869	1478722.365	1840675.292	1430491.77	1940605.175	1936615.639	1538344.608	1445588.708	1717684.47	1539339.886	2370740.339
1009	186500.4321	267290.2466	29882.08146	16086.0861	109880.7844	58603.66288	12903.90828	53837.83031	31424.15211	104530.9096	113163.6007	95296.6092	102428.8563	96690.73547	25255.2862	35905.87566	626.5525278	134761.2491	6274.68418	82406.79879	51131.95482	38681.87777	33806.03421	149923.1968	92810.45726	186800.574	348041.9502	74555.3905	276053.8118	278673.3548
1010	27101.84384	8080.6564	13252.30559	21175.11669	11336.35634	57085.5021	4683.903738	10854.25061	8091.584687	14396.40136	1282.34098	3387.044321	6787.905127	16097.90289	1989.788051	5858.043804	1485.660253	3031.652294	113047.901	59541.23068	82184.39711	47324.87562	68157.6575	8569.91444	5023.122085	30950.48627	12381.95751	12378.25416	24002.22341	50962.44141
1011	2259.644972	7069.178353	1516.062669	743.7457114	5643.153118	1005.103217	645.0737869	928.6623314	742.6839512	2428.383055	800.596602	0	0	2205.272593	1320.660236	649.0787194	383.5090585	807.525467	2992.661056	2169.409947	999.3266618	1826.958512	1617.025612	1824.163445	756.3953655	1611.651463	2290.769197	0	4656.34274	5909.68674
1012	172033.1828	104052.2984	283636.5024	247417.5916	193223.3802	346384.8615	84504.16301	169453.9159	194017.0169	219829.8477	111665.6471	160853.675	68283.90789	124365.5911	85268.59534	88322.23352	84707.50174	81907.22133	430504.4179	184463.5733	302580.1566	198238.0702	181925.9831	93311.88539	123244.2524	214188.2348	92320.75468	119793.226	168151.8097	186508.7108
1013	103558.8292	73654.59561	6371.202473	3000.327821	61326.89753	11147.76857	9170.318455	11085.71664	9008.4264	22135.5036	17399.37908	8495.930561	18695.28725	8849.942532	10839.75847	5714.820603	15428.14525	17513.59325	66651.86748	37736.87938	60447.79475	50278.18376	16196.94822	56745.02827	28152.21069	20491.07858	38406.19171	4341.31274	42567.12826	11646.53071
1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	5066.206657	27277.69482	2021.897486	1379.650565	7158.094329	1519.247074	952.8131319	2833.918478	1683.408538	2025.888567	2417.739162	5944.012462	15896.96038	8087.62711	2156.174099	809.3769488	2725.113119	2266.133455	2814.531905	19604.54961	3337.703354	10884.926	2213.71696	3556.533729	6208.414308	20387.5768	11701.1817	2048.225902	8882.33811	3999.144092
1016	299085.856	121110.6027	455537.8315	454879.6696	387057.2784	526702.0183	190291.7006	368890.7142	321158.6235	407359.6302	229881.857	278858.0058	296788.4251	406783.9697	169877.337	172512.4518	186802.9864	146228.9204	993910.5156	309055.2845	603609.1932	332617.0251	350665.0749	104641.1242	216096.2725	454575.6579	213502.3691	263946.3543	346800.7643	313838.5492
1017	83309.37607	37291.61625	7708.239568	26867.37779	23502.81465	32572.37847	16469.8746	23726.95092	8400.539427	25252.17512	6073.494537	57119.48852	33253.89261	41531.97557	21408.21902	16706.18108	42045.19027	18901.18685	17052.06287	44883.16815	27132.14086	49855.13899	20825.10247	103796.1517	131727.6602	72548.97452	112604.5243	60605.85463	42163.69455	129211.6494
1018	271536.2593	133234.8926	43808.23201	48145.34974	38744.64202	57504.7132	26627.27994	48047.53999	84859.89174	150411.9869	30542.23442	95727.44164	59506.53864	71819.94014	61757.93021	40969.05236	82576.79951	56953.16397	189287.1637	228872.7448	217076.0736	81287.85198	139091.447	59689.12904	88093.6066	98831.41124	131735.2884	54568.08002	89004.84073	121485.9074
1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1020	1498568.134	2744909.394	331202.6802	266859.6721	754576.3416	1470250.627	1491860.172	2544057.938	701160.9934	1056398.5	177972.2213	657085.6578	400834.5476	1404688.711	2501861.791	479862.9849	537731.895	692080.0151	229816.1534	370818.8288	332264.2982	198169.0521	44829.94016	645920.1033	226951.1357	213049.8005	547251.735	107168.9754	474163.7703	367502.1613
1021	57558.7541	52455.58118	53650.34917	126382.6005	115080.2518	70752.46451	54916.86344	109085.0344	133759.6332	39771.27838	60981.71753	117920.4548	38199.63404	118273.1117	128204.5165	55535.99509	137077.9703	42496.67109	48861.94392	41924.40375	155112.5832	35258.45134	68774.01628	42782.46982	121170.6778	80514.85401	71746.16723	27294.5672	72248.50648	27925.93874
1022	135040.7942	205218.5541	14622.25905	14719.47072	106114.9143	15681.78446	20085.97796	40810.96811	9280.449052	104328.4011	150244.4215	103634.1847	2309.989366	18477.93573	30681.98885	6600.685746	45050.72592	5661.884954	76695.42974	19300.31143	42393.35178	24188.28128	27223.82123	58752.17952	71661.29578	66852.26793	44155.79509	71813.40389	164776.271	174625.7497
1023	8573.177065	7841.013215	1399.522193	1130.751939	1806.627684	752.8093937	3327.336779	2536.082089	4224.708698	2504.739406	5877.11764	2394.785474	6213.042148	5950.255885	1126.270951	623.7155708	485.9418967	2320.264204	7005.212362	1468.430092	7184.186924	4436.820416	1937.937171	1820.02214	2620.738437	935.1710148	2112.786823	4096.542926	4333.71441	6005.94217
1024	163443.9542	213802.4673	34721.10847	22235.4136	58634.0291	55040.47814	23868.33332	106281.9287	65276.63725	72397.94302	71841.6158	112712.8265	112006.8325	105094.754	162312.511	88308.07945	23091.13295	65418.76667	77879.53866	110460.3243	64203.03507	112593.9969	69883.74561	216127.2587	105348.6975	80905.21205	345389.4864	116060.8781	133472.4036	25195.21604
1025	170972.0655	132144.2675	287178.0477	118702.818	136301.8951	212300.1789	138641.7939	111556.1723	196685.1067	88131.74541	134187.8394	109259.3866	174750.0424	157515.6849	128110.537	171678.6407	99575.79057	213543.6765	70157.8592	199036.5139	138725.9686	84744.47226	94786.07892	194306.5312	254475.2707	67744.68182	130698.0561	119435.3299	91577.09058	154296.2511
1026	20094.60278	9626.310598	4972.239163	1685.286704	5573.784808	2763.791338	3192.401242	4851.010331	15242.52372	5490.094789	8566.646319	11905.2473	49942.52926	5805.796976	3723.483027	3420.775514	14034.01011	11787.72691	13464.59509	7685.433169	86717.43671	8050.279308	2515.817087	16543.94597	19524.61143	125582.5831	126404.5052	36261.18786	11798.06549	32094.34576
1027	3985.522467	13136.89709	0	742.4037679	2241.850606	907.9453018	0	1673.900737	3154.15932	2448.848149	11281.85588	3812.767908	3979.950052	1739.582379	6716.249776	2387.984417	442.6996307	1566.509115	0	0	0	3258.748733	668.3509052	17973.60699	4706.683039	3547.749988	16710.29731	7665.649602	6965.617779	913.8978024
1028	0	0	57040.13911	611.4737355	0	541.5197407	438.7619025	848.20758	0	0	0	0	0	7626.491759	492.8138981	467.3346969	328.4920677	0	1896.4953	6602.162135	0	1671.587869	13073.34904	7106.150888	1334.830762	0	0	0	10361.40862	6027.455569
1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	40534.74235	59118.01491	3367.74	5506.249883	3237.104221	8949.130368	2149.677853	1626.832155	3724.687545	3101.714092	5408.417972	6473.546465	5738.071806	2972.641838	3326.536435	5310.957135	12332.56713	3262.858125	10057.60918	8069.142283	2862.096249	5321.351209	2659.951522	15796.45875	34635.56272	70761.70809	62938.06755	57791.96009	14513.82116	65641.55726
1031	32319.6536	30917.77486	8596.995251	5709.072728	63903.9382	26369.11763	7233.910159	6813.656685	9274.45246	16465.20267	6843.942554	9878.240485	30851.50917	10071.73547	8570.58721	2320.379625	5211.97754	8848.144386	13414.81632	24463.58115	18990.03431	5317.170165	4541.215482	12711.16161	6783.302423	14694.43181	6029.131134	10494.3893	5267.12829	11931.74255
1032	1872494.882	2494501.552	377578.1917	244807.0088	989020.7005	385162.1929	130990.7985	931462.1718	463323.0221	6911441.212	671066.6812	1605923.912	649527.3797	547168.5291	268474.1274	354882.0931	307733.6766	499844.7808	9083392.086	1807254.065	3873276.153	2134754.477	4966345.855	1867291.052	1242406.213	1294463.358	2303621.242	4563638.107	2816492.432	1824740.386
1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1034	2560747.935	7202008.313	133187.6967	629900.3948	2652441.902	4852352.057	1165695.395	572507.7985	286309.1103	1810810.418	734087.6362	662862.8263	1145102.408	851143.0227	630981.1731	200590.0649	217840.4831	1031714.702	2771058.201	948630.6892	2878717.611	1192433.936	811470.2869	777777.3699	903506.2285	1176184.845	464557.1662	452331.7708	273625.4618	1200739.818
1035	4947541.353	6438249.922	113018.5007	76035.39914	2704003.086	174044.0144	426200.6618	993583.8152	111084.7695	1368520.879	449078.0773	273272.0611	310382.3315	228600.6782	98465.55047	99348.90137	229143.3734	209109.5182	2379838.91	251467.7719	2031155.521	368063.9745	267924.3539	454754.8361	664062.4833	151434.5877	832645.4373	312078.7506	2508866.727	514834.245
1036	0	0	0	0	0	0	0	878.0864449	422.8030097	0	0	1390.550751	0	0	0	0	0	0	0	835.2692647	0	0	3255.61145	0	1348.607782	0	0	0	0	0
1037	1304.409044	0	0	0	0	2385.235783	3543.093412	1398.200909	933.216048	1741.496287	3053.063033	3506.289428	1990.649115	4015.007444	3616.512155	1561.614725	1705.895358	2718.738456	0	0	900.9387919	5591.70986	0	0	0	0	0	1428.491658	4733.823313	0
1038	0	0	0	0	0	0	2643.823779	0	0	0	0	1103.432696	0	0	839.5837679	0	0	0	0	0	0	0	0	0	2053.893929	0	2908.623707	0	0	0
1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1040	0	1111.460958	0	0	0	0	1145.343081	669.3769428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1041	38444.67478	99148.00097	16883.65067	6185.452439	40753.40974	27229.86001	54472.76691	82497.41364	10383.23176	55491.44769	23700.82577	13391.09453	27496.74954	36836.92269	18692.85649	11822.24492	13710.93383	8571.341554	33305.43642	32230.52851	52748.1765	26316.5864	7682.730357	38749.07257	28486.28	11138.89657	9059.087522	17436.3736	24201.48423	26773.70378
1042	2885510.698	6655758.267	1695711.934	1071855.754	1729304.548	2739809.973	465292.7576	689368.9294	1001163.177	2380923.351	1375980.664	559513.1386	657849.6989	1153277.737	672815.0072	319024.1019	405120.6003	1812167.622	2266124.89	892538.2005	1949265.033	2327646.917	288931.8887	1278866.905	1912362.161	479961.2038	1125275.408	689613.4912	1164870.727	2092874.24
1043	0	0	0	569.6711809	0	0	531.9370735	1537.279234	0	0	0	525.2975931	0	0	0	0	0	548.0782595	0	0	0	0	750.0239104	0	630.4681534	0	1085.916814	693.0991423	964.5956884	698.2468642
1044	7455.241442	9655.485541	814.8781013	0	0	1252.378923	1297.372628	3202.257759	1635.043695	1289.535635	5209.428287	8154.151706	5331.846726	7029.40169	577.127974	1626.40417	0	11933.12859	0	1387.542047	0	0	6385.983478	4307.51296	1402.850272	1431.355484	1828.05797	1486.725646	10847.40633	15910.29039
1045	2752.787265	4458.634586	643.324102	0	0	0	530.999357	742.5277737	703.4646664	749.8441904	495.8485359	3801.367891	10458.51382	1311.695438	533.6945652	699.5860521	730.1932321	5196.119108	2527.915844	0	1861.795814	5730.646353	6802.731414	2742.407183	5084.499531	5194.310196	7749.231633	9193.545514	17737.56602	10256.3707
1046	1580687.37	1275027.615	718924.0367	479494.1824	661445.4776	823415.86	417812.0997	504233.3704	499501.8015	458649.2547	271557.4711	897457.613	377799.1568	454537.4647	488701.18	379936.9272	162261.4078	652179.1716	2266596.051	1261578.032	1233703.038	2017166.875	970839.9058	990492.467	951954.5693	679605.5368	1192906.387	608170.6717	1087828.051	1011072.087
1047	78144.83259	159377.4485	27487.41037	10123.26149	143637.2187	29562.89068	108008.1413	200039.783	20452.63091	22654.92643	36084.37142	44936.7878	133922.5674	93103.727	88453.388	43161.30183	18759.68073	54240.54023	35493.7839	62754.20006	72091.38571	42387.55856	11477.80169	141087.2578	101520.6615	10431.5279	32391.87841	21306.18569	19689.4599	28779.63631
1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049	195645.6585	121161.647	304667.4998	275531.976	209963.486	375482.0029	60451.23457	112669.6934	148423.8275	219283.6466	126526.0467	75373.07809	196913.205	134811.4395	99771.3593	62102.09713	49608.2937	64284.38209	459149.4759	222636.8349	188028.7627	225371.7041	195392.1799	105863.7471	147995.4066	262910.7161	115942.8314	133083.1568	186969.9714	216716.3588
1050	154762.5592	103141.1172	137051.1035	234112.1395	204476.8189	302915.8453	103386.6182	119743.6118	184001.0343	237684.2943	75440.48024	141623.2699	148837.4377	246169.1633	96304.80525	94352.81654	95395.73388	77796.20184	480529.4878	166835.9636	333081.5217	175582.2861	213573.7182	86563.00994	110788.4076	244696.6485	119066.2863	145930.2788	183999.1752	166998.9557
1051	3078.281937	9227.090366	570.9023611	687.4634607	5886.312814	2176.05395	1002.630657	1439.47316	2264.011891	2910.870976	2027.87466	1166.527078	17994.93721	4961.37599	648.8779137	467.8007736	789.1557261	780.1761844	3788.258272	3768.785598	2144.828481	4534.588264	2535.531707	3150.093821	1857.761247	1697.083826	3464.320734	2953.390216	1936.911159	3248.912032
1052	112153.7892	19221.36024	11943.8745	9307.330446	34833.93077	40675.28986	13203.02402	36354.352	27853.68642	44785.85764	10208.22645	20279.94881	19992.85533	18695.1837	20559.1202	11553.03933	27777.8843	35107.52453	36983.00464	85822.53685	76056.73964	17893.67205	25275.2954	9259.725874	43208.15991	52459.14991	19326.33609	11038.06527	46864.64119	11175.07166
1053	1830.001472	2603.508882	1599.073634	6567.32196	1764.529668	1615.883828	2340.339866	5843.460998	2388.927793	7401.141286	5229.114326	37412.9291	2096.315559	2997.41175	14347.36073	3084.816583	4442.757705	5069.53236	3661.050968	1353.220532	2380.521737	2151.064301	4100.455491	5128.878553	3951.423821	1218.077533	7197.492202	5869.606062	8104.948482	2932.410752
1054	0	30903.14413	0	0	0	2580.306067	0	0	2875.835096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93408.56776	0	0	201063.6025	0	0	0
1055	5068017.774	3078180.837	3683394.082	2388365.679	5312550.422	2830712.337	3459044.179	8625365.357	4954189.873	6997150.344	8398745.046	7727626.815	4051758.882	4178712.883	3267905.26	5506729.134	4923756.428	9057874.69	4955391.041	4734646.478	2142214.84	13400000	7654502.321	9878717.54	4860707.106	9941356.888	1.4e+07	13800000	21800000	2e+07
1056	50562.84666	43650.87928	76764.79761	61455.37588	56161.00615	69270.89834	57726.51651	33479.43065	42410.83846	104352.9844	91240.46355	70885.31837	33162.78123	121622.6124	116264.1106	35926.50885	3432.742905	51208.58475	152766.7393	94442.58492	134372.4881	207390.8459	8532.656646	23553.48073	21551.64461	175686.7002	131389.6493	6962.783033	64412.70041	39244.45919
1057	0	0	895.7046447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431.7483764	0	0	0	0	0	0	0
1058	3254.981942	17001.05291	1857.391035	746.7609722	0	1170.81488	536.5050723	2357.030965	847.903084	1193.223305	664.7652043	1004.035053	1233.448741	493.8881188	0	601.1628296	0	579.8933853	0	0	0	988.380153	387.9757008	2429.760297	995.3510229	1656.768322	3689.527165	839.3466072	1498.888364	1498.846545
1059	1649496.727	1550642.298	38630.86636	133129.8803	288525.844	93553.01531	231050.4418	46383.31202	84348.90858	29456.15438	272365.9605	491422.5891	624319.5233	128132.4239	99958.33307	19978.61025	844765.0469	305811.2443	331853.5828	802604.8227	375014.1249	559302.6574	368312.3342	1769393.467	1098786.217	187800.2342	450597.6743	90414.91106	837447.5599	265596.8335
1060	0	0	749.4678755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057.404213	0	0	0	0	0	0	2151.679893	0	8425.974308	0	0	5331.873678
1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	1212731.107	923984.4255	598155.5694	385997.0262	876175.9124	439745.4882	317214.6502	837426.3693	517053.34	543303.4882	1196446.523	1084224.593	238169.1429	360846.5802	396232.5958	294935.4134	491154.8186	1233265.935	1054022.621	509698.4014	617420.0226	1230150.988	838729.0775	1923808.799	999257.6315	995708.8559	1461255.248	1203368.903	3068433.523	2398371.221
1063	13645.06946	11802.67445	7327.846103	7196.282218	17302.20256	3873.01776	6971.153792	17903.61196	7845.547808	14968.49944	18604.92951	46334.45806	6153.322067	20900.19637	43994.79987	7558.90528	17536.59246	15123.5404	12136.7903	16804.78381	7826.217013	18240.67934	14465.88073	9185.331446	13872.26391	25578.88924	25333.09426	12118.22195	33464.64073	29815.66031
1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1065	22671.17205	33342.00372	38086.16213	24020.7021	14541.00607	22450.76706	32035.20314	77925.82079	41990.94622	37342.43299	63665.28274	65734.85271	7140.190855	72838.43223	116644.0027	45117.4553	13618.68141	79177.44793	47922.79674	3198.806281	17322.9521	10260.86716	77157.9521	12094.14672	26043.39821	32060.69711	22406.49554	62125.33592	54705.99923	114099.26
1066	0	0	1988.085232	641.1071173	4215.02566	0	1375.630021	2685.043722	1279.98448	1995.052307	898.5692748	9367.965573	2835.228049	2803.776141	0	502.0933793	1722.365437	0	0	9113.638145	8498.957036	21942.80193	8404.322521	9365.359871	9079.458592	0	20075.09375	14735.61257	0	1614.229258
1067	2052.411063	2990.157101	980.3127194	16958.72123	63441.82406	906.1439514	7550.893111	34274.30895	7033.34792	11381.05997	6278.139535	1297.523962	2254.042403	1115.419982	2149.99001	6773.803276	5360.457382	4224.881222	0	10120.58749	15318.62792	3321.09779	7951.808479	7919.289985	3142.726037	1933.830451	1957.589574	2172.638054	17798.38	6098.732139
1068	3958.163776	6686.026197	2317.483094	1087.027264	2160.317499	1885.886459	4035.276888	3124.2735	7243.660591	2058.016688	4850.674779	6811.957022	7847.210356	5716.140638	2185.555527	1166.078105	3320.350302	3084.084166	8946.84846	8951.434088	7089.725827	3621.940247	9246.325913	1909.920369	2250.761779	5616.682015	2402.088078	3666.369413	4988.154505	13773.50736
1069	2594.843731	0	0	0	1480.412451	0	603.0377047	684.4564315	0	815.9854619	434.2341172	0	988.5685806	642.865475	0	0	0	0	0	0	0	0	689.1532007	2163.79118	0	0	2451.662652	0	1021.250792	1474.376399
1070	4577.488408	8728.196281	2705.655418	1068.476045	4322.28268	0	3148.36233	2665.782606	0	5464.449343	1682.68056	0	0	1350.271542	1273.404194	0	0	869.394693	9321.99434	8909.539934	13423.91469	5910.313884	6594.832393	0	0	2897.024581	8864.890199	0	0	0
1071	3703.128786	4495.512657	3157.005262	1704.16973	7917.617722	5702.227857	2587.892841	7723.310934	6128.800671	8351.630673	11968.87772	9567.031837	16620.6358	4953.465789	7252.6124	4446.127002	5366.484568	5135.021066	11505.00184	8829.587671	14063.99367	5703.488158	15625.5715	4499.891646	13410.24127	17036.66721	12352.39796	6307.388939	3465.602281	12471.06991
1072	1703.109335	8817.155286	0	0	6081.907486	0	0	721.5418453	755.7703669	8117.951466	0	1739.662485	1923.923313	1747.528527	0	713.9984115	0	1434.721866	5042.286549	1304.605699	0	0	0	5178.883719	2368.595471	0	2082.99303	2373.505697	1574.111914	1634.832008
1073	393010.3615	938108.6084	72261.00956	32055.32751	553070.0462	137332.8648	101787.5009	141160.8671	138565.3684	204896.9896	248065.8601	48583.0031	553715.2518	57197.87709	120905.7659	26637.21832	24332.47387	82602.20222	84153.11057	40157.529	54880.20538	16545.52787	42374.37425	75932.01289	100330.0293	85661.20826	94270.18512	75380.58193	79874.49499	132158.4597
1074	50081.01364	28835.89202	12962.65655	0	59191.0923	21665.85802	18395.08458	23653.27779	19161.26172	12431.44797	28640.60688	14760.21696	43577.99419	27650.15579	49558.64677	13082.19517	18067.5177	34587.4807	42749.71492	22867.35523	44919.3924	44694.26288	8098.357752	26307.61133	47919.48497	29105.55581	24681.82033	17606.45863	55580.25705	52505.6019
1075	707.1806688	548.2678014	975.6221485	637.5460401	633.4891373	2148.69296	1011.178801	645.1271956	567.1094329	812.6291271	624.7014557	811.1280698	739.0457841	740.3410671	1598.946328	834.9919425	648.4988503	733.7492387	1092.184822	1007.007231	864.6752975	892.8285739	3371.227795	655.9648681	1038.616395	563.2508865	1392.673815	1412.502199	1588.336619	1913.322191
