row ID	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
1	16.7566123705173	15.9085612876933	14.4795493193777	14.0647922788838	15.1732657716145	12.7679559709687	14.809632307011	6.2490593727242	5.48267328277239	6.40773764912331	5.09542657812384	4.672894819083	6.31895784266474	4.98871841478656	6.36731946164345	15.9115403973895	13.0681200006938	15.3156597953359	16.3907791014655
2	12.3500725202951	11.98570027211	12.3695936996947	11.7632616106627	11.6693881087426	12.0883271751459	11.7390248357178	12.75136997596	11.8659004949618	12.4735728353906	12.4609596941935	12.1427626177321	12.6103731691479	12.7462476467038	12.4370805956471	11.7325785987576	12.620284176258	12.7424310663888	12.1184225822537
3	12.975272321555	11.8970340775618	11.9134425631167	11.527080856991	11.6909760985124	12.5592382546514	11.4285431434143	14.2143824071554	12.9633458390712	15.5231424908623	14.7417502150787	13.6235644440856	14.9641138787714	13.7374006027671	14.3207020545359	12.2433137923592	13.6259866995572	12.3502612316106	12.0544416635734
4	12.8811007671066	12.3158576574623	12.3161534850039	11.9477316871457	12.0907089587363	13.0065640719622	11.7309775160312	14.1063775542272	13.5057995654528	16.2093177036944	15.2324186561178	13.356627886579	15.3850904769707	14.2104597892122	15.3938977222396	12.2911154323043	14.2059376928868	12.7461037015381	12.0858998047291
5	17.5073837642085	16.9388157017381	16.2135038181623	17.0103689627631	16.7426731795594	16.7285979943477	15.9604502988522	17.3781007472636	15.9600515577825	18.5992044726315	18.1594604607882	16.5324250389254	14.7270887487144	15.4040102469891	16.2499348351273	18.0785404654047	17.3041001658198	17.9265373719596	16.7285979943477
6	15.6736252092181	15.1629552897142	15.2156414162334	15.2720301639103	14.8123471017962	15.2722650986722	14.9736082135736	15.0416241672947	14.6330385545704	15.1150637132698	15.5923189793305	15.1593694734908	15.8199115282441	15.5288107445057	14.6520539063133	14.9777512780546	15.0948412900871	15.5839647993175	15.4863625403855
7	18.1905989725971	17.3599534005533	13.9410774626162	13.982677941078	14.7722244894398	11.8264958847872	14.116879877458	6.44930755105354	5.49169629010378	5.34594889857734	6.0675052753268	5.46374050737003	5.49328058014464	5.82961420369377	5.52355222011302	16.8505885187263	13.8953593306385	16.3874949210163	17.0785404654047
8	18.5758089052194	18.3507934012678	15.422315294999	15.4558771944761	16.6844112592966	13.1780900251733	15.6159408966044	7.45836398742	6.62081841140473	6.93423880904841	5.52405097652724	6.91339697990431	6.81535890920416	5.86449357791727	6.70297375429769	17.7000288421509	15.4927210725667	16.9986871577155	18.3369434225068
9	14.6266797755834	14.8919947084206	12.4742448416403	13.2721677993154	14.5542442047482	13.6363035179787	13.5777001689515	8.68995277891469	6.17395130479213	8.28384669148169	9.55708300932775	8.37770888531499	9.10413037910729	10.0357593584441	8.31380668098119	13.8494075095648	11.4235303187925	12.558070718632	14.6678597707943
10	15.4714795495743	14.6183810786682	13.0205414993199	13.3166895269679	13.9973606188661	13.1069413013696	14.1804586433576	5.86764136222851	5.50038748579886	4.37978236086934	4.14358795095653	5.24543682994413	6.81667055062611	5.24045850623642	5.57089444076256	14.7424609718064	12.1421645644539	13.5240572086752	14.6860797505621
11	13.2174956190112	12.64421079658	13.1324290928644	12.0683135994012	11.985711273774	12.7045909332309	12.2095804144601	11.3238937704727	11.1091683002181	12.772555761108	11.5274481443955	9.95736191965862	12.550763838957	10.2074099115464	11.0363428270301	12.3429635549933	12.609872297383	10.6028984223127	11.8352580039522
12	14.5943771150784	14.2126169235625	13.3328731084908	13.0429374838246	12.6677646922139	13.9374767378769	12.0249337524717	15.6501891145	14.1467004059243	15.182831748211	13.7112484864945	14.8613558650984	16.1251350028518	13.3671600562121	14.7400193187819	13.450099892099	15.2229330435013	15.1343715909243	13.667590668708
13	16.1459188980566	15.1090690429851	13.340127532822	13.364481016009	13.9470575815005	13.2587640144578	14.4021793585055	3.43750593672372	4.60027007100797	3.57237001345226	2.68251626672443	2.1919370683992	2.5816195317801	3.36690770686339	3.52848495549881	15.3163620810715	12.2562427399222	14.0823045954322	14.8664196114282
14	15.9374922898012	15.3764698418685	12.9324499609242	12.6835621566405	13.7188328164881	10.8091248968509	12.6008892818188	6.66841932833406	6.00435049648738	5.94641605881285	6.44881464729027	6.50005631492934	4.93503295340455	6.54002085504094	6.34954979309343	15.0205438111898	12.7683449681882	15.2077860431729	15.5986709246121
15	15.587943167915	16.1100356495994	14.435307092038	16.4702739740677	15.8991335174726	15.1497897353638	14.7857007603105	15.7862506017263	14.4301218684095	16.3410918258353	16.9016627033206	15.894586924386	13.5755376322934	13.2994557780093	14.4305288381881	16.4295367008364	15.4314096064393	16.7704181700423	15.4458832412208
16	16.7704181700423	16.6576055213649	14.5541840458479	14.6323919140824	15.4703440790585	13.050495362106	14.8749241017682	8.65400922829503	8.23602422460304	7.16563733509753	6.96868049483198	8.85645142030483	6.1929352221029	8.94855539041513	6.52787066383703	16.0098619108642	13.1360174635529	15.1769389144608	16.018113352088
17	17.2260976538185	16.5383130003369	14.002989969648	13.2243437134488	14.850065721823	12.466593022438	13.6401116199626	11.8755013322378	9.9659434856776	13.1077498707368	11.2628414883448	10.0294311386825	11.4610679824216	10.5998383362121	10.3454298060319	16.0920158968778	14.2380720672561	16.4537696180297	16.7000288421509
18	15.4410103268774	13.7189200044656	12.3284534165705	12.923831490263	13.7121531803996	13.2077973509246	14.2511712645041	12.3488159851574	12.7374582829552	14.9553347589778	14.2961323381865	12.6754166110012	11.3521349358345	10.6222240136337	11.0763966212222	14.6311879884876	12.7384483712735	14.2367992261322	13.4025812985559
19	15.7108097580206	15.2537260865546	14.9686440685228	15.1427425030827	15.2862730388004	15.0551988278838	15.2797477885905	15.3585514119687	14.9994431963941	15.5266040732366	15.6545697051511	15.5461314630767	15.8151384702473	15.2016988889051	15.4038906436872	15.6801933892027	15.5181883358103	15.5361663532073	15.6294671572631
20	20.400468560292	20.1195677336647	16.9869099899391	17.132988249427	18.0334525758761	15.7193149693963	17.7840931069394	8.80389103288475	5.91555239369012	6.82585067923535	6.60285293082697	5.29066423738117	7.08260287669268	8.38676483459454	7.24294830091895	19.921905923228	17.132988249427	18.89852299579	19.5718724906603
21	16.5052270524671	15.3534329376409	12.589731208792	12.8800495025765	13.0625749458736	12.1454810278622	12.8534242619196	12.7002887628354	11.2353194465527	13.0179743317488	13.8238840027271	12.6287378428054	12.4416850191067	13.0673687787123	13.1990238734332	15.4252225753499	15.0670913756134	14.5747565117069	15.1059792482983
22	17.4570520886584	16.3381915616261	13.3821985699741	13.4713263064719	14.176409409782	12.5474458180264	13.6014744634619	13.4466799048487	11.6823278537034	13.6714539260874	14.6498951664929	13.1459211482348	12.8237877539215	13.7644111268931	13.9139091765439	16.0163613509551	15.6819304068676	15.8412772710342	16.3244681113687
23	16.7704181700423	16.0329867329925	12.6016972637448	13.1307486898428	14.1477293801445	12.7626398153363	13.6595947643431	5.99024370253123	5.24465338868753	5.17539674605655	5.8488182170142	4.65122458967017	5.92009528595629	4.34161454771261	4.00625255653398	15.7778628437266	12.7132435944564	13.661446227042	15.2076633774642
24	12.2107336025896	12.0497691108384	11.9321297401685	11.9586979705812	12.2939351888816	11.9310645210814	11.9226426357893	12.191276159475	11.3303439090691	11.7280084432512	11.7858663295692	12.1353411510064	10.1234950415832	11.0566764523335	12.1569153675117	11.9056092935551	11.1911301880919	12.3161535753634	12.1040107771826
25	16.2554353070872	15.2979212093146	13.5420443123489	14.3464206817427	14.6181762161419	14.7726995853892	15.2123309865768	14.2090602584789	14.6469698673288	16.522131059791	16.0631217169666	15.0722218382362	13.5326704910137	12.5782580169192	13.2397229471561	15.0429915805239	14.6808878667971	15.7240197758297	15.2432667880423
26	14.9600576680623	15.5172494273546	13.7835310323561	15.8650956371046	15.2857847358268	14.5319831212009	14.1606127446849	15.1854436718193	13.7810449183704	15.7353321944736	16.286108265787	15.2830581911336	12.9008899736156	12.8550395875719	13.7730587901527	15.8008363674698	14.8004658846862	16.1658937621216	14.8408185196892
27	17.2059197718809	16.5139459602406	14.3547064296868	13.9739719846479	14.5723359731976	14.5197919817726	14.8454977506664	10.791092374822	9.81283369820904	12.0367541767432	12.5839189203678	11.2152203730557	11.7758851518422	10.0712624443707	10.7959819477848	17.2753411728384	11.9474022675278	14.4182035717317	15.4725209905462
28	10.6442895307547	6.42768176360452	11.8809320256651	5.97021757715028	6.66556265480857	5.98545180300875	7.24783055115669	12.0321496636974	5.73117772362927	12.6438232607347	10.5262332956341	4.64858786649948	8.25436748344849	10.9571683615612	11.6609748443263	11.336571650566	12.3377411680205	9.96420372264114	9.95639678514411
29	18.1276350149328	17.7215085695614	13.767412936125	14.0368163522453	15.183916437237	12.5849115994215	14.928853288273	0	3.33581075576809	0	0	0	0	3.00413753087605	0	17.5319060833426	14.3606354200431	16.3366022572533	16.9869099899391
