row ID	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
2722	645902.3217	427210.2054	7374.019681	14371.68356	17162.76065	27876.66119	9273.580814	55185.14712	15796.48904	66704.29751	8152.042651	2679.483916	9482.02494	15476.11333	27667.63822	139936.0616	64455.07555	35741.73927	253307.4565
2723	118318.3972	51970.98621	14634.38082	5072.705478	25574.20176	7645.166168	19254.13269	40446.33624	40035.934	82157.8447	29977.54072	13942.72933	47373.83678	42816.91505	23560.1681	59264.13557	70403.97313	20057.00594	16551.30676
2724	154417.5281	45729.6946	24417.60552	22818.87524	29838.52409	27494.8575	23989.57264	90191.53722	17939.05342	42565.74286	31651.14536	55930.03676	90259.54812	42097.30668	65113.59011	73917.06198	207932.574	102011.2392	61633.59767
2725	7998.915324	26390.83486	10961.4203	11236.55695	12626.08349	10459.97815	10469.36979	7946.623543	29830.9157	7324.372208	21539.89689	15430.22829	7841.187171	18589.11254	7988.39901	32333.03739	12428.61325	7166.212	18555.44864
2726	156967.6324	38531.83871	29624.94082	29268.86408	41125.24244	127996.7367	54250.60112	311640.5212	29346.54636	237689.6061	185507.4413	56184.26869	89248.54146	83087.03651	74908.89356	163376.7239	327830.432	141550.7873	52252.44208
2727	166468.5927	130335.1566	11912.69154	6814.71112	8035.189811	33174.90372	9930.351948	65869.57231	17867.47182	75982.90522	24940.97637	8887.456526	16000.74402	8078.313883	58224.58798	99903.52457	371743.4191	61525.19645	24563.2933
2728	100883.0802	31439.19278	10994.32628	22797.37949	40372.19377	36989.10321	26274.58564	186690.2034	13278.94711	36129.64175	44921.81998	34464.84647	51575.36638	49070.69809	94411.50364	40131.74924	362490.1015	59872.05686	21891.75656
2729	12822.61612	6466.341906	1702.479266	1429.150869	2260.936233	3270.90308	1552.118901	12112.09314	6543.236085	10612.15683	13366.88907	5954.635557	15609.42178	12172.69487	4727.71534	5181.288062	5583.90301	3042.7813	2019.710045
2730	45516.76933	20690.33092	11171.95559	6861.072045	12409.237	7965.275567	4417.378718	20132.79846	4413.687244	6536.639595	6540.963827	8677.828487	12663.8873	16846.11934	13623.51459	9724.293598	11166.61155	27509.44337	7074.721437
2731	181681.3779	73993.53546	11039.2787	14484.81155	14040.06986	34490.64164	13355.1464	85153.02534	44424.90972	102246.3918	86762.99675	13833.24965	74373.2509	39882.74456	99400.17649	95244.86267	343905.8612	52797.56768	8668.701394
2732	700924.683	317122.8537	109523.4577	145969.1379	69601.16515	297686.0041	130736.088	151426.126	59194.76541	219580.0496	194053.2514	78974.27826	247846.8774	151325.0967	140224.6365	195339.6138	580615.9473	167522.9675	181208.2685
2733	13233.38885	6415.934709	2757.377519	6285.459347	2729.153689	4266.540425	3132.102698	5138.65251	4146.478097	5051.223695	8271.070637	13221.27338	36666.74835	19673.61265	2430.808655	5201.771131	129983.8954	2191.889906	7895.428175
2734	37928.41829	38199.01095	9916.730458	6142.717449	21968.32337	8215.817819	15076.53373	46470.56234	9070.477546	40139.86032	13631.80756	9482.747611	49433.87544	22667.19843	27959.63183	17811.5253	61152.13453	41745.14217	23386.52443
2735	36435.73113	22533.15443	4918.34335	9660.452521	3798.616469	7642.408123	4819.467154	34848.5403	1010237.346	3355109.683	14993.9571	12653.48159	32401.27708	1958883.701	1950281.615	94130.93192	9556.28842	109747.1549	32833.65416
2736	15671.9219	4935.513025	10006.86246	3671.139403	1260.823143	8597.020487	5336.135587	16304.60362	2089.141337	19783.57363	10116.08055	8740.662085	16511.48777	11812.11114	6457.060926	3809.675669	16328.62444	5526.419455	3886.401673
2737	81760.29126	9963.487236	8998.47625	24257.00002	7337.043051	21961.66988	10573.91611	96870.62459	34977.02456	1358672.762	1764168.453	105012.1211	192383.6255	54438.12452	37993.3969	217867.5371	827187.1049	98212.26819	18141.2427
2738	23659.56729	19101.10573	22024.71177	9675.79628	30700.48817	17341.27734	31291.58345	36701.28815	39523.53573	85320.19875	40271.78914	95740.73197	68610.2245	72002.42918	66330.15859	40782.22861	91439.70462	20746.25287	105587.5087
2739	2450.377702	0	0	809.4164729	579.1421122	0	0	0	1420.865099	0	2551.190758	0	3400.869989	5190.649398	2730.717721	0	14177.97851	0	2025.290808
2740	4366.893455	2245.237108	795.3199193	2547.334784	1387.793677	1161.749367	3391.294445	3320.615111	518.2892881	3679.75168	853.3373965	1316.415571	14855.45881	4555.980819	2758.538921	951.839354	49982.58369	1681.751662	1274.353604
2741	4055.453917	2386.183792	31677.47494	54522.47544	37932.85952	68412.29272	26094.0166	175534.3054	22987.84456	68713.6303	59642.27768	156925.765	84299.61666	6659.118175	70246.21548	146172.8477	456134.9508	197146.0384	80183.98526
2742	115852.7682	29313.91572	4833.772569	24328.24231	5201.415597	6877.7108	6373.305292	10409.7481	4931.565948	26367.83854	7246.711786	5013.456608	7389.918503	10201.24951	8191.295793	8686.900949	27787.26203	15734.6877	7589.274618
2743	32250.61106	7529.482026	3297.021333	1815.493448	1449.183174	5460.801112	3270.756484	18326.13011	19089.60605	12080.10509	8036.962365	35087.46174	67995.95164	9731.793376	18475.64973	7045.756242	16314.66644	7470.771657	11500.52303
2744	18339.02921	1599.345631	3015.486789	1203.916415	1260.356347	3250.836678	1028.353961	210403.8099	1007.184566	26419.57206	54004.21392	1316.672817	11629.36438	6917.533657	4689.550619	5726.058464	3969.207359	1923.786642	2207.10033
2745	18742.78393	7956.929353	3015.486789	2391.175134	1593.72405	7421.473516	1012.48245	25155.59689	5945.449602	7864.491543	20616.17069	7613.08766	14291.20929	9205.173791	11731.86266	10689.41346	18627.91396	1923.786642	5245.633716
2746	6225.585822	2413.535498	6807.639447	2763.991176	4899.301319	5462.52132	2288.156149	29783.57104	4328.446201	23258.44105	12470.35154	8400.878872	24806.66027	12615.09701	12062.70379	4557.624107	11912.43788	8849.932752	8608.121816
2747	18966.08649	8233.983197	2635.62143	4525.296555	1530.139483	13050.87102	3523.130659	2719.20974	1455.988254	10566.4269	5957.969665	9826.591469	4248.29145	11044.86746	7556.734345	4871.607651	18488.40344	22014.67127	18174.67104
2748	243766.5085	94612.76103	122661.8181	92748.02417	18404.82926	212602.7266	57046.12025	16950.08833	22572.99859	39934.15055	11383.12448	2125.204893	61298.95309	52422.70151	21299.69478	45188.3346	18011.04158	126791.4996	89961.45626
2749	11598.26613	43062.57372	32180.45532	30181.61595	14095.61016	14008.50365	30483.37972	24741.40105	14317.9472	21134.00201	12735.81128	8231.187833	16046.55247	7937.860192	27220.07175	23572.4722	38765.8789	16520.24866	27990.18681
2750	7571.902088	0	0	0	0	0	0	0	0	0	0	4944.369334	0	0	0	0	3892.986674	0	0
2751	5783.735645	1228.118585	3096.377527	7554.970021	4084.959358	2452.933992	1415.125942	28674.65613	3411.718292	0	22693.87845	13678.69406	65315.3221	4556.829542	6820.570803	2046.845966	72993.91215	3357.767354	1589.071063
2752	345906.2756	250142.8954	29802.24647	11089.29543	83670.59532	6191.368618	17731.03809	12004.56083	6025.111831	8974.06171	15797.70838	8887.445917	5072.945022	7238.424903	5442.70843	181336.8618	23058.66869	97387.26827	169658.3912
2753	4809.295453	13283.34961	480.0265983	713.5753116	671.1046275	873.1684847	359.6436766	11615.06781	961.847341	3920.468747	3327.760356	506.4765142	558.7384434	705.8462004	999.6653048	1080.686443	2237.877549	737.6905544	1119.6101
2754	943.6326283	20746.91705	1177.163781	12168.6949	921.7376301	619.2922955	2500.711594	746.225787	4107.7784	630.0032109	5395.267111	983.1085994	10751.6712	1176.470738	1162.339458	3058.00717	11116.23223	1845.638882	1012.57528
2755	0	0	310.2819262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.5169916	0
2756	42500.79784	29164.39693	3256.915973	2219.649177	6067.903284	4219.10601	8279.292737	6392.882362	7104.686423	3525.641335	7121.284839	11911.06865	33770.92112	15165.37225	4956.683727	26144.30039	89076.91577	4597.559358	13119.4686
2757	8373.747845	1350.833068	1055.96695	965.5124321	1588.504584	3106.548144	1499.333179	4955.872535	2412.609523	9753.996622	12717.64002	5011.680313	6509.655523	7778.947637	19254.04887	1611.961202	11881.85462	2633.654053	1607.830333
2758	1816.570171	471.4859794	0	508.1179468	323.0253084	483.5830228	477.004114	1069.380984	413.4516709	2886.571656	508.2553981	359.2812462	760.4134033	393.1619914	1332.474883	1284.119882	1522.668058	0	643.3263676
2759	162664.925	50997.9903	69423.63436	112430.3363	70425.14005	65294.73434	23581.97129	112546.5094	30364.33693	52672.77542	104915.5771	32211.03067	6017.565472	37172.35324	19664.56867	145087.7715	19557.37026	148490.6448	35368.43759
2760	36340.7363	5243.3644	785.1977703	952.8555614	1224.143092	1872.93636	1185.482956	2718.439757	1450.727139	3647.116174	2968.08201	3470.159609	1996.516782	1796.058669	1288.027087	12954.55303	4039.875015	3623.450733	3105.503132
2761	27695.91712	109768.4937	6525.419445	9375.771515	1540.610412	10177.89561	989.9355801	4112.495443	4600.43822	15181.28165	4012.305598	4573.076861	17438.26453	9376.001976	11313.56322	22881.60083	14537.21611	43098.00583	58184.75335
2762	6218.381375	6024.111997	5263.479479	4054.571827	1919.656088	9657.45261	3710.509549	7266.896873	5761.694956	13996.34551	21728.83112	13763.05059	47742.1516	17259.09158	12009.5723	4411.035316	60254.10187	14473.88577	8662.388646
2763	1616.047669	0	0	729.8571971	519.3950223	1376.624176	630.0170995	5597.131081	3002.063828	6923.916343	5013.356609	2724.856522	16636.69354	13658.80228	0	1240.3037	61271.51487	0	0
2764	72993.79819	16735.13118	15075.34898	24492.69409	8712.872429	6755.716532	5258.769356	11125.85103	3759.219825	10081.26098	22373.16504	4716.306559	10784.10094	2220.635406	6052.422188	12588.83626	81026.31876	320356.384	5624.438587
2765	19713.38154	3350.792013	30612.61515	3672.470145	12411.18823	5967.169694	16396.84077	24078.7893	10098.69279	50696.46465	0	15747.76035	0	3633.295427	85806.9458	7945.087816	29129.04895	9788.493589	28673.76534
2766	69442.56825	11183.57064	67560.56006	76496.60874	16095.82092	192030.4038	45223.49614	162768.4024	83893.06082	285846.5874	102063.7635	179809.8271	172895.3232	291288.5083	120015.2074	71550.26567	109042.9073	79350.91795	40590.59042
2767	28131.70315	56420.09478	13020.53014	31785.03715	14992.6164	38362.2076	7969.498988	167745.0696	132430.0344	33662.35182	85375.5681	49917.70045	54919.36383	232410.0782	18220.10786	60895.25956	100086.9079	42852.86266	79888.92646
2768	0	0	0	332.6036405	0	0	0	804.6301258	0	0	0	0	0	0	0	0	0	0	793.3332211
2769	1496.94431	1470.687456	524.8232965	521.6874002	367.2358261	1134.311125	460.4023456	928.3632556	1780.017181	4020.178833	4404.831999	1414.798866	14758.36787	580.4454322	4622.787415	873.4233899	3243.861744	6313.408538	379.8237258
2770	2658.556431	4052.708808	3193.645799	2894.644091	808.1685907	1104.227007	1877.657946	1303.482513	1097.936894	1894.673638	3625.98988	17115.33506	7240.21087	5584.734475	4994.85712	4883.418001	4158.845722	2191.104786	3510.976574
2771	5639.413809	22582.28355	6440.756579	14481.45087	4683.568256	11123.90632	4274.559365	12471.14446	2318.754646	10363.6803	11733.02146	8962.762838	38855.80471	16746.9653	55184.79631	5501.038512	36557.34083	2986.438051	2847.765417
2772	86995.99727	47393.90495	41473.32773	10097.57363	9401.373854	21509.16848	14982.16478	18941.13609	34458.05156	42610.78233	40767.47296	29330.53848	41318.7539	29000.39802	18954.44067	23114.92487	27803.502	46993.9316	39710.21867
2773	53040.62364	4967.623759	2200.059066	1708.943952	2417.156978	4912.102765	1528.752993	6825.358246	5750.612644	10138.87372	21373.73601	5051.804969	23723.75682	11690.50693	25669.36536	5617.840671	28641.32847	29931.65562	2729.078877
2774	36286.39255	39055.38781	10046.49826	30041.51706	32732.10824	65428.1144	70060.97299	7230.677783	0	15172.32457	16029.76644	5080.985858	74144.56264	18460.67788	33744.7591	57314.52146	136955.7059	16121.93094	47860.77512
2775	46650.99198	46098.21591	42432.78643	44755.9033	18644.48732	38540.7937	45761.54213	72338.9338	61725.61362	64849.41301	41829.17844	48151.77271	105479.7993	39361.59365	60627.00872	29346.63813	48408.58743	64922.67377	25425.57055
2776	39814.01872	75049.02937	9502.222922	7343.36933	46244.56601	2592.213298	18636.15917	3958.367706	1231.79524	5132.365156	3933.718551	2968.678327	6440.455807	2676.454487	5534.76306	49017.22836	61309.12231	20977.59243	33753.03072
2777	54555.23423	15239.0267	17278.83525	10470.02787	11150.98602	34666.4553	11491.6112	19741.79532	5820.051707	12790.19982	12006.09229	8033.910739	0	8405.85526	11771.3571	13242.96699	174094.0025	119279.818	14723.45015
2778	463172.2285	263118.0073	26707.15938	34649.67847	61409.34429	22898.61525	51821.42517	43309.64343	10952.42996	62124.32339	34926.36668	34133.10985	74999.92409	11872.31215	23257.60018	174267.9223	102681.4931	95440.14132	154947.7202
2779	26106.34891	5866.296866	7077.670463	14555.73028	7145.292683	20574.38598	12209.70561	89082.57792	82316.84923	76646.73293	120469.4606	35399.83362	6607.606337	108217.4844	93266.62589	9758.095983	15844.21256	8399.230837	4911.448277
2780	0	0	318.9904467	0	0	422.376884	0	0	0	804.036803	0	0	0	0	0	0	0	0	0
2781	19293.29372	20184.85684	3829.124494	11450.76565	4784.485518	5200.845898	4212.285081	4589.935313	3622.574085	26603.47308	39548.14741	10131.55021	51249.33054	9688.876748	73690.69327	5950.792525	36571.49956	6365.846752	3886.055047
2782	0	0	0	0	0	0	0	8242.464572	0	0	0	0	0	0	0	0	0	0	936.7702765
2783	137505.6268	139121.6833	23093.57783	31111.28635	4478.715932	29265.89454	6096.334334	44574.55688	10355.4589	87039.09115	96185.95529	44522.48613	95121.85311	39205.89355	129711.8764	6894.065232	254789.6839	21339.06498	33943.14772
2784	12400000	2558602.404	8971724.081	3056897.65	3242406.084	5446442.842	5090513.484	3617094.636	1332679.242	5833313.634	4121240.264	1051677.793	1531130.458	1975780.212	3505548.618	14100000	12900000	13900000	9349141.594
2785	66065.45639	53967.93564	40380.06528	28136.21428	27047.3453	61232.85553	30494.94509	111727.1022	27050.31438	41329.37588	52529.8992	87348.95481	128837.0637	37380.4222	44431.93441	19051.0252	252727.2892	30605.14915	48503.16245
2786	4706.170198	5709.510251	728.1059495	2896.350874	1076.876389	2545.678685	1506.246215	0	3184.487108	3225.280437	6474.596418	1465.306399	4427.86278	0	1512.259762	18988.69426	42044.56236	8779.364914	3592.812815
2787	16420.22345	7468.487224	4322.963995	9925.049303	5211.418404	12242.58194	5748.951382	28875.42918	10571.26098	7762.649846	25910.92585	25247.34038	22506.4652	11567.41319	20536.09279	7496.999038	33480.50943	21630.4887	4051.931217
2788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549.3327098	0	734.2114646
2790	22600000	4788071.935	16200000	5688365.081	6091469.241	9955256.962	9497872.203	6909117.492	2687364.884	10800000	7691397.91	2023332.249	3052862.031	3720595	6833720.477	25400000	22700000	26200000	17400000
2791	11010.51854	8577.818593	3384.072178	3100.843049	2198.97813	12166.02525	1404.655109	100720.4353	52946.1842	72881.08677	33252.5651	120682.1947	375170.8809	105857.7299	40185.52777	6189.498734	157373.2503	14327.55014	8657.346993
2792	65691.90042	10831.26791	35391.56764	19628.56085	11022.37577	77005.65431	9426.237537	106409.3266	13596.27011	229975.216	50498.73792	169163.1458	614770.74	127778.6024	89894.95483	27552.23161	59493.12703	27265.05612	3836.999144
2793	13142.22296	3389.960723	5005.501126	9668.568285	5446.710454	30009.02991	4401.275468	20684.28638	5968.512105	12216.84571	18543.45024	48373.55466	38631.89101	25332.56777	14849.95694	5699.556724	121435.3932	9986.626413	8933.773581
2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2795	1734.427973	1058.726784	704.2403202	1160.500335	1159.894448	0	1188.476314	0	1080.194378	1225.072509	675.8610423	718.6358045	1592.939703	0	747.1326894	715.2888661	1976.060467	2100.838532	0
2796	23573.28766	14011.31083	10884.70439	5911.1091	3312.661321	20288.77367	2308.934396	32439.69748	5448.85793	26847.78892	30414.014	54824.34437	35254.71473	19158.3696	12203.64077	24158.54085	123061.5128	14175.02278	10811.9058
2797	104070.5525	20256.76358	18311.97997	4440.037306	10160.45155	8825.717815	6860.609495	109058.6399	68453.54428	115653.1584	41968.35528	47322.97208	150086.7321	66321.84147	144698.8261	35421.97781	97803.6911	67600.25216	22131.89924
2798	6881.753768	3922.674941	6313.456678	3651.726943	6153.100937	4432.29902	5179.361441	15972.93108	52737.38829	11697.76205	15376.94507	17399.76789	76900.47649	5942.346328	14129.85518	5941.879006	29492.31053	4590.047599	4792.7789
2799	53242.25994	49480.30984	8144.251532	40591.35167	40199.73153	7325.842332	19249.42847	134753.6957	766741.5719	52486.97295	131059.7049	40001.93666	416245.3962	28424.92839	140712.5198	23612.81672	11270.20143	95675.41957	48479.26234
2800	18550.6172	2155.699909	9771.14643	3097.337246	2788.437369	11151.24351	1102.559419	31560.06487	3942.331724	42349.88456	35559.87931	4517.943319	31122.76311	26106.02164	23101.10985	8956.029656	27376.5657	5711.557598	1892.370755
2801	8756.586898	1313.730449	3614.010485	6271.277727	1734.969107	5616.63955	1159.566102	19315.12853	5391.359582	32061.88418	16604.57104	7367.58205	7611.216368	6174.916309	34301.72192	5697.534331	17124.89305	10358.25451	3533.392702
2802	1715.405209	999.0101675	2995.75272	802.7579941	0	1303.255388	0	2546.2861	0	1445.391726	1107.94403	2262.976701	865.2658198	1497.937805	0	1955.622013	4179.413268	2269.104543	0
2803	0	23042.51107	2564.31187	3323.948406	1275.742915	3114.063022	2504.06856	4648.497964	5560.146767	28146.77078	25209.20694	8055.658973	3409.974129	21141.38805	4904.222546	2843.590503	14368.45551	5359.00664	0
2804	9856.432342	8941.446911	3135.853194	10054.99253	3697.397512	27155.35133	3293.557043	37524.88273	26647.91793	76427.35803	143486.369	30747.90476	95736.75029	55396.92074	20840.99917	3590.898356	92593.24015	15877.10812	3775.349579
2805	57400000	12100000	38800000	13200000	14500000	36100000	31200000	35900000	20900000	46600000	47700000	27900000	27300000	26500000	44200000	56300000	38600000	75100000	39300000
2806	1084.547999	835.3959026	858.3706498	599.7153937	965.606983	1017.335943	768.6845129	674.2426795	1384.878555	988.6132402	1573.541843	921.4313616	1690.008368	922.3023761	972.6339446	933.6118852	1148.523156	1307.480423	986.8183997
2807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2808	1315.134126	0	0	742.6496664	542.374862	1078.930068	817.1131828	946.8968611	1141.696992	1343.792054	721.7695226	617.9869829	1174.622708	779.2647108	1150.777417	597.8188843	1505.180463	0	787.8934375
2809	0	0	0	0	0	3169.359454	0	1536.005976	0	934.2968391	3321.138555	0	537.9585935	0	0	788.20531	1709.846693	0	0
2810	3637.237783	6489.90539	2023.937505	1597.720189	5171.210888	19110.13383	2125.157139	5355.762587	9172.981649	22779.23495	12907.89616	29479.44166	51778.00113	18450.50857	8373.959433	4036.682185	14426.75212	7622.091881	4526.49742
2811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2812	8871.129326	3959.160042	17028.22924	20919.98273	2254.750016	27419.06488	13565.03965	12261.43806	17756.71122	24498.68984	39691.18677	41185.60156	120630.8095	32278.29287	37303.97788	12334.79876	35721.53061	18618.30125	3097.797659
2813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2814	38120.58812	43510.04083	5203.194731	19950.05152	6100.539358	47221.10429	4644.720657	75172.84096	96326.40117	41554.80181	7748.329889	49859.15688	39353.54704	35230.24392	19188.85276	68778.1826	31240.24438	46972.20742	52909.26336
2815	32285.3682	4787.803848	14952.33961	7916.218527	13415.69818	4438.882007	11896.945	11314.33398	10456.65462	10279.69688	14330.42513	12974.45637	8109.13149	12619.75321	18216.56701	14615.33019	76753.9924	10404.50542	4948.237294
2816	25063.1261	9310.901386	4564.532803	2470.088731	947.0325822	3515.940503	2307.345937	5403.58248	2675.856073	40969.97309	25333.70624	2949.306592	10949.53025	11703.2329	7118.860474	5718.937838	21052.54875	9011.304466	2487.270519
2817	96334.7225	196407.3763	32194.23237	121186.6043	37250.11963	88752.24711	71664.55372	57918.06653	34959.29961	62488.86335	29881.0729	12417.03157	22218.58228	18760.64558	29897.40141	101628.475	14986.26033	225117.5805	64148.63429
2818	10165.99804	6654.732505	73330.10772	69123.29885	34972.35346	216511.6819	98491.48449	668260.3754	126279.8244	97588.20488	100967.3913	335233.0246	264823.3565	369567.8576	101444.8094	8872.3857	89548.23881	13577.15643	25389.04998
2819	10735.89244	1081.606473	6393.389467	2390.184058	888.9256687	5829.017956	2074.763538	0	0	0	35152.59401	1466.922818	3190.690163	6463.398035	31718.33413	5251.620188	0	0	8911.027795
2820	117592.902	92490.26949	64452.9254	92709.86123	23223.1096	66978.29298	37605.2543	115025.3944	120077.956	274029.989	145103.2337	17433.95015	339476.9468	309466.7076	252532.6232	57869.84248	101412.7377	58027.63937	25354.12039
2821	11422.70939	3657.411979	28712.40716	17604.21035	16741.36283	9036.573063	24320.84004	1354.020573	24757.16227	1666.899843	1468.474224	10447.59291	5264.616756	5870.058593	3499.883388	14625.35223	7412.695204	24249.19723	4944.315412
2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2823	30282.88011	16144.50576	11266.57018	12226.5948	8206.997633	11876.09829	11031.12971	105707.5162	12701.73033	46381.64133	33610.00179	25284.60641	48032.3428	47394.11737	12364.03107	17551.94165	91550.03204	30783.12665	21360.74762
2824	590019.6541	318016.5517	272544.3703	167035.2967	10734.00588	81724.3706	174159.7933	1292065.502	106096.86	72432.39818	86370.51802	313058.6021	126876.3599	623992.7298	99835.05408	145611.6765	64812.95637	18388.17777	186325.4244
2825	76506.67201	171966.7159	33694.36253	47531.01249	73623.52522	83097.53464	33449.67271	116154.7503	2260668.972	240898.1624	264873.4433	38165.43504	653896.4189	119973.7502	129813.3407	90854.07217	290420.0895	194333.4871	108635.2766
2826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2827	113639.4013	15858.70971	10542.48181	28463.09791	12534.38936	77955.58654	11166.21572	4318.450704	3972.751255	21075.97051	15270.225	36368.16632	70402.59988	12126.02083	5844.98591	28385.97574	44884.6972	14188.05992	17213.19844
2828	66635.79536	72959.89094	82197.86147	128526.0372	50771.57948	285006.3552	34971.49494	251375.0825	53504.8833	88368.93202	154995.0347	20268.3548	33462.29102	105327.3584	9710.424999	21064.69786	90947.92372	79464.60345	34143.91409
2829	2339.002642	783.9031927	1069.781134	1087.478324	1523.850454	985.4122263	1243.542023	3673.115489	806.8101959	20648.75839	17360.49656	895.4667919	1649.166122	1204.651294	7430.893613	2324.55634	11184.22644	1240.627699	0
2830	2331.038969	13102.74693	3185.951573	2105.495736	4385.365413	2051.762822	2415.096873	8720.080552	1931.519918	6927.693063	4410.265555	6328.644829	10608.08427	16366.33037	4053.568538	8240.4517	14056.30798	13102.09502	10785.18711
2831	6461.874313	2323.239921	1142.940064	1547.602782	1644.821065	0	2122.891034	7713.68561	1585.140405	39989.86614	5565.938595	2180.160458	2391.972466	1664.714822	11062.08184	3270.218183	3700.541745	5429.500781	3036.821349
2832	4606796.82	1458060.389	752982.3979	730170.611	589348.6263	727337.8603	916384.4246	1419384.239	584606.2058	678939.8923	336201.053	699140.5922	723329.8017	323364.2414	803242.4421	4522315.611	1245290.188	3378094.416	4146298.736
2833	214457.4245	103535.8301	93815.07263	99661.17585	34524.71364	320804.1277	36324.04505	409138.3986	233045.9902	63293.1761	250917.2702	78302.06755	115106.5706	274236.5656	13704.61889	161740.3262	340458.572	197245.4132	54456.72409
2834	0	911.6793205	2398.877986	0	0	0	0	0	0	0	1829.904161	0	2226.386973	0	0	0	0	0	1495.652855
2835	30888.75563	9129.918563	17732.69542	18499.40998	6522.003301	15158.03532	83471.96126	2134.84998	12996.71847	2123.597884	985.6376128	24522.9181	4350.783915	12033.49794	2355.485122	5753.292617	4629.054104	71257.63125	38266.74613
2836	35592.41724	4041.482758	3568.259476	12209.07745	3369.628348	3587.374794	7257.367344	22909.62001	12161.8835	47397.8449	48106.33031	5084.241336	39413.5819	10268.32593	43758.07682	39364.59824	52594.27853	18635.72326	1620.878494
2837	57725.18856	82283.27006	6026.460702	41015.91784	10252.60541	41282.26041	10151.88216	93924.80845	269946.5827	27275.90692	29205.16216	22508.76953	67185.58333	23077.93258	7683.444503	37655.27118	53414.77453	56873.46047	45134.75335
2838	34732.01984	23420.07217	8167.884125	19763.87053	9731.956882	51337.23632	7855.030629	51223.37507	36363.9091	159976.9488	248875.5048	62017.21069	262122.9579	101831.2123	218310.8238	37888.76595	144716.8949	54407.30678	8570.445211
2839	124694.7604	79839.10728	46713.31516	40538.91063	51151.15808	59145.63209	45615.72646	37107.09216	44365.64857	11128.01939	6201.168745	10307.9751	6418.560554	27723.18376	2975.357786	84797.52942	36117.27364	109184.319	24249.5662
2840	3285.558129	7267.872731	1708.796826	0	0	0	0	5334.229019	8768.340246	0	0	7677.179717	0	0	0	0	6681.392573	21825.9348	8213.90024
2841	1315.268752	2659.00749	0	0	0	0	0	0	0	0	0	0	0	811.2416551	0	1067.651201	0	0	0
2842	0	0	0	0	1170.06508	0	477.4264849	2956.306008	0	0	0	0	0	0	0	0	0	895.4388854	0
2843	0	0	0	0	0	0	0	2209.892049	2425.807936	7186.901656	1175.969084	715.2211276	1017.068277	740.7626654	628.6133453	0	5380.308683	0	0
2844	1704.428275	2242.536318	946.874077	1182.778881	0	2045.018284	974.543032	8203.229875	15979.08543	1516.642763	2300.093363	780.6009856	2739.509661	1347.224575	1831.031261	1667.440771	6756.648998	2052.806593	1537.877438
2845	0	0	0	0	810.8047451	0	615.7361942	0	0	964.4807298	1800.56344	1154.023161	0	0	0	1058.303661	5116.065005	0	0
2846	0	3022.189665	573.5288568	2425.496293	2390.087826	1163.413171	1395.675478	6493.347413	939.6732517	28624.99359	8294.87166	2146.321269	1883.40417	484.3134895	0	6255.121024	5532.085467	1370.684321	2642.693786
2847	1016.200056	8747.234831	665.8338066	693.5481435	2211.097408	0	1342.318488	0	1699.31481	1174.141603	725.9071256	745.6337283	800.3537239	2422.033862	796.6964996	916.4391184	1646.934463	9226.846772	3034.635515
2848	1644.238399	1605.315299	0	3069.022572	761.79032	0	0	0	19590.92234	855.7443966	1814.706229	771.2609604	6278.960614	2862.968584	0	2322.122715	0	1645.801911	3304.944062
2849	155792.9642	166914.256	54009.63897	84715.71696	84865.90484	107673.2141	51473.18238	0	7943.611386	269563.5505	234306.8674	60922.08984	221320.2994	23421.52571	51603.83957	278784.2526	309089.488	218908.3918	58301.67502
2850	471561.0516	239960.9816	120690.1437	151381.9137	196940.5522	168902.725	118437.4697	45403.60383	56219.34219	530879.436	761082.1921	128241.2035	651236.3155	78812.92325	165489.9049	366515.8161	626223.3479	563280.2681	125033.4324
2851	882.1005716	0	0	553.6501998	693.3312521	0	0	0	782.9596707	0	0	0	0	0	0	0	0	0	0
2852	12947.49316	20474.72246	783.3920046	5228.261523	2423.940749	13738.38659	0	18390.82333	472717.9869	29325.43999	41797.74137	8281.35236	62310.52962	11331.17529	18022.23385	5247.03431	41720.35354	12644.46732	6034.513661
2853	0	0	0	0	0	1144.792751	0	0	0	803.9416762	0	0	0	0	0	0	0	0	0
