row ID	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
1	10400000	5777560.814	2145700.285	1609588.086	3470551.709	655130.9554	2697329.109	7144.053627	4199.905364	7974.649916	3211.194644	2395.917707	7498.704539	2982.251549	7754.334655	5789503.581	806652.5243	3830569.901	8070613.544
2	490379.9074	380930.4511	497060.3575	326501.3503	305932.9411	409015.2183	321062.0582	647642.348	350576.1478	534207.4823	529557.3897	424742.9394	587341.882	645346.953	520864.439	319630.6918	591390.6867	643641.9749	417637.1154
3	756373.946	358223.858	362321.3728	277196.3392	310545.2382	566888.7356	258895.608	1785442.484	750146.9223	4423050.59	2573353.17	1185473.733	3002185.521	1282803.198	1921990.636	455402.1618	1187465.791	490444.0556	399520.3558
4	708578.708	478886.9113	478985.1181	371035.9647	409691.0301	772958.7472	319276.1669	1656659.152	1092549.631	7116742.103	3615807.59	985226.3642	4019426.668	1780594.546	4044039.181	470744.0239	1775022.049	645282.5666	408327.6186
5	17500000	11800000	7137421.983	12400000	10300000	10200000	5989142.885	1.6e+07	5987487.797	37300000	27500000	8903202.018	2547333.765	4072485.324	7319951.491	2.6e+07	15200000	23400000	10200000
6	4909324.268	3445837.2	3574002.563	3716460.866	2702409.593	3717066.12	3022007.972	3167892.589	2386568.602	3333327.261	4640300.489	3437283.212	5433232.487	4440462.647	2418232.836	3030698.907	3286929.568	4613507.66	4311714.918
7	28100000	15800000	1477314.22	1520533.07	2628288.677	341130.3776	1668763.063	8207.774463	4226.255028	3820.158337	6299.288178	4145.14924	4230.898623	5341.69551	4320.612233	11100000	1431233.026	8052262.33	1.3e+07
8	36700000	31400000	4124486.595	4221560.668	9892330.99	870544.0934	4716903.707	16518.92072	9243.901896	11486.93778	4322.106177	11322.18516	10578.34807	5472.413006	9785.579515	2e+07	4330760.304	12300000	31100000
9	2376072.782	2855798.049	534456.3737	929203.8598	2259719.118	1195987.881	1148379.452	38790.63039	6781.643011	29273.63973	70755.31144	31241.51309	51690.02219	98595.02154	29887.91223	1386364.639	257997.6038	566430.1527	2444872.149
10	4267463.466	2362444.327	780483.8863	958326.2419	1536086.939	828653.3171	1743949.055	5484.366178	4251.792006	1955.402901	1660.101542	3563.068865	10587.96986	3550.794933	4464.745615	2574621.268	424566.9034	1106463.961	2475944.547
11	894649.7377	601280.4886	843423.0446	403380.3891	380933.356	626979.5035	444877.385	240780.9273	207483.3614	657223.0635	277266.918	93380.24425	563568.5822	111052.145	197269.8087	487969.475	587138.0053	146076.6687	343208.5162
12	2323462.512	1783258.903	969136.8875	792694.4258	611177.7572	1473631.689	391431.8365	4830218.215	1703615.379	3493640.113	1259758.979	2795788.291	6713356.498	992445.1731	2570267.6	1051172.286	3592111.908	3378237.702	1222208.078
13	6810771.122	3319505.393	974022.3524	990603.9431	1483450.548	920610.7966	2033660.156	1017.61333	2278.293492	1117.328611	602.987418	429.169842	562.2575638	969.015229	1083.852543	3832435.028	459501.6645	1629245.317	2805618.53
14	5894590.298	3995480.725	734253.0272	617906.9088	1266399.042	168523.7874	583493.5181	9553.986682	6029.481875	5792.152536	8204.970716	8501.632237	2873.315652	8740.430819	7659.41034	3121940.548	655307.6237	3554595.254	4660775.999
15	4626247.403	6643460.418	2080898.137	8527797.774	5739928.517	3414534.683	2652954.648	5307931.875	2073432.557	7797388.829	11500000	5721867.846	1146659.371	946946.6353	2074017.534	8290366.913	4150568.225	10500000	4192417.79
16	10500000	9710225.328	2259624.892	2385499.141	4264106.088	796858.028	2822206.111	37836.13362	28319.18344	13485.34824	11764.46682	43535.93968	6871.469974	46405.98341	8667.129142	6197821.321	845523.4757	3479399.091	6233371.098
17	14400000	8939612.227	1542092.411	898906.4999	2773994.591	531629.2083	1199148.951	352916.9397	93937.35214	829117.8723	230804.0974	98163.49267	264798.5698	145767.1553	122201.09	6560997.401	1815002.229	8430796.117	1e+07
18	4178281.171	1266475.578	483086.2413	729879.7717	1260549.204	888655.7787	1831556.895	489952.9902	641427.2433	2983972.028	1889535.457	614427.9984	245540.7175	148046.6003	202823.3805	2383509.278	641867.5911	1813401.62	1017113.41
19	5037503.761	3669606.427	3011627.465	3397896.14	3753332.995	3197840.717	3736395.158	3946163.316	3076611.864	4433675.938	4844906.95	4494095.293	5415286.711	3539628.968	4072147.718	4931725.98	4407888.066	4463160.245	4761335.897
20	1.3e+08	1.07e+08	12200000	13500000	25200000	5067289.388	21200000	41978.37951	5669.556681	10655.55783	9129.503915	3676.53769	12731.11096	31438.23615	14227.71266	93300000	13500000	45900000	73200000
21	8736929.234	3932187.703	578998.0769	708062.5682	803558.0744	425544.0193	695114.9673	625112.6122	226442.8198	779096.3087	1362053.39	594866.193	522529.4559	806232.6037	883267.9854	4132806.53	3224310.381	2292077.403	3312403.674
22	16900000	7781729.406	1002844.432	1066752.55	1739061.15	562273.9332	1167460.482	1048683.376	308689.2412	1225485.3	2414617.081	851347.7181	680981.2621	1307046.42	1449754.312	6225805.92	4937667.398	5514295.283	7708057.662
23	10500000	6297966.073	583820.3954	842441.2255	1704830.883	652721.3199	1215452.924	5970.812397	3561.134501	3394.220484	5413.275278	2360.198381	5687.437646	1904.349247	1509.359108	5277161.356	630751.1546	1217013.76	3554293.036
24	445233.1306	398228.4957	367045.0352	373867.0475	471664.9958	366774.1262	364639.2806	439268.64	241859.8437	318619.7708	331657.3911	422563.6003	104777.0239	200069.8537	428930.1461	360359.4406	219612.0986	478985.1481	413485.8974
25	7347913.076	3783759.683	1120345.388	1956560.789	2362108.884	2629154.345	3565811.005	1778868.063	2409726.012	8839901.612	6430901.399	3235796.975	1113089.611	574411.7913	908540.1649	3170896.6	2467050.281	5083841.418	3643098.597
26	2993756.578	4405020.338	1324483.88	5606089.939	3752062.835	2225118.815	1720123.318	3499970.894	1322203.438	5123861.385	7505808.688	3744978.52	718365.1295	695893.6945	1314904.519	5361867.692	2680245.473	6905725.625	2756271.057
27	14200000	8789890.621	1967830.123	1511385.029	2288235.004	2206395.217	2765225.248	166430.4858	84478.78823	394652.1269	576670.1186	223309.9788	329370.7633	101051.4338	166995.5079	14900000	370951.2534	2056374.211	4270545.14
28	150328.326	8085.658661	354247.9178	5888.503824	9535.087596	5951.013293	14275.94248	393394.561	4989.382453	601118.9947	138516.7692	2355.888734	28681.54869	186735.4336	304154.0452	242906.1468	486206.2759	93824.14025	93317.7956
29	26900000	20300000	1309768.817	1578676.542	3496267.791	577067.0461	2929699.188	0	948.3518318	0	0	0	0	753.5739862	0	17800000	1975933.882	7773161.603	12200000
30	1015400.368	661233.6722	783418.3711	748372.0051	763428.5697	779083.2493	779327.9533	1053208.122	807124.84	1106864.028	1181905.641	999078.617	1212340.139	928710.8163	1028793.374	1004093.226	1214135.363	1019381.928	1004535.954
31	4136268.737	2230448.299	940971.4311	1052287.408	1372704.588	3215879.873	2999029.339	2184872.207	589545.833	2507307.94	711730.0175	795435.1506	1584125.043	3305177.813	932515.4052	3095827.578	1333054.924	1624253.463	1580902.2
32	2253338.183	2700605.559	787732.0436	1005514.26	2020860.429	277495.2559	1173778.779	0	0	0	0	0	0	1423.37423	0	2187530.169	759224.8507	1966702.423	2310072.692
33	7037200.859	6188945.956	841255.4975	601475.2335	1292253.001	336761.1903	675701.1431	3975.965875	5056.812253	3067.205391	2360.598281	3083.070101	4888.040084	7057.264637	3345.15444	3617783.469	1017748.454	2289547.892	4232133.82
34	7764215.352	7180100.738	7453764.398	6956274.511	7328125.136	7321848.853	6768664.223	7578967.091	7382109.354	6940366.394	7473619.071	7546701.854	7516628.19	7454720.948	7723898.893	6776278.869	7736789.487	7462449.668	6786867.023
35	5394063.852	5136652.063	763584.5046	1938493.839	2760868.999	1656720.139	3231504.893	894375.4855	2118203.436	4747500.88	3646652.713	2140316.73	499987.4827	394238.1962	564183.889	2716937.727	1646561.606	4827048.477	3154356.711
36	3352447.956	1426452.96	1027707.09	966191.9525	835350.6456	2210781.418	1156993.145	10300000	4708329.948	10700000	6579168.717	6029090.957	10900000	4836266.533	6944827.005	1998114.299	6531393.731	2362815.525	997549.4956
37	14400000	10600000	1335028.742	1497800.041	2694582.212	684785.5342	2376428.956	5003.55751	9944.988144	9913.004739	2402.838949	974.4937444	5741.819424	1506.391201	5825.895389	8482687.444	1156179.098	3042819.561	5848943.212
38	22100000	16600000	4351692.539	4101204.719	5997546.847	5781503.087	6791850.317	4047690.014	3598034.034	6013196.078	5984559.207	5081721.811	8169617.97	9450791.676	5949160.601	13600000	5954097.732	8435785.68	16200000
39	7186096.16	4749999.019	573963.714	493899.5609	1392468.959	291627.4919	579060.6245	111816.5073	15438.07324	79111.24466	51273.88783	7917.009259	17386.71375	45046.26205	59075.62373	3230830.208	1380921.612	3295562.214	3823413.764
40	9383224.502	7280861.303	459489.7682	895476.5141	1906494.313	392941.7516	959605.823	2710.083061	8590.470168	14408.20551	8510.09554	2974.983037	4018.562161	4247.818314	7212.246545	4579032.117	711452.445	1763415.687	4386601.715
41	1.18e+08	79100000	1335230.37	2591040.868	4184234.249	493930.4374	2268045.928	24711.97549	22752.56814	70422.48634	61282.83739	16095.68793	15235.11608	32724.43341	49925.81422	50100000	2081216.302	9861277.971	40400000
42	65600000	34200000	1548572.048	2827386.827	4107380.859	530038.409	2490110.425	98611.51864	70256.96809	70422.48634	61282.83739	40965.96346	56729.1544	54554.70594	54801.43379	19700000	2020578.168	9040498.076	21700000
43	2764000.115	3355289.781	2719591.61	2682278.015	2615082.165	2937488.08	2775216.485	2464154.083	2619699.419	2432528.657	3171026.667	3316681.75	3287262.167	2811844.187	2367260.109	2510060.336	2766011.236	2574777.726	2682284.092
44	2728117.269	3928358.923	3810088.605	4659154.028	2777238.916	5117156.43	4239402.839	900163.0127	2263218.598	790379.7026	1227237.648	540902.0936	1209350.736	2656483.707	1374434.258	2024983.565	5274267.243	2327800.684	2057726.63
45	1561358.332	528311.2381	694942.885	570980.7976	430521.8623	1211775.552	480514.6505	2718495.157	1288416.398	2667533.868	1912571.632	1404399.62	3023380.663	2006167.557	2308321.049	928142.1323	1906251.238	1054578.051	651295.1502
46	1504041.27	750305.37	813010.301	680236.1338	558526.5859	1330279.687	591260.1416	1013934.97	836977.3264	2030813.831	1335574.929	471651.7124	772579.3726	931574.1728	2165348.547	858290.2341	2650462.264	1062429.403	531301.9996
47	4169681.281	3313724.852	3451908.966	3259428.803	3648108.069	3391143.905	2989399.293	3251228.038	3204469.437	3143665.537	3411425.828	3264747.78	3161894.969	3084381.874	3188291.706	3320371.62	3183162.536	3541601.472	3295757.033
48	3364844.409	2194955.236	945246.2321	856870.6458	1842048.901	647886.298	1269914.415	192593.975	192330.566	174743.0526	134759.4289	77026.16547	145969.9245	100716.2221	29136.53899	1884793.204	517589.4097	1546026.004	2352066.716
49	13200000	4719634.14	949148.5376	2172151.927	2919903.778	1934232.246	3455923.116	946673.3627	2564004.044	7469380.208	5530942.671	2705555.01	499639.3943	347193.0995	791957.9611	2230891.697	1230283.039	3599934.651	3383251.107
50	1927889.905	936159.7946	789356.9533	899775.0133	776617.3295	1826460.111	1337273.746	1034326.404	452412.5042	952648.2223	448037.0866	533723.8517	818159.7794	2038618.696	767434.2778	1431681.359	873694.0437	683907.544	451571.1257
51	2625113.875	2004507.542	632792.3809	635106.8433	1297357.412	244540.195	1168986.328	0	314.7069764	0	0	0	864.0722835	698.5982649	0	1265175.47	242099.6326	1533477.728	1794629.275
52	10500000	6668860.598	1118291.288	1332152.286	2276367.489	764574.748	1876592.088	2417.202935	891.5168911	1425.76897	569.380084	915.5049676	772.525469	2709.48169	1134.039037	6617835.997	1271319.857	3398072.395	4918891.72
53	8984316.025	4007336.701	711300.5267	954605.5378	1864321.977	1312293.687	2136560.584	625909.6608	1470911.832	5336677.431	3509665.042	1493356.718	483052.7727	304841.8765	529589.9797	3101948.584	925594.9725	4731027.609	3700166.276
54	2377921.792	2579366.901	729371.1901	1018958.619	1728083.845	419569.3437	1428603.149	0	578.7773105	0	0	0	422.3809693	880.8679018	0	2389651.32	807858.9017	1992648.524	1758042.633
55	13300000	12800000	1050240.826	1336050.125	2903499.634	493061.4482	2312985.861	20676.37365	7938.560576	22697.83958	21821.5599	5934.776236	32207.89632	24200.72281	20192.66935	10400000	1704974.651	5927908.531	7680587.372
56	1448837.538	1250978.73	836311.763	1233890.093	990177.9187	936245.0466	1141225.879	1289691.589	1216284.081	1173773.025	1479128.894	1399419.401	1205802.042	1072615.454	1269676.641	1245361.468	1142802.441	1408683.555	1475433.609
57	3552896.086	3680787.181	521563.7864	605191.8847	1273896.486	995588.0749	1334641.469	492101.6007	253896.1272	1048926.441	962498.1622	719303.6889	1308934.414	1363319.907	827857.069	3779344.739	1213117.96	2029844.256	3839398.608
58	1729734.197	2038084.465	1416176.406	1589333.588	1930746.004	1484948.581	1626731.617	1487758.814	1743015.974	1704163.021	1669519.52	1998427.027	2182801.711	1994426.57	1721354.677	1767249.406	1680480.375	1741955.301	1939605.786
59	986264.4542	1829791.737	1248287.821	1348396.552	965966.2686	1340956.411	1338351.317	550684.987	418575.3958	525425.5216	673731.9947	317499.2936	729183.5292	715281.9185	845901.7534	1132048.338	1425939.737	1353733.741	1162954.213
60	3629044.904	2021681.278	347550.7212	396080.096	690133.9295	262361.9649	567570.7821	1215.207446	1277.543957	0	0	0	1587.113604	470.1913298	0	1552716.77	333579.7845	1225771.13	1346476.835
61	3503779.524	2433599.683	375682.476	1078522.148	1645851.218	617009.5218	1567180.006	519825.1101	789873.9265	4167088.31	2721666.798	900362.2736	143736.2133	337808.8481	170738.3677	1773593.55	439815.7885	2343581.062	2138238.467
62	8511600.237	7303853.386	7866778.106	7250428.547	7960706.084	7158154.361	7403595.964	7544505.672	7760524.671	7720511.775	7272670.322	7430270.489	7583526.963	7042891.071	8233909.344	7081800.09	7720732.203	7821616.488	7323300.614
63	9219213.74	5502387.447	608363.0139	587058.2046	1598148.619	392652.0224	875629.1825	885851.3036	251677.9232	975041.0239	946265.9339	410726.4845	626465.5445	686643.5438	729855.1472	3313400.498	1904012.449	3043494.811	3819206.391
64	12800000	12700000	1045463.46	2105024.349	3879748.301	586601.7315	2104114.785	5464.463383	6929.417573	13368.87343	3943.680245	1725.828433	2531.288498	2842.170351	525.2456156	12400000	895947.6077	7679123.021	6402707.425
65	533780.6685	485347.3475	329682.2653	333344.1507	258798.8386	627690.4338	312920.7388	200085.0098	216411.5111	228903.7823	141258.773	445052.7006	237633.3608	62757.79045	43591.09569	494167.8402	385137.314	502141.3394	382618.5288
66	3934945.556	7723432.693	3956348.932	2815500.564	3966717.216	2637315.78	3490763.857	2049811.862	2706382.534	1760059.409	3235679.109	2755717.799	2044032.751	3266501.383	3361070.595	3430520.114	2384691.841	3086438.147	3732290.448
67	2210058.56	2259479.687	1753714.121	835997.2487	1222780.415	669095.4	951380.0689	97338.57628	38395.46929	77838.19048	31393.94288	22573.9115	38392.28405	59983.4161	15305.92904	1540146.537	85364.62265	845320.4823	1508740.979
68	4747340.29	3573193.688	3410548.164	3658400.379	2658651.488	3693132.318	3026129.91	3138337.443	2291964.032	2981707.737	4635304.941	3220916.075	5402386.827	4376181.272	2398457.055	3064508.012	3428199.601	4390001.736	4299095.647
69	1242478.069	570380.612	1238525.366	1168715.296	881785.7946	885358.519	899522.5198	1327806.467	887125.9342	884009.9468	925808.5212	779184.0892	898423.5517	986169.0438	893919.967	1259735.69	875837.4353	961755.9818	1491161.018
70	3994682.833	3028505.713	644708.6936	1022916.398	750453.1514	894642.4201	633370.1116	6701148.769	1968862.016	4903436.761	4118212.549	9978210.831	8209921.868	7881607.816	3923654.7	2114626.939	2427610.071	1342268.952	1996622.21
71	1831363.301	1793056.797	1784622.569	1818101.469	1707719.292	1826064.4	1761762.556	1747887.513	1902493.512	2116944.078	1956927.465	2045311.874	2110154.568	1868755.96	2198186.211	1852819.213	1924950.71	1688332.753	1673066.416
72	776705.3438	789932.9352	729735.6634	758747.7609	740678.8536	816503.1674	774341.5697	757670.2056	868056.1927	755002.998	831772.5613	766061.8515	795094.0436	785928.7213	754975.5928	769254.9041	810252.9641	821740.4162	760406.9414
73	2276426.601	1399804.418	1752161.515	1276351.783	916308.3175	1838572.289	1322628.72	9365439.466	2590796.016	7434649.217	5425262.818	2630039.3	6031650.365	6162805.204	7269283.331	1907590.014	4823558.798	1682076.661	795176.1749
74	365435.1105	396143.5799	877642.1208	313927.0667	188989.0196	383508.7049	103562.7755	859081.1509	85575.40574	558650.2554	157639.3685	93005.10086	143039.4395	264790.6502	245255.6671	253869.099	1009815.563	225429.3759	168823.8031
75	6319473.081	5378294.398	7116214.681	6748854.219	3702161.292	5006193.633	5435579.942	7696053.609	4796267.839	4670728.787	4560163.348	5658501.914	4674843.85	5935497.834	3988754.188	6355249.925	3938903.662	3550395.954	7459798.375
76	1122618.07	997786.2543	1111667.621	1009607.686	814670.0963	890631.9855	908525.9611	1100813.845	860137.8342	903293.5866	897636.4148	893464.918	913488.1881	1023684.748	913976.1184	1047591.084	889346.7666	1022976.48	1186952.064
77	6049575.13	3142472.362	520099.1334	306939.8208	666026.078	513981.4168	367693.0466	1278242.738	349846.308	1936128.372	1187949.557	484944.0244	926546.511	996672.9087	1024824.998	2018052.089	4164502.031	1930068.779	2045741.757
78	4.7e+07	42200000	43800000	40800000	44400000	41900000	40600000	41900000	42300000	41600000	42500000	41900000	40200000	41300000	39800000	40900000	41500000	43700000	46200000
79	437553.9679	385715.5803	662928.8073	1075083.16	266409.8085	866772.1385	674094.4267	2553720.614	583816.77	1044113.966	812817.4694	430279.0433	1379512.053	1329439.141	1438838.854	654038.0338	1164827.949	771961.2447	433236.5995
80	691205.5981	709514.7366	743525.7336	710412.9985	687357.0495	770244.6931	787294.8302	751883.0046	700027.8556	780439.3632	665502.328	721822.1107	687276.8551	748334.871	704200.0235	667125.6099	728800.9801	654088.0168	659160.6614
81	12700000	7184569.697	719911.864	603097.933	1617201.584	590674.4023	848794.6492	1329079.86	362505.3539	1441113.124	710068.8492	410278.0597	500767.4202	857314.0813	625226.2877	3462204.53	3410738.972	3895081.189	3677413.933
82	2672674.906	2725355.15	2613950.209	2622244.761	2583715.062	2888749.384	2746776.287	2937753.826	2761418.033	2943870.669	2935425.347	2714036.486	3028876.847	2744941.029	3000137.159	2569652.167	2821546.655	2714194.871	2744106.855
83	2771950.718	2810280.071	2496784.172	2459343.295	2272507.513	2538763.932	2575447.754	2628091.802	2107921.238	2436094.929	2377679.215	2290412.583	2398950.28	2503240.717	2450714.476	2462130.741	2463299.292	2575364.485	2771433.026
84	564140.3308	740735.8231	504747.1305	564665.4438	894315.8321	478091.5033	666633.2749	0	15276.46143	42274.11121	76829.34898	25947.08501	10672.90022	104469.3814	19459.72809	695961.3265	85207.3059	333189.5603	846529.6134
85	649505.3058	913027.0865	550331.5626	580022.6269	932122.1867	521587.1294	735981.4581	0	9326.809434	15723.45213	19990.82421	28634.92377	0	69401.76218	22715.54909	790570.4622	100105.3593	418868.7086	1074443.359
86	4851228.334	4846746.127	4920306.149	4662092.043	4687736.096	4737041.86	4634226.726	4732400.76	4600045.783	4887223.681	4861578.892	4746370.65	4919491.366	4924335.123	4834855.526	5082412.039	5388814.784	5409588.174	4461540.862
87	677799.5994	279565.7749	817118.3048	578504.166	523544.0878	1156940.905	601838.4521	1623888.62	1374798.982	1367421.703	973040.188	979229.1406	1510191.831	1627417.5	1382645.215	552424.9102	906956.6868	821586.4914	392943.1429
88	3127105.223	1928928.928	1137069.758	995384.3899	2120918.755	1140542.605	1543719.431	46937.43899	7055.626262	37838.16372	17370.88894	15876.80963	31428.14059	21770.65529	10736.05224	1819816.269	395013.4575	687615.1415	1310872.539
89	6870819.169	6844296.861	6477582.126	6566174.922	6609091.35	6710565.758	6788628.648	6685567.38	6999968.178	7295130.384	6824789.978	6819268.5	6902471.865	6718585.364	6941078.17	6450505.717	7102603.065	6731910.475	6477001.184
90	1044041.965	827534.8776	477938.149	308539.5972	258393.1663	732334.8008	382450.3676	1604646.109	941778.7091	1901543.31	1139871.822	1144682.862	2488071.499	877888.6353	1573404.344	793296.2726	1840377.426	1438899.746	428950.0209
91	1005428.364	755735.9954	565613.631	381586.8669	320070.7724	859712.8236	382450.3676	1880472.662	1035927.012	1734548.156	964185.832	1004395.867	2522106.931	962326.4458	1629184.951	726976.8586	1840377.426	1373452.638	500366.2201
92	544620.4758	786566.8324	592074.624	636839.4782	639813.8646	542194.8586	581762.9035	561476.5732	563393.3737	537408.0282	479162.2946	550023.5734	520109.522	511637.4575	513906.6165	590744.0624	558923.2283	532752.8596	766632.3339
93	868579.6443	796148.7798	840389.5021	843742.5376	783215.7332	784565.4487	801725.8096	886751.5903	860402.815	783914.6565	775164.3624	830263.6787	807971.6332	863142.4105	809629.6886	827609.7345	775982.54	806660.5576	812528.5609
94	9785854.746	7674100.453	2571246.654	2142631.947	1583046.229	3069343.515	2120864.067	7877065.395	2726338.834	6467206.517	4750272.114	4699831.593	6572312.136	4661559.19	5390079.802	5459969.851	13300000	7066937.837	5325234.669
95	966619.5957	456801.4609	568143.7023	827988.5774	815080.2641	1897325.302	403069.2379	476570.3758	486771.7791	646148.2844	648697.0035	630212.3731	745878.7573	697609.218	545438.4228	526865.5718	907865.8104	632983.2168	440115.89
96	873176.5849	458919.624	693738.7725	655785.4653	801588.4153	1359260.235	464901.6104	725905.691	231918.3386	633899.3837	388400.857	192900.5865	594041.7588	233049.5357	739167.714	596933.1304	1655163.096	604565.6334	378799.1413
97	824845.1857	769299.1629	1129303.493	674275.8598	455817.357	1064660.484	543687.1615	2627800.522	1792517.964	1959440.922	6327870.906	848889.5954	861546.6116	1553154.768	2136179.622	883222.4439	1973203.174	1139877.546	605251.0788
98	3379429.118	3405470.411	2940937.094	1317089.226	1247235.227	2653255.778	1804393.008	5820356.769	1663528.835	6424053.426	2121155.301	962929.3697	2238206.661	5085854.523	3082000.245	4422934.795	7303195.806	5153605.049	3117001.991
99	1422414.243	2181904.255	1398240.322	719209.8017	2127254.943	1260590.294	1216952.988	2025372.462	1160993.618	1796896.363	2048777.807	405602.6787	1148083.054	923935.3444	994740.7596	1114474.363	2380576.479	3151539.926	2964935.025
100	2521730.664	2276738.202	2560671.155	2631310.915	2156361.705	2136164.477	2546485.519	2147176.384	2028520.76	2069500.662	1956540.722	2294826.33	1985609.875	2396628.167	2035098.221	2304962.939	1721339.807	1980185.198	2378172.23
101	665149.0261	820448.412	711775.9254	1382853.164	327602.6794	1107827.317	489842.0908	5981891.055	378334.0025	1840118.844	1411630.926	403770.3181	1659921.208	2293818.015	1557248.411	833874.0497	3055960.401	1319754.344	575653.2276
102	1366461.147	683885.1677	594265.7538	458032.5294	401518.7466	587774.6896	472849.6941	1231371.069	718359.8768	1590283.943	1411086.507	1372183.644	1551350.215	1311109.718	1066604.848	537017.8049	1168359.144	771266.8754	543043.446
103	8905621.472	8828639.535	9290358.493	4007370.475	2834731.841	13500000	3003175.071	20400000	8652142.18	16300000	26800000	23400000	46700000	15100000	32100000	5665287.823	13900000	1.4e+07	5863598.769
104	22700000	9163874.575	2491322.515	3729396.37	3264596.348	388958.3486	3408337.566	708227.8922	124499.1555	933371.2698	94982.05634	107751.4922	34793.96272	236543.2694	253054.5085	9025658.026	1142399.139	6550558.442	9143361.141
105	925925.6653	937149.5274	402001.7878	427705.4123	825614.2189	557412.4668	581478.5994	17320.67246	14515.01541	98690.82894	73164.04893	25886.15568	74572.96388	113227.4798	81778.74599	840841.4346	187925.486	409846.6246	852703.9458
106	659178.4078	1458697.108	1555254.159	1228944.812	1717466.996	1158946.341	410251.2582	1535157.854	905869.2749	2285531.403	2155844.482	1067555.239	1248533.535	1177488.937	1519643.796	1291721.594	1385836.909	1033040.181	1940725.162
107	2976167.068	2394359.977	1192474.07	931803.4346	705380.9341	1757353.665	496524.7825	4438948.242	2349985.903	3110556.564	1852475.562	2615878.023	6354392.41	1153858.969	3207130.728	1392971.425	4061970.89	3335153.816	1448596.486
108	1246792.855	565901.6921	527037.8103	350266.0132	393883.8126	1205843.459	294650.9022	3824874.355	1566664.148	2735455.013	1992341.64	1491312.37	6578195.653	1502316.345	2482718.011	577377.4268	2213377.747	886275.2093	419626.2643
109	5516898.984	1773830.098	2719848.691	2121116.95	640501.6648	3951917.673	499067.6238	13700000	6380297.776	14400000	9956889.169	5920390.996	1.2e+07	9116604.115	13500000	3667231.631	5339794.098	4457122.275	607286.4699
110	2587629.449	449566.6268	1883860.816	662795.609	680711.9636	1088717.754	1171209.314	755074.4274	285354.7887	1144865.4	789829.1821	206177.1864	319975.2839	430040.8371	803066.3461	3069352.237	2663803.771	2950915.976	2154281.128
111	3684778.791	3551676.38	3726662.28	3567719.041	3630803.411	3556811.238	3457198.56	3378564.622	3487834.907	3491476.645	3676269.466	3449632.205	3544082.164	3595667.834	3624786.876	3758447.147	3502233.622	3890964.472	3322555.414
112	928904.0549	567357.7998	721898.1398	692855.0269	417007.6122	545358.3832	881362.3001	421703.8861	1227339.574	494038.0104	832608.3194	388224.8199	1111756.212	645475.3489	875718.864	390346.5923	1343762.55	426276.1194	928278.6281
113	98300000	95300000	95600000	92300000	1.03e+08	86700000	98300000	81400000	89400000	79200000	7.8e+07	84300000	90900000	97900000	83100000	93900000	85300000	96200000	99500000
114	772771.4107	555082.7389	650491.9588	489583.5276	553810.6388	529371.0257	510175.7318	816459.9576	528961.4594	662536.2442	599488.8329	569836.0358	602022.0437	573195.1453	734814.2069	645922.1579	611625.922	714382.5622	485404.4698
115	2210346.766	885009.5783	2372913.625	1795658.755	771669.6778	4983568.655	966343.5511	12400000	6185717.777	15100000	9848239.534	4810907.425	17700000	4752347.212	11700000	2946206.855	6799940.67	3165296.547	792745.8746
116	913562.5726	946300.9167	990076.2195	981526.205	973910.2644	942729.8014	985787.1438	1024803.111	1045461.724	1026239.814	946505.9459	1034111.106	902438.6854	953554.5798	1051062.378	964068.5996	1031679.182	920157.9556	880182.597
117	4894533.015	3543506.988	4212378.415	2915589.073	1871174.837	4106399.087	2864303.745	24900000	5621722.455	17600000	11700000	5911602.04	12700000	13600000	17700000	4014642.279	11500000	3443941.992	2003065.623
118	3253961.13	820023.4556	1112040.666	904754.6644	539690.7329	2330331.319	1193081.715	4361005.098	1734123.672	5575844.073	3691089.821	2152242.18	4395228.714	3315432.422	2384335.496	1551555.595	3536006.116	1345142.755	682475.1933
119	371394.0938	256185.9891	360342.0643	294826.4923	214881.7772	313228.8184	297277.8094	1007292.814	794070.8717	1061355.128	1661508.061	967403.482	1567757.916	1112828.442	797160.6427	253655.7116	510195.524	274263.3524	179994.1341
120	5555592.593	5907007.339	14100000	5032408.887	2483853.306	6093620.828	2458526.502	17600000	4380106.713	15600000	6005674.898	2005477.364	1771979.768	4421065.113	8004239.018	4205143.565	22900000	4699866.15	3224021.828
121	9845624.863	4210261.557	677573.1179	1156340.871	926678.3294	632805.0046	953738.9974	2301012.833	634654.8317	3718750.609	2061865.669	1966579.357	644760.4269	2979419.001	1562373.508	4632716.913	2135651.576	4119291.941	3215127.66
122	747175.264	698451.6866	616058.5526	330660.5072	309073.46	553719.6357	394242.8481	1278277.302	406818.8301	1456461.304	434186.7385	223881.8903	470216.5788	1232823.494	672563.9687	1009869.271	1579872.273	1153673.306	685487.5184
