SampleID	PC1	PC2	PC3
1.mzML Peak area	-0.0686279783502245	-0.11071395610534	-0.0864677145229413
10.mzML Peak area	0.119304791011137	0.0193623599302991	-0.0687391092135507
100.mzML Peak area	-0.0701054112680397	0.131022432172783	-0.123334676524297
101.mzML Peak area	-0.0831594209352347	0.154778173272888	-0.0282122962313913
102.mzML Peak area	-0.0899694903892877	0.0607231432474527	0.197822780255031
103.mzML Peak area	-0.0850242526132132	0.0977108348640925	-0.0975332864364693
104.mzML Peak area	-0.0926707938844992	0.136359142642856	0.00675366390766295
105.mzML Peak area	-0.0799555899688233	0.0213004812828235	0.0849473478049495
106.mzML Peak area	-0.0866602965625346	0.112423676250091	-0.0131858246437877
107.mzML Peak area	0.099228331742651	0.0847298287757388	0.0672269300403269
108.mzML Peak area	0.10210823298369	0.0889569683966932	0.0740639090171575
109.mzML Peak area	0.109822129680117	-0.00592861353719424	0.00395916143229675
11.mzML Peak area	0.109921206199783	-0.0195262863148968	-0.0911960425996541
111.mzML Peak area	0.0951914007848896	0.107055981321733	0.0356134869555537
112.mzML Peak area	0.109164900922952	0.054068200088732	0.112764552088378
113.mzML Peak area	-0.0647511127231546	-0.103978773758626	-0.0810031811934895
114.mzML Peak area	-0.0669060939993797	-0.0638126156864189	-0.108567653690076
115.mzML Peak area	-0.089214617662436	-0.00390912304720322	0.0834083166877105
116.mzML Peak area	-0.0975740497502953	0.128520291865854	0.0897772173405934
117.mzML Peak area	-0.0768359825607497	0.105811446529691	-0.123540152082542
118.mzML Peak area	-0.0823868209671381	0.0903745213711944	-0.0258023104048069
119.mzML Peak area	-0.0825403234817806	0.0776993310261302	0.23660544300219
12.mzML Peak area	0.116660784107075	-0.0249462780273776	-0.145340704453632
120.mzML Peak area	-0.0749103214388085	0.0794750233782482	0.0270535075681932
121.mzML Peak area	-0.0882964029517988	0.102902687495956	0.028169443071334
122.mzML Peak area	-0.0760654143163042	0.0953665560074314	-0.105812169894891
123.mzML Peak area	-0.0719702313153752	0.0472614345904695	0.0943570293014808
124.mzML Peak area	0.118106187887893	0.0691702213879283	0.0200587821183168
125.mzML Peak area	0.112240973996471	0.0864932038758876	-0.0143432116130043
126.mzML Peak area	0.126837594249474	0.0755197626954153	0.0226609399391466
127.mzML Peak area	0.114535556565076	0.00750169805206726	0.0816843057793854
128.mzML Peak area	0.120858802186821	0.0193203465966948	0.0606038360941115
129.mzML Peak area	0.128457242402657	0.0717941719826863	-0.0101468938836892
13.mzML Peak area	0.129141333399949	-0.0563136605064276	-0.00848374525020775
130.mzML Peak area	-0.0759609859038566	-0.128491063813846	0.184785814928328
131.mzML Peak area	-0.0700758176137316	0.0943567387746597	0.0753676427608923
132.mzML Peak area	-0.0850260932124693	0.0577605431902523	0.191685514646563
133.mzML Peak area	-0.0826745573143158	0.0675028715373782	0.220355141837946
134.mzML Peak area	-0.0963204147277364	0.0682989295154322	0.239133841577903
135.mzML Peak area	-0.08486030930471	0.125800928542817	0.147370309354963
136.mzML Peak area	-0.0763243213907536	-0.0385654551150133	0.188350355201531
137.mzML Peak area	0.103110113011918	-0.00162378175473523	0.0196448274790135
138.mzML Peak area	0.0949869378706273	-0.0076246287916034	0.122837228153792
139.mzML Peak area	0.119302557181997	0.0507186918339114	0.026043117290318
14.mzML Peak area	0.122560242104717	0.0351952871847946	-0.032882494956002
140.mzML Peak area	0.097890007900294	-0.0617063123096968	0.17016579707329
141.mzML Peak area	0.0969448861161177	-0.0571284842284536	0.104365603123657
142.mzML Peak area	0.109002566555911	0.0575267127912204	0.0745008854007793
15.mzML Peak area	-0.0773329906688215	-0.141567205322297	0.0122870019418835
16.mzML Peak area	-0.0784234457120954	-0.125797255801518	0.1614863333506
17.mzML Peak area	-0.0792883195472685	-0.141476574340439	-0.110490449165418
18.mzML Peak area	-0.0791146285596976	-0.138976757563751	-0.120856334080238
19.mzML Peak area	-0.082222635066351	-0.129071430547833	-0.0381733201652355
2.mzML Peak area	-0.0817210163049836	0.0823894185036772	-0.0833565112911284
20.mzML Peak area	-0.0676714065434176	-0.153774491209879	0.0256669579878639
21.mzML Peak area	-0.0635989369539991	-0.131943967872934	0.0334870910373105
22.mzML Peak area	-0.0711052937636804	-0.160661916698899	0.0853698859127502
23.mzML Peak area	0.101648483845603	-0.0993462467058461	0.000545553790408274
24.mzML Peak area	0.0998379874749824	-0.0859645834009379	-0.000184649359581336
25.mzML Peak area	0.087509708822836	0.116268108159936	-0.0235228956607009
26.mzML Peak area	0.104475568185904	-0.073616516853355	0.0375400886450688
