SampleID	PC1	PC2	PC3
27.mzML Peak area	0.110142455782152	-0.0912573188405448	-0.0360002032412751
28.mzML Peak area	0.0996717792308273	-0.0584970316946454	0.0131632550749155
29.mzML Peak area	-0.0846889615576601	0.0243225077105484	-0.0779246881706322
3.mzML Peak area	-0.0628504982429277	-0.0993869896229506	-0.0843255001309624
30.mzML Peak area	-0.0718752267876455	-0.0925959252990732	-0.0970447131689151
31.mzML Peak area	-0.078454159976475	0.102009836508178	-0.0522561039965325
32.mzML Peak area	-0.0777807552528006	-0.106492137383525	-0.00440864499943163
33.mzML Peak area	-0.07595741379662	-0.0943984104657037	0.06527964123563
34.mzML Peak area	0.127130129079492	-0.0168435089907419	-0.152099094210628
35.mzML Peak area	0.130649360567614	-0.0212666633134701	-0.136473644329964
36.mzML Peak area	0.125426517892825	-0.0196253328829516	-0.128461835583387
37.mzML Peak area	0.12492725938423	-0.0468645675071398	-0.0633079342516198
38.mzML Peak area	0.128014197181817	-0.0120693560286644	-0.0978108343862245
39.mzML Peak area	0.122613397395224	0.0245029205941641	-0.0173039474425558
4.mzML Peak area	-0.0739293322176519	0.149159486146791	-0.0671842094964733
40.mzML Peak area	-0.0711597251534621	-0.150857595423343	-0.106741709313133
41.mzML Peak area	-0.0767969136702704	-0.128621742122037	0.0183586023960781
42.mzML Peak area	-0.0789240402079105	-0.131945642745419	-0.00492451441846626
43.mzML Peak area	-0.0730288759813273	-0.135560036005802	-0.071224951334844
44.mzML Peak area	-0.074826263094256	-0.139496169334882	0.058676771874268
45.mzML Peak area	-0.0668496324193988	-0.115516953526602	0.0578231057570269
46.mzML Peak area	-0.065602009915212	-0.160963595163896	0.116763442509503
47.mzML Peak area	0.0998206756080218	-0.017139402711151	-0.014260493621817
48.mzML Peak area	0.0980025805356412	-0.102355028318861	0.0121745679896982
49.mzML Peak area	0.0946449957778793	-0.106465757538159	0.0122644211182737
5.mzML Peak area	-0.095639947011213	0.104950441582753	-0.024848657730951
50.mzML Peak area	0.0905330776174488	-0.103405775221613	0.00455983053831286
51.mzML Peak area	0.108941898543411	-0.0942908998339518	0.0579731245529732
52.mzML Peak area	0.110212530946952	-0.0688578557760381	0.0261943318219335
6.mzML Peak area	-0.074176318536161	-0.0830709441329961	-0.0355256464554393
7.mzML Peak area	-0.0737421149156089	-0.0743194735149999	0.0835528976544389
8.mzML Peak area	-0.0776063942616235	-0.143117527363866	0.0348007961857189
80.mzML Peak area	-0.0743639780938496	-0.0206848640831516	-0.207364198190241
81.mzML Peak area	-0.0635332264796015	-0.041299805688969	-0.130539329048122
82.mzML Peak area	-0.0762962096039142	0.039630234282176	-0.103804886101207
83.mzML Peak area	-0.0838013337889275	0.100872519104726	-0.0779113825822066
84.mzML Peak area	-0.0726481255665204	0.018113738822007	-0.0154337643661124
85.mzML Peak area	-0.0847921271244194	0.143994494613792	0.0170621524390603
86.mzML Peak area	-0.0850281368041075	0.0788085975906189	-0.0439353904969448
87.mzML Peak area	-0.0714119725909403	-0.102425184948712	-0.0809561527537098
88.mzML Peak area	-0.0854823290813955	0.10683188360573	-0.132962228280302
89.mzML Peak area	-0.0723983426886338	0.0687185991576622	-0.142004866428036
9.mzML Peak area	0.119301325891377	-0.0393416713695128	-0.100198681458455
90.mzML Peak area	0.107993202093715	0.116778535119933	0.0398769389069435
91.mzML Peak area	0.118187981653805	0.117833547980519	-0.0172355500179423
92.mzML Peak area	0.114339604507546	0.102939620596087	0.00736533660973043
93.mzML Peak area	0.125115452044118	0.00181482839561469	0.0102678570906901
94.mzML Peak area	0.108752395343071	0.00959974704754814	0.0800808041504083
95.mzML Peak area	0.114289900038599	0.120267306494316	0.0459767533273761
96.mzML Peak area	-0.081665892699481	0.127842868024681	-0.179556223654693
97.mzML Peak area	-0.0680661552244905	-0.0232967525818991	-0.0987214437576788
98.mzML Peak area	-0.088467499005095	0.111864260909583	-0.054701232600537
99.mzML Peak area	-0.0863695548307447	0.156419775326453	-0.0121059917954797
