Feature	Intercept_mean	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_mean	Intercept_std	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_std	Intercept_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_hdi
a7bdde1a1704da13ae08a3caf6ae138b	-5.710899910000007	-1.793495807100001	0.6072303765154468	0.744853475369806	(-6.71998, -4.5623)	(-3.24557, -0.428936)
0265505a51611345b19e1c7ad25a4b09	-6.151683965000009	0.019999037311000067	0.8561233934003489	1.0207248475966473	(-7.64231, -4.61832)	(-2.03814, 1.82479)
59c5fb99d0b41a1303f187d9f98a2555	-7.5697421449999975	-0.7807523650819999	0.5289197904471423	0.6511918388457582	(-8.52562, -6.54021)	(-1.97806, 0.519328)
f93d4475e6e833f785632216000980b0	-5.95815095500001	-0.5746583196649996	0.5423107998345017	0.658552219022999	(-6.92082, -4.99947)	(-1.80121, 0.587447)
cf7f7463ab3cfdd7d0a4046d06f37dc8	-4.643909145	-0.6942819878600006	0.24109081397166293	0.29381235569198316	(-5.08328, -4.23526)	(-1.25693, -0.162087)
44e6043977558a36481dd65e9a57e732	-8.745093312144991	0.5676010675379998	4.47838420574781	4.02013221434393	(-16.5078, -0.346854)	(-7.47424, 8.07761)
7879b0a4cf6cc150ae4bb79e4280b160	-7.501538176940003	0.3849259241499999	4.434404937125542	4.074215444940645	(-15.4687, 1.01961)	(-7.70443, 7.7534)
c0acc5ee9126e7dcb71b95e0d00e4ae5	-8.758472630850001	-4.057788412744996	3.371556813970875	4.330148465536184	(-13.3939, -2.16891)	(-13.1376, 4.01115)
6964ecf170c3769f79fd1691bb1e7445	-8.093763680000016	-0.5169902159005003	0.6213399656224906	0.7478672726794815	(-9.30678, -6.97963)	(-1.92671, 0.875955)
eb4104bfe7ff965e7288b9e381317aa8	-5.520257625000002	-2.094987406955	0.8369482746120036	1.0172729046189508	(-6.98359, -3.95681)	(-3.87357, -0.0592896)
f00e355475dfc38e4fccc799cf81db0d	-6.567302839999999	0.47735609268249946	0.568769479589521	0.6970925263234868	(-7.57902, -5.4395)	(-0.794516, 1.88988)
