Feature	Intercept_mean	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_mean	Intercept_std	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_std	Intercept_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_hdi
6afe22267ea7abb7e19d1ac5fd390943	-8.66157682063502	-1.2079541489249979	2.8727753174543342	2.961445342535997	(-13.2851, -3.23663)	(-6.62165, 4.85278)
1b9e273fa4f04574b78598e6283be84b	-7.21262529459999	-6.141420921950003	1.7735133697694503	3.712975852850783	(-10.1964, -3.69161)	(-13.6473, 0.785499)
879b108ee3daab7dbbb2914d50ed92f0	-7.407506827505001	-1.0403083846649988	2.575055156684555	2.8624865954230723	(-11.503, -2.40549)	(-6.7175, 4.44894)
58f02a8678dfe590aeea33eda191b089	-9.68673860500001	0.42629601060999994	0.5386164008648497	0.6248783056181438	(-10.7429, -8.6572)	(-0.779936, 1.66403)
e7f52adbbed6a9d8e92f71183d087d3c	-5.186781405049994	-5.822510385995007	1.9390765783975907	4.407529719905095	(-8.73699, -1.69298)	(-13.0176, 3.17819)
055a71db6ce1db07ecff68ce9d0682f2	-9.691956134999971	-0.050260307594499974	0.9098776243802303	1.0240529657804516	(-11.2681, -8.07879)	(-1.89554, 1.92938)
7cd21ff6ca065507b48a237f2ace2462	-10.176793015000001	1.2581131776499999	0.9836963507735809	1.046858222757304	(-12.0264, -8.21688)	(-0.905296, 3.16122)
06c103138502cdd9b9feba706d24cbd3	-8.25710308	-2.5565810682999963	0.905332513447304	1.2065502337022544	(-9.74109, -6.38366)	(-4.95128, -0.414762)
b1b9ecda6246c693499359589027d8d0	-5.316484110000004	-0.7469562333499986	0.6531806054606245	0.7999033919414583	(-6.45848, -4.036)	(-2.1644, 0.779424)
ffd1e03c534ee37237f4a150ff4e8a74	-7.612412579999988	0.549589710088	0.4300559581700307	0.5273461500466605	(-8.38739, -6.80047)	(-0.540872, 1.48132)
d13dddb8f756f25d11fa819bd5b300fb	-6.145719963000003	-5.891244846425007	2.000932046825702	4.034983254952057	(-9.23245, -1.79625)	(-12.6486, 2.36027)
c8e2ce8722ae2deaae12eb9b9792c6be	-9.390110184539967	0.11933765701000008	4.437385549087886	3.7093637441424403	(-17.2239, -0.945715)	(-7.90905, 6.44603)
5b6e5073c89e5617b7227481b62fcbee	-7.3667019499999835	-4.103227069999996	0.8176584167321939	1.1692251839459817	(-8.87713, -5.92366)	(-6.27346, -2.02367)
339c9fff6b3961ff4fc9293e90b23460	-8.561655450000009	-0.41306597863949907	0.5241237619305175	0.6571614773213815	(-9.46557, -7.47828)	(-1.69546, 0.810665)
63ef63a0465c6fdee0096363de5b7b63	-3.386106974999998	0.2878443716227999	0.3140052830159062	0.3968725187211597	(-3.98423, -2.79623)	(-0.40057, 1.04224)
5db2cf37007f874e25eb2c901917e15a	-6.5761080899999875	-0.6631457811450017	0.7714080657934886	0.9161279765523801	(-7.90446, -5.01232)	(-2.46173, 0.898887)
c9c8a632f5b02623ea0e55f92fc543cd	-5.706843183925001	-0.7915576694599988	2.9615924432111034	3.7941443156476278	(-10.1374, 0.371001)	(-8.29048, 6.39665)
97525d2e1aee047c16dc6d32a3bdab87	-8.521928274999993	0.1561242783866317	0.724851925695018	0.8673918745938629	(-9.86483, -7.16748)	(-1.4793, 1.79974)
1d2e5f3444ca750c85302ceee2473331	-9.905925985000012	-0.1932204300808497	1.0393912074398313	1.2102723615598772	(-11.6798, -7.64734)	(-2.81063, 1.95609)
473b19d5aa90c9c3396bb25010797afb	-7.522583219999991	-0.6011237237549998	0.38637714548292285	0.48417198040520854	(-8.24743, -6.80191)	(-1.5796, 0.294564)
3da811fabbdd7c3088c29e4731f2bd32	-5.884600535000002	-0.6233558468849993	0.26997295335526483	0.3322248355481819	(-6.35772, -5.37681)	(-1.2426, -0.0136092)
e852306e2ae16e53274c18216827c27e	-6.137296669700015	-5.797064535949999	2.0158915834236772	4.148626678896369	(-9.23649, -1.60411)	(-13.6877, 1.84918)
d8edc61e66f9d40df99c759f87d400f7	-11.001722339399986	0.32779826799800055	4.321241036759915	3.0840917521204996	(-17.3733, -1.27509)	(-5.37305, 6.48131)
faad4078b56ab2bfc13deec775e25d08	-12.66564428499997	2.9022602696499877	2.351159318308691	2.2478613208555744	(-18.2157, -8.92641)	(-0.694092, 7.98522)
b3a8ad2d9a769dd1a7d6989aa62f3305	-10.770458684999978	1.500170634030001	0.808470286361361	0.8525932220002255	(-12.3361, -9.21457)	(-0.0627069, 3.13079)
f1cc71ba3d3e0e9964c58dafa8a8bbc0	-5.780776644499999	-3.039319846249998	0.8174108285448166	0.9971230524283147	(-7.19705, -4.28362)	(-4.87405, -1.10951)
abadcafb7b129bf4d742b67fbe3a1b11	-8.242262878965013	0.4838829671399997	3.9558522285396944	3.7752185116318584	(-15.2267, -0.943949)	(-6.54195, 7.62339)
28c175fe53daa07decb4c94cca5b4f89	-8.606222855000007	-1.0123293895625003	1.5340445813331178	1.6817642545774656	(-10.9202, -5.5272)	(-4.64596, 1.79729)
5a24bed35972fe08ceb47f6abd173bb8	-7.093721642000008	-1.2586380909849977	1.1486547270660836	1.3738579870143404	(-8.91437, -5.11339)	(-3.87786, 1.37065)
5778fe5bd0f0f813a21f3a1e0ba46b67	-8.717795675000003	0.7472191314640009	0.614767490711118	0.7197498655327408	(-9.85038, -7.52386)	(-0.72212, 1.97425)
0160e14a78b18b903618f11bc732746e	-1.0275292224049997	0.23514403799749978	0.524267751112847	0.6333189923515877	(-1.91262, -0.00429135)	(-1.04962, 1.33378)
7da3df619234b604145d1885e0ca6876	-4.496443020000006	-0.07582236176249993	0.3195043424091131	0.3906482159743718	(-5.12916, -3.94059)	(-0.821356, 0.639404)
2be8d27a0d6e81fe2e7f5b0d1000bb07	-8.860924524999984	-6.426201634999996	0.34959345560661526	2.605184042126883	(-9.56408, -8.30687)	(-11.6773, -2.4481)
29022c79e233fefa9171fd09e4533750	-9.136289305849989	-1.145508675726499	2.7942940835995858	2.7378810896407044	(-13.074, -3.2983)	(-5.99592, 4.55269)
0bb796588cb052d2a5a49bd17a7bac3a	-6.783822186949969	0.7206610273750007	4.161939826612279	4.1587537438465505	(-14.4982, 1.10605)	(-6.59965, 8.56791)
719b9254db7c26cbd23e23a2fb73c260	-8.258720508669995	0.716487440029999	3.230898233154907	3.2678539506174085	(-13.3378, -1.86548)	(-5.47751, 6.5991)
359e73d48c4baa972dd48e2055cef261	-6.080494445000001	-0.767268957376003	1.0930294666705411	1.3242758213321189	(-7.83873, -4.00959)	(-3.45401, 1.51369)
a22aa5ad040d319a75e3e5fc28fdab62	-8.785570829999997	0.45699780491300096	0.7440967466768095	0.8724312308653209	(-10.1277, -7.31141)	(-1.29197, 2.03135)
