FeatureID	ratio	min	max	Name	cat
e32f283ff0b4e236db9c0fe5b1327de7	-7.5552907441	-13.8267	-1.26943	e32f283ff0b4e236db9c0fe5b1327de7 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	Non_NASH
2fa980c595269f393b6188894e624abf	-5.9558936388	-11.0282	-1.55487	2fa980c595269f393b6188894e624abf d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp000403315	Non_NASH
80af69ba7e6c58afc3fdd1d4334e580f	-5.71399920489999	-11.2238	-1.13523	80af69ba7e6c58afc3fdd1d4334e580f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__QAMM01	Non_NASH
e9b7ddfac6ddbf88f1547702c21aa818	-5.52711216220001	-12.8214	-0.0349025	e9b7ddfac6ddbf88f1547702c21aa818 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	Non_NASH
14d6de6a2dfe4543142d0e0851297ffa	-5.43209635435	-12.0432	-0.0956407	14d6de6a2dfe4543142d0e0851297ffa d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__CAG-95; s__CAG-95 sp900066375	Non_NASH
d90a306bb67d75602d9e789894d2c81e	-4.63879403081001	-6.94299	-2.58067	d90a306bb67d75602d9e789894d2c81e d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter	Non_NASH
4871043dc895f84c21e672afb0b9caca	-3.97316557245	-6.73542	-1.46177	4871043dc895f84c21e672afb0b9caca d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	Non_NASH
54273ecc78bcf66411ff6bb36cf90e85	-3.55326496549999	-5.33531	-2.12821	54273ecc78bcf66411ff6bb36cf90e85 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	Non_NASH
e613626b2ce8bfbf28995d9b11edaeed	-3.503660876235	-7.45073	-0.0557014	e613626b2ce8bfbf28995d9b11edaeed d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__	Non_NASH
0d772f1907bd13a11e8970f74e6a0696	-3.2481583333	-6.17579	-0.727544	0d772f1907bd13a11e8970f74e6a0696 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__1XD42-69; s__1XD42-69 sp009911505	Non_NASH
855c18fbe80869f9770a32882059ab85	-3.21253184855	-5.01617	-1.21641	855c18fbe80869f9770a32882059ab85 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	Non_NASH
359e73d48c4baa972dd48e2055cef261	-3.12153306425	-4.65857	-1.70064	359e73d48c4baa972dd48e2055cef261 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp000403315	Non_NASH
28ffcf08ac42056a280ce3eda0048052	-2.88417821855	-5.71809	-0.352553	28ffcf08ac42056a280ce3eda0048052 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	Non_NASH
d1c1529acbbd977e6219701a664424f0	-2.8054361721035	-5.23614	-0.560919	d1c1529acbbd977e6219701a664424f0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens; s__	Non_NASH
6a97843e3ce6847477b341b27b0d265e	-2.7959218709	-4.96107	-0.440344	6a97843e3ce6847477b341b27b0d265e d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium; s__	Non_NASH
8bbc92e9c53f0b9f1ea8ff76b16f132f	-2.4404851174	-4.16534	-0.951005	8bbc92e9c53f0b9f1ea8ff76b16f132f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__COE1; s__	Non_NASH
e4299bd188c438115aa76f0c2cb9419a	-2.39212377	-5.16609	-0.135747	e4299bd188c438115aa76f0c2cb9419a d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	Non_NASH
879b108ee3daab7dbbb2914d50ed92f0	-2.3730103461	-5.03532	-0.565424	879b108ee3daab7dbbb2914d50ed92f0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Solibaculum; s__	Non_NASH
80e9ce0ecee127d5a8cb96d9cf34d401	-2.1984125234	-4.36652	-0.087799	80e9ce0ecee127d5a8cb96d9cf34d401 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	Non_NASH
e0f234784df2494390ef5659eaa69184	-2.142396181855	-3.82855	-0.282347	e0f234784df2494390ef5659eaa69184 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter	Non_NASH
eb4104bfe7ff965e7288b9e381317aa8	-2.094987406955	-3.87357	-0.0592896	eb4104bfe7ff965e7288b9e381317aa8 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	Non_NASH
f0a0b22d41f7fda2fa21946266c4c417	-2.05643172583	-3.86131	-0.416987	f0a0b22d41f7fda2fa21946266c4c417 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	Non_NASH
3af4973333a2fb53d4f764da8cebd075	-1.997592736355	-3.75523	-0.393736	3af4973333a2fb53d4f764da8cebd075 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Soleaferrea; s__	Non_NASH
a7bdde1a1704da13ae08a3caf6ae138b	-1.7934958071	-3.24557	-0.428936	a7bdde1a1704da13ae08a3caf6ae138b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__Schaedlerella arabinosiphila	Non_NASH
fa8fd133d35f1f58e08b2cfc9a88cb96	-1.585927582855	-2.98854	-0.429228	fa8fd133d35f1f58e08b2cfc9a88cb96 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	Non_NASH
726fe9527294f50f4d2654b3a25730a9	-1.40093102008	-2.88496	-0.00215923	726fe9527294f50f4d2654b3a25730a9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ventrisoma; s__Ventrisoma faecale	Non_NASH
21b8486e169a9d5161d8ec072aeb59b9	-1.3308971155	-2.56312	-0.132596	21b8486e169a9d5161d8ec072aeb59b9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__Anaerotruncus sp000403395	Non_NASH
599fb369409af5854ed704b89dba2fe6	-1.29410171212	-2.70745	-0.0175141	599fb369409af5854ed704b89dba2fe6 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Enterenecus; s__Enterenecus sp004560375	Non_NASH
7da3df619234b604145d1885e0ca6876	-0.994404882140001	-1.89096	-0.237218	7da3df619234b604145d1885e0ca6876 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum gordoncarteri	Non_NASH
cf4fac0cbb58da66ff59450ec524a7f4	-0.985741681550002	-1.71989	-0.261988	cf4fac0cbb58da66ff59450ec524a7f4 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-485; s__CAG-485 sp002362485	Non_NASH
