Name	ratio	min	max	cred	cat	condition	week
d88779e31be1f396751ddf939ddf6411 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-3.8023076967025	-11.6658	5.3041	not_credible	Non_NASH	FA	7
0e863107b30334cefe95b72d82b11a78 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Copromonas; s__Copromonas sp000435795	-3.77819896505	-11.2861	2.34144	not_credible	Non_NASH	FA	7
2d36589f4c289884e2ba55e79afa4c3f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-3.77819896505	-11.2861	2.34144	not_credible	Non_NASH	FA	7
54273ecc78bcf66411ff6bb36cf90e85 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	-3.55326496549999	-5.33531	-2.12821	credible	Non_NASH	FA	7
187f16f0537b9e9394d9627bd2c4122a d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Massilioclostridium; s__	-3.537636592685	-11.8981	5.83375	not_credible	Non_NASH	FA	7
e613626b2ce8bfbf28995d9b11edaeed d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__	-3.503660876235	-7.45073	-0.0557014	credible	Non_NASH	FA	7
c9c8a632f5b02623ea0e55f92fc543cd d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter	-3.45445224112501	-11.4848	5.29447	not_credible	Non_NASH	FA	7
0fc21b0da0b6c449c1404d58d21dbc77 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor sp900066565	-3.45445224112501	-11.4848	5.29447	not_credible	Non_NASH	FA	7
983ae2f64b130984492ac1b1b48a1961 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__UBA6985; s__UBA6985 sp900314465	-3.45445224112501	-11.4848	5.29447	not_credible	Non_NASH	FA	7
06c103138502cdd9b9feba706d24cbd3 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__Faecimonas; s__	-3.45445224112501	-11.4848	5.29447	not_credible	Non_NASH	FA	7
cd96684558ab3cd7d8c0a321ae72eb31 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales	-3.40519735757	-11.3311	5.59884	not_credible	Non_NASH	FA	7
15d1d95e2df505d77c80129986ef42ae d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309	-3.37152481966001	-12.1067	5.43973	not_credible	Non_NASH	FA	7
42510fba05dfdca4d4abce03bed0ebb9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__CAG-269; s__CAG-269 sp000431335	-3.37152481966001	-12.1067	5.43973	not_credible	Non_NASH	FA	7
cb0ecec60901718d4bfac9d2c2c78c48 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales	-3.36240272029499	-12.0784	6.26648	not_credible	Non_NASH	FA	7
8663bf202f30bb6dae39e0cbc0832191 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Bilifractor; s__Bilifractor porci	-3.3483969183885	-11.5611	5.14475	not_credible	Non_NASH	FA	7
3539962076aae14222de1be557d43d09 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__; s__	-3.25454682474	-12.1844	6.65849	not_credible	Non_NASH	FA	7
7afad510480d5932f7772b32e6940a14 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_J; s__Eubacterium_J plexicaudatum	-3.25454682474	-12.1844	6.65849	not_credible	Non_NASH	FA	7
0d772f1907bd13a11e8970f74e6a0696 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__1XD42-69; s__1XD42-69 sp009911505	-3.2481583333	-6.17579	-0.727544	credible	Non_NASH	FA	7
855c18fbe80869f9770a32882059ab85 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-3.21253184855	-5.01617	-1.21641	credible	Non_NASH	FA	7
359e73d48c4baa972dd48e2055cef261 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp000403315	-3.12153306425	-4.65857	-1.70064	credible	Non_NASH	FA	7
9697093167165ec9bc77828de856e1fe d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-3.10346071585	-6.42937	0.0631501	not_credible	Non_NASH	FA	7
28ffcf08ac42056a280ce3eda0048052 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-2.88417821855	-5.71809	-0.352553	credible	Non_NASH	FA	7
d1c1529acbbd977e6219701a664424f0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens; s__	-2.8054361721035	-5.23614	-0.560919	credible	Non_NASH	FA	7
6a97843e3ce6847477b341b27b0d265e d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium; s__	-2.7959218709	-4.96107	-0.440344	credible	Non_NASH	FA	7
ca7253d5f8803f723e3b88df83b7e3d0 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella dubosii	-2.6519801097965	-6.99121	2.67645	not_credible	Non_NASH	FA	7
719b9254db7c26cbd23e23a2fb73c260 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-2.55229067245	-8.20251	3.57455	not_credible	Non_NASH	FA	7
fc5b974c574daac4bdd7fa5c979638b3 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-2.47322051892	-6.52198	1.41178	not_credible	Non_NASH	FA	7
95e6b200a9338cd774bd17d222abfbe6 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	-2.466838781565	-7.13409	2.77901	not_credible	Non_NASH	FA	7
8bbc92e9c53f0b9f1ea8ff76b16f132f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__COE1; s__	-2.4404851174	-4.16534	-0.951005	credible	Non_NASH	FA	7
e4299bd188c438115aa76f0c2cb9419a d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-2.39212377	-5.16609	-0.135747	credible	Non_NASH	FA	7
879b108ee3daab7dbbb2914d50ed92f0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Solibaculum; s__	-2.3730103461	-5.03532	-0.565424	credible	Non_NASH	FA	7
28c175fe53daa07decb4c94cca5b4f89 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__Lawsonibacter asaccharolyticus	-2.34118814984499	-6.24231	1.48176	not_credible	Non_NASH	FA	7
0bb796588cb052d2a5a49bd17a7bac3a d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-2.252901551385	-6.11136	1.22626	not_credible	Non_NASH	FA	7
80e9ce0ecee127d5a8cb96d9cf34d401 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-2.1984125234	-4.36652	-0.087799	credible	Non_NASH	FA	7
15b42a79ac1ac2729a53f4d71fec0e25 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-2.168712899845	-6.00698	0.968055	not_credible	Non_NASH	FA	7
e0f234784df2494390ef5659eaa69184 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter	-2.142396181855	-3.82855	-0.282347	credible	Non_NASH	FA	7
e12aa069e7978c59df40a9772bdf95e1 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Soleaferrea; s__	-2.11949764383	-6.33826	1.9159	not_credible	Non_NASH	FA	7
eb4104bfe7ff965e7288b9e381317aa8 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-2.094987406955	-3.87357	-0.0592896	credible	Non_NASH	FA	7
f0a0b22d41f7fda2fa21946266c4c417 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-2.05643172583	-3.86131	-0.416987	credible	Non_NASH	FA	7
8baa3898ce278f3ac2175daed707d05c d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter sp009936055	-1.999615469116	-4.74311	0.215233	not_credible	Non_NASH	FA	7
3af4973333a2fb53d4f764da8cebd075 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Soleaferrea; s__	-1.997592736355	-3.75523	-0.393736	credible	Non_NASH	FA	7
0f2348ad3325c6e744edec78bb6418ac d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__MD308; s__	-1.9964279377175	-5.43188	1.3809	not_credible	Non_NASH	FA	7
94366ad2fb78da8de44a2389716a6bac d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.915331437645	-8.79194	4.72824	not_credible	Non_NASH	FA	7
a7bdde1a1704da13ae08a3caf6ae138b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__Schaedlerella arabinosiphila	-1.7934958071	-3.24557	-0.428936	credible	Non_NASH	FA	7
83b766b6e9b6b0420cc0fd1c05689d2d d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.69449617854	-3.63319	0.384925	not_credible	Non_NASH	FA	7
f1cc71ba3d3e0e9964c58dafa8a8bbc0 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	-1.6864302140239	-4.55667	1.0856	not_credible	Non_NASH	FA	7
1079d98118fdec8d1159c1f5dae464c7 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__Merdisoma sp011959465	-1.68192867335	-3.9604	0.111461	not_credible	Non_NASH	FA	7
ab32796d8a34d8d2e7e361b9630cb0e9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.674509664635	-4.57164	0.828627	not_credible	Non_NASH	FA	7
52677b4c9fbefb50efa3673b9126174b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435	-1.661039288204	-4.39439	0.723614	not_credible	Non_NASH	FA	7
ab22e08cc276e3eb6530e2d9ec630488 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.632711870545	-4.0658	0.928858	not_credible	Non_NASH	FA	7
ec0d9410c96cd5c374221cda821359fa d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Enterenecus; s__Enterenecus sp004560375	-1.605110916045	-7.39478	4.3933	not_credible	Non_NASH	FA	7
866b299de76305f77c0994d290b00fd9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnobacterium	-1.5924392108	-4.18251	0.666756	not_credible	Non_NASH	FA	7
fa8fd133d35f1f58e08b2cfc9a88cb96 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.585927582855	-2.98854	-0.429228	credible	Non_NASH	FA	7
7cd21ff6ca065507b48a237f2ace2462 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.58556076646	-3.10523	0.465464	not_credible	Non_NASH	FA	7
134247c006461307f308091f8be9a687 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Extibacter; s__Extibacter muris	-1.551632715895	-4.34684	0.953608	not_credible	Non_NASH	FA	7
a22aa5ad040d319a75e3e5fc28fdab62 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.485515196212	-4.78046	1.2109	not_credible	Non_NASH	FA	7
97525d2e1aee047c16dc6d32a3bdab87 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__Schaedlerella sp000403295	-1.4741874567625	-4.19062	1.02337	not_credible	Non_NASH	FA	7
ffd1e03c534ee37237f4a150ff4e8a74 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.47368245816	-3.23843	0.204698	not_credible	Non_NASH	FA	7
726fe9527294f50f4d2654b3a25730a9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ventrisoma; s__Ventrisoma faecale	-1.40093102008	-2.88496	-0.00215923	credible	Non_NASH	FA	7
055a71db6ce1db07ecff68ce9d0682f2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Porcincola; s__	-1.399787196475	-6.67964	3.25544	not_credible	Non_NASH	FA	7
392c52078cb7270c3dba961e4b2e83c9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales	-1.3988475277595	-6.23916	2.56052	not_credible	Non_NASH	FA	7
a513ee539eecb4b239be5dfaa3b8b3c4 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.393481601296	-3.11068	0.357905	not_credible	Non_NASH	FA	7
af59875f7699b66370290675c08385eb d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__; g__; s__	-1.3822912322885	-7.35348	3.47018	not_credible	Non_NASH	FA	7
63a0adafdfb666b7e47754f7fc926faf d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.36292586378	-2.95408	0.249017	not_credible	Non_NASH	FA	7
21b8486e169a9d5161d8ec072aeb59b9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__Anaerotruncus sp000403395	-1.3308971155	-2.56312	-0.132596	credible	Non_NASH	FA	7
967a7958406dfe8af43d80a02afd05b9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.313052113745	-2.85766	0.28491	not_credible	Non_NASH	FA	7
599fb369409af5854ed704b89dba2fe6 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Enterenecus; s__Enterenecus sp004560375	-1.29410171212	-2.70745	-0.0175141	credible	Non_NASH	FA	7
2ae4d6fb9a3b5d9b559f26bda87eeb3b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-1.250249727765	-5.67782	2.39628	not_credible	Non_NASH	FA	7
6856fced6d8fd3b42cc76fbc56de06cc d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-1.21068430415	-4.10513	1.53078	not_credible	Non_NASH	FA	7
252b2620ee96f08d9563ddd148a75214 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	-1.187192647015	-4.74131	1.96178	not_credible	Non_NASH	FA	7
539a09fd38d77c88a4106bfb58700d62 d__Bacteria; p__Firmicutes_B_370539; c__Dehalobacteriia; o__Dehalobacteriales; f__Dehalobacteriaceae; g__; s__	-1.182812274095	-3.34163	0.859746	not_credible	Non_NASH	FA	7
b285fb4cfa7ec32bd30563d06b8ad433 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Pseudobutyricicoccus; s__Pseudobutyricicoccus sp003477405	-1.138163962595	-3.70492	1.51499	not_credible	Non_NASH	FA	7
0df41d7584fa12ed3262ea85ac21039d d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__; s__	-1.1357930670473	-2.93769	0.617627	not_credible	Non_NASH	FA	7
4661143fbd9a41891bdfb9d1759e64ee d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Copromonas; s__	-1.0965785306305	-2.58618	0.208085	not_credible	Non_NASH	FA	7
fbc186af4b350b9dca3fb521f8efe40f d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-485; s__CAG-485 sp002362485	-1.09469851865	-2.5417	0.309153	not_credible	Non_NASH	FA	7
ecd5fa7940d4be8ae1bf842d866ccee6 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter sp009936055	-1.0745976678595	-6.08805	3.10124	not_credible	Non_NASH	FA	7
b2637b296c45dda4238faa90cbbad314 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae	-1.00812172063	-8.01748	5.3087	not_credible	Non_NASH	FA	7
7da3df619234b604145d1885e0ca6876 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum gordoncarteri	-0.994404882140001	-1.89096	-0.237218	credible	Non_NASH	FA	7
cf4fac0cbb58da66ff59450ec524a7f4 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-485; s__CAG-485 sp002362485	-0.985741681550002	-1.71989	-0.261988	credible	Non_NASH	FA	7
7f782768e8d3067af0a923af092239d3 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-0.982524755906899	-1.67448	-0.237965	credible	Non_NASH	FA	7
cbcfd6279669d3819e9c39e16196432b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Enterenecus; s__Enterenecus sp004560375	-0.957375699370001	-2.60142	0.500523	not_credible	Non_NASH	FA	7
5be4d98ca9836b018533b8309ffe730e d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Luxibacter; s__	-0.951358274844999	-5.41104	2.72145	not_credible	Non_NASH	FA	7
a99d347a958cfb7fc17720a75e4847f2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerosporobacter; s__Anaerosporobacter mobilis	-0.93261659481	-6.36028	5.29395	not_credible	Non_NASH	FA	7
ec75a38ab63ac3d827a41846cb8b6bb0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__CAG-272; g__Avispirillum; s__Avispirillum sp011957885	-0.930276567005001	-2.50489	0.764187	not_credible	Non_NASH	FA	7
b1d33ca822db18f9f6d41df976d5e603 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__	-0.926116611044	-5.37393	4.58747	not_credible	Non_NASH	FA	7
f26ce6e77a0fc4c259b20aa7415d2192 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__	-0.9237141031345	-3.05329	1.24502	not_credible	Non_NASH	FA	7
7962fd1e48eb3ee4290fa19840f3c1c5 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-0.921887754914999	-2.7375	0.964691	not_credible	Non_NASH	FA	7
d586534edeec1ab6e2b99e4b7015b5bf d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-0.907824913538501	-6.19723	4.1923	not_credible	Non_NASH	FA	7
aadf28ac65837cd1a1d086b875bceda0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-0.905519309750001	-6.62276	4.8182	not_credible	Non_NASH	FA	7
b1b9ecda6246c693499359589027d8d0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__Angelakisella massiliensis	-0.904438865151999	-4.19643	2.43671	not_credible	Non_NASH	FA	7
74f1968b8430f123493c159111e08538 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035	-0.9034560508632	-3.04947	1.0346	not_credible	Non_NASH	FA	7
ab4a8723e7360cd7210a03fa5a8746ab d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__Merdisoma sp011959465	-0.900539699907999	-2.61618	0.596335	not_credible	Non_NASH	FA	7
fb52df71394a54d567c86d70ed2514f9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-0.896171522110651	-3.77382	1.87835	not_credible	Non_NASH	FA	7
939a4179e2357e57dbe170239df5b0a4 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus_A_77030; s__Butyricicoccus_A_77030 pullicaecorum	-0.8933432999745	-6.27441	3.80661	not_credible	Non_NASH	FA	7
5b6e5073c89e5617b7227481b62fcbee d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter muris	-0.892930628955003	-3.87626	2.23401	not_credible	Non_NASH	FA	7
666e2ee0d320b0e49078ed8a907ae558 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__UBA946; s__	-0.891222791351998	-3.64592	1.87649	not_credible	Non_NASH	FA	7
985335f6d7965db9b58dcd8f741f2c3b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__Lawsonibacter butyricus	-0.881333749684999	-2.78011	0.851118	not_credible	Non_NASH	FA	7
63c4a7dd4bb28501e38b567b74a9e3c2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508	-0.855407801257	-5.61939	4.02561	not_credible	Non_NASH	FA	7
7d0b7091d8fdb78fcfc3b0a0ea1c4ccf d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-0.846956460015998	-2.19936	0.514903	not_credible	Non_NASH	FA	7
1a8f4d78785f78a1ac4e95b79749e6ca d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Anaerotignaceae; g__Anaerotignum_189125; s__Anaerotignum lactatifermentans	-0.844454245597998	-3.10812	1.15095	not_credible	Non_NASH	FA	7
4fb2645a3c6527f0104f151860203109 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__	-0.802145873225	-5.76873	3.70372	not_credible	Non_NASH	FA	7
0bc4a7dd51dc09d0fad32ee694f3da67 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	-0.796932120740001	-7.00859	5.39808	not_credible	Non_NASH	FA	7
0ad66f80d24a4bed3f8bd4b1be1b3c6c d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__; s__	-0.793427648105001	-6.7157	4.69621	not_credible	Non_NASH	FA	7
59c5fb99d0b41a1303f187d9f98a2555 d__Bacteria; p__Firmicutes_B_370539; c__Dehalobacteriia; o__Dehalobacteriales; f__Dehalobacteriaceae; g__; s__	-0.780752365082	-1.97806	0.519328	not_credible	Non_NASH	FA	7
9915a182cf479cb140ba2e3864abd040 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-0.773931617024999	-4.03756	1.695	not_credible	Non_NASH	FA	7
473b19d5aa90c9c3396bb25010797afb d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae	-0.75080711744	-2.14378	0.724003	not_credible	Non_NASH	FA	7
bbb2a3b01d4303ad284bebf5403cbbac d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp000403845	-0.734342431138499	-1.46199	-0.0916652	credible	Non_NASH	FA	7
f317a8a60481a769ff9c36a33fc7c88f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ventrisoma; s__Ventrisoma faecale	-0.729827595525999	-1.90157	0.552615	not_credible	Non_NASH	FA	7
dbb91f355676d9cb4e3d22fa69ad6292 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens; s__	-0.705816530563501	-3.83686	2.29603	not_credible	Non_NASH	FA	7
cf7f7463ab3cfdd7d0a4046d06f37dc8 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_Q_134526; s__Clostridium_Q_134526 sp009911305	-0.694281987860001	-1.25693	-0.162087	credible	Non_NASH	FA	7
c412c8ab3f0ad1ae15f020aea11e438e d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dubosiella; s__Dubosiella newyorkensis	-0.694279113759999	-3.21468	1.62051	not_credible	Non_NASH	FA	7
c0ed23c557f91e06a4dd4891e6cf396c d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435	-0.684698235488501	-2.44964	1.13651	not_credible	Non_NASH	FA	7
762104032142c45f4099d7d8136beb7b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Copromonas; s__	-0.666497363223	-3.35493	1.77838	not_credible	Non_NASH	FA	7
