Name	ratio	min	max	cred	cat	condition	week
01af70af26995f0bb72894c2920a97e6 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__Merdisoma sp011959465	0.303138226835001	-3.31793	3.53273	not_credible	NASH	FA	4
09087b4f00a230355b3095630a1bed13 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.306158698557001	-1.27737	1.90753	not_credible	NASH	FA	4
4141af586669256fd20c1a573d3f3ad2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.306823104139	-2.10731	2.60195	not_credible	NASH	FA	4
02d8d87a6342d4b5b391d82e8d56b957 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__CAG-41; s__CAG-41 sp001941225	0.3079837565388	-1.17766	1.78435	not_credible	NASH	FA	4
d8edc61e66f9d40df99c759f87d400f7 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.327798267998001	-5.37305	6.48131	not_credible	NASH	FA	4
6914456cb3115ba1d4aa9fdf8f5dd7ec d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	0.353460938128499	-0.649844	1.30457	not_credible	NASH	FA	4
4a82bd055accf9b920d5236c896db635 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T disporicum_203972	0.3606731250755	-2.43868	2.47046	not_credible	NASH	FA	4
072979c34ca788c2a8f4b61f356c027f d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	0.3650798228999	-1.45526	2.22999	not_credible	NASH	FA	4
f4eefbd4edf2a372131825289fffcca6 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309	0.375300030501	-1.17145	1.81066	not_credible	NASH	FA	4
f00e355475dfc38e4fccc799cf81db0d d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921	0.3895449385975	-0.824403	1.60688	not_credible	NASH	FA	4
18a3858c41ef3f657a2fbd7cc0c083aa d__Bacteria	0.401676323674999	-5.59524	7.5869	not_credible	NASH	FA	4
b502492148d234d0e8b8bb6b526bbf6a d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Paralachnospira; s__Paralachnospira sp902363445	0.401676323674999	-5.59524	7.5869	not_credible	NASH	FA	4
923a477c342aa445c4eecca0f8415ed5 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__Merdisoma sp011959465	0.413265131785	-7.30355	7.86273	not_credible	NASH	FA	4
e73fc2655e1cca4a2b1c419da3630c72 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus	0.415656534983	-0.889997	1.68342	not_credible	NASH	FA	4
58f02a8678dfe590aeea33eda191b089 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__UBA3282; s__UBA3282 sp003611805	0.42629601061	-0.779936	1.66403	not_credible	NASH	FA	4
0265505a51611345b19e1c7ad25a4b09 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T disporicum_203972	0.447833399578001	-0.995388	1.89089	not_credible	NASH	FA	4
a22aa5ad040d319a75e3e5fc28fdab62 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.456997804913001	-1.29197	2.03135	not_credible	NASH	FA	4
594eaf92d4c7171ce0b3636ca4f46341 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__UBA7173; s__UBA7173 sp002491305	0.458273821236499	-0.112078	1.12107	not_credible	NASH	FA	4
960b34997ef82258365e0b9d33857f5f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter	0.466201675441999	-6.30732	8.75816	not_credible	NASH	FA	4
c24d73e21446caf0cb707fee4e091ade d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.466201675441999	-6.30732	8.75816	not_credible	NASH	FA	4
abadcafb7b129bf4d742b67fbe3a1b11 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.48388296714	-6.54195	7.62339	not_credible	NASH	FA	4
d2859d175cbce4cbb01335e155616613 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.498301316305	-7.0116	8.54585	not_credible	NASH	FA	4
7e24e9783c5c43ce47aa8aedf71e1909 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Acholeplasmatales; f__Anaeroplasmataceae	0.498301316305	-7.0116	8.54585	not_credible	NASH	FA	4
c8339313f4561ce1dedf8ab0f5cd1577 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__1XD42-69; s__1XD42-69 sp009911505	0.498301316305	-7.0116	8.54585	not_credible	NASH	FA	4
983ae2f64b130984492ac1b1b48a1961 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__UBA6985; s__UBA6985 sp900314465	0.498301316305	-7.0116	8.54585	not_credible	NASH	FA	4
94366ad2fb78da8de44a2389716a6bac d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.50041773538	-3.90528	3.84732	not_credible	NASH	FA	4
762104032142c45f4099d7d8136beb7b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Copromonas; s__	0.520265571556001	-3.47139	4.70752	not_credible	NASH	FA	4
ffd1e03c534ee37237f4a150ff4e8a74 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.549589710088	-0.540872	1.48132	not_credible	NASH	FA	4
21a6c1f6c875ff83464130ad15d89d51 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__Lawsonibacter sp000492175	0.55268738361	-1.05857	2.33452	not_credible	NASH	FA	4
a538fda256b4cae4a5ade4882f8d6e38 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella muris	0.5588226134132	-0.755404	1.86465	not_credible	NASH	FA	4
fbc186af4b350b9dca3fb521f8efe40f d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-485; s__CAG-485 sp002362485	0.578957863652999	-2.15319	3.09976	not_credible	NASH	FA	4
a5f692a68aa228639973f221671990d5 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__	0.5854158170229	-0.473772	1.78873	not_credible	NASH	FA	4
4661143fbd9a41891bdfb9d1759e64ee d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Copromonas; s__	0.590345344065	-1.05321	2.0535	not_credible	NASH	FA	4
f93d4475e6e833f785632216000980b0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.600769645513649	-0.453056	1.63082	not_credible	NASH	FA	4
2e04c980752c8fc37c462e08582777d3 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.605956091791001	-0.376868	1.64665	not_credible	NASH	FA	4
d88779e31be1f396751ddf939ddf6411 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	0.617237199415	-7.11022	7.19833	not_credible	NASH	FA	4
4750b30f8ebd89be7f618b77000b5908 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__UBA3282; s__UBA3282 sp003611805	0.6275157676835	-1.07408	2.37662	not_credible	NASH	FA	4
f26ce6e77a0fc4c259b20aa7415d2192 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__	0.634550989531999	-1.8035	2.66936	not_credible	NASH	FA	4
4a28ead7bb5b4396ad6be2eee44ac310 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__Borkfalkiaceae; g__Borkfalkia; s__	0.642428629194999	-7.59748	8.48852	not_credible	NASH	FA	4
951bf3c346118b597e4c1d2d6fe0fb89 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__Merdisoma sp011959465	0.676291620664998	-1.62655	2.57296	not_credible	NASH	FA	4
719b9254db7c26cbd23e23a2fb73c260 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.716487440029999	-5.47751	6.5991	not_credible	NASH	FA	4
0bb796588cb052d2a5a49bd17a7bac3a d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	0.720661027375001	-6.59965	8.56791	not_credible	NASH	FA	4
1e16d8f059391278a0903640929c1ca4 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.728901963515999	-1.02585	2.43168	not_credible	NASH	FA	4
5778fe5bd0f0f813a21f3a1e0ba46b67 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_G; s__	0.747219131464001	-0.72212	1.97425	not_credible	NASH	FA	4
296e6f2796bd05f64f5b8e878e2d4d90 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__CAG-56; s__CAG-56 sp004793585	0.773287620650001	-1.31924	2.92264	not_credible	NASH	FA	4
11f663c2ffcffade8066a7d5da6836db d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium_B; s__Lachnoclostridium_B sp000765215	0.857057387229999	-0.314373	2.08523	not_credible	NASH	FA	4
bbb2a3b01d4303ad284bebf5403cbbac d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp000403845	0.86535280474	-0.073662	1.99877	not_credible	NASH	FA	4
10960069c1f639258cf06173217d265f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae	0.879927004750001	-1.67818	3.06062	not_credible	NASH	FA	4
ec75a38ab63ac3d827a41846cb8b6bb0 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__CAG-272; g__Avispirillum; s__Avispirillum sp011957885	0.928476320111498	-0.877234	2.75231	not_credible	NASH	FA	4
63211e9ef4a523b08680a9377fc4779f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__	0.951563547695	-1.95069	3.22895	not_credible	NASH	FA	4
a1b43fc99656d516d589f09aad0785ed d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.954072212125001	-5.32317	6.97252	not_credible	NASH	FA	4
ab32796d8a34d8d2e7e361b9630cb0e9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.965700904454999	-4.56504	5.49302	not_credible	NASH	FA	4
e28b1d560656940e1916b9d0c3b85453 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens	0.990747307030001	-6.78874	9.04261	not_credible	NASH	FA	4
b74e5570fe617dbbd6cc29b2b22116d1 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__; s__	1.052979976795	-5.05917	7.01585	not_credible	NASH	FA	4
ea1712888965e4b09f9062b3a9e0b965 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__BX12; s__BX12 sp902363595	1.07345059189	-1.71532	3.35112	not_credible	NASH	FA	4
9915a182cf479cb140ba2e3864abd040 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	1.1211363673904	-1.07064	3.19495	not_credible	NASH	FA	4
520146f24409cd6ca7d957109aba38d5 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Catenibacillus; s__Catenibacillus scindens	1.159262625175	-0.748902	3.05364	not_credible	NASH	FA	4
12acee2733a9b1812345a148d7a0419f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Enterenecus; s__Enterenecus sp004560375	1.175966032435	-6.52761	7.38531	not_credible	NASH	FA	4
d586534edeec1ab6e2b99e4b7015b5bf d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	1.1982229379795	-6.38461	7.94861	not_credible	NASH	FA	4
d1db561b8d5ffcf64c5b57d08f9c5817 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	1.2300345080796	-4.06911	5.16223	not_credible	NASH	FA	4
f317a8a60481a769ff9c36a33fc7c88f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ventrisoma; s__Ventrisoma faecale	1.23907112005	0.219191	2.15566	credible	NASH	FA	4
7cd21ff6ca065507b48a237f2ace2462 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	1.25811317765	-0.905296	3.16122	not_credible	NASH	FA	4
a4c27a77559e7b92301132ade36ccb8d d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Adlercreutzia_404257; s__Adlercreutzia equolifaciens	1.26099618166	-4.94833	7.41965	not_credible	NASH	FA	4
134247c006461307f308091f8be9a687 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Extibacter; s__Extibacter muris	1.2637227549935	-0.330649	3.00816	not_credible	NASH	FA	4
22dcb100d9f9dcdf1997952348384057 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Paludicola; s__Paludicola psychrotolerans	1.272397676335	0.201472	2.47528	credible	NASH	FA	4
4fb2645a3c6527f0104f151860203109 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__	1.300270048845	-1.16581	3.81441	not_credible	NASH	FA	4
8561ec00bc1bce26b5c041473036dc11 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__; s__	1.320685988335	-5.32952	7.13626	not_credible	NASH	FA	4
902ce36bb30cbd0ae2badecac2849fea d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster	1.3389182731705	-0.201194	2.81576	not_credible	NASH	FA	4
392c52078cb7270c3dba961e4b2e83c9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales	1.3425373969765	-5.08359	7.56594	not_credible	NASH	FA	4
183eca14b63a48da0a4e182f33214500 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae; g__; s__	1.35785518642499	-5.75874	8.67894	not_credible	NASH	FA	4
3c514cd252f9cea3c097f67a610df639 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035	1.380810581185	-5.01704	6.44602	not_credible	NASH	FA	4
4a87a908f766fffca0ec166d921728a7 d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__NM07-P-09; s__	1.38117063091	-0.282399	3.10586	not_credible	NASH	FA	4
b3a8ad2d9a769dd1a7d6989aa62f3305 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dubosiella; s__Dubosiella sp000403415	1.50017063403	-0.0627069	3.13079	not_credible	NASH	FA	4
8ae9a7813f72789262e9bcada40dabb2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__; s__	1.55389584544	-4.21031	6.93665	not_credible	NASH	FA	4
726fe9527294f50f4d2654b3a25730a9 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ventrisoma; s__Ventrisoma faecale	1.72037707615	0.29588	3.21677	credible	NASH	FA	4
def1282a19a832f3b6670ab0ab9aeb92 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter timonensis	1.785341278695	-0.270604	3.8223	not_credible	NASH	FA	4
408c0a84e49504a68ac665f21a2c0149 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__CAG-56; s__CAG-56 sp004793585	1.786134619505	-0.0106155	3.65907	not_credible	NASH	FA	4
3961c585ed97be98a9f4ba6594270451 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	1.791195331565	0.448247	3.04784	credible	NASH	FA	4
69489dc1b80bc7d777214b41cc953b31 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae	1.80337656395	0.230716	3.2312	credible	NASH	FA	4
679e26e1fa39c79d370763fafc27e942 d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Adlercreutzia_404218	1.82180652759	-4.07452	8.07311	not_credible	NASH	FA	4
a7e1891140c28532f7f7280778c263e2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__Lawsonibacter sp000492175	1.84634542234251	-1.58897	4.81763	not_credible	NASH	FA	4
677db3643e2fede67bda70999508805d d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	1.8673970798	-4.00716	7.20907	not_credible	NASH	FA	4
a7ead60f642eba4d1818f4b855aa8e3c d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__QWKK01; s__	1.889199000785	-3.59031	7.54194	not_credible	NASH	FA	4
7807f01e982015f10d6810bd5503ffb3 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__CAG-41; s__CAG-41 sp001941225	1.92725591240501	-3.93925	7.6492	not_credible	NASH	FA	4
49507473b8a1bac5bfd0f1dde8380045 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_Q_134526; s__Clostridium_Q_134526 sp009911305	1.945400780585	0.464966	3.30277	credible	NASH	FA	4
1c40ac02c49ea9e03881b0f183373417 d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia sp001808955	1.96952655792	-3.80203	7.61209	not_credible	NASH	FA	4
b474eab56e9f3cfb7bbb6e2e77feab2b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__; s__	1.976252916385	-0.569813	4.40594	not_credible	NASH	FA	4
7031a46e5f1b646d6b5415a451abe85c d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	2.1043760924	-0.851321	4.58811	not_credible	NASH	FA	4
660d1dabf777bcce310915d1ff4e27b4 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__CAG-56; s__CAG-56 sp004793585	2.13676162919	-1.0759	4.63339	not_credible	NASH	FA	4
f5414775dbb62c2ca34068aa87d4da79 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	2.26919780523	-0.647362	4.62222	not_credible	NASH	FA	4
f31f20496ed5d92e3175aeb3fe8968c7 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	2.345782753445	-2.16027	6.76128	not_credible	NASH	FA	4
28ffcf08ac42056a280ce3eda0048052 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	2.378051222625	-0.281047	4.6763	not_credible	NASH	FA	4
6856fced6d8fd3b42cc76fbc56de06cc d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	2.399975530625	-2.23425	7.26716	not_credible	NASH	FA	4
62a1d14f2646dc0d4a69650b625ad79b d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae; g__Erysipelatoclostridium	2.59279527113501	-4.02848	9.05689	not_credible	NASH	FA	4
6964ecf170c3769f79fd1691bb1e7445 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_F; s__Eubacterium_F sp000687695	2.8431371302	-1.34338	6.70566	not_credible	NASH	FA	4
faad4078b56ab2bfc13deec775e25d08 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T disporicum_203972	2.90226026964999	-0.694092	7.98522	not_credible	NASH	FA	4
1155e5ff3910649a94e2326addf65942 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	3.1445096177	1.34023	4.8142	credible	NASH	FA	4
0cee68a333626762a86725bec4c00817 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__Angelakisella massiliensis	3.183927113865	-0.40441	7.92726	not_credible	NASH	FA	4
99bd1565d75f00006c157a7dfb1340c4 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter sp009936055	3.81214378485501	-0.294038	7.86933	not_credible	NASH	FA	4
dbb91f355676d9cb4e3d22fa69ad6292 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens; s__	3.9569845379015	-1.05071	8.82317	not_credible	NASH	FA	4
74d3dcd6ae99646ad2d0e51a6de52392 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	4.16672818584999	0.48579	8.30303	credible	NASH	FA	4
95407e393b861f386c0afe485c8ea7b2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	4.22412889189999	-2.17934	9.77252	not_credible	NASH	FA	4
9864817761692baba9d469667121e805 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__CAG-269; s__CAG-269 sp000431335	5.531110729323	1.86362	9.87747	credible	NASH	FA	4
65bc2b52d9d09bde0d63aadfcffa450f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	5.6838822947	0.602304	10.2079	credible	NASH	FA	4
7d9e151e671cbecef0843f2d444108cf d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	5.9117530045	1.34177	11.1584	credible	NASH	FA	4
b474eab56e9f3cfb7bbb6e2e77feab2b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__; s__	-6.04326421129999	-13.7362	1.84468	not_credible	Non_NASH	FT	4
2ae4d6fb9a3b5d9b559f26bda87eeb3b d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-5.94350512291499	-13.0847	-0.986163	credible	Non_NASH	FT	4
f813645238ce6b4b8506d2b1a4731626 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp001940225	-5.9254095688715	-13.3429	1.63088	not_credible	Non_NASH	FT	4
183eca14b63a48da0a4e182f33214500 d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae; g__; s__	-5.8916310951	-12.8988	1.86397	not_credible	Non_NASH	FT	4
e4299bd188c438115aa76f0c2cb9419a d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	-5.55683846399999	-11.3787	-1.15094	credible	Non_NASH	FT	4
6a97843e3ce6847477b341b27b0d265e d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium; s__	-4.401599360015	-12.2455	2.47547	not_credible	Non_NASH	FT	4
c24d73e21446caf0cb707fee4e091ade d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	-4.401599360015	-12.2455	2.47547	not_credible	Non_NASH	FT	4
fa20a29ff6175a1161b783b0bf8828e9 d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	-4.178022057745	-11.5211	1.21744	not_credible	Non_NASH	FT	4
dd7f2207006272a8468cfd7dcfece32f d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__Angelakisella massiliensis	-4.178022057745	-11.5211	1.21744	not_credible	Non_NASH	FT	4
ce853530a47df67f5b724cb0fe2891b2 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_F; s__Eubacterium_F sp000687695	-4.14149433338001	-11.9991	3.86703	not_credible	Non_NASH	FT	4
a0ba37b76dd3e1f038dc12477a8ba92f d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Endozoicomonadaceae; g__Endozoicomonas	-4.14149433338001	-11.9991	3.86703	not_credible	Non_NASH	FT	4
be9fb1d1571f6b8907d5dc9591060e0c d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum	-4.14149433338001	-11.9991	3.86703	not_credible	Non_NASH	FT	4
5a472b3e084aa438184108545413e4bf d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__Anaerotruncus sp000403395	-4.14149433338001	-11.9991	3.86703	not_credible	Non_NASH	FT	4
