file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id	Scan
mzspec:MSV000084900:G75622_rerun_BD4_01_19081	0.0	mzspec:MSV000084900:G75622_rerun_BD4_01_19081:scan:1176	1	0.74	9	MSV000084900	NoID	MSV000084900	G75622_rerun_BD4_01_19081.mzXML	complex	4200
mzspec:MSV000084900:G75793_5x_BF9_01_19336	0.0	mzspec:MSV000084900:G75793_5x_BF9_01_19336:scan:1150	1	0.73	11	MSV000084900	NoID	MSV000084900	G75793_5x_BF9_01_19336.mzXML	lizard body	4200
mzspec:MSV000084900:G79592_5x_RB8_01_18070	-0.0	mzspec:MSV000084900:G79592_5x_RB8_01_18070:scan:1165	1	0.73	10	MSV000084900	NoID	MSV000084900	G79592_5x_RB8_01_18070.mzXML	mackerel, fins	4200
mzspec:MSV000084900:G79232_2x_rerun_RH7_01_19448	-0.01	mzspec:MSV000084900:G79232_2x_rerun_RH7_01_19448:scan:1174	1	0.72	10	MSV000084900	NoID	MSV000084900	G79232_2x_rerun_RH7_01_19448.mzXML	chickpea	4200
mzspec:MSV000084900:G79580_5x_RE7_01_17965	0.0	mzspec:MSV000084900:G79580_5x_RE7_01_17965:scan:1174	1	0.72	9	MSV000084900	NoID	MSV000084900	G79580_5x_RE7_01_17965.mzXML	silversides, gut	4200
mzspec:MSV000084900:G79582_5x_RB7_01_18068	-0.0	mzspec:MSV000084900:G79582_5x_RB7_01_18068:scan:1158	1	0.72	9	MSV000084900	NoID	MSV000084900	G79582_5x_RB7_01_18068.mzXML	silversides, meat	4200
mzspec:MSV000084900:G79546_5x_RE11_01_18181	-0.0	mzspec:MSV000084900:G79546_5x_RE11_01_18181:scan:1163	1	0.71	11	MSV000084900	NoID	MSV000084900	G79546_5x_RE11_01_18181.mzXML	smelt, red meat	4200
mzspec:MSV000084900:G79596_5x_RH7_01_17973	-0.0	mzspec:MSV000084900:G79596_5x_RH7_01_17973:scan:1161	1	0.71	11	MSV000084900	NoID	MSV000084900	G79596_5x_RH7_01_17973.mzXML	sardine, meat	4200
mzspec:MSV000084900:G79584_5x_RH6_01_18243	-0.0	mzspec:MSV000084900:G79584_5x_RH6_01_18243:scan:1160	1	0.71	10	MSV000084900	NoID	MSV000084900	G79584_5x_RH6_01_18243.mzXML	mackerel, organ	4200
mzspec:MSV000084900:G79579_5x_RF7_01_18149	-0.0	mzspec:MSV000084900:G79579_5x_RF7_01_18149:scan:1179	1	0.71	8	MSV000084900	NoID	MSV000084900	G79579_5x_RF7_01_18149.mzXML	silversides, mixed meat	4200
mzspec:MSV000084900:Fish_10_1x_GE2_01_20520	0.0	mzspec:MSV000084900:Fish_10_1x_GE2_01_20520:scan:1065	1	0.7	10	MSV000084900	NoID	MSV000084900	Fish_10_1x_GE2_01_20520.mzXML	mackerel, bile	4200
mzspec:MSV000084900:RC4_RC4_01_49081	0.0	mzspec:MSV000084900:RC4_RC4_01_49081:scan:1187	1	0.7	9	MSV000084900	NoID	MSV000084900	RC4_RC4_01_49081.mzXML	egg_chicken	4200
mzspec:MSV000084900:G79332_5x_BE12_01_19324	-0.0	mzspec:MSV000084900:G79332_5x_BE12_01_19324:scan:1044	1	0.77	5	MSV000084900	NoID	MSV000084900	G79332_5x_BE12_01_19324.mzXML	mouse intestines	4446
mzspec:MSV000084900:G79669_1x_BF8_01_19544	0.0	mzspec:MSV000084900:G79669_1x_BF8_01_19544:scan:571	1	0.91	12	MSV000084900	NoID	MSV000084900	G79669_1x_BF8_01_19544.mzXML	soybean	1425
mzspec:MSV000084900:G72748_10x_BE4_01_17837	0.0	mzspec:MSV000084900:G72748_10x_BE4_01_17837:scan:606	1	0.87	10	MSV000084900	NoID	MSV000084900	G72748_10x_BE4_01_17837.mzXML	fruit	1425
mzspec:MSV000084900:Silage_7_tk2_GB7_01_49133	-0.0	mzspec:MSV000084900:Silage_7_tk2_GB7_01_49133:scan:712	1	0.87	10	MSV000084900	NoID	MSV000084900	Silage_7_tk2_GB7_01_49133.mzXML	corn husk	1425
mzspec:MSV000084900:G72531_5x_RE6_01_20193	0.0	mzspec:MSV000084900:G72531_5x_RE6_01_20193:scan:572	1	0.87	7	MSV000084900	NoID	MSV000084900	G72531_5x_RE6_01_20193.mzXML	herb/spice	1425
mzspec:MSV000084900:G79729_1x_rerun_drift_RC3_01_20546	-0.0	mzspec:MSV000084900:G79729_1x_rerun_drift_RC3_01_20546:scan:696	1	0.86	10	MSV000084900	NoID	MSV000084900	G79729_1x_rerun_drift_RC3_01_20546.mzXML	tomato paste	1425
mzspec:MSV000084900:G75248_5x_RE7_01_19526	0.0	mzspec:MSV000084900:G75248_5x_RE7_01_19526:scan:691	1	0.86	10	MSV000084900	NoID	MSV000084900	G75248_5x_RE7_01_19526.mzXML	carrot	1425
mzspec:MSV000084900:G95962_BB3_01_31674	0.0	mzspec:MSV000084900:G95962_BB3_01_31674:scan:682	1	0.86	8	MSV000084900	NoID	MSV000084900	G95962_BB3_01_31674.mzXML	yogurt_cow	1425
mzspec:MSV000084900:G79708_5x_RC11_01_19499	0.0	mzspec:MSV000084900:G79708_5x_RC11_01_19499:scan:692	1	0.85	10	MSV000084900	NoID	MSV000084900	G79708_5x_RC11_01_19499.mzXML	jicama	1425
mzspec:MSV000084900:G86866_1x_RB10_01_23501	0.0	mzspec:MSV000084900:G86866_1x_RB10_01_23501:scan:701	1	0.85	10	MSV000084900	NoID	MSV000084900	G86866_1x_RB10_01_23501.mzXML	fruit	1425
mzspec:MSV000084900:G79695_5x_10ul_RF12_01_19558	0.0	mzspec:MSV000084900:G79695_5x_10ul_RF12_01_19558:scan:580	1	0.85	10	MSV000084900	NoID	MSV000084900	G79695_5x_10ul_RF12_01_19558.mzXML	fruit	1425
mzspec:MSV000084900:G87516_1x_RH8_01_26476	-0.0	mzspec:MSV000084900:G87516_1x_RH8_01_26476:scan:605	1	0.85	9	MSV000084900	NoID	MSV000084900	G87516_1x_RH8_01_26476.mzXML	grain/grass	1425
mzspec:MSV000084900:G79709_5x_10ul_RH11_01_19579	0.0	mzspec:MSV000084900:G79709_5x_10ul_RH11_01_19579:scan:624	1	0.85	9	MSV000084900	NoID	MSV000084900	G79709_5x_10ul_RH11_01_19579.mzXML	carrot	1425
mzspec:MSV000084900:18NAVY27_v2_lun_5_GB9_01_39648	0.0	mzspec:MSV000084900:18NAVY27_v2_lun_5_GB9_01_39648:scan:755	1	0.84	11	MSV000084900	NoID	MSV000084900	18NAVY27_v2_lun_5_GB9_01_39648.mzXML	complex	1425
mzspec:MSV000084900:73472_1x_BC4_01_20736	0.0	mzspec:MSV000084900:73472_1x_BC4_01_20736:scan:421	1	0.84	11	MSV000084900	NoID	MSV000084900	73472_1x_BC4_01_20736.mzXML	rice	1425
mzspec:MSV000084900:G79236_2x_RF6_01_19183	0.0	mzspec:MSV000084900:G79236_2x_RF6_01_19183:scan:692	1	0.84	10	MSV000084900	NoID	MSV000084900	G79236_2x_RF6_01_19183.mzXML	mushroom	1425
mzspec:MSV000084900:G79730_5x_10ul_RG7_01_19561	-0.0	mzspec:MSV000084900:G79730_5x_10ul_RG7_01_19561:scan:567	1	0.84	10	MSV000084900	NoID	MSV000084900	G79730_5x_10ul_RG7_01_19561.mzXML	complex	1425
mzspec:MSV000084900:G79697_5x_10ul_RG12_01_19566	0.0	mzspec:MSV000084900:G79697_5x_10ul_RG12_01_19566:scan:697	1	0.84	9	MSV000084900	NoID	MSV000084900	G79697_5x_10ul_RG12_01_19566.mzXML	fruit	1425
mzspec:MSV000084900:Silage_6_GB6_01_49134	-0.0	mzspec:MSV000084900:Silage_6_GB6_01_49134:scan:705	1	0.84	9	MSV000084900	NoID	MSV000084900	Silage_6_GB6_01_49134.mzXML	corn husk	1425
mzspec:MSV000084900:18NAVY28_v1_sup_1_GE12_01_39612	0.0	mzspec:MSV000084900:18NAVY28_v1_sup_1_GE12_01_39612:scan:740	1	0.84	9	MSV000084900	NoID	MSV000084900	18NAVY28_v1_sup_1_GE12_01_39612.mzXML	cheddar cheese	1425
mzspec:MSV000084900:18NAVY27_v1_lun_3_rerun_BD4_01_39690	0.0	mzspec:MSV000084900:18NAVY27_v1_lun_3_rerun_BD4_01_39690:scan:761	1	0.84	9	MSV000084900	NoID	MSV000084900	18NAVY27_v1_lun_3_rerun_BD4_01_39690.mzXML	cheddar cheese	1425
mzspec:MSV000084900:G72701_10x_BH8_01_17936	0.0	mzspec:MSV000084900:G72701_10x_BH8_01_17936:scan:687	1	0.84	9	MSV000084900	NoID	MSV000084900	G72701_10x_BH8_01_17936.mzXML	grape	1425
mzspec:MSV000084900:18NAVY30_v2_brk_1_GH5_01_39552	0.0	mzspec:MSV000084900:18NAVY30_v2_brk_1_GH5_01_39552:scan:740	1	0.84	9	MSV000084900	NoID	MSV000084900	18NAVY30_v2_brk_1_GH5_01_39552.mzXML	complex	1425
mzspec:MSV000084900:G87519_1x_RG8_01_26461	-0.0	mzspec:MSV000084900:G87519_1x_RG8_01_26461:scan:626	1	0.84	8	MSV000084900	NoID	MSV000084900	G87519_1x_RG8_01_26461.mzXML	grain/grass	1425
mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160	0.0	mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160:scan:644	1	0.83	10	MSV000084900	NoID	MSV000084900	G79221_2x_5ul_RD12_01_19160.mzXML	complex	1425
mzspec:MSV000084900:78856_1x_BF6_01_20763	0.0	mzspec:MSV000084900:78856_1x_BF6_01_20763:scan:698	1	0.83	10	MSV000084900	NoID	MSV000084900	78856_1x_BF6_01_20763.mzXML	fruit	1425
mzspec:MSV000084900:G72721_1x_BF6_01_20218	0.0	mzspec:MSV000084900:G72721_1x_BF6_01_20218:scan:568	1	0.83	9	MSV000084900	NoID	MSV000084900	G72721_1x_BF6_01_20218.mzXML	mustard	1425
mzspec:MSV000084900:G72506_1x_BG12_01_20237	0.0	mzspec:MSV000084900:G72506_1x_BG12_01_20237:scan:605	1	0.83	9	MSV000084900	NoID	MSV000084900	G72506_1x_BG12_01_20237.mzXML	plant	1425
mzspec:MSV000084900:18NAVY30_v2_lun_7_GE7_01_39637	0.0	mzspec:MSV000084900:18NAVY30_v2_lun_7_GE7_01_39637:scan:711	1	0.83	9	MSV000084900	NoID	MSV000084900	18NAVY30_v2_lun_7_GE7_01_39637.mzXML	grape	1425
mzspec:MSV000084900:G79207_5x_10ul_BH8_01_19759	0.0	mzspec:MSV000084900:G79207_5x_10ul_BH8_01_19759:scan:692	1	0.83	9	MSV000084900	NoID	MSV000084900	G79207_5x_10ul_BH8_01_19759.mzXML	jack cheese	1425
mzspec:MSV000084900:18NAVY28_v1_lun_3_BE2_01_39680	0.0	mzspec:MSV000084900:18NAVY28_v1_lun_3_BE2_01_39680:scan:768	1	0.83	9	MSV000084900	NoID	MSV000084900	18NAVY28_v1_lun_3_BE2_01_39680.mzXML	cheddar cheese	1425
mzspec:MSV000084900:18NAVY28_v1_brk_1_rerun_GG11_01_39669	0.0	mzspec:MSV000084900:18NAVY28_v1_brk_1_rerun_GG11_01_39669:scan:766	1	0.83	9	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_1_rerun_GG11_01_39669.mzXML	cheddar cheese	1425
mzspec:MSV000084900:G78975_1x_RG5_01_18885	0.0	mzspec:MSV000084900:G78975_1x_RG5_01_18885:scan:689	1	0.83	9	MSV000084900	NoID	MSV000084900	G78975_1x_RG5_01_18885.mzXML	mango	1425
mzspec:MSV000084900:G72723_BA12_01_18647	0.0	mzspec:MSV000084900:G72723_BA12_01_18647:scan:640	1	0.83	9	MSV000084900	NoID	MSV000084900	G72723_BA12_01_18647.mzXML	prosciutto	1425
mzspec:MSV000084900:G75253_BA11_01_18919	0.0	mzspec:MSV000084900:G75253_BA11_01_18919:scan:635	1	0.83	9	MSV000084900	NoID	MSV000084900	G75253_BA11_01_18919.mzXML	steak	1425
mzspec:MSV000084900:G74066_1x_BH11_01_20292	0.01	mzspec:MSV000084900:G74066_1x_BH11_01_20292:scan:694	1	0.83	9	MSV000084900	NoID	MSV000084900	G74066_1x_BH11_01_20292.mzXML	complex	1425
mzspec:MSV000084900:G75672_2x_5ul_RD8_01_19423	0.01	mzspec:MSV000084900:G75672_2x_5ul_RD8_01_19423:scan:696	1	0.83	9	MSV000084900	NoID	MSV000084900	G75672_2x_5ul_RD8_01_19423.mzXML	fruit	1425
mzspec:MSV000084900:G96247_5x_BE6_01_32783	0.0	mzspec:MSV000084900:G96247_5x_BE6_01_32783:scan:620	1	0.83	8	MSV000084900	NoID	MSV000084900	G96247_5x_BE6_01_32783.mzXML	beef	1425
mzspec:MSV000084900:Silage_5_GB5_01_49135	-0.0	mzspec:MSV000084900:Silage_5_GB5_01_49135:scan:485	1	0.83	8	MSV000084900	NoID	MSV000084900	Silage_5_GB5_01_49135.mzXML	corn husk	1425
mzspec:MSV000084900:G79668_5x_RE8_01_19527	-0.0	mzspec:MSV000084900:G79668_5x_RE8_01_19527:scan:563	1	0.82	10	MSV000084900	NoID	MSV000084900	G79668_5x_RE8_01_19527.mzXML	soybean	1425
mzspec:MSV000084900:G95847_1x_RF8_01_32152	0.0	mzspec:MSV000084900:G95847_1x_RF8_01_32152:scan:683	1	0.82	10	MSV000084900	NoID	MSV000084900	G95847_1x_RF8_01_32152.mzXML	cherry tomato	1425
mzspec:MSV000084900:18NAVY30_v2_lun_1_rerun_GG6_01_39675	0.0	mzspec:MSV000084900:18NAVY30_v2_lun_1_rerun_GG6_01_39675:scan:729	1	0.82	9	MSV000084900	NoID	MSV000084900	18NAVY30_v2_lun_1_rerun_GG6_01_39675.mzXML	chicken	1425
mzspec:MSV000084900:G79715_1x_rerun_BA11_01_20133	0.0	mzspec:MSV000084900:G79715_1x_rerun_BA11_01_20133:scan:686	1	0.82	9	MSV000084900	NoID	MSV000084900	G79715_1x_rerun_BA11_01_20133.mzXML	fleshy fruit	1425
mzspec:MSV000084900:16NAVY05_v1_sup_2_GG2_01_39578	0.0	mzspec:MSV000084900:16NAVY05_v1_sup_2_GG2_01_39578:scan:706	1	0.82	9	MSV000084900	NoID	MSV000084900	16NAVY05_v1_sup_2_GG2_01_39578.mzXML	complex	1425
mzspec:MSV000084900:G75158_2x_5ul_RE5_01_19167	-0.0	mzspec:MSV000084900:G75158_2x_5ul_RE5_01_19167:scan:697	1	0.82	9	MSV000084900	NoID	MSV000084900	G75158_2x_5ul_RE5_01_19167.mzXML	complex	1425
mzspec:MSV000084900:G78911_p19_g8_GB7_01_21678	0.0	mzspec:MSV000084900:G78911_p19_g8_GB7_01_21678:scan:550	1	0.82	9	MSV000084900	NoID	MSV000084900	G78911_p19_g8_GB7_01_21678.mzXML	meat	1425
mzspec:MSV000084900:75226_1x_BF5_01_20762	0.0	mzspec:MSV000084900:75226_1x_BF5_01_20762:scan:697	1	0.82	9	MSV000084900	NoID	MSV000084900	75226_1x_BF5_01_20762.mzXML	plant	1425
mzspec:MSV000084900:18NAVY28_v1_brk_6_GD12_01_39568	0.0	mzspec:MSV000084900:18NAVY28_v1_brk_6_GD12_01_39568:scan:740	1	0.82	9	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_6_GD12_01_39568.mzXML	plant	1425
mzspec:MSV000084900:G79696_5x_RE12_01_19531	0.0	mzspec:MSV000084900:G79696_5x_RE12_01_19531:scan:583	1	0.82	9	MSV000084900	NoID	MSV000084900	G79696_5x_RE12_01_19531.mzXML	fruit	1425
mzspec:MSV000084900:G79235_5x_RE9_01_20197	0.0	mzspec:MSV000084900:G79235_5x_RE9_01_20197:scan:677	1	0.82	9	MSV000084900	NoID	MSV000084900	G79235_5x_RE9_01_20197.mzXML	tomato sauce	1425
mzspec:MSV000084900:G79670_5x_10ul_RF10_01_19556	0.0	mzspec:MSV000084900:G79670_5x_10ul_RF10_01_19556:scan:541	1	0.82	8	MSV000084900	NoID	MSV000084900	G79670_5x_10ul_RF10_01_19556.mzXML	soybean	1425
mzspec:MSV000084900:73477_1x_12ul_rerun_BB4_01_21455	0.0	mzspec:MSV000084900:73477_1x_12ul_rerun_BB4_01_21455:scan:580	1	0.82	8	MSV000084900	NoID	MSV000084900	73477_1x_12ul_rerun_BB4_01_21455.mzXML	balsamic vinegar	1425
mzspec:MSV000084900:18NAVY28_v1_brk_5_GC12_01_39569	0.0	mzspec:MSV000084900:18NAVY28_v1_brk_5_GC12_01_39569:scan:710	1	0.82	8	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_5_GC12_01_39569.mzXML	complex	1425
mzspec:MSV000084900:G73699_rerun_BE8_01_18707	0.0	mzspec:MSV000084900:G73699_rerun_BE8_01_18707:scan:638	1	0.81	10	MSV000084900	NoID	MSV000084900	G73699_rerun_BE8_01_18707.mzXML	complex	1425
mzspec:MSV000084900:16NAVY10_v2_lun_2_GE10_01_39654	0.0	mzspec:MSV000084900:16NAVY10_v2_lun_2_GE10_01_39654:scan:756	1	0.81	10	MSV000084900	NoID	MSV000084900	16NAVY10_v2_lun_2_GE10_01_39654.mzXML	lettuce	1425
mzspec:MSV000084900:G79707_5x_10ul_RG11_01_19565	-0.0	mzspec:MSV000084900:G79707_5x_10ul_RG11_01_19565:scan:620	1	0.81	9	MSV000084900	NoID	MSV000084900	G79707_5x_10ul_RG11_01_19565.mzXML	cauliflower	1425
mzspec:MSV000084900:G79247_2x_rerun_RE6_01_19198	0.0	mzspec:MSV000084900:G79247_2x_rerun_RE6_01_19198:scan:696	1	0.81	9	MSV000084900	NoID	MSV000084900	G79247_2x_rerun_RE6_01_19198.mzXML	animal	1425
mzspec:MSV000084900:73510_1x_BE4_01_20752	0.0	mzspec:MSV000084900:73510_1x_BE4_01_20752:scan:633	1	0.81	9	MSV000084900	NoID	MSV000084900	73510_1x_BE4_01_20752.mzXML	soybean	1425
mzspec:MSV000084900:G75249_5x_RC7_01_19495	0.0	mzspec:MSV000084900:G75249_5x_RC7_01_19495:scan:696	1	0.81	9	MSV000084900	NoID	MSV000084900	G75249_5x_RC7_01_19495.mzXML	green squash	1425
mzspec:MSV000084900:G87319_RD3_01_26113	0.0	mzspec:MSV000084900:G87319_RD3_01_26113:scan:678	1	0.81	8	MSV000084900	NoID	MSV000084900	G87319_RD3_01_26113.mzXML	complex	1425
mzspec:MSV000084900:G74022_5x_BG11_01_18395	0.0	mzspec:MSV000084900:G74022_5x_BG11_01_18395:scan:697	1	0.81	8	MSV000084900	NoID	MSV000084900	G74022_5x_BG11_01_18395.mzXML	brie cheese	1425
mzspec:MSV000084900:G96239_5x_RE12_01_32682	-0.0	mzspec:MSV000084900:G96239_5x_RE12_01_32682:scan:626	1	0.81	8	MSV000084900	NoID	MSV000084900	G96239_5x_RE12_01_32682.mzXML	beef	1425
mzspec:MSV000084900:G95844_1x_BF4_01_32287	0.0	mzspec:MSV000084900:G95844_1x_BF4_01_32287:scan:415	1	0.81	8	MSV000084900	NoID	MSV000084900	G95844_1x_BF4_01_32287.mzXML	cherry tomato	1425
mzspec:MSV000084900:G74036_1x_RD4_01_18541	0.0	mzspec:MSV000084900:G74036_1x_RD4_01_18541:scan:690	1	0.81	8	MSV000084900	NoID	MSV000084900	G74036_1x_RD4_01_18541.mzXML	milk	1425
mzspec:MSV000084900:18NAVY30_v1_lun_4_BA9_01_39708	0.0	mzspec:MSV000084900:18NAVY30_v1_lun_4_BA9_01_39708:scan:724	1	0.81	7	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_4_BA9_01_39708.mzXML	cucumber	1425
mzspec:MSV000084900:G87352_1x_rerun_BE7_01_26148	-0.0	mzspec:MSV000084900:G87352_1x_rerun_BE7_01_26148:scan:636	1	0.8	9	MSV000084900	NoID	MSV000084900	G87352_1x_rerun_BE7_01_26148.mzXML	black ant	1425
mzspec:MSV000084900:G73638_5x_10ul_BH9_01_19760	0.0	mzspec:MSV000084900:G73638_5x_10ul_BH9_01_19760:scan:696	1	0.8	9	MSV000084900	NoID	MSV000084900	G73638_5x_10ul_BH9_01_19760.mzXML	cheese	1425
mzspec:MSV000084900:G75696_BA7_01_18642	-0.0	mzspec:MSV000084900:G75696_BA7_01_18642:scan:621	1	0.8	8	MSV000084900	NoID	MSV000084900	G75696_BA7_01_18642.mzXML	steak	1425
mzspec:MSV000084900:18NAVY30_v1_sup_6_BE8_01_39789	-0.0	mzspec:MSV000084900:18NAVY30_v1_sup_6_BE8_01_39789:scan:744	1	0.8	8	MSV000084900	NoID	MSV000084900	18NAVY30_v1_sup_6_BE8_01_39789.mzXML	plant	1425
mzspec:MSV000084900:G72836_1x_RF2_01_18567	0.0	mzspec:MSV000084900:G72836_1x_RF2_01_18567:scan:695	1	0.8	8	MSV000084900	NoID	MSV000084900	G72836_1x_RF2_01_18567.mzXML	plant	1425
mzspec:MSV000084900:72674_1x_BG4_01_17472	0.0	mzspec:MSV000084900:72674_1x_BG4_01_17472:scan:636	1	0.8	8	MSV000084900	NoID	MSV000084900	72674_1x_BG4_01_17472.mzXML	orange	1425
mzspec:MSV000084900:18NAVY27_v2_lun_2_GG8_01_39649	0.0	mzspec:MSV000084900:18NAVY27_v2_lun_2_GG8_01_39649:scan:728	1	0.8	8	MSV000084900	NoID	MSV000084900	18NAVY27_v2_lun_2_GG8_01_39649.mzXML	turkey	1425
mzspec:MSV000084900:18NAVY30_v1_lun_9_BF9_01_39720	0.0	mzspec:MSV000084900:18NAVY30_v1_lun_9_BF9_01_39720:scan:730	1	0.8	8	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_9_BF9_01_39720.mzXML	chicken	1425
mzspec:MSV000084900:G95841_1x_RH8_01_32180	0.0	mzspec:MSV000084900:G95841_1x_RH8_01_32180:scan:626	1	0.8	8	MSV000084900	NoID	MSV000084900	G95841_1x_RH8_01_32180.mzXML	cherry tomato	1425
mzspec:MSV000084900:74060_1x_BH7_01_20781	0.0	mzspec:MSV000084900:74060_1x_BH7_01_20781:scan:632	1	0.8	7	MSV000084900	NoID	MSV000084900	74060_1x_BH7_01_20781.mzXML	dairy	1425
mzspec:MSV000084900:G73635_1x_RH2_01_20359	0.0	mzspec:MSV000084900:G73635_1x_RH2_01_20359:scan:640	1	0.8	7	MSV000084900	NoID	MSV000084900	G73635_1x_RH2_01_20359.mzXML	white onion	1425
mzspec:MSV000084900:G72797_BG2_01_19034	0.0	mzspec:MSV000084900:G72797_BG2_01_19034:scan:634	1	0.8	6	MSV000084900	NoID	MSV000084900	G72797_BG2_01_19034.mzXML	grain/grass	1425
mzspec:MSV000084900:G75705_RB8_01_17543	0.0	mzspec:MSV000084900:G75705_RB8_01_17543:scan:650	1	0.8	5	MSV000084900	NoID	MSV000084900	G75705_RB8_01_17543.mzXML	grape	1425
mzspec:MSV000084900:G79553_1x_BA12_01_17954	-0.0	mzspec:MSV000084900:G79553_1x_BA12_01_17954:scan:627	1	0.8	5	MSV000084900	NoID	MSV000084900	G79553_1x_BA12_01_17954.mzXML	horse, white meat	1425
mzspec:MSV000084900:18NAVY30_v1_lun_2_BG8_01_39715	0.0	mzspec:MSV000084900:18NAVY30_v1_lun_2_BG8_01_39715:scan:752	1	0.79	9	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_2_BG8_01_39715.mzXML	complex	1425
mzspec:MSV000084900:72675_1x_BC3_01_17412	0.0	mzspec:MSV000084900:72675_1x_BC3_01_17412:scan:439	1	0.79	9	MSV000084900	NoID	MSV000084900	72675_1x_BC3_01_17412.mzXML	grape	1425
mzspec:MSV000084900:G79672_5x_RB10_01_19482	-0.0	mzspec:MSV000084900:G79672_5x_RB10_01_19482:scan:581	1	0.79	9	MSV000084900	NoID	MSV000084900	G79672_5x_RB10_01_19482.mzXML	pepper	1425
mzspec:MSV000084900:18NAVY27_v1_lun_7_BH4_01_39694	0.0	mzspec:MSV000084900:18NAVY27_v1_lun_7_BH4_01_39694:scan:723	1	0.79	9	MSV000084900	NoID	MSV000084900	18NAVY27_v1_lun_7_BH4_01_39694.mzXML	complex	1425
mzspec:MSV000084900:G79671_5x_10ul_RH10_01_19578	0.0	mzspec:MSV000084900:G79671_5x_10ul_RH10_01_19578:scan:436	1	0.79	9	MSV000084900	NoID	MSV000084900	G79671_5x_10ul_RH10_01_19578.mzXML	pepper	1425
mzspec:MSV000084900:G73705_5x_10ul_rerun_RH4_01_19601	0.0	mzspec:MSV000084900:G73705_5x_10ul_rerun_RH4_01_19601:scan:639	1	0.79	9	MSV000084900	NoID	MSV000084900	G73705_5x_10ul_rerun_RH4_01_19601.mzXML	persian cucumber	1425
mzspec:MSV000084900:G74026_2x_rerun_RC9_01_19148	0.0	mzspec:MSV000084900:G74026_2x_rerun_RC9_01_19148:scan:630	1	0.79	8	MSV000084900	NoID	MSV000084900	G74026_2x_rerun_RC9_01_19148.mzXML	pig back	1425
mzspec:MSV000084900:G79573_5x_RF2_01_18231	0.0	mzspec:MSV000084900:G79573_5x_RF2_01_18231:scan:647	1	0.79	8	MSV000084900	NoID	MSV000084900	G79573_5x_RF2_01_18231.mzXML	complex	1425
mzspec:MSV000084900:G75783_5x_BD2_01_19293	0.0	mzspec:MSV000084900:G75783_5x_BD2_01_19293:scan:631	1	0.79	8	MSV000084900	NoID	MSV000084900	G75783_5x_BD2_01_19293.mzXML	horse, tough meat	1425
mzspec:MSV000084900:G83188_1x_BG10_01_20235	-0.0	mzspec:MSV000084900:G83188_1x_BG10_01_20235:scan:629	1	0.79	8	MSV000084900	NoID	MSV000084900	G83188_1x_BG10_01_20235.mzXML	cacoa	1425
mzspec:MSV000084900:16NAVY05_v1_lun_3_GF3_01_39621	0.0	mzspec:MSV000084900:16NAVY05_v1_lun_3_GF3_01_39621:scan:705	1	0.79	8	MSV000084900	NoID	MSV000084900	16NAVY05_v1_lun_3_GF3_01_39621.mzXML	complex	1425
mzspec:MSV000084900:G87362_1x_10ul_BA4_01_26150	0.0	mzspec:MSV000084900:G87362_1x_10ul_BA4_01_26150:scan:622	1	0.79	8	MSV000084900	NoID	MSV000084900	G87362_1x_10ul_BA4_01_26150.mzXML	pitaya	1425
mzspec:MSV000084900:G79304_1x_RC8_01_18820	0.0	mzspec:MSV000084900:G79304_1x_RC8_01_18820:scan:693	1	0.79	8	MSV000084900	NoID	MSV000084900	G79304_1x_RC8_01_18820.mzXML	banana	1425
mzspec:MSV000084900:G79350_5x_BA7_01_19241	0.0	mzspec:MSV000084900:G79350_5x_BA7_01_19241:scan:625	1	0.79	8	MSV000084900	NoID	MSV000084900	G79350_5x_BA7_01_19241.mzXML	horse	1425
mzspec:MSV000084900:G86928_1x_RE2_01_23344	0.0	mzspec:MSV000084900:G86928_1x_RE2_01_23344:scan:453	1	0.79	7	MSV000084900	NoID	MSV000084900	G86928_1x_RE2_01_23344.mzXML	cucumber	1425
mzspec:MSV000084900:G87515_1x_BB8_01_26387	-0.0	mzspec:MSV000084900:G87515_1x_BB8_01_26387:scan:423	1	0.79	7	MSV000084900	NoID	MSV000084900	G87515_1x_BB8_01_26387.mzXML	grain/grass	1425
mzspec:MSV000084900:G95845_1x_BA5_01_32253	0.0	mzspec:MSV000084900:G95845_1x_BA5_01_32253:scan:562	1	0.78	9	MSV000084900	NoID	MSV000084900	G95845_1x_BA5_01_32253.mzXML	cherry tomato	1425
mzspec:MSV000084900:G72824_1x_RE1_01_18552	0.0	mzspec:MSV000084900:G72824_1x_RE1_01_18552:scan:669	1	0.78	9	MSV000084900	NoID	MSV000084900	G72824_1x_RE1_01_18552.mzXML	grain/grass	1425
mzspec:MSV000084900:G73693_5x_RC8_01_19496	0.0	mzspec:MSV000084900:G73693_5x_RC8_01_19496:scan:636	1	0.78	9	MSV000084900	NoID	MSV000084900	G73693_5x_RC8_01_19496.mzXML	saurkraut	1425
