FeatureID	CIR16.001	CIR18.001	CIR19.001	CIR20.001	CIR21.001	CIR23.001	CIR26.001	CIR32.001	CIR4.001	CIR41.001	CIR42.001	CIR5.001	CIR51.001	CIR52.001	CIR53.001	CIR54.001	CIR55.001	CIR57.001	CIR58.001	CIR6.001	CIR60.001	CIR61.001	CIR63.001	CIR7.001	TW.AF.001	TW.AG.002	TW.AI.001	TW.AM.001	TW.AN.001	TW.AO.001	TW.AP.002	TW.AR.001	TW.AT.001	TW.AU.001	TW.AW.001	TW.AX.001	TW.AY.001	TW.AZ.002	TW.BE.002	TW.BG.001	TW.BI.001	TW.BJ.002	TW.BK.001	TW.BM.002	TW.BN.001	TW.BQ.001	TW.BS.002	TW.BU.002	TW.BV.001	TW.BZ.002	TW.CA.001	TW.CB.002	TW.CC.001	TW.CG.001	TW.CH.001	TW.CI.002	TW.CO.001	TW.CP.001	TW.CS.002	TW.CT.001	TW.CV.001	TW.CW.001	TW.CZ.001	TW.DB.001	TW.DG.001	TW.DJ.001	TW.DK.002	TW.DM.002	TW.DP.002	TW.DQ.001	TW.DR.001	TW.DS.002	TW.DU.002	TW.DX.001	TW.DY.002	TW.DZ.001	TW.EE.001	TW.EH.002
1153	366.4216	1204.43	101.84241	1580.3425	2081.834	84.83413	444.85513	0	5233.968	40.45134	0	37.23475	111.076546	9.65983	130.71541	0	332.04974	0	550.58777	0	553.08026	0	28.359922	1226.1967	341.4957	123.40873	5.901046	0	41.17363	0	294.0523	1553.0665	0	458.65402	1771.2238	0	0	639.2714	0	0	0	4.7024937	0	1000.9134	0	0	0	0	4.556219	0	0	0	54.54311	0	702.61145	0	52.090714	0	0	0	0	49.392883	0	516.0439	297.87106	0	4.107518	0	0	0	0	124.15708	59.705536	0	0	9.493166	261.1162	0
2344	2157.1392	255.88379	0	7.4672375	17.331224	20.212841	60.96352	12.3224325	76.06122	173.35954	48.502373	0	7.3584824	0	32.8482	0	0	0	13.961437	46.21306	75.86084	0	7.6586666	21.290096	99.7306	0	31.637444	18.535372	71.76188	0	0	149.53244	20.77053	21.626223	28.070517	0	57.189167	0	21.971762	0	0	0	0	18.804855	0	0	0	0	0	9.141592	0	0	22.960785	857.48975	361.54785	91.19791	75.964	94.30551	27.61728	36.739285	0	0	151.39438	75.60415	0	23.06903	32.096848	10.464272	0	32.440754	64.93857	0	18.690954	24.28153	71.58053	1026.2095	742.7631	119.52357
4956	0	0	0	41.221012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.392178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.44046	0	0	0	485.97778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	793.29895	1047.4752	19.156658	581.7927	193.42618	108.410034	755.9542	379.1154	971.3723	245.94838	106.315315	84.41284	92.56117	939.0281	234.89375	400.06223	342.16522	28.32191	415.7859	385.099	1008.33496	15.28849	456.8153	402.9335	816.86444	280.98706	584.04004	0	613.7034	0	0	1347.8875	687.0167	88.860405	135.95567	8.877365	1403.3794	5.8519783	376.54437	0	0	535.0809	29.68967	229.49782	19.59774	44.554337	0	211.84367	0	747.5411	680.45435	60.343697	29.276587	600.5428	1166.2524	447.1362	70.87678	217.87599	8.81054	36.28279	0	8.398869	604.88043	122.64247	0	561.2466	104.188774	109.55704	0	42.901585	67.267746	238.03986	41.29468	193.38936	255.17836	215.51546	1056.8599	17.572569
2904	502.61212	147.41573	0	11.518301	0	0	46.77163	8.853146	72.08025	37.532536	14.7684555	0	0	0	17.55447	0	0	0	0	13.636035	39.570267	0	0	0	70.54375	0	0	0	0	0	0	124.697556	0	0	7.503479	0	15.4671955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.220804	327.50262	320.045	156.90536	7.58261	8.883801	8.682493	0	0	0	0	29.017145	0	0	0	0	0	0	0	0	0	0	37.84442	154.84177	390.03107	0
1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.533524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
864	8.608948	5.592987	0	0	0	0	27.484432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1675205	0	0	0	5.2874165	0	0	29.255524	0	0	3758.216	0	54.099842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.904342	219.46408	0	27.487646	0	0	0	0	0	6.113629	0	0	0	0	0	0	0	0	0	0	0	45.627113	219.99875	211.91031	0
5060	0	0	0	273.22876	0	7.7794523	34.836758	0	0	16.17848	19.366735	0	0	0	0	7.997919	0	0	0	45.207905	8.185228	0	7.3467207	0	0	8.325552	0	0	417.20752	0	0	55.32251	23.59987	0	24.553951	0	111.920494	0	0	0	0	33.886612	0	0	0	0	0	0	0	0	0	0	0	19.243256	0	0	0	21.166384	0	0	0	0	1675.8239	0	0	0	0	0	0	0	224.4979	0	0	0	0	12.455986	8.535149	0
4427	64.51825	0	0	0	31.27885	0	0	7.391935	12.720345	0	0	0	0	0	0	38.876175	0	0	0	84.41176	47.432484	0	0	0	0	422.1276	0	0	10.915667	18.76495	0	101.148994	10.176024	20.402351	50.071213	8.144637	58.238605	26.378569	0	0	0	213.56718	22.664772	590.41296	17.098492	38.32928	41.596695	0	0	25.506973	0	0	18.20416	7.219027	0	0	0	5.400746	0	0	0	11.35742	0	0	0	40.331963	0	0	0	0	27.969425	0	0	0	0	0	0	0
6632	199.88942	273.39984	0	65.20917	71.5358	86.00005	75.79835	45.477318	39.409435	123.10785	50.654575	38.127514	244.97922	49.415688	88.01865	146.60645	170.62364	34.02001	92.501236	33.185043	115.60469	12.616233	39.492832	256.5537	39.09333	347.06967	191.90399	52.122124	167.04654	71.45701	59.949657	59.587257	250.30377	1727.9883	293.36566	434.89755	310.01096	28.997202	0	86.35872	284.1996	223.72537	173.74374	636.65625	726.592	277.48303	42.251404	135.71579	254.78545	415.68405	897.3891	26.676615	15.841935	189.8037	61.790222	125.38561	20.19984	69.944405	91.55995	118.83067	10.67803	125.57417	139.2192	59.939274	40.362396	68.0771	82.13062	15.735628	35.83559	79.47646	430.50128	6.0388885	65.946625	68.68876	59.673225	12.872188	151.51422	491.58008
4026	367.59045	0	0	0	0	0	0	0	127.438126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226.20547	0	22.071808	0	0	9.830706	0	0	0	0	0	0	7.261759	0	0	0	0	0	0	0	0	0	447.23474	728.56647	69.56418	0	0	0	0	0	0	0	104.34801	0	0	0	0	0	0	0	0	0	13.031762	0	0	9.048535	0
4001	12.708775	0	0	19.467724	26.076172	8.633722	422.22754	5.2281814	12.640753	8.409998	0	0	14.160376	0	0	0	0	12.796305	0	114.58012	15.634184	0	33.89792	0	40.67901	0	65.7456	0	137.493	0	0	795.8341	203.22052	78.80694	0	0	243.20267	0	0	0	9.70063	98.526566	0	52.949364	42.13988	0	13.234142	10.645353	0	91.72136	69.42942	0	22.708939	199.83598	169.3018	0	0	70.31157	43.435944	17.330017	4.367627	0	145.74797	20.650612	0	95.18131	0	6.011795	0	21.125248	93.08261	0	0	0	43.420483	19.716076	61.30027	26.66019
263	1549.0586	2736.4573	8.571556	533.93854	761.8203	729.3109	3884.9443	179.91495	3385.3516	5.7242165	7.100545	109.88248	310.33026	270.66202	203.01384	1394.9749	422.38815	0	424.08054	674.9436	133.66393	36.145687	160.02252	724.4901	449.44534	580.55786	1957.4226	0	1528.0715	35.120106	4.859025	2244.853	720.56274	705.5587	1803.3934	253.58205	2725.8838	92.5554	0	0	0	338.5126	154.76323	1323.8016	667.38416	175.68805	25.043402	499.45877	47.969986	596.3941	1226.3358	0	136.45358	2036.11	2177.2717	254.36148	84.95818	121.85103	29.055258	18.185257	25.839256	16.3964	275.62668	243.96918	0	85.68693	299.27472	107.67654	48.355316	17.503351	344.11942	139.20218	209.19728	614.4373	770.6388	179.60507	239.58322	381.29193
627	1124.6254	9704.668	33.909584	366.29932	1931.3713	1777.744	11416.078	565.62384	4855.4507	40.97011	77.50147	303.67776	948.20197	702.91675	499.18384	2649.5217	1076.6849	19.569893	812.76013	1070.719	240.89911	94.08309	335.36185	1222.9995	870.24457	1473.9888	4038.9375	0	3095.7566	74.515945	36.218887	4027.354	3302.6833	619.2176	634.05084	885.63416	6740.092	250.50223	0	0	18.452831	1851.851	396.08545	2927.3442	1633.9845	545.283	177.5138	1113.1752	314.1052	860.95197	2982.7275	0	671.7002	570.25494	2092.3745	1359.8486	114.411964	288.99225	220.59615	49.327023	33.59187	180.67316	805.522	390.9488	0	91.75248	958.44147	192.65157	89.4896	40.819725	988.6892	380.07742	418.90552	1320.4835	1587.2456	756.7442	1143.3446	423.4186
1981	11.014673	52.7593	0	8.952261	0	0	0	0	0	33.65719	0	0	0	0	0	0	0	0	29.039537	7.4446726	7.950252	0	0	0	8.790064	0	0	0	0	0	0	8.751427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673.8124	0	28.777946	0	22.360521	22.250553	0	0	0	9.189253	0	0	0	0	0	0	0	12.522753	0	0	0	0	141.72034	38.56304	15.540541
3936	0	0	0	0	0	0	0	45.391293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3465	155.11801	293.43185	0	1399.9214	0	0	30.777094	0	67.46867	32.89672	0	0	0	0	0	0	0	0	10.104671	8.8055315	30.553936	0	0	0	36.778896	0	0	0	0	0	0	153.84329	0	0	7.7819667	0	0	0	0	0	0	0	0	12.5031185	0	0	0	0	0	0	0	0	8.099665	732.5761	305.82623	204.75116	49.418205	19.184238	0	0	0	0	34.232788	53.0738	0	0	0	0	0	0	20.644157	0	0	39.225517	36.215004	61.45899	246.96829	0
3739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5462	18.39844	6.9997716	0	23.00103	0	69.913055	159.69476	33.937355	0	22.644106	34.84769	0	19.568377	0	0	58.635307	14.94747	10.764416	18.117428	0	47.518097	0	0	114.69302	0	85.718346	13.87513	0	2057.1655	0	0	0	0	0	49.176456	0	0	0	0	0	17.335	236.73337	0	0	105.018684	0	13.368927	67.2852	8.849478	1087.6531	35.714035	0	0	16.401833	0	73.12209	0	0	0	0	0	132.98354	0	0	0	0	79.27285	0	0	0	92.64299	0	0	8.274752	0	0	70.7242	39.98507
7165	216.66283	729.88025	38.489887	265.18372	405.35364	855.40454	420.85687	181.22456	105.259766	600.43274	93.29242	166.23167	661.6421	329.66708	202.51657	312.3954	595.46075	197.74864	225.34682	299.21207	384.58292	87.07507	274.04037	665.561	187.31335	1143.6581	671.1872	246.99358	1025.142	374.3601	505.83374	127.43736	1443.444	2685.2	993.38904	1554.4762	771.99677	364.596	19.669275	555.68933	1433.8645	1015.81635	1065.162	1597.3029	1843.2307	954.8575	431.6067	521.637	382.16544	1051.5051	2213.7024	104.27547	318.77344	907.1894	76.26814	386.09128	116.14133	98.01485	641.0672	156.66121	67.02913	1001.537	208.00311	185.11275	458.124	170.33331	1932.4948	56.37027	341.18723	102.88275	1665.7406	51.81026	157.19669	144.46637	411.01624	49.089745	694.10535	1187.3884
2925	0	114.804054	29.13582	0	61.620094	0	40.0211	0	7.6016607	0	0	0	24.268427	0	0	0	0	0	0	30.210865	8.333753	0	0	0	7.131648	890.64954	19.522701	0	0	0	0	198.77045	9.060301	16.534435	159.82042	9.096359	29.227161	4.2795854	0	0	0	132.56432	0	0	24.011536	12.180532	0	0	0	0	7.977599	0	0	42.77934	30.046932	0	0	60.871635	9.521734	0	0	62.410015	0	7.6369905	0	45.544052	0	63.90716	0	0	146.32379	0	0	0	101.4775	0	27.386997	47.17778
5289	0	0	0	84.8182	0	0	24.358925	0	0	5.3689766	4.03245	0	0	0	0	0	0	0	0	56.149666	0	0	0	0	0	0	0	0	36.715443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516.4228	0	0	0	0	0	0	0	44.33975	0	0	0	0	0	0	0
4318	119.310394	0	0	0	0	0	0	0	9.289105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.208805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.18334	0	265.12173	0	0	0	0	0	0	0	0	40.92437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1731	592.7605	2752.2542	0	95.983345	1010.225	226.30927	3303.0364	128.30266	2094.4736	7.192766	27.973907	78.37908	560.374	314.39847	93.702934	411.38104	530.64124	5.4093757	199.39908	589.2497	44.536423	14.93904	86.686005	215.81602	420.25714	758.3634	2552.7139	0	792.5882	5.214163	21.984386	168.41107	1422.9332	169.98239	401.26428	100.91348	1965.9595	0	0	0	21.91698	440.51453	238.56444	834.89246	710.8388	329.31955	77.539955	681.3803	283.32083	392.90628	784.4406	0	82.81022	161.15758	143.85414	588.2034	19.46075	80.48829	80.11163	15.632169	0	35.303993	106.53619	103.57044	0	51.906815	132.05824	39.040325	31.31204	11.785118	76.63518	56.402153	99.90097	235.95224	396.11975	69.307335	126.39548	129.50749
1556	390.9968	945.8304	0	271.34195	496.70847	801.2777	5810.2827	129.94193	926.268	8.946352	11.84301	70.847435	323.6762	183.10881	281.97977	597.14856	261.14542	5.4093757	419.778	330.94107	39.700077	17.52415	112.01256	498.27618	152.75195	365.81796	3368.9836	0	1892.1476	13.371881	21.984386	1591.621	2296.086	292.44196	205.60811	343.2061	3997.993	0	0	0	0	796.85223	111.42351	1727.2626	1099.6837	154.02724	113.98633	323.24008	139.85184	197.41829	1442.681	0	203.67873	957.7796	846.2809	471.4341	27.678629	73.92905	54.993736	15.632169	6.0681214	28.335112	98.387596	107.89055	0	59.784996	355.44907	43.30524	31.31204	11.785118	338.14517	111.56467	114.82429	590.32434	313.40063	220.03201	161.30476	435.99628
105	116.47147	487.17722	0	91.38179	151.77614	276.56708	1180.6758	129.78474	270.98175	0	6.4097033	43.552906	78.65309	57.10704	38.420944	372.0964	100.72258	0	101.42761	110.32562	65.97576	0	47.626987	121.28306	109.43492	264.8735	974.1219	0	608.7881	0	0	270.7463	106.7255	71.803024	83.65982	89.411385	812.6557	0	0	0	5.7745533	157.33214	55.01695	726.009	484.6334	127.8703	26.229929	161.13918	39.133373	95.48585	536.7816	0	25.048393	44.888233	277.5874	148.26633	32.05563	25.78628	27.715702	29.390614	13.013563	7.857683	0	33.378475	0	36.75207	62.09074	13.73759	5.176998	8.329626	83.32295	48.860485	62.78733	83.11443	200.11533	41.50593	70.393486	128.29097
307	82.29077	0	0	34.01594	42.096508	17.91017	1178.5918	52.640816	0	0	7.011943	7.028492	8.506794	7.703858	64.275566	40.64615	53.78759	0	21.938622	12.958	35.608746	0	19.407156	10.901227	31.086885	36.036633	727.1487	0	61.30563	0	0	66.14429	128.71216	0	0	0	171.37675	0	116.0149	0	0	75.16438	0	0	244.3576	12.111904	5.6265793	43.152767	0	16.171806	155.39784	0	0	56.007965	0	366.1393	0	0	0	0	0	0	0	0	0	44.34301	13.589043	0	0	0	0	13.466032	0	20.75863	315.7358	0	152.73598	8.666826
3628	71.5876	28.007198	0	0	0	0	8.119902	0	23.203636	0	0	0	0	0	0	0	0	0	0	0	0	0	8.841642	0	4.9902625	0	0	0	0	0	0	36.192387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.092934	116.816574	36.261257	0	0	0	0	0	0	0	9.549519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3756	548.81476	162.71266	0	34.51335	0	0	25.160625	0	37.691486	0	0	0	0	0	0	0	0	0	0	0	16.148987	0	0	0	24.772778	0	0	0	0	0	0	55.280033	0	0	0	0	7.617739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589.92926	267.89346	24.76625	0	0	0	0	0	0	43.195004	37.04045	0	0	0	0	0	0	37.816128	0	7.2318707	0	14.747269	73.52831	157.41249	7.07843
2068	17.941381	92.12746	0	78.202156	0	26.116539	16.701572	0	24.76326	0	0	0	0	0	0	0	0	0	7.4024625	0	19.474035	0	0	0	15.465189	0	18.446499	0	0	0	0	43.011116	0	0	95.379715	0	20.282211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.622972	155.24768	57.757744	25.958122	7.571494	0	25.5243	0	0	0	10.224659	0	0	0	0	0	15.075475	0	0	0	47.794548	18.204102	23.26922	86.82847	0
865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.812634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6742	184.0347	382.19037	0	373.0525	299.04767	163.57468	410.2777	0	47.6991	92.187706	37.224564	13.592895	71.18098	35.17692	83.03212	19.38924	105.015	49.934376	135.20013	334.55707	101.86353	0	90.96687	190.4802	53.031822	202.72366	87.90065	69.38212	1014.36017	43.74608	0	145.04538	430.984	327.18997	189.09073	82.61373	473.55228	14.545896	0	58.41547	70.85471	849.3406	262.26123	211.12679	288.1614	159.96571	101.34711	111.623924	20.503738	3961.1763	468.96182	5.0860977	41.414204	122.27156	133.97833	331.61038	0	21.135393	188.12961	25.124496	0	255.3819	101.77706	16.64423	25.877226	334.83383	754.90314	29.729717	0	31.756098	1176.9883	10.639115	18.898155	57.00626	29.475752	7.824566	577.8337	357.44626
5617	41.254868	65.6407	0	51.177338	15.626159	73.78982	53.68906	0	42.8289	0	0	7.1414824	0	80.06593	0	0	10.166043	0	0	54.50628	24.332172	0	0	31.194382	0	216.7615	75.76883	0	1792.8274	0	17.1178	99.764435	83.819405	185.4544	0	23.805155	352.02335	0	0	0	0	55.389297	0	101.59764	30.945908	31.076754	0	0	108.69815	45.337402	43.923256	0	0	32.039124	54.347984	107.987366	0	0	18.94668	0	0	13.207628	446.66098	30.522537	0	0	46.466385	0	0	0	57.625275	10.711948	0	53.46155	0	27.16878	16.524157	0
5452	165.90213	129.76938	0	192.58875	114.18292	454.4139	1311.0236	226.72086	33.861156	214.0786	248.34671	34.498116	172.83762	71.973145	58.20326	432.76624	131.08138	115.520905	173.75076	0	328.61597	0	35.00554	773.62396	58.927727	558.1081	134.65132	52.571598	12391.916	0	0	86.36085	70.10281	43.623978	350.92688	0	170.5195	19.350597	0	66.23484	132.39717	1550.2432	56.372356	57.619682	720.8823	125.17436	143.64531	485.78998	109.627426	6381.569	35.084137	64.65535	13.082945	166.96117	56.714752	665.0993	0	64.79951	63.960564	0	0	905.4994	69.8134	6.231367	79.46143	12.148805	556.5637	0	0	0	665.3344	85.863525	0	110.04535	34.770023	74.42362	457.7177	273.06827
2281	0	0	0	0	0	4467.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2424	67.60732	0	0	0	0	909.5192	0	0	0	0	0	0	0	0	0	9.634002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.546252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.90598	0	0	0	0	0
