Feature	Intercept_mean	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G3P]_mean	Intercept_std	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G3P]_std	Intercept_hdi	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G3P]_hdi
2862	-10.363807869999986	1.4590591879259995	0.9653703600342527	1.6719166344816974	(-12.0849, -8.63807)	(-1.50498, 4.84802)
4990	-10.452903285350002	-1.3500976794500008	3.950039545556964	4.941526377292985	(-16.3684, -2.74106)	(-10.5808, 8.06283)
5427	-10.776763793985	1.3791861593109995	4.750649095207725	4.198726176258545	(-19.5819, -2.65569)	(-7.50665, 8.27265)
1553	-10.484760270499983	3.0510404706850025	2.8230038698751736	3.2212991374071693	(-14.8588, -4.9869)	(-3.14199, 9.522)
7084	-10.002734625999981	-2.153014644309997	2.5863734347099334	4.711455444230383	(-14.0936, -4.77173)	(-11.3675, 6.36418)
6899	-10.436060299999985	-2.389688948115002	0.9427717928074165	2.1329512504321992	(-11.9921, -8.67911)	(-5.89066, 2.30138)
839	-8.948860894999992	-0.43762974079399974	0.40217757724449127	0.7264652635544913	(-9.65624, -8.16511)	(-1.88216, 0.834105)
3353	-9.774051464999996	0.4312700808850009	0.49895023963648294	0.883148051572322	(-10.6816, -8.83146)	(-1.25241, 2.08062)
3483	-9.090113914999998	-0.9215562463864998	0.9079885528561051	1.7922610407365975	(-10.7297, -7.4036)	(-4.21883, 2.40894)
6442	-10.187504175000013	-1.135128390808997	1.392156319458278	2.5690703263138928	(-12.3189, -7.35162)	(-5.76398, 3.83239)
7652	-9.13038915816448	-1.2285513547649993	3.6511073319471277	5.04674901081583	(-14.4153, -1.80783)	(-10.7933, 7.94111)
3333	-11.089178484999994	-0.04545539300200003	1.2540179876487627	2.3396686691755795	(-13.2366, -8.95898)	(-4.76512, 4.22117)
2668	-8.584105760000003	-2.3942544677250015	0.7000223221626026	1.5828552624833052	(-9.69558, -7.0728)	(-5.24914, 0.52485)
1113	-10.623639922450007	-1.3275873331549992	3.7935713918925282	4.953882226085427	(-16.6757, -3.46239)	(-10.5747, 7.75969)
6312	-6.327738030000001	-0.5547794112994989	0.16310705260662112	0.3066410277819701	(-6.63075, -6.01615)	(-1.04855, 0.108567)
337	-7.519571994999995	-0.29780690562500045	0.3474389881309667	0.65721927472555	(-8.11361, -6.81747)	(-1.55131, 0.88979)
4328	-10.471855099999981	1.4033613387265003	1.6122470601221415	2.349494554880838	(-12.8766, -7.23774)	(-3.14252, 5.86508)
3914	-7.895063219999997	0.4509506721880994	0.6283005288734295	1.209040438184818	(-9.01263, -6.70637)	(-1.67029, 2.75561)
1419	-9.462473750999997	1.5533804891600036	4.579727950821742	4.2289823801198425	(-17.4203, -0.594622)	(-6.24918, 9.61654)
7292	-7.6788376494999975	-1.0116828474682003	1.8043075913787598	3.23409847401815	(-10.4206, -4.17353)	(-6.50825, 5.82873)
4246	-8.911092488999987	-1.0605325359550002	3.8770339438931996	4.896565867644382	(-14.5452, -1.53337)	(-10.2862, 7.92758)
3548	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
6253	-11.492417803500006	-3.5647935004490017	2.0336021925833894	4.208941729674138	(-14.474, -7.45425)	(-11.3371, 4.70765)
6855	-8.257312855000007	-0.1030750356884999	0.7519954233237715	1.5751986670395732	(-9.58052, -6.78369)	(-2.84178, 2.93383)
2574	-10.294918696999977	-0.803988758189301	1.5780264016087238	2.6137190595024933	(-12.7944, -7.55138)	(-5.39559, 4.53145)
4282	-10.485477494999996	2.394409745209997	0.8464503803137399	1.4694495138545185	(-11.8269, -8.96098)	(-0.367356, 4.97022)
964	-10.460797735000016	-0.17548777234999965	1.134095036171846	2.2310440758027545	(-12.432, -8.5358)	(-3.89241, 4.08462)
6317	-9.795854742825005	-1.077483032249998	3.612019159387568	4.841374842523727	(-15.5095, -2.73626)	(-9.86229, 8.01507)
5953	-11.851381830000001	0.24207296180300023	1.168117977120098	1.9042981649264508	(-13.7337, -9.56519)	(-3.19386, 4.09109)
1258	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
6596	-10.906499394999983	-0.1527285154299997	0.9451920806943861	1.7528849405052207	(-12.448, -9.01438)	(-3.61837, 2.98641)
7146	-10.006524410000013	-6.843812990900004	0.8261717815508786	3.249157020950033	(-11.4454, -8.48515)	(-13.329, -0.889513)
7432	-10.688250755	-0.45837430356099984	0.9410112535175019	1.7583066985128528	(-12.2659, -8.89417)	(-3.55397, 3.03882)
1605	-12.325277204999995	2.511893383819997	1.8394899935803237	2.4654010735580645	(-15.1573, -8.72982)	(-2.03563, 7.66964)
1624	-9.57758766785	-0.27744023059500006	3.0355699314912927	4.195213658047419	(-14.1893, -3.68875)	(-7.0089, 8.33605)
5860	-9.990908060500011	-3.3074847089199984	2.101566776809081	4.742123431513235	(-13.3945, -5.92487)	(-12.578, 5.12354)
4103	-10.703242593499992	-0.30635239010500037	2.6087668960853905	3.5637620976117854	(-14.2938, -5.47334)	(-7.05897, 6.42518)
1471	-9.410442486900003	-1.072335197539001	2.0271325883348905	3.526297040272582	(-12.4413, -5.50988)	(-7.09772, 5.82368)
8339	-8.173599655000013	-0.43030938395999996	0.2458149416519083	0.44573104092107035	(-8.59711, -7.70238)	(-1.22784, 0.442804)
3985	-9.059769039999999	-0.08132620591499996	0.3068984259579679	0.5633055439742617	(-9.56635, -8.43584)	(-1.19775, 0.921841)
1085	-9.959900448700017	1.827994285809999	3.347778543371247	3.643394088917355	(-15.6197, -4.1235)	(-5.11523, 8.77533)
5784	-9.519931879999977	0.7451461965099986	1.1652018693670914	2.050656506236063	(-11.4573, -7.39338)	(-3.09509, 4.76971)
3046	-6.432569614500003	-0.8397391756599992	2.849006575335712	5.070464439259148	(-11.155, -1.13923)	(-10.3138, 8.71921)
8252	-10.703481614050006	-2.401866208896001	2.767862170649312	4.911075156432231	(-14.9805, -5.27538)	(-11.332, 7.22496)
5312	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
1046	-9.640325110000006	0.7576031658215012	0.6816429503853818	1.3117552351943096	(-10.8251, -8.32584)	(-1.66881, 3.21355)
8686	-10.898799779000006	-2.063087537307503	2.665055174642126	4.812472339022257	(-14.7203, -5.36307)	(-10.9404, 7.19762)
7734	-9.224387521550021	-1.1406373544665	3.5854271454997226	5.125506097329259	(-14.8341, -2.25021)	(-10.0887, 8.40147)
5438	-9.806235040000024	0.3308989343960001	0.8658540233881804	1.679326690412568	(-11.2675, -8.13737)	(-2.73189, 3.73041)
1781	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4767	-9.207373873849987	0.19399396154999987	2.756670479907215	3.6951433749859026	(-13.5919, -3.8963)	(-6.77374, 7.21208)
8639	-8.771111421849973	0.8350150860549986	2.6451010575251686	3.534363984151004	(-13.0188, -4.01542)	(-5.16446, 7.95686)
8705	-9.81993962565002	-1.407534875645002	3.665628734014496	4.84392493462365	(-15.3258, -3.04227)	(-9.99203, 8.22494)
4298	-9.661097635150005	-2.0799888119799985	2.6977048185085977	4.892430214500318	(-13.7359, -4.47256)	(-11.3218, 6.74958)
2043	-7.866092305000001	1.9497719399999975	0.25453775838573917	0.47570782796314237	(-8.33979, -7.37885)	(0.989275, 2.78542)
7685	-9.154740375000006	-3.685678138500001	0.7399316217021736	1.6892575537385075	(-10.3775, -7.68846)	(-6.68448, -0.522656)
6421	-10.278379050000014	0.4082619810179999	0.44193930953502825	0.8388142375366402	(-11.0408, -9.43601)	(-0.932034, 2.21189)
528	-12.610714854999982	3.0739043294049946	1.4069750297323966	2.067354707878625	(-14.8941, -9.92124)	(-1.21498, 6.67672)
3370	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
2841	-11.727525805000012	0.46701469238714993	1.35371986735578	2.1380765162966044	(-13.9952, -9.01244)	(-3.60235, 4.48956)
2733	-8.186264249999988	-1.3186667433599988	0.49424414355562923	0.9263425406546326	(-9.0868, -7.29056)	(-2.95557, 0.48552)
1004	-11.900632620064991	-1.4791343954450005	3.914987098843453	4.6979920381785325	(-17.3977, -4.04579)	(-10.1597, 7.22202)
5651	-11.426212956649989	1.3030542020200013	3.5544721435795648	3.5775204619934766	(-16.4615, -4.24209)	(-5.26394, 8.48214)
2983	-9.161053156800001	1.5723267526359983	3.5842987154721113	3.75349427876003	(-15.1438, -2.58388)	(-5.72465, 8.4789)
1138	-8.087660662600015	-0.9663984487950006	3.3718308136954946	5.035308937831807	(-13.2208, -1.2494)	(-9.88734, 8.64842)
5259	-8.124546259699988	0.029367960739999983	1.9795310226916774	3.103331706610942	(-11.1996, -4.44364)	(-5.38873, 6.5619)
8051	-9.999982995	-0.934523590179999	1.3093695420948135	2.717443553666033	(-12.1619, -7.42186)	(-5.43373, 4.24502)
5566	-9.978100694999993	1.287789547366998	1.1748136724434517	1.9645153188199866	(-11.8894, -7.79663)	(-2.28853, 5.25734)
8222	-10.739948437999983	0.11685549693950004	2.1435509325469817	3.102429482374275	(-13.9492, -6.32405)	(-5.65402, 6.32906)
3463	-9.430360208499982	-1.1587154885000015	3.5753186713983527	4.984430016215074	(-14.6374, -2.03088)	(-10.2726, 8.07076)
7548	-8.651968763049997	-0.9038773551635002	3.5331780478331964	5.129347016065178	(-14.12, -1.71685)	(-10.9315, 8.21293)
6600	-11.242291675499985	0.11577496463999984	1.7780407448318418	2.8243569849426087	(-13.9504, -7.98236)	(-5.04608, 5.88592)
8643	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
3501	-8.811842960000009	-0.4001105068704994	0.3229842892255575	0.6058866047214057	(-9.44584, -8.2433)	(-1.52313, 0.704992)
4600	-8.695616104999983	0.22963158757353494	0.22740310065031885	0.43294275519520165	(-9.08139, -8.23652)	(-0.58031, 1.07374)
6436	-10.655601838849991	-2.4520904774649996	2.9242277847627176	4.739663953967478	(-14.6837, -4.47405)	(-11.7624, 6.41164)
4713	-9.3594630745	-0.9857471181600002	3.471518951782009	4.997245036804907	(-14.8962, -2.54801)	(-10.727, 8.28373)
936	-8.753591172999998	-0.9162686286449997	2.3877154339553317	3.893043832704312	(-12.4668, -4.12911)	(-7.93477, 6.26837)
5523	-9.503525504999985	0.06610728005500012	2.582043944792797	3.701014337377951	(-13.4753, -4.78405)	(-6.68292, 7.17408)
5003	-10.954769175000026	-5.8654810138409985	1.0261627668916224	3.3533716749809837	(-12.5255, -9.14515)	(-12.2005, 0.417888)
1680	-11.421177642000002	2.6167407838150027	2.5371723462523863	3.0136230867210934	(-15.2193, -6.47507)	(-2.983, 8.54315)
2061	-9.108157019200025	-0.731571966	2.0025542408717705	3.144624397415009	(-12.1108, -5.40524)	(-5.97516, 5.61559)
1581	-7.955388455000009	-0.028373628530000004	0.2075156779512404	0.37595997727267233	(-8.34468, -7.57691)	(-0.767843, 0.647793)
59	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
960	-8.984724625000009	-0.013309875120999981	0.4160227784855768	0.7876326144185686	(-9.72405, -8.18164)	(-1.38013, 1.51028)
3398	-7.114732200000016	-0.5003191166071003	0.1880487872145417	0.35084793245155077	(-7.45517, -6.75016)	(-1.15733, 0.158613)
1871	-8.931697269999983	0.027619201752499985	0.41800048529558786	0.8476721476635747	(-9.68937, -8.12263)	(-1.58456, 1.50094)
5410	-10.729126139999993	-6.609136237199999	0.7958166175047487	2.931312363412194	(-12.0839, -9.24678)	(-12.6476, -1.35933)
3523	-9.39020386500001	2.822433989844999	1.6004266922076795	2.3619686087257	(-11.8874, -6.3398)	(-1.16438, 8.03729)
3573	-9.425080069999991	-1.06794306407	0.3573064073412276	0.6873160977493689	(-10.1257, -8.83856)	(-2.26221, 0.323213)
8052	-9.286296395400004	-2.0137722459799994	2.87762372797056	4.939335217296868	(-13.6552, -3.60906)	(-11.0032, 7.55501)
8228	-6.674002470000012	-0.5278357207675007	0.15683834157787777	0.2854902498828735	(-6.95844, -6.38691)	(-1.05043, 0.00573349)
7545	-11.664824575000027	-4.884496803349996	1.0623448675078737	3.770026897648191	(-13.3516, -9.5865)	(-12.1429, 2.31437)
4157	-9.311626508624999	2.1572227430999993	4.419222952956524	4.323438588320587	(-17.6068, -1.07127)	(-5.43234, 11.0601)
5721	-10.304302785	-0.647222799055	1.0119507681697721	1.9178213889468771	(-11.9861, -8.43161)	(-4.20112, 2.9386)
2325	-11.127896965000009	0.11826684724999988	2.180619903451813	3.0506938406022877	(-14.3549, -6.74167)	(-5.66917, 6.23501)
5309	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4209	-10.952704300000002	0.091345654271	0.8227193636410357	1.502691434988316	(-12.3566, -9.43259)	(-2.55157, 3.06438)
2902	-9.862997724999982	-0.4688028455199996	0.42548510058294015	0.8349380093642548	(-10.5886, -9.00706)	(-1.85763, 1.21589)
302	-7.592969715000012	0.46570481397249885	0.5782366462850386	1.1148920174404846	(-8.61559, -6.51424)	(-1.43348, 2.62548)
5344	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4766	-8.229342015000007	0.028853324436750045	0.20547211808294047	0.38331190893588896	(-8.583, -7.80721)	(-0.689819, 0.755951)
578	-11.736266855000032	1.5482175133455012	1.290440357056288	2.056676189221264	(-13.655, -9.00818)	(-2.27554, 5.56712)
7225	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4605	-10.646951245000002	1.4076116726357997	1.2024601555532308	1.9594497456733067	(-12.6109, -8.66547)	(-1.94542, 5.3661)
7565	-9.410971175000002	-6.474082791085007	0.9816742570875892	3.4517539313604035	(-11.0334, -7.61421)	(-13.39, -0.286063)
4370	-9.766577084999996	-0.9342540017724993	1.29632121031207	2.483205079610744	(-11.845, -7.34376)	(-5.07974, 4.03342)
6123	-9.809456342950012	-1.0925091550849981	3.507455518113347	4.822770527658208	(-15.3912, -2.82284)	(-9.911, 8.0009)
2218	-9.813215554999985	-0.07298740867499992	0.6912490227159035	1.31994936981582	(-10.9658, -8.47504)	(-2.34039, 2.65287)
5243	-11.539817984999988	1.6171005458250023	1.0688818286080506	1.9628094942644883	(-13.4, -9.50199)	(-1.75131, 5.48785)
7987	-9.617418980000023	0.4372802362975006	0.599520815679372	1.1875648542433503	(-10.6675, -8.48441)	(-1.69497, 2.6723)
3894	-8.917311163850021	0.9017320537645003	2.0001211530902347	2.872974442195545	(-12.2046, -5.25944)	(-4.17035, 6.80966)
3644	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
3610	-9.421465279999982	0.2540215027099998	0.46695142342156076	0.8742489019969496	(-10.2944, -8.57859)	(-1.46372, 1.85354)
7036	-11.3758312245	-2.641246557279998	2.700231455534262	4.744156712199924	(-15.0497, -5.60273)	(-11.1413, 6.81702)
8267	-7.520520220000012	-5.596404795970003	1.2840368244460718	4.358427036123869	(-9.51361, -4.99606)	(-13.0019, 3.07887)
2458	-11.283859784999997	-5.959425054650005	0.9482507426858702	3.3099067994652955	(-12.8547, -9.39022)	(-13.5311, -0.399849)
2418	-9.406476245999986	0.4816491601199994	1.5530139740506332	2.5791404103943893	(-12.0598, -6.72116)	(-4.4337, 5.35859)
6105	-7.307038902200007	-1.770661527785001	0.956198633149646	2.106228490137417	(-8.99705, -5.65489)	(-5.59862, 2.11156)
881	-10.46986018499996	1.0075004863415	1.2280974965026263	2.1291113377102313	(-12.305, -7.89829)	(-2.91378, 5.35404)
5504	-9.97884881499998	-0.030017780057999963	0.649989330465159	1.33246010942729	(-11.1852, -8.80768)	(-2.76284, 2.14223)
2915	-8.926067490000005	0.990104414711399	0.3768194520009548	0.6752121048962921	(-9.65434, -8.24587)	(-0.17179, 2.40418)
452	-10.409186539999979	1.0197283534565005	0.9188178405636938	1.586847483146298	(-11.9351, -8.59174)	(-1.98198, 4.17272)
7885	-10.370937193500012	1.7295862504505006	3.3372454336604735	3.5429679307349566	(-15.8825, -4.02031)	(-5.28256, 8.18523)
6626	-8.206916819999996	-0.6990011820849991	0.9422471398149161	1.7640619409056195	(-9.78229, -6.33255)	(-3.89905, 2.84535)
7765	-8.618603379999989	-0.5514782737859998	0.29174849886704785	0.5325958218507716	(-9.14203, -8.06088)	(-1.50232, 0.500832)
2378	-9.635244319999975	-0.31080077332349987	0.6538991205431753	1.3242677773009042	(-10.7763, -8.36633)	(-2.82982, 2.02393)
5480	-9.393855397299994	-1.0832211043750022	2.1091136051562285	3.327510590326401	(-12.6672, -5.5975)	(-7.16722, 5.02124)
5132	-8.02938886499999	-0.05645503554299993	0.25900131864058473	0.47576706970562666	(-8.46375, -7.46766)	(-0.996552, 0.800237)
1185	-13.787222678000004	3.1280407444999976	4.187050096005702	3.514111274496331	(-20.4287, -5.24213)	(-4.20462, 9.31608)
6815	-10.365271735000004	1.4097247734209983	0.573682530283031	1.0921283282284824	(-11.4277, -9.31448)	(-0.58, 3.3988)
3506	-8.069424028500011	1.594357215414999	2.9615476880955476	3.7490582596352358	(-12.5464, -2.23571)	(-5.58463, 8.61444)
489	-10.792857698499986	-1.1350321301308481	2.040622754423869	3.1841336032485468	(-13.8443, -6.80013)	(-6.21314, 5.59161)
8550	-11.151612134999967	-4.878072776049999	1.2659126535609764	4.0105216612131835	(-13.1467, -8.72833)	(-12.9503, 2.81525)
3021	-10.645129619150001	2.4989756428899996	3.0981353810123147	3.5298200324552544	(-15.3221, -4.71223)	(-4.1869, 9.38775)
5594	-10.685760339999995	-0.2560854061599998	0.5739529552266316	1.0892596376902526	(-11.724, -9.59395)	(-2.19771, 1.92606)
2255	-10.677864545000013	-0.04674037919200003	0.7654512806812017	1.4168743103780366	(-11.9693, -9.24113)	(-2.37838, 2.89118)
4194	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4199	-9.124580882400005	-1.1841288011500006	3.4273611634404793	4.796816060129444	(-14.4136, -2.52302)	(-10.3944, 7.4079)
3247	-7.396923074999997	-1.0456448389925013	0.5578017004745457	1.1097402816858215	(-8.41438, -6.3573)	(-3.05621, 1.13556)
7208	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
6598	-10.340561744999995	-0.4237014691596499	0.7875515019628901	1.50118963341783	(-11.6703, -8.87396)	(-3.09875, 2.41498)
3266	-9.44727032969999	2.2951849150329995	4.40720479535246	4.24404604971671	(-17.3328, -1.45627)	(-5.68583, 10.2132)
795	-6.7844640729600005	0.8350369624284981	2.5790254927822533	3.574383111020216	(-10.7717, -1.57298)	(-6.42511, 7.17012)
2703	-11.58431830000001	0.6910352563859998	1.0282397907352212	1.843522586463237	(-13.2976, -9.66068)	(-2.57979, 4.04132)
4013	-10.250217201149985	1.6710624066349986	3.5033094998462895	3.6395443974598303	(-15.9183, -3.39828)	(-5.44057, 8.36233)
4040	-9.855501899000007	0.2895393516149997	1.6788182454559761	2.6586729185411304	(-12.4306, -6.54922)	(-4.70289, 5.52802)
4592	-11.321175006549973	1.509786417799999	2.414250392131706	2.936436152508518	(-14.7372, -6.45122)	(-3.28431, 8.02318)
4141	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
5599	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
3722	-10.689819229999985	-0.37659702610949974	1.1120573707634014	1.99784379232447	(-12.5682, -8.5544)	(-3.93311, 3.80211)
3937	-7.832290160799998	3.067905822694003	4.162575297511557	4.168924036863377	(-15.7352, -0.462335)	(-5.51952, 9.96375)
7098	-9.243153858499987	-1.1274612439749987	3.6783886622739175	5.243031994465848	(-14.9589, -2.22068)	(-11.0393, 8.3499)
4836	-9.613894728500007	-0.05205441762400002	2.343929334173843	3.5381365506480624	(-13.0784, -5.25138)	(-6.54791, 6.928)
1095	-9.694729495000017	0.7949687372269488	0.7901216816040393	1.4977659961896803	(-11.072, -8.21027)	(-1.81653, 3.7847)
5239	-10.816800058250006	0.8821892829357515	3.505414800264412	3.9126759144736782	(-16.3565, -4.42522)	(-6.79312, 8.56183)
5270	-9.251156520000018	-2.6537192863550034	0.48255315763808787	0.9394091843267364	(-10.1423, -8.38668)	(-4.31563, -0.837456)
6563	-9.616922577489982	-0.8652068569149995	3.9328037571098284	4.904266800077055	(-15.5428, -1.83481)	(-9.74761, 8.06707)
2771	-9.013010958950005	-0.15030568258999982	2.5401286007633237	3.6078476185085346	(-12.8873, -4.18948)	(-7.11766, 6.69568)
3605	-8.544145965000007	-7.872538487300014	0.6926448197934268	2.9951717716228767	(-9.74568, -7.27669)	(-13.8269, -2.53427)
4061	-9.648722700350019	-1.1387593321135001	3.563511372741386	4.863986257437981	(-15.0981, -2.50695)	(-10.3576, 7.89044)
7970	-9.371947867799989	-2.931213301884499	2.311873539433917	4.589471864999932	(-12.8058, -4.74913)	(-10.7823, 6.73503)
3138	-7.774636408749983	0.09375879432499984	2.354684752384166	3.267781689592389	(-11.592, -3.18444)	(-5.82973, 6.56688)
7639	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
185	-9.192816653000003	2.4759018577049963	4.492607100490113	4.342064149755889	(-17.5265, -0.882995)	(-5.43854, 10.5184)
3647	-11.194291649999988	2.5017596964999993	0.8757110204812293	1.5090460850385785	(-12.6309, -9.50526)	(-0.119527, 5.48438)
4433	-10.100759849999992	-2.1228891342099963	0.7475444829978866	1.493998561035839	(-11.4048, -8.65778)	(-4.9236, 0.623291)
2546	-10.78699522000002	0.41279335649649995	1.0700143800504973	2.0234901166815926	(-12.6167, -8.78683)	(-3.39348, 4.28979)
1402	-8.306899032800002	-1.8010471369919936	2.8245969302746654	5.21948721039119	(-12.6313, -2.95912)	(-10.9063, 8.42035)
5314	-10.393477240000012	-1.3655171165444975	0.5569387192441214	1.135643611973485	(-11.3341, -9.25494)	(-3.40729, 0.838464)
5273	-10.458502163800025	-2.2718813212000017	2.8704328113852045	5.052875164270839	(-14.5707, -4.62732)	(-11.1996, 7.42922)
1606	-10.310332883000019	0.48948281113499953	3.417477705586589	3.9224983274406666	(-15.7618, -3.68361)	(-7.21815, 7.52399)
2390	-10.43673756500001	-1.1686296691999987	0.921236567468813	1.7938608862488215	(-12.1346, -8.82495)	(-4.40214, 2.33047)
5234	-8.706607569999985	-0.2334517848319994	1.1031530008061419	2.081446920661149	(-10.4564, -6.49845)	(-3.69552, 3.87697)
6012	-9.801428319009995	-2.1058855177570033	2.8081647987445315	4.8767625901516585	(-13.64, -4.06155)	(-10.3914, 7.67014)
3233	-9.051319410000005	0.6532199493324992	0.4286620685294566	0.8170740989158014	(-9.80293, -8.21871)	(-0.783546, 2.33965)
6446	-10.792931556200019	-3.313907166550007	2.355027582162437	4.415877851064188	(-14.1198, -6.24267)	(-11.492, 5.11562)
4537	-10.119392470000008	1.5380750201284998	0.8438180797251256	1.4250626382354301	(-11.4577, -8.54005)	(-1.10383, 4.24888)
5939	-9.802635760999994	0.9925053117949995	2.264401678008903	3.072599024025636	(-13.0817, -4.97147)	(-4.50398, 7.01618)
1298	-8.91526463	-0.9369714507849992	0.6342478442727756	1.2026216040067892	(-10.0519, -7.73831)	(-3.20783, 1.2685)
1070	-10.960484762499991	1.4948268081880034	2.5095896508030338	2.9994330095724067	(-14.323, -5.55878)	(-4.63132, 7.05968)
4831	-9.602122828500015	1.1926411214550032	2.2892255333194207	3.161820258203324	(-13.1734, -5.06441)	(-4.74974, 7.64707)
5069	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
1005	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
7962	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
5670	-8.37639353999998	0.2699363396860004	0.29996910487843303	0.560815897538404	(-8.90069, -7.78766)	(-0.742973, 1.35672)
4601	-10.92288160299996	2.3491584154241525	2.848588285758133	3.201265026423468	(-15.8577, -5.77943)	(-3.46207, 8.65562)
8090	-10.228268560500004	-1.1821868799799995	1.4396206044578015	2.8172738728027045	(-12.4528, -7.35194)	(-5.71212, 4.86242)
5411	-10.293327366599963	-3.2356183440350015	2.085629308342609	4.544488185442081	(-13.4963, -6.24064)	(-11.369, 5.9009)
8752	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
8667	-10.056188014999991	-5.957844911000007	1.1189272687170992	3.5698171088931003	(-11.9085, -8.1488)	(-13.0542, 0.689366)
7095	-8.869956630000003	-0.15991841620800004	1.043268669165064	1.960583042727239	(-10.5578, -6.83405)	(-3.64989, 3.64982)
6593	-11.860233833	-0.6623805451449992	1.8300654977683255	2.855700169620458	(-14.6338, -8.36214)	(-5.94612, 4.88585)
8277	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
5609	-10.194356039999995	-0.44062758292700077	0.7025640738736351	1.4252966552090074	(-11.4621, -8.92552)	(-3.02545, 2.35404)
8713	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
2227	-9.95466799500001	0.2836588450100004	0.802492486119733	1.6064681488485886	(-11.2885, -8.3956)	(-2.97799, 3.21366)
4026	-8.894651519999998	-0.22538151303900042	0.9750729697540531	1.9637418336708243	(-10.5824, -7.06707)	(-3.8985, 3.47988)
2541	-8.252797468950003	-1.8740147322510001	2.7495504330330185	4.896886619811434	(-12.6009, -2.88651)	(-10.581, 7.34912)
8467	-8.220269414999997	1.6795586287215016	1.1870274546746216	2.0685638341124744	(-10.2555, -5.85516)	(-1.79295, 6.04556)
3759	-9.000454957550012	2.221294330039998	3.3661769776905786	3.620845432074204	(-14.1711, -2.1337)	(-4.48402, 9.32238)
5750	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
8170	-8.344786090000001	-0.8191944253549994	0.6481319490222743	1.3198253706907777	(-9.38046, -7.06531)	(-3.07741, 1.76272)
1241	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4733	-9.19593718	-0.6167801336519998	0.854866234326837	1.5647618482012458	(-10.6143, -7.56319)	(-3.16254, 2.53993)
1482	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
2404	-8.973143553205011	-0.4485637563400004	2.121911741493793	3.5776465936591073	(-12.3139, -4.87037)	(-6.89308, 6.17111)
3742	-9.99746802399999	-2.0837954768049998	2.7651741376056904	4.7799915106222075	(-14.2162, -4.89089)	(-10.7123, 7.02346)
6264	-8.522084119999993	-0.23992380200999977	0.39064779286401385	0.7805616564722218	(-9.23432, -7.79183)	(-1.64629, 1.27642)
