FeatureID	CIR16.001	CIR18.001	CIR19.001	CIR20.001	CIR21.001	CIR23.001	CIR26.001	CIR32.001	CIR4.001	CIR41.001	CIR42.001	CIR5.001	CIR51.001	CIR52.001	CIR53.001	CIR54.001	CIR55.001	CIR57.001	CIR58.001	CIR6.001	CIR60.001	CIR61.001	CIR63.001	CIR7.001	TW.AF.001	TW.AG.002	TW.AI.001	TW.AM.001	TW.AN.001	TW.AO.001	TW.AP.002	TW.AR.001	TW.AT.001	TW.AU.001	TW.AW.001	TW.AX.001	TW.AY.001	TW.AZ.002	TW.BE.002	TW.BG.001	TW.BI.001	TW.BJ.002	TW.BK.001	TW.BM.002	TW.BN.001	TW.BQ.001	TW.BS.002	TW.BU.002	TW.BV.001	TW.BZ.002	TW.CA.001	TW.CB.002	TW.CC.001	TW.CG.001	TW.CH.001	TW.CI.002	TW.CO.001	TW.CP.001	TW.CS.002	TW.CT.001	TW.CV.001	TW.CW.001	TW.CZ.001	TW.DB.001	TW.DG.001	TW.DJ.001	TW.DK.002	TW.DM.002	TW.DP.002	TW.DQ.001	TW.DR.001	TW.DS.002	TW.DU.002	TW.DX.001	TW.DY.002	TW.DZ.001	TW.EE.001	TW.EH.002
1538	29.46289	0	0	0	0	0	0	0	18.736229	0	0	0	0	12.57604	0	0	0	0	0	0	241.50217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2267447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1311	135.38882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.328724	0
237	0	0	13.2983	0	7.8350973	0	0	8.726841	0	13.499034	0	0	0	0	0	0	10.06052	282.71887	0	7.8086724	0	5.350397	0	8.486389	7.5568175	0	0	6.069371	0	48.62147	5.5631256	0	0	6.124302	6.1625333	6.9448423	0	6.7659063	0	0	6.14563	0	6.4208307	0	0	8.512154	4.127198	6.4945354	0	0	0	4.976391	0	141.0399	0	0	6.999988	6.8206625	28.386826	16.725441	5.1922503	4.7594986	0	14.698702	11.75789	42.207924	511.48428	6.154686	178.39992	10.381137	304.46988	6.8010864	44.046284	8.224167	29.262926	0	8.774605	8.707337
851	97.91567	265.88828	0	54.27616	110.82185	0	36.048706	0	375.8923	0	0	0	0	0	0	58.67309	29.035822	0	91.28698	150.56746	157.03966	0	9.712643	28.059319	16.46576	0	161.59192	0	0	0	0	134.82872	169.06088	8.267492	0	0	263.07556	0	0	0	0	0	0	0	0	0	0	0	0	0	57.78526	0	0	317.57745	154.33159	36.34551	36.580322	43.314777	0	0	0	0	4.732071	59.00768	0	0	15.852239	0	0	0	179.58	41.099174	0	5.9944124	62.96891	0	0	0
3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554.5971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8678	327.5581	38.125347	0	127.213905	68.346436	172.49574	0	0	55.954933	51.757683	0	0	157.84453	168.86647	167.76523	0	0	107.05158	67.25308	56.236088	132.77357	0	118.92533	98.65954	59.08771	43.08229	62.056427	178.42564	0	0	81.66643	0	0	44.960335	40.193085	62.899693	0	151.50879	154.30548	171.0551	0	3.9850736	86.15721	40.138206	65.40027	108.30174	51.867992	22.25778	91.430786	96.34933	133.3344	0	52.5733	36.489628	0	119.07876	0	0	0	0	0	0	64.185776	64.78613	18.506489	0	0	0	5.8789067	0	0	0	0	246.77742	0	0	0	30.403694
685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.2588	0	0
2696	165.25784	318.95212	20.52105	9.581091	184.04349	91.212006	60.28027	64.95772	136.0408	56.873447	0	20.657501	79.23216	57.085907	55.9955	41.820137	63.147392	32.18737	52.419777	14.624632	163.63412	0	52.712852	108.30709	77.51153	65.1902	119.44792	16.530533	47.03749	0	0	90.00975	103.21113	39.639145	0	7.4845843	73.535576	35.58793	0	0	9.007907	71.315254	23.3214	39.16574	0	14.414115	10.091467	30.71846	59.253048	0	55.873817	11.097297	16.114357	270.23563	180.84532	305.64026	45.32985	51.28457	219.72418	0	0	28.930092	195.30016	233.53691	0	110.04111	94.95297	0	0	0	195.80782	46.101337	33.65255	52.439735	41.331184	72.74585	112.48959	44.00938
563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	0	0	0	127.39545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.44868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657.71014	0	0
