Feature	Intercept_mean	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G2P]_mean	Intercept_std	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G2P]_std	Intercept_hdi	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G2P]_hdi
7613	-9.090221404699998	-0.7666013737549972	3.81005755493494	4.8022243486586165	(-14.9414, -1.40806)	(-9.92534, 8.07317)
5543	-10.509577131999993	0.375666287926001	1.8662899711424548	2.8432365276434832	(-13.3779, -6.90292)	(-4.70828, 6.17883)
5890	-8.030994224999986	-0.3881306457015001	0.13452014403984028	0.2607041973874293	(-8.30337, -7.79258)	(-0.880005, 0.0916029)
7772	-9.05965748683999	-0.8514619040870003	3.533808340693704	4.807418522967913	(-15.0761, -2.47243)	(-10.4237, 7.71885)
4777	-8.801086420650014	-1.4867419689600034	2.747721337051376	4.920260336770999	(-13.0032, -3.37142)	(-10.9249, 7.15363)
4295	-9.958819360000001	1.2239406565949995	1.530918539578182	2.7072872239171297	(-12.4014, -7.05252)	(-3.43523, 6.64996)
7559	-11.040703941500007	-2.955912017481501	2.139522534279958	4.362412083827523	(-14.148, -6.72015)	(-11.6746, 4.77528)
4798	-8.198603437390997	-0.04115437232000009	2.776110974794155	4.381184295403321	(-12.3653, -2.96759)	(-7.828, 8.11614)
3521	-9.855829604999997	-0.4248705915039996	0.5740215347779156	1.2281923345006889	(-10.8404, -8.7183)	(-2.73453, 1.9351)
6408	-9.464421373160015	-0.9638171344549977	3.8020239140263707	4.907286343936011	(-15.1584, -1.78504)	(-10.2467, 7.96486)
164	-8.250222919999997	-2.5689375647950015	0.6567347782311925	1.6800633879529656	(-9.35878, -6.95614)	(-5.65352, 0.507053)
7725	-9.56582740500001	-0.5034013109449998	0.5212505472044282	1.1420479773360486	(-10.4307, -8.57786)	(-2.59792, 1.52897)
6783	-9.932994291300014	-1.1047574283399972	3.571005121779552	4.838729655708273	(-15.2385, -2.95575)	(-10.3087, 7.54262)
3802	-9.307925742499977	1.762409869410003	1.6688504145643328	2.807013685068677	(-12.1241, -6.29911)	(-3.15792, 7.25593)
8697	-9.835747250000004	-0.769651127402502	0.6461489560138877	1.4724051047217714	(-10.9386, -8.54254)	(-3.5443, 2.01565)
