FeatureID	13L.T1	13L.T13	13N.T1	13N.T13	14L.T1	14L.T13	14R.T1	14R.T13	15L.T1	15L.T13	16R.T1	16R.T13	17N.T1	17N.T13	17R.T1	17R.T13	18L.T1	18L.T13	18R.T13	20N.T1	20N.T13
1	304255.5318	806652.5243	609254.8089	5789503.581	1222689.686	3830569.901	2530175.49	8070613.544	95510.00694	10400000	5235727.779	5777560.814	2020443.277	2145700.285	15909.15817	1609588.086	2379840.965	3470551.709	655130.9554	1311237.852	2697329.109
2	252885.7568	591390.6867	253838.3596	319630.6918	112080.584	643641.9749	228746.6846	417637.1154	203863.8027	490379.9074	96494.10673	380930.4511	410353.6771	497060.3575	444326.0198	326501.3503	377957.739	305932.9411	409015.2183	432298.652	321062.0582
3	1088111.746	1187465.791	863836.1318	455402.1618	759683.4424	490444.0556	674365.0267	399520.3558	1560341.776	756373.946	943737.3959	358223.858	769277.4159	362321.3728	1525973.008	277196.3392	502477.1059	310545.2382	566888.7356	1158072.148	258895.608
4	2285217.083	1775022.049	1448380.459	470744.0239	1179915.192	645282.5666	954673.4854	408327.6186	1472882.871	708578.708	592070.6724	478886.9113	1113568.353	478985.1181	3871454	371035.9647	724847.6773	409691.0301	772958.7472	1837011.399	319276.1669
5	22700000	15200000	40300000	2.6e+07	35200000	23400000	41400000	10200000	57800000	17500000	13100000	11800000	20800000	7137421.983	24600000	12400000	19300000	10300000	10200000	38700000	5989142.885
6	3726930.527	3286929.568	2446886.286	3030698.907	3134444.024	4613507.66	4158785.221	4311714.918	3866756.837	4909324.268	2452066.181	3445837.2	3332451.258	3574002.563	4812811.429	3716460.866	3841956.288	2702409.593	3717066.12	5351324.533	3022007.972
7	48689.31628	1431233.026	454573.9488	11100000	1619165.914	8052262.33	3153435.116	1.3e+07	517738.4946	28100000	4186592.093	15800000	1588772.196	1477314.22	2494.876379	1520533.07	1087156.487	2628288.677	341130.3776	604844.4035	1668763.063
8	156155.044	4330760.304	933753.9426	2e+07	3046643.327	12300000	7008019.937	31100000	904361.2079	36700000	9326008.646	31400000	4730512.22	4124486.595	18074.29228	4221560.668	4412139.568	9892330.99	870544.0934	1565012.014	4716903.707
9	240679.7925	257997.6038	320024.5654	1386364.639	127428.8072	566430.1527	487138.8737	2444872.149	211340.5636	2376072.782	333847.7947	2855798.049	535610.0624	534456.3737	21079.80433	929203.8598	703397.1186	2259719.118	1195987.881	480814.7351	1148379.452
10	71445.03634	424566.9034	296021.5719	2574621.268	803961.3602	1106463.961	832107.6244	2475944.547	106742.3806	4267463.466	3240691.348	2362444.327	730933.8861	780483.8863	4963.114523	958326.2419	1854329.524	1536086.939	828653.3171	2449137.407	1743949.055
11	251231.9641	587138.0053	69212.33778	487969.475	98167.94082	146076.6687	490291.4546	343208.5162	654212.0428	894649.7377	354511.2723	601280.4886	1315791.351	843423.0446	561767.6837	403380.3891	599409.9393	380933.356	626979.5035	868044.2274	444877.385
12	1736958.576	3592111.908	1429802.024	1051172.286	2685837.876	3378237.702	1268714.135	1222208.078	2961502	2323462.512	1567314.599	1783258.903	1515754.598	969136.8875	3198497.758	792694.4258	863071.2044	611177.7572	1473631.689	1659355.968	391431.8365
13	37829.17239	459501.6645	119508.7072	3832435.028	943447.7359	1629245.317	1526188.322	2805618.53	647983.5585	6810771.122	4294903.908	3319505.393	907892.9837	974022.3524	2136.043777	990603.9431	1744236.762	1483450.548	920610.7966	1667635.26	2033660.156
14	19694.3216	655307.6237	118091.9166	3121940.548	752285.3413	3554595.254	1187406.214	4660775.999	67490.93607	5894590.298	1219920.32	3995480.725	1049172.819	734253.0272	4200.061315	617906.9088	681361.2394	1266399.042	168523.7874	255022.0081	583493.5181
15	7808944.011	4150568.225	11300000	8290366.913	9932758.262	10500000	10400000	4192417.79	10500000	4626247.403	3835042.887	6643460.418	7671551.333	2080898.137	5623890.487	8527797.774	5174827.894	5739928.517	3414534.683	7981288.608	2652954.648
16	58619.72946	845523.4757	589353.3305	6197821.321	1685747.401	3479399.091	3677438.38	6233371.098	1436886.108	10500000	9671537.336	9710225.328	1694326.26	2259624.892	25505.85983	2385499.141	3278236.444	4264106.088	796858.028	1623065.939	2822206.111
17	798688.0421	1815002.229	439483.5386	6560997.401	2597848.654	8430796.117	3342457.363	1e+07	760675.3396	14400000	3186072.318	8939612.227	2780822.308	1542092.411	484978.2642	898906.4999	1876699.347	2773994.591	531629.2083	885995.4338	1199148.951
18	1725780.711	641867.5911	1425763.212	2383509.278	2996004.61	1813401.62	7216606.345	1017113.41	10600000	4178281.171	1876110.446	1266475.578	3896310.464	483086.2413	4186889.998	729879.7717	3976977.739	1260549.204	888655.7787	11800000	1831556.895
19	2985759.217	4407888.066	3212622.573	4931725.98	3767953.827	4463160.245	4483892.418	4761335.897	4458546.692	5037503.761	3827261.86	3669606.427	4380388.795	3011627.465	4123213.679	3397896.14	3968554.401	3753332.995	3197840.717	4432118.636	3736395.158
20	812359.3173	13500000	3631358.552	93300000	13900000	45900000	27900000	73200000	7444227.118	1.3e+08	62300000	1.07e+08	11200000	12200000	52520.43396	13500000	16900000	25200000	5067289.388	10900000	21200000
21	3425729.286	3224310.381	2586940.118	4132806.53	1181133.305	2292077.403	1234099.935	3312403.674	2824249.769	8736929.234	1331174.758	3932187.703	836485.5377	578998.0769	737354.6869	708062.5682	814645.8483	803558.0744	425544.0193	2970529.251	695114.9673
22	3920664.304	4937667.398	3280492.148	6225805.92	2246080.806	5514295.283	3678987.333	7708057.662	6167846.327	16900000	2898560.4	7781729.406	1384180.521	1002844.432	1539636.573	1066752.55	1576023.69	1739061.15	562273.9332	4613708.043	1167460.482
23	66300.1194	630751.1546	310946.4655	5277161.356	558855.7612	1217013.76	1175971.081	3554293.036	228507.7443	10500000	4987377.979	6297966.073	821056.3932	583820.3954	2916.149424	842441.2255	1382074.552	1704830.883	652721.3199	742238.3803	1215452.924
24	373862.5634	219612.0986	450294.7799	360359.4406	457211.2841	478985.1481	543808.4301	413485.8974	412426.9463	445233.1306	405106.7505	398228.4957	241310.897	367045.0352	373860.7442	373867.0475	408038.1747	471664.9958	366774.1262	448456.8062	364639.2806
25	8283517.19	2467050.281	7214121.931	3170896.6	9170908.703	5083841.418	14900000	3643098.597	27700000	7347913.076	4115858.039	3783759.683	6796084.846	1120345.388	19300000	1956560.789	5684562.218	2362108.884	2629154.345	25100000	3565811.005
26	5138438.062	2680245.473	7375576.843	5361867.692	6541565.843	6905725.625	6849252.342	2756271.057	6896105.11	2993756.578	2503685.669	4405020.338	4969256.541	1324483.88	3684703.389	5606089.939	3324425.582	3752062.835	2225118.815	5309473.965	1720123.318
27	2645567.546	370951.2534	6507513.107	14900000	1417776.231	2056374.211	2067684.204	4270545.14	1482510.421	14200000	8443417.367	8789890.621	1406237.003	1967830.123	182756.2663	1511385.029	2539109.667	2288235.004	2206395.217	2798834.046	2765225.248
28	529129.8018	486206.2759	691057.3975	242906.1468	90073.1199	93824.14025	96963.89122	93317.7956	1210995.299	150328.326	2840.111278	8085.658661	747977.8589	354247.9178	755409.1162	5888.503824	16644.90112	9535.087596	5951.013293	840039.9408	14275.94248
29	126928.2027	1975933.882	441954.4908	17800000	2209948.479	7773161.603	4687735.825	12200000	1367789.171	26900000	7503518.307	20300000	1525128.015	1309768.817	733.9578005	1578676.542	2366696.011	3496267.791	577067.0461	1930104.556	2929699.188
30	975079.5234	1214135.363	1058746.217	1004093.226	906589.9559	1019381.928	1056909.409	1004535.954	1199151.862	1015400.368	494013.0138	661233.6722	1077659.235	783418.3711	1023966.903	748372.0051	896537.2045	763428.5697	779083.2493	1117586.456	779327.9533
31	7737809.181	1333054.924	2613298.447	3095827.578	6423900.61	1624253.463	8421845.024	1580902.2	14700000	4136268.737	2905427.913	2230448.299	3516115.254	940971.4311	10300000	1052287.408	1135016.128	1372704.588	3215879.873	10700000	2999029.339
32	25398.13382	759224.8507	211355.3698	2187530.169	568112.5431	1966702.423	1103461.352	2310072.692	132503.1876	2253338.183	644851.2804	2700605.559	1026143.289	787732.0436	0	1005514.26	974969.5654	2020860.429	277495.2559	292775.7923	1173778.779
33	14713.73542	1017748.454	193456.0471	3617783.469	355514.9698	2289547.892	895309.8775	4232133.82	143736.7368	7037200.859	1070791.487	6188945.956	1196004.163	841255.4975	3780.184361	601475.2335	842369.612	1292253.001	336761.1903	313642.3207	675701.1431
34	7281442.968	7736789.487	7615829.304	6776278.869	7169170.127	7462449.668	7328998.473	6786867.023	7210172.486	7764215.352	7287351.456	7180100.738	7288301.91	7453764.398	7627672.661	6956274.511	7208038.333	7328125.136	7321848.853	7897843.9	6768664.223
35	3842430.554	1646561.606	3751610.596	2716937.727	5171394.117	4827048.477	13300000	3154356.711	17600000	5394063.852	2993113.975	5136652.063	4460846.251	763584.5046	8889948.685	1938493.839	7285285.164	2760868.999	1656720.139	14500000	3231504.893
36	5835955.895	6531393.731	4580388.427	1998114.299	3469099.638	2362815.525	2458817.905	997549.4956	5284280.985	3352447.956	1832872.111	1426452.96	1914445.04	1027707.09	5709570.9	966191.9525	1446993.211	835350.6456	2210781.418	4266964.519	1156993.145
37	127685.0818	1156179.098	402347.9346	8482687.444	568926.827	3042819.561	1719098.189	5848943.212	691881.1824	14400000	5557756.384	10600000	1244930.544	1335028.742	17498.97522	1497800.041	2170368.847	2694582.212	684785.5342	1686796.338	2376428.956
38	4791150.186	5954097.732	5226872.944	13600000	3648955.829	8435785.68	5858256.498	16200000	8953571.555	22100000	17300000	16600000	4581222.469	4351692.539	10500000	4101204.719	7088355.537	5997546.847	5781503.087	13300000	6791850.317
39	352488.1324	1380921.612	334875.9655	3230830.208	1228479.262	3295562.214	1871243.396	3823413.764	834372.522	7186096.16	1342105.935	4749999.019	777594.6099	573963.714	75808.52684	493899.5609	925006.5652	1392468.959	291627.4919	761353.4856	579060.6245
40	52310.99826	711452.445	191590.842	4579032.117	413888.9758	1763415.687	936439.4322	4386601.715	244614.3387	9383224.502	3031622.377	7280861.303	851410.5203	459489.7682	29250.49962	895476.5141	1071698.249	1906494.313	392941.7516	491268.0195	959605.823
41	63885.69081	2081216.302	669203.284	50100000	1304096.791	9861277.971	4953883.864	40400000	1150680.707	1.18e+08	7344024.399	79100000	1525287.47	1335230.37	39721.15174	2591040.868	1911541.628	4184234.249	493930.4374	1366970.27	2268045.928
42	63885.69081	2020578.168	507811.5017	19700000	1490460.392	9040498.076	4206998.665	21700000	1759554.648	65600000	7746351.865	34200000	1597847.262	1548572.048	77818.6211	2827386.827	1734333.283	4107380.859	530038.409	1201109.319	2490110.425
43	3107185.867	2766011.236	3215826.31	2510060.336	3387291.527	2574777.726	2422214.192	2682284.092	2970474.094	2764000.115	2110101.687	3355289.781	2420285.834	2719591.61	2628365.643	2682278.015	2644579.998	2615082.165	2937488.08	3067760.813	2775216.485
44	4307351.041	5274267.243	4352566.241	2024983.565	1744282.37	2327800.684	1985854.475	2057726.63	4300000.47	2728117.269	5046843.654	3928358.923	5762093.534	3810088.605	2170660.197	4659154.028	2195121.233	2777238.916	5117156.43	1955771.899	4239402.839
45	1780657.137	1906251.238	1401148.778	928142.1323	1284934.022	1054578.051	964981.0343	651295.1502	1648583.11	1561358.332	561855.9251	528311.2381	930335.9323	694942.885	1656882.692	570980.7976	707024.1166	430521.8623	1211775.552	1501795.262	480514.6505
46	6853952.015	2650462.264	2948980.05	858290.2341	2130142.466	1062429.403	1848747.852	531301.9996	3337599.15	1504041.27	1582410.187	750305.37	2137441.786	813010.301	3616890.215	680236.1338	1193071.262	558526.5859	1330279.687	3769692.904	591260.1416
47	3000989.808	3183162.536	3563090.858	3320371.62	3533537.729	3541601.472	4565352.382	3295757.033	3716530.309	4169681.281	3350488.613	3313724.852	3175238.738	3451908.966	3380354.576	3259428.803	3160190.5	3648108.069	3391143.905	3607358.443	2989399.293
48	264595.316	517589.4097	690961.0252	1884793.204	622675.0006	1546026.004	1035000.194	2352066.716	423500.0979	3364844.409	2249360.266	2194955.236	1447197.653	945246.2321	186015.9627	856870.6458	1386482.52	1842048.901	647886.298	1171559.436	1269914.415
49	11500000	1230283.039	4507921.838	2230891.697	11300000	3599934.651	21700000	3383251.107	37500000	13200000	4409145.064	4719634.14	4493134.242	949148.5376	22200000	2172151.927	5389659.675	2919903.778	1934232.246	28300000	3455923.116
50	2629740.98	873694.0437	1487765.308	1431681.359	3483514.421	683907.544	5043928.57	451571.1257	6118030.271	1927889.905	2540502.926	936159.7946	1613353.397	789356.9533	611877.3056	899775.0133	730131.1277	776617.3295	1826460.111	3504793.128	1337273.746
51	2716.715115	242099.6326	31733.64587	1265175.47	169060.4612	1533477.728	609026.7866	1794629.275	258905.524	2625113.875	403409.2	2004507.542	737173.0477	632792.3809	20474.75967	635106.8433	845465.1314	1297357.412	244540.195	543218.0855	1168986.328
52	85851.5814	1271319.857	323472.0395	6617835.997	666815.5796	3398072.395	1439054.57	4918891.72	760057.4646	10500000	4311130.134	6668860.598	1113516.691	1118291.288	6467.028222	1332152.286	1628311.578	2276367.489	764574.748	1383558.023	1876592.088
53	5135280.741	925594.9725	3392066.01	3101948.584	5467643.187	4731027.609	10800000	3700166.276	15100000	8984316.025	2960071.613	4007336.701	3962479.555	711300.5267	9105708.746	954605.5378	3500747.765	1864321.977	1312293.687	1.5e+07	2136560.584
54	48383.06787	807858.9017	270218.7634	2389651.32	771814.6886	1992648.524	1278409.409	1758042.633	424406.3865	2377921.792	1001824.362	2579366.901	822789.0157	729371.1901	1454.592727	1018958.619	1139333.387	1728083.845	419569.3437	536846.667	1428603.149
55	124045.4308	1704974.651	489615.2991	10400000	1693937.263	5927908.531	3186107.9	7680587.372	996500.2228	13300000	6680104.186	12800000	1335480.143	1050240.826	10668.06146	1336050.125	1928797.268	2903499.634	493061.4482	1570180.828	2312985.861
56	1492732.434	1142802.441	2222097.969	1245361.468	1750981.394	1408683.555	1516170.759	1475433.609	1717371.371	1448837.538	1332170.429	1250978.73	1049419.145	836311.763	1917115.938	1233890.093	1080557.762	990177.9187	936245.0466	1313101.765	1141225.879
57	1054636.972	1213117.96	1045760.096	3779344.739	796610.7807	2029844.256	1519141.972	3839398.608	2591424.057	3552896.086	2586085.095	3680787.181	1012082.045	521563.7864	2255548.376	605191.8847	1583632.619	1273896.486	995588.0749	4061326.789	1334641.469
58	1631768.063	1680480.375	1957360.63	1767249.406	2041996.897	1741955.301	1672580.405	1939605.786	1912675.121	1729734.197	1376491.448	2038084.465	1721011.798	1416176.406	1837973.118	1589333.588	1844685.315	1930746.004	1484948.581	2070173.333	1626731.617
59	1164645.179	1425939.737	1100533.672	1132048.338	945277.7414	1353733.741	1150313.613	1162954.213	1238242.666	986264.4542	1341918.48	1829791.737	1463706.737	1248287.821	1206146.889	1348396.552	1135974.824	965966.2686	1340956.411	1063362.692	1338351.317
60	11569.77938	333579.7845	83837.55997	1552716.77	242476.3613	1225771.13	367660.6216	1346476.835	149520.0555	3629044.904	901468.7688	2021681.278	352111.1286	347550.7212	1033.665109	396080.096	544146.7422	690133.9295	262361.9649	456735.492	567570.7821
61	3073952.483	439815.7885	1736217.075	1773593.55	2904977.587	2343581.062	7004982.531	2138238.467	9719792.903	3503779.524	2394698.808	2433599.683	1779932.787	375682.476	5113699.665	1078522.148	2551399.593	1645851.218	617009.5218	8783877.359	1567180.006
62	7299443.06	7720732.203	7513066.692	7081800.09	7495268.509	7821616.488	8093043.064	7323300.614	7638141.57	8511600.237	7469453.07	7303853.386	7525610.044	7866778.106	7980562.674	7250428.547	7351228.082	7960706.084	7158154.361	7724480.777	7403595.964
63	1024222.785	1904012.449	886042.52	3313400.498	1252342.466	3043494.811	1512025.148	3819206.391	1326766.125	9219213.74	1425818.626	5502387.447	579206.0278	608363.0139	422404.1029	587058.2046	946913.6653	1598148.619	392652.0224	842153.9885	875629.1825
64	562738.5014	895947.6077	7835053.795	12400000	1344941.155	7679123.021	3107258.529	6402707.425	1362862.956	12800000	9564843.295	12700000	1195762.683	1045463.46	13283.14718	2105024.349	1144277.045	3879748.301	586601.7315	982393.5259	2104114.785
65	386728.2908	385137.314	462267.6551	494167.8402	357416.2362	502141.3394	271728.2069	382618.5288	276201.7348	533780.6685	228461.3361	485347.3475	189815.549	329682.2653	116292.4444	333344.1507	308691.9807	258798.8386	627690.4338	373289.9077	312920.7388
66	1777867.917	2384691.841	2503766.994	3430520.114	2063944.314	3086438.147	2352528.305	3732290.448	2212605.888	3934945.556	2755956.653	7723432.693	2462955.951	3956348.932	1800977.474	2815500.564	3149593.841	3966717.216	2637315.78	2320721.275	3490763.857
67	255127.6407	85364.62265	328283.8748	1540146.537	343381.4381	845320.4823	765469.5512	1508740.979	900021.2438	2210058.56	2025971.043	2259479.687	826948.1824	1753714.121	21408.73513	835997.2487	775365.1396	1222780.415	669095.4	1416291.933	951380.0689
68	3729987.186	3428199.601	2511982.122	3064508.012	3253398.906	4390001.736	4047141.392	4299095.647	3748913.47	4747340.29	2467080.96	3573193.688	3223922.509	3410548.164	4727194.726	3658400.379	3807162.385	2658651.488	3693132.318	5351670.538	3026129.91
69	1058513.266	875837.4353	915189.2669	1259735.69	1033298.702	961755.9818	1181327.062	1491161.018	882913.6621	1242478.069	1455009.505	570380.612	813341.3587	1238525.366	871384.4625	1168715.296	894879.2419	881785.7946	885358.519	902867.2114	899522.5198
70	1383082.662	2427610.071	1536799.98	2114626.939	1008248.649	1342268.952	952770.052	1996622.21	1692087.806	3994682.833	1426592.046	3028505.713	742194.4557	644708.6936	2437440.35	1022916.398	867714.7189	750453.1514	894642.4201	1369098.916	633370.1116
71	1763938.32	1924950.71	1821329.545	1852819.213	1959414.422	1688332.753	1768178.683	1673066.416	1860936.439	1831363.301	1734663.013	1793056.797	1825116.312	1784622.569	1928100.3	1818101.469	1721277.497	1707719.292	1826064.4	1865871.755	1761762.556
72	768523.7697	810252.9641	768330.325	769254.9041	774688.938	821740.4162	784108.7936	760406.9414	808069.477	776705.3438	774688.8635	789932.9352	790565.7614	729735.6634	779601.8492	758747.7609	773290.1327	740678.8536	816503.1674	751921.4955	774341.5697
73	2825674.484	4823558.798	2297709.617	1907590.014	1018088.576	1682076.661	936475.0111	795176.1749	1722878.079	2276426.601	1059650.33	1399804.418	2598732.709	1752161.515	3728583.88	1276351.783	920778.6934	916308.3175	1838572.289	2277239.351	1322628.72
74	905228.6392	1009815.563	337876.0105	253869.099	177055.5403	225429.3759	203017.0566	168823.8031	593032.6017	365435.1105	225447.1868	396143.5799	1204681.071	877642.1208	864301.1665	313927.0667	120341.2618	188989.0196	383508.7049	380032.1786	103562.7755
75	5738136.288	3938903.662	5079158.03	6355249.925	5532148.853	3550395.954	6732951.828	7459798.375	4043163.658	6319473.081	7667788.025	5378294.398	3985879.235	7116214.681	3466216.853	6748854.219	5252428.566	3702161.292	5006193.633	3872848.381	5435579.942
76	943392.103	889346.7666	896479.0751	1047591.084	960449.1893	1022976.48	1053971.502	1186952.064	935663.392	1122618.07	1169961.009	997786.2543	879988.7431	1111667.621	867872.4429	1009607.686	976904.695	814670.0963	890631.9855	805254.2682	908525.9611
77	4219940.084	4164502.031	1669615.656	2018052.089	1066466.162	1930068.779	1223636.079	2045741.757	2757844.738	6049575.13	963499.9315	3142472.362	669462.7302	520099.1334	951832.0747	306939.8208	699029.6372	666026.078	513981.4168	2620354.232	367693.0466
78	40300000	41500000	4.6e+07	40900000	42600000	43700000	51500000	46200000	4.4e+07	4.7e+07	43200000	42200000	40600000	43800000	41300000	40800000	41500000	44400000	41900000	43200000	40600000
79	1056626.944	1164827.949	550767.9913	654038.0338	1149918.321	771961.2447	693970.6511	433236.5995	669050.0483	437553.9679	352874.4321	385715.5803	1057511.534	662928.8073	2390000.694	1075083.16	566678.8659	266409.8085	866772.1385	1764081.007	674094.4267
80	778833.2944	728800.9801	701978.4625	667125.6099	772955.4001	654088.0168	736002.2808	659160.6614	713006.8719	691205.5981	727659.0839	709514.7366	677016.7816	743525.7336	672040.5236	710412.9985	760453.5376	687357.0495	770244.6931	695714.9917	787294.8302
81	9141972.315	3410738.972	2778958.494	3462204.53	2554331.473	3895081.189	3473773.924	3677413.933	6449959	12700000	2757128.524	7184569.697	1217778.106	719911.864	1485113.281	603097.933	1553713.542	1617201.584	590674.4023	4555474.668	848794.6492
82	2738633.957	2821546.655	2700427.153	2569652.167	2745398.662	2714194.871	2726513.417	2744106.855	2655955.875	2672674.906	2669040.696	2725355.15	2654519.416	2613950.209	2954772.809	2622244.761	2638173.99	2583715.062	2888749.384	2711658.618	2746776.287
83	2643220.279	2463299.292	2493948.84	2462130.741	2523363.768	2575364.485	2416474.158	2771433.026	2410980.356	2771950.718	2603055.536	2810280.071	2242719.832	2496784.172	2208590.668	2459343.295	2432183.065	2272507.513	2538763.932	2324406.561	2575447.754
84	165540.0359	85207.3059	143250.4857	695961.3265	379662.3815	333189.5603	993271.9303	846529.6134	291794.4016	564140.3308	1791443.123	740735.8231	515977.9102	504747.1305	74968.11146	564665.4438	1069730.946	894315.8321	478091.5033	641534.8539	666633.2749
85	139670.364	100105.3593	200856.9925	790570.4622	483852.4154	418868.7086	1127719.04	1074443.359	441146.198	649505.3058	2226482.213	913027.0865	646711.1381	550331.5626	53593.92586	580022.6269	1245581.785	932122.1867	521587.1294	793554.4219	735981.4581
86	5823995.945	5388814.784	5492119.704	5082412.039	5738437.519	5409588.174	5233999.461	4461540.862	5170738.326	4851228.334	4410422.347	4846746.127	5531564.507	4920306.149	5565205.312	4662092.043	4853278.468	4687736.096	4737041.86	5323330.969	4634226.726
87	861177.7676	906956.6868	490900.5117	552424.9102	1067629.926	821586.4914	689655.8834	392943.1429	1125083.01	677799.5994	450294.0097	279565.7749	1186435.456	817118.3048	906797.5191	578504.166	689897.7691	523544.0878	1156940.905	894894.3874	601838.4521
88	865928.3718	395013.4575	1657706.239	1819816.269	770930.8666	687615.1415	630870.8835	1310872.539	1002356.708	3127105.223	3399544.678	1928928.928	3519148.495	1137069.758	64031.36912	995384.3899	3383219.984	2120918.755	1140542.605	3723855.865	1543719.431
89	6766797.407	7102603.065	7172483.12	6450505.717	6608727.586	6731910.475	6747543.35	6477001.184	6965274.985	6870819.169	6684055.556	6844296.861	6860329.886	6477582.126	6822148.326	6566174.922	6839310.471	6609091.35	6710565.758	6942354.668	6788628.648
90	1434471.147	1840377.426	778403.8928	793296.2726	1332955.757	1438899.746	651491.2708	428950.0209	1254109.621	1044041.965	680518.1104	827534.8776	848604.8448	477938.149	1874666.447	308539.5972	588504.0334	258393.1663	732334.8008	822371.5783	382450.3676
91	1203803.776	1840377.426	949417.9105	726976.8586	1240234.847	1373452.638	772065.5188	500366.2201	1076645.705	1005428.364	612968.1568	755735.9954	813766.9565	565613.631	1727847.542	381586.8669	521962.5222	320070.7724	859712.8236	832527.4634	382450.3676
92	608044.1545	558923.2283	509539.1613	590744.0624	519077.1328	532752.8596	647228.5227	766632.3339	574707.7417	544620.4758	719591.8834	786566.8324	594428.006	592074.624	608571.7051	636839.4782	640031.6566	639813.8646	542194.8586	606424.0003	581762.9035
93	919579.2192	775982.54	788809.8533	827609.7345	877460.5725	806660.5576	882487.2642	812528.5609	785396.4023	868579.6443	863026.1467	796148.7798	763199.8224	840389.5021	810159.6623	843742.5376	798323.845	783215.7332	784565.4487	835999.0511	801725.8096
94	8685222.184	13300000	5047953.495	5459969.851	2913397.384	7066937.837	2398668.865	5325234.669	4674609.043	9785854.746	3744530.275	7674100.453	2674723.834	2571246.654	4576812.85	2142631.947	2002245.93	1583046.229	3069343.515	5196962.279	2120864.067
95	3164481.832	907865.8104	2739433.576	526865.5718	1336905.28	632983.2168	583966.0891	440115.89	1147277.343	966619.5957	816127.3763	456801.4609	1862746.361	568143.7023	2715507.758	827988.5774	1254586.046	815080.2641	1897325.302	1091088.423	403069.2379
96	1222631.933	1655163.096	825615.5402	596933.1304	710451.2455	604565.6334	508034.5722	378799.1413	663678.2509	873176.5849	314436.7207	458919.624	856463.94	693738.7725	2296609.986	655785.4653	1026978.263	801588.4153	1359260.235	1295373.993	464901.6104
97	1290734.305	1973203.174	2696581.239	883222.4439	1436031.326	1139877.546	570181.9688	605251.0788	614433.8919	824845.1857	1098709.149	769299.1629	1353192.437	1129303.493	1079835.11	674275.8598	446253.3289	455817.357	1064660.484	839500.4127	543687.1615
98	6742924.437	7303195.806	8172370.581	4422934.795	4196436.79	5153605.049	3629414.732	3117001.991	3942396.042	3379429.118	3133029.341	3405470.411	9012899.043	2940937.094	5496358.058	1317089.226	2500488.726	1247235.227	2653255.778	4774777.831	1804393.008
99	1497666.732	2380576.479	883466.6259	1114474.363	2296988.611	3151539.926	1515076.239	2964935.025	903000.6295	1422414.243	693934.0583	2181904.255	2043698.895	1398240.322	964887.2437	719209.8017	2523589.482	2127254.943	1260590.294	2324642.821	1216952.988
100	2405894.201	1721339.807	1996689.712	2304962.939	2056060.591	1980185.198	2530080.848	2378172.23	2007668.595	2521730.664	2651330.922	2276738.202	1918581.772	2560671.155	1765672.077	2631310.915	2307130.202	2156361.705	2136164.477	2170683.477	2546485.519
101	554792.0728	3055960.401	685649.4971	833874.0497	1182521.967	1319754.344	710806.2368	575653.2276	439102.1913	665149.0261	405810.1837	820448.412	804275.8498	711775.9254	2958326.197	1382853.164	452996.461	327602.6794	1107827.317	797002.4764	489842.0908
102	1656028.659	1168359.144	1066668.059	537017.8049	1154141.303	771266.8754	765899.1412	543043.446	1053520.81	1366461.147	406106.5649	683885.1677	762639.9829	594265.7538	1384839.462	458032.5294	707928.9854	401518.7466	587774.6896	925904.2653	472849.6941
103	8273920.725	13900000	8351234.096	5665287.823	9838434.499	1.4e+07	12300000	5863598.769	9363283.786	8905621.472	6153878.743	8828639.535	5889551.612	9290358.493	14300000	4007370.475	8196954.637	2834731.841	13500000	12900000	3003175.071
104	2787983.059	1142399.139	4843103.657	9025658.026	2439492.936	6550558.442	3246973.394	9143361.141	3363412.375	22700000	6704854.128	9163874.575	2891924.485	2491322.515	49087.45598	3729396.37	2348131.85	3264596.348	388958.3486	4882069.123	3408337.566
105	283847.96	187925.486	279832.6536	840841.4346	612474.1109	409846.6246	1106192.196	852703.9458	533444.1064	925925.6653	2372480.591	937149.5274	780843.5329	402001.7878	174870.0697	427705.4123	1211246.16	825614.2189	557412.4668	1246692.255	581478.5994
106	947139.7703	1385836.909	820726.7503	1291721.594	987890.4797	1033040.181	1601814.626	1940725.162	1157648.763	659178.4078	1736693.248	1458697.108	1555410.116	1555254.159	798793.337	1228944.812	960718.4715	1717466.996	1158946.341	1668164.582	410251.2582
107	1697305.02	4061970.89	1758357.526	1392971.425	2796687.637	3335153.816	1592303.32	1448596.486	3090377.734	2976167.068	2062773.376	2394359.977	1472606.751	1192474.07	4291737.128	931803.4346	1108931.455	705380.9341	1757353.665	1388205.062	496524.7825
108	1407450.183	2213377.747	782467.6643	577377.4268	835179.4578	886275.2093	577817.74	419626.2643	888290.6973	1246792.855	348945.8251	565901.6921	749342.2152	527037.8103	2145581.105	350266.0132	526247.8178	393883.8126	1205843.459	777579.7565	294650.9022
109	5690162.889	5339794.098	12500000	3667231.631	5681898.863	4457122.275	5403168.156	607286.4699	12400000	5516898.984	4145089.505	1773830.098	4669775.959	2719848.691	17400000	2121116.95	3358991.339	640501.6648	3951917.673	11900000	499067.6238
110	3322771.698	2663803.771	4507703.389	3069352.237	6547966.428	2950915.976	1596019.063	2154281.128	1904787.491	2587629.449	641612.7161	449566.6268	1872359.211	1883860.816	4095451.597	662795.609	1293307.259	680711.9636	1088717.754	1111961.84	1171209.314
