FeatureID	13L.T1	13L.T13	13N.T1	13N.T13	14L.T1	14L.T13	14R.T1	14R.T13	15L.T1	15L.T13	16R.T1	16R.T13	17N.T1	17N.T13	17R.T1	17R.T13	18L.T1	18L.T13	18R.T13	20N.T1	20N.T13
1892	246664.0963	167305.4756	214885.527	30986.20825	178003.4307	50718.83944	192513.4568	42896.6766	113180.1403	74748.27182	42686.43122	39399.59587	180600.5165	29881.29715	154668.4098	22226.01426	144358.9236	9693.268525	52044.82189	147908.9747	41363.4706
1893	656102.3852	1271210.806	1697260.022	47894.67999	58143.56952	0	13463.04743	0	0	0	0	0	0	0	129802.1088	619.0139568	3556.424752	0	0	12033.76579	0
1894	60140.52055	306861.7574	234885.1426	25192.08012	82279.01088	3940.094522	31143.74007	4818.344885	32350.88716	45875.3293	4244.821258	2145.05806	0	0	12575.05675	3247.885519	1183.590484	932.1199506	1824.73388	8603.425503	2711.320479
1895	1531295.594	431035.149	672643.6827	146585.783	767561.6727	24000.33792	257975.8537	140056.3205	1637759.863	72516.44888	470408.0814	44901.34301	62838.75228	18388.92972	2769038.696	42136.7409	8822.738397	6837.605395	83834.45473	433920.9106	13028.61505
1896	150482.0167	40201.31413	145140.0838	62127.1067	79872.56331	100518.0422	56195.602	77814.41608	84181.55788	96006.53719	16032.44408	65141.7021	43051.20516	58748.21618	99963.00399	43895.11078	102994.4027	31799.06225	54652.36985	57625.69336	17756.5815
1897	338235.4456	253326.3783	561723.8846	67676.44718	286433.657	180823.1606	328348.5139	194426.6425	234791.5802	196078.9829	142677.2885	329505.5749	132296.1366	38731.73622	430805.4517	132812.608	35484.98696	44210.03405	27032.59747	144476.8485	27603.96295
1898	1086753.11	1455826.964	1755468.736	324242.6224	931449.8985	403103.229	579685.9888	277043.218	1375667.932	180183.0983	309349.0997	238897.2568	359853.5527	81112.83243	782560.8686	216839.3582	342751.6271	268634.894	94470.33188	726984.62	134715.5563
1899	264513.5395	50488.16399	310287.0304	126886.623	249176.1578	194651.3823	173612.716	203127.9624	200836.6096	217348.4138	180392.6575	121154.6961	109331.0925	157987.4262	208364.6295	122831.9137	199920.4147	148253.8693	113208.8474	210244.2967	136231.1827
1900	635007.6224	1459969.324	754891.094	526354.3813	686655.2669	1852911.99	347031.9346	550640.4158	359596.5205	354046.2109	206386.0199	615331.1914	521321.3129	238777.2296	335133.4359	204509.0441	390144.0005	187020.6444	538138.3873	279483.4913	171608.3813
1901	403952.3529	83442.25277	351428.1457	119205.3502	205361.3997	58401.74506	297006.4618	59994.50904	207435.0598	137161.3262	97973.53627	65342.95534	366965.3825	43307.99003	367506.5326	71559.70986	221031.7931	55851.00674	138428.9542	504391.6948	109557.3699
1902	881225.4043	818430.3556	859886.1772	470036.0178	837726.5416	246817.9633	528048.3065	59372.29207	1154299.523	255303.9821	121917.7389	176469.8341	314292.9575	47571.67713	757465.8994	94465.78094	277885.6787	150244.6358	2672.829925	56467.62659	9860.537729
1903	505215.4854	64173.89807	359562.2199	87983.72437	434131.0394	182747.9543	213459.6454	134584.3158	591314.7432	56159.8923	219198.9904	156262.1482	38209.99987	25312.21333	977363.5912	54608.63743	40815.27111	16494.79075	74239.77412	201086.645	18398.41297
1904	1059713.679	505481.1389	510358.7332	110889.8252	243327.9986	108693.4674	169110.1347	78899.85704	181359.9317	165673.2022	98984.78561	70555.73235	125476.2868	56677.70593	2065639.447	64195.35201	87178.74745	8048.040049	159978.921	123310.8421	17045.1034
1905	392581.1718	55881.15764	27871.34536	81112.39064	80644.20467	26057.35171	88057.53768	48474.95306	88098.97075	104590.4192	51421.99506	40969.7295	6495.412671	2234.491154	4168.892595	3213.689802	16457.54969	2166.673601	39813.90409	22546.60189	1727.151176
1906	62509.70183	87162.33347	63231.7954	113105.0477	86479.97538	86536.73673	110009.1742	140714.3247	45292.97549	97345.90509	143796.3944	128880.5297	70929.05285	57547.00045	52309.49115	145273.2779	106995.0958	115120.1524	87406.0045	73902.88031	55283.86442
1907	2155364.045	993042.9691	1029228.244	225395.6221	271575.9024	168148.2849	304660.8248	118734.7096	765376.2232	246710.9668	102223.9089	64155.30807	193534.8638	84682.12637	3825280.955	81149.45806	118555.8694	11913.80974	191563.2176	141412.9058	44478.85066
1908	1685029.503	1434829.79	1340617.828	1123607.394	1328712.93	355085.3844	122650.8645	132878.0243	855287.9008	34860.77159	163503.8945	39308.04789	80939.72894	30234.90764	700227.2689	151192.8425	102899.0428	122521.8714	4381.50316	34889.54907	34070.17027
1909	162030.1488	76111.83114	81578.79133	222332.2596	129344.0522	90626.86234	191003.3143	288807.5373	42468.07823	183037.0088	287654.7593	273773.0712	239579.6872	84300.96436	99050.2131	238015.3166	182183.9771	240301.7058	25006.02305	210157.8878	151730.4141
1910	306121.6805	1136018.203	440449.242	498056.2815	74757.21152	202493.1936	79107.39045	134919.9214	79476.44415	296312.6641	69914.80681	45752.72241	119022.072	133518.9135	318884.5847	168373.0087	137489.6507	121136.8724	162747.2118	227316.1576	208126.9443
1911	576733.425	1814048.815	772387.5598	523721.0631	616413.1532	2465377.961	322492.1809	398432.0419	421339.4914	255635.7201	162865.3665	614861.6805	665891.3905	142832.2694	413978.0185	146316.1202	409807.3323	224763.1504	509224.6228	295058.249	147279.6323
1912	858733.0011	162588.3461	516420.9744	36858.22656	411055.5947	21011.76669	54786.54213	40463.31349	324791.2197	24606.961	134645.0995	14214.96359	18796.09923	13591.27916	1678937.908	15805.8066	10801.35686	3840.233439	59463.98097	69495.4529	2877.124488
1913	953903.7066	326137.1207	1049931.546	455151.5674	460443.6621	764972.603	197308.7112	150897.8588	198250.9453	152180.409	170351.0573	250070.7621	320071.6561	125233.5966	444477.1749	217757.577	194327.1055	126443.0022	190323.4753	16408.13297	35927.28621
1914	449159.6069	528099.4092	895585.9429	12398.67088	69329.51162	0	1664.48312	0	2850.982386	1046.360758	876.9355354	0	0	0	93884.03001	912.5644155	771.3110157	0	1260.025588	0	0
1915	322886.382	292075.4491	529351.9454	275974.8767	266063.4453	282849.0401	171266.8672	163030.9418	323340.1859	494845.5108	210085.074	327717.3487	209204.4605	45108.8024	411331.6108	265249.8581	137209.2388	64450.62076	230584.4437	191955.5921	218614.7593
1916	52115.51305	45605.26401	54022.4299	81002.66347	63449.49223	69926.3582	83529.1416	96813.1603	63387.10413	71863.89693	103502.6432	55819.591	36326.6517	40391.94025	18610.60805	102537.8336	66953.15924	82500.00605	31711.80362	36677.62596	43621.73035
1917	602425.2937	58939.70741	863467.6416	223117.0842	515694.3327	790587.1293	141695.3032	110769.4209	116495.1804	79068.94148	136316.1278	148944.4864	291497.3873	136759.7232	300386.074	183647.0539	130605.4686	101165.6226	53201.07121	13211.78153	24991.12754
1918	496751.9563	190637.7284	1872042.865	26745.75007	40429.19201	0	0	0	9705.765234	0	2022.704875	0	0	0	323538.3926	584.0085475	0	0	3276.75324	0	0
1919	1068789.139	123159.9639	3562816.272	17854.77185	274632.2884	14434.52619	253345.369	21995.1811	1252706.778	68915.89926	114385.7259	8860.847679	18237.91012	2231.45986	1456083.505	83485.63875	80928.74456	8789.598632	144426.061	1084791.914	33993.91758
1920	23233.70676	33115.34081	96333.59726	125626.5618	71823.58155	58040.40858	147328.7365	198240.9482	94257.01608	35875.34827	209449.2661	120978.8098	176973.2878	100330.1045	40322.91005	169885.6688	134113.039	168972.4095	12293.34439	145925.0697	114015.6011
1921	183461.4483	299585.2709	301590.1602	218030.9468	230801.9852	252811.4398	92592.89184	125835.3152	301324.2501	321387.3808	119905.3746	172822.9337	249866.8176	215665.0646	567587.1193	178959.2521	193212.3136	134772.8033	265413.9239	262481.1434	183454.8683
1922	1730074.539	656041.3677	1276521.191	50662.38924	269233.9685	9179.892555	156326.1147	11277.42114	1108730.639	252724.8313	124333.4835	5736.333473	958171.6776	113876.3328	1658600.771	68210.96836	369762.8664	137604.3775	613702.2427	1246345.634	46167.8856
1923	274616.6663	353272.2365	910083.9152	61805.48499	90860.40971	240417.6498	73331.85109	22364.53807	659379.2636	176218.4171	10987.51064	90326.11585	1588755.077	82250.83032	1214053.463	80162.97921	519190.0392	707705.498	404927.2064	1421954.567	388423.3919
1924	413384.5646	708928.9237	252477.3749	178562.4029	216686.1026	25340.59191	7835.753145	48340.14125	13371.55178	30665.29184	2161.031761	9087.793082	9965.880189	37804.26784	178573.8553	5379.945881	6623.708141	1584.170656	23788.70885	0	4944.225972
1925	12807.67808	32314.11495	34954.38307	69762.77163	52314.99095	64670.01723	46256.59031	118137.9361	54343.81541	38447.66678	160330.3769	103694.8329	47941.18205	38057.46902	47164.20254	47119.68797	54994.56346	108016.9519	66698.05892	107477.2422	40852.36445
1926	45882.53313	10748.30878	47683.50866	0	0	7518.208422	0	5241.601725	6779.080917	6451.832484	0	19695.26293	0	2023.945563	7369.505705	17348.41562	767.8965099	3667.715795	0	5868.27993	4473.169442
1927	170180.8784	588896.7841	307764.9846	42739.35735	261557.7106	227715.838	181852.9252	131324.3331	152022.8176	31003.63286	11849.38431	185236.9393	5171.130912	1152.355759	130508.7006	99040.03209	16010.29119	104994.2827	6971.370447	108555.7443	15369.97203
1928	1717261.275	323727.3204	3055755.02	21586.19765	330553.3271	0	4824.007271	0	205688.7669	0	9757.677776	0	2714.812153	0	1400042.577	6510.029876	639.8262238	0	0	0	0
1929	3733504.892	4107140.384	4786889.182	1380390.612	2977359.368	1141044.597	928636.9332	233186.9364	1275175.889	125541.0078	769168.1232	399814.3684	62750.02498	3866.463966	541885.7805	147394.9743	176689.9657	283391.9033	2230.63607	56766.6736	8856.704124
1930	673920.7233	251571.0638	934901.7148	30507.51595	409049.5705	3156.227379	152693.9056	8120.962833	180566.1797	3402.073822	29526.19633	1667.902906	12023.15996	1236.245917	539012.452	37015.17177	45715.13099	4880.116702	2772.9872	103477.0909	1874.126501
1931	1028635.721	1091481.108	528278.5606	305150.1956	72580.04693	90126.97752	28040.25344	44573.75779	1102397.165	335733.8482	75329.01796	155248.1266	222605.0236	92601.85719	874606.462	38570.91951	132496.5157	92823.62215	39291.99871	261295.7744	25943.81923
1932	417584.5844	1267523.315	1041304.029	258227.2271	324162.7091	1019912.403	111614.4909	54837.73904	467048.1159	387099.0357	65230.99994	541944.177	1158646.815	54340.20949	2556754.639	197745.5556	144243.6246	158727.3337	329836.5196	1248826.537	186827.9778
1933	299539.6265	538808.9748	429986.5683	307386.4781	300357.1458	206744.4973	214789.4906	125358.0768	272638.9009	214625.825	142510.2616	53760.7009	218383.4023	164962.7106	326208.928	135015.4888	137813.5276	111589.5327	214865.9952	282740.5418	129564.5807
1934	991951.7136	178249.5231	2621376.69	85791.65787	275843.8174	7181.361056	2473.209289	57461.4415	0	98549.22394	88289.24248	135798.885	1513.98094	5524.305912	816619.1749	0	1338.251077	0	13026.28711	0	0
1935	1239263.794	1978612.541	985263.0713	725057.4883	574239.1052	0	0	2931.486079	5399.308421	4485.63186	1485.916515	0	0	6062.908225	137109.1363	0	0	0	4338.201873	1177.881515	0
1936	518345.5431	980140.6513	435260.8271	309508.6858	245208.8752	0	0	1631.270699	2808.155076	0	0	0	0	0	54228.52491	0	0	0	0	0	0
1937	2029611.666	257759.0969	3134926.324	4530.213474	1001028.722	17779.04574	378699.3966	0	924169.2445	0	88328.23769	2006.593913	86082.03376	0	3256156.578	115798.5333	80088.45905	5951.602064	2522.503684	60810.09194	0
1938	785122.2138	813185.3263	1582655.211	514685.545	535274.0793	112435.0715	24750.14766	109870.3883	119886.2694	38352.16269	12628.89341	77704.08577	4741.429319	4384.577191	513340.4489	11039.55833	5112.88885	930.2959996	4923.190994	3009.985632	0
1939	149828.766	496470.8054	645113.6375	27458.3718	34704.84436	3580.433005	8959.126038	6217.734228	20985.42035	0	2280.614774	4184.977862	3833.40406	0	212100.5856	12120.95728	13978.8486	1029.86	1719.884938	16648.53415	0
1940	1456008.834	245101.9204	4293117.951	7440.400569	556217.8177	0	15257.46688	0	208783.4568	0	3390.19829	0	0	0	1042804.46	9969.152526	2276.357911	651.090138	2288.199585	10731.38578	0
1941	400569.5423	549882.2477	1120659.824	77899.66233	113453.5508	16434.8161	22173.41068	5956.98493	0	26877.73245	0	6744.371662	4913.412496	23201.10174	331029.163	3307.158008	0	854.1653214	60065.00827	17361.88324	590.7875506
1942	713987.0807	364802.0117	1889958.317	2371940.095	199138.1655	3423.183112	6539.953034	150620.1418	9313.223174	91730.36606	0	14305.4927	0	0	83880.3989	1035.625275	1307.838242	0	0	7539.100193	0
1943	3285262.997	3530998.285	3041211.723	675158.7073	3446203.427	2558383.069	506028.9206	36561.11377	2117939.276	223011.5688	118492.5926	515868.5759	2597148.354	113689.7108	5738183.114	212749.1781	465807.8534	671264.3915	1386947.393	4144151.452	796604.9376
1944	875616.5953	4858432.242	2002270.94	179092.4399	393569.824	11553.25206	0	19126.0188	41792.29447	29114.16903	13625.8071	6056.999008	0	44042.30955	675903.0375	6463.657424	1575.510244	3234.296561	22320.84659	0	1766.18895
1945	288218.4474	964679.6452	1038969.22	10015.14571	25158.27668	0	0	0	26224.74234	0	2046.371502	0	0	1122.884349	172895.9176	1022.91154	0	0	11411.97752	0	0
1946	366316.8059	148143.0623	1294511.506	39945.29499	80746.3205	0	0	958.7750554	10445.64082	2108.485272	20015.83851	0	0	1702.69767	195489.8339	1259.505815	1978.871257	0	0	0	0
1947	1325307.92	241960.6156	1781666.625	1726279.616	766975.9954	59455.93132	474249.0582	122209.5006	352992.9157	13050.76451	202755.3323	5343.559217	1360.939497	0	103936.6495	43136.06524	102239.9163	37025.0917	0	156631.2662	0
1948	4595619.194	10300000	6556348.276	3846155.843	3535107.604	5525965.641	1936799.669	1176445.636	5186301.687	5297904.339	992770.8924	2848755.733	4783189.288	2137262.126	1.5e+07	2341658.449	2764490.507	1801024.334	5693531.208	6218284.416	2262065.489
1949	54757.00237	40288.95841	28029.7106	92764.56522	90332.93926	24040.85189	22436.87	72956.04809	39561.86251	181505.3162	101407.5365	105868.3274	24277.70227	10023.18347	12081.18134	15954.35242	49448.32301	35357.54983	16033.60298	35525.78334	42460.37954
1950	2897.851918	7926.43518	1822.926457	3271.971993	5025.44035	1442.58921	2524.857194	1035.476057	5282.576911	1214.863932	4926.150263	6471.060115	821.213036	1088.50029	2049.211778	1816.350072	1418.256811	2076.003464	1072.470071	10166.57961	836.4327359
1951	364254.4614	252603.3639	232920.4083	122134.619	163474.6864	111624.4569	139141.4248	177243.5852	566612.5776	258872.5758	23903.04927	118992.1622	68424.10089	45556.16538	398699.1315	109685.9163	52854.54264	49212.97341	152552.7029	347552.767	94581.94747
1952	657179.7148	99349.13299	262578.484	153332.6675	220439.915	124811.7361	151138.3674	48464.30086	388984.5965	223340.3622	201676.4344	132703.8731	218755.3734	130926.5836	442533.6346	96807.43448	128418.6062	38428.55774	101241.2527	426803.9355	32800.83628
1953	164191.3844	32475.17821	88127.64083	78513.40206	61895.74865	70176.01866	74723.08546	84255.30889	591683.2263	178559.034	41467.60246	106594.9388	64881.39451	29062.39686	69309.58249	41100.43439	12373.77227	23637.27015	43685.26456	238279.5083	35855.00762
1954	132233.8856	105878.2638	44824.78574	12426.00304	31941.01947	49377.64832	45632.42473	50068.98166	148440.4026	78703.08639	50286.97219	38563.7436	27328.16665	16862.25487	84725.71519	29058.72675	18871.9082	20679.8391	24674.28375	108005.8081	11114.66499
1955	8283517.19	2595997.648	5819216.133	3416554.963	8068422.746	4523299.277	1.3e+07	3643098.597	23100000	7347913.076	3656268.428	3783759.683	6295500.272	213421.459	17200000	2030373.214	4946516.332	2728456.702	2723446.01	20200000	3565811.005
1956	11301.02356	12129.30813	8227.285923	8234.845706	12794.10318	4035.165274	5205.246646	19538.07432	23633.09137	56548.90729	9990.425137	11927.07125	4507.722905	2493.133562	8745.943789	3333.311586	4586.806644	5520.516454	8760.185005	15898.14898	3972.330032
1957	444419.4573	332881.0915	203998.4613	128861.051	182642.8276	135494.3488	151348.7592	126826.4991	270084.8723	253826.8418	140297.068	143370.4087	125742.0379	56284.78773	253219.1728	59806.52863	101707.3611	50217.51354	48143.77079	284492.0621	45909.08066
1958	5178.305971	25909.96118	6818.165041	82008.31841	20861.60909	46163.01253	18760.66901	79353.72409	22470.76168	114876.2243	70901.79185	84471.33378	39275.43792	39662.67015	13950.21411	32786.10908	31438.72115	16781.58863	21214.08216	168935.604	161723.5339
1959	171046.43	116231.1316	57660.19851	96203.44631	36695.19052	76454.61092	29342.54266	27166.04783	119959.9132	52242.21901	62466.28268	21116.2589	35822.7495	8628.992838	51171.68302	21646.696	21382.92097	10090.26102	13989.45177	88018.20362	10851.488
1960	21058.57803	16758.07076	12200.80922	14980.31392	9079.402245	12836.15543	3981.544078	2571.450452	5671.784291	7369.670497	25794.15443	7221.161773	4035.51555	6265.191755	15497.05653	1820.063104	5332.200743	4073.350992	4691.644325	19123.39432	4845.563713
1961	1600149.444	558278.6912	676038.1327	106886.7355	356717.1792	138071.1085	224599.8267	65897.53634	767139.3528	197381.4252	231219.8018	122004.9412	322317.6014	118376.9089	864656.9672	74922.6133	141128.7945	69468.89183	110930.087	577864.6374	62235.56377
1962	73705.48135	28011.60537	56191.14026	219393.9415	56603.03707	136408.4429	41502.0934	114520.2413	100906.4128	334803.6404	172267.3257	166517.5828	25263.68302	11846.58036	53501.88244	17467.24349	23801.88356	19135.09827	24764.74851	66211.73467	10758.02504
1963	735031.691	486381.3789	337075.6483	144426.6113	261698.8785	154374.5174	197223.6551	74512.25435	313673.8467	197228.5697	211805.2444	104425.3806	217678.4815	89276.40023	384789.4152	80029.69925	165970.948	40703.73193	160373.5368	418439.9962	72101.12147
1964	371808.307	658939.7453	167011.9357	137954.0373	223894.2451	217725.6182	267093.8342	82645.66451	533832.043	305840.451	16290.62352	113357.608	96511.06371	30685.37445	367140.7245	20483.09642	56940.6234	11001.28999	65168.62411	318375.6789	9520.021462
1965	19730.866	30004.45154	60553.3554	13435.15079	13736.87172	22855.58762	28127.48383	26388.26584	85355.48489	57502.27399	14885.43543	22638.15447	20423.1287	15444.38971	12816.92588	13056.4293	8945.289988	11619.79239	20192.40263	14860.3543	22244.21926
1966	398309.3545	273168.2615	168529.0831	142867.9255	188100.4943	130864.8416	128211.8221	134427.7471	249056.3911	299356.5977	131982.8297	176139.1907	122316.7584	57204.63718	215014.7796	59075.14344	101281.6094	50498.31845	108322.4834	253368.079	39819.84938
1967	96050.29154	91524.2295	17775.11526	99471.11641	20153.84731	66346.59557	31894.08395	45291.73998	44357.87218	113836.9325	14923.17042	27761.78858	32870.38188	7299.657298	50101.67679	8774.601983	15693.91671	2789.487702	6328.196175	59216.67937	9973.901786
1968	14453.90515	15164.11426	4041.966581	17257.24335	12634.25086	3869.845351	7765.907221	4879.700401	27041.58396	9099.147966	20558.39403	8690.675682	4295.653567	2443.377327	4605.348392	3666.280598	2320.059823	3792.928549	4537.700128	48497.93969	1524.950441
1969	0	0	0	0	0	0	0	0	3778.699323	1914.099389	611.7420297	0	0	0	3339.317538	1126.678877	0	0	0	0	0
1970	85463.18136	80586.61829	114589.4073	222638.7945	68664.00641	87151.82052	58365.635	120501.8923	127402.4454	413400.5372	73914.84736	209016.29	61031.11911	20912.0962	83149.1945	13772.04176	44480.08457	26365.28853	51383.96811	99155.99122	27248.57444
1971	761649.6179	446881.6695	387913.902	146885.5986	346830.2785	172262.6395	265515.8501	93993.83718	493642.8636	216140.8338	220916.9173	136190.0545	227130.6939	98666.3121	408412.7508	93429.76891	163010.8853	65748.07083	161357.7099	425455.7804	71854.78502
1972	5832797.414	4372011.435	998998.4618	511454.039	589373.7067	451256.9508	434808.3558	272930.3802	937303.6598	394678.939	478646.9006	384836.3563	354370.5023	209546.0705	711710.894	231283.0769	314800.905	196170.7169	361537.6759	923164.7768	208002.1241
1973	4192715.328	2727162.361	743383.3303	470305.8948	1315572.702	546853.9504	682986.8487	239133.5235	1791327.507	553979.9835	365152.0305	353898.5286	640549.1265	343499.3919	2852275.516	267270.3751	426861.7631	274608.8951	576131.8703	2148108.224	265692.2986
1974	6314.588314	2224.846487	1161.519165	2834.914782	727.9084152	885.8861517	2839.321879	4158.702146	2590.758365	1475.88163	738.7160583	2939.472071	449.0196338	621.0013536	1526.845709	617.4898103	1618.438967	714.5407874	1150.036507	1735.825521	723.7879607
1975	1090013.795	303475.5108	282145.802	98124.03761	249915.9038	66951.67335	210936.6325	36330.02977	393489.3189	222413.8462	148084.907	83087.80722	329099.7227	99440.28298	870945.372	94210.88736	136967.8488	56845.01447	36105.38161	252377.4193	73730.43556
1976	41797.31881	22611.90436	22078.27933	64776.81713	22355.57798	163220.3845	36523.34435	161423.7143	6408.990502	270090.0566	96605.71992	133921.4794	17965.2142	33428.76717	5580.733548	19217.6547	20784.7244	52301.06368	19043.33376	34347.19926	28534.40067
1977	0	0	0	0	0	372.3468354	0	0	1989.324896	3271.963012	0	0	761.073342	838.18013	0	0	0	0	0	0	0
1978	83902.31333	50235.71066	30176.86401	22439.25938	10485.59226	5570.861147	16312.50168	2811.898432	81978.20017	50590.51741	20513.55532	6307.748768	10920.84767	6816.182172	19202.99658	1497.509914	4697.616899	3090.597341	7865.185673	55332.66428	3148.247793
1979	0	0	0	0	2210.76515	0	0	903.9047709	2237.452794	4235.029141	0	2145.676408	1210.030916	726.0671837	0	914.2010553	0	809.6646356	867.5330852	0	0
1980	84034.87451	54773.77267	18628.06952	51392.53735	43728.64582	13445.60905	20037.31891	32884.81716	57737.13766	28004.07701	5339.610882	17440.00444	21599.13039	20148.8662	104098.2453	23672.08045	16671.51387	5922.214269	47408.85306	64104.70394	8574.978977
1981	3442.505771	6929.828906	2815.89953	0	1095.041434	3800.448274	1237.149352	1174.703876	1075.789364	0	620.1113096	1555.386445	1440.544984	628.4000373	0	1670.336417	660.8668866	630.0499396	0	2604.574658	948.7752175
1982	55914.2548	133323.2139	41632.65998	76859.76191	28369.9633	15299.92541	48406.42292	21908.0643	77007.06857	73702.0911	77678.46058	46680.32685	53099.64092	17837.84548	65872.17474	12291.5172	51759.94359	24688.94747	32507.61856	50146.3842	18753.56952
1983	41845.2531	21885.67739	8175.994138	14478.36237	5211.754738	17621.29527	5683.690862	12977.49002	10359.18328	47273.5587	22903.32322	18040.43593	6073.879393	9459.409434	14038.87545	2967.233966	5123.104339	5923.652057	2684.242841	22748.8654	3189.641118
1984	13842.45119	12147.60164	5471.37973	3430.924655	4102.352223	3462.326522	1919.578358	3839.907351	16402.04698	4003.46097	5485.131654	2664.841671	4080.384405	1539.695444	13341.54277	3615.095413	3098.598824	1086.076888	4594.323381	4239.473937	1725.291395
1985	337305.4964	544150.5963	112893.8744	66685.49274	68754.96447	39328.96917	45994.67963	18269.13204	298364.9715	107474.7903	17665.00995	38786.62199	55620.08386	33572.00031	150305.5153	12522.72054	26960.57528	9528.130158	33742.61726	205841.4488	15867.51483
1986	62656.63924	12443.47967	23978.18975	58412.57745	34961.64868	8793.594697	18241.70675	4834.489849	59954.40804	44873.92736	14214.07903	49166.14485	12277.49119	0	31352.53361	1533.658298	3069.186054	1500.740521	6590.776563	45579.46638	1181.468015
1987	982496.7044	609845.7745	636125.7526	416500.9581	639738.7826	332588.2191	479271.513	201396.4947	991817.0124	803681.7604	467632.8558	440646.1922	174787.0328	204165.3129	804087.7328	141444.1456	127270.0802	115301.8451	402019.0083	918871.3779	235188.5015
1988	291820.5384	270195.8393	468917.7724	42403.01818	123762.4623	88271.35225	81637.89302	44030.73765	226994.4271	81562.77888	110482.82	118254.2634	127442.7668	19801.11236	204510.2541	70182.19303	152294.884	38034.42907	45418.4633	216070.5629	34578.24919
1989	298837.8321	132209.1495	44925.4666	171055.9417	44997.55049	39256.99006	75146.80317	181827.4295	308384.0218	330768.8595	95185.61246	177778.1544	54275.84712	19616.38474	147118.281	40386.6647	27359.64581	38901.544	118225.3357	278258.4303	54742.26801
1990	49224.09907	8621.577353	46524.13535	3999.191542	7432.40459	0	18704.8855	1820.658953	94402.43279	11356.08519	33492.65256	770.9376985	3041.861428	935.5682093	20566.0356	4882.212686	3309.548988	2862.077746	719.0987306	52091.59893	1105.986041
1991	295228.1553	186310.4736	221849.8254	214447.3476	137871.0202	352353.5048	164990.7509	324881.4189	589187.9014	493976.7146	107631.5406	75832.98615	184001.1076	204765.1263	489312.1509	88067.13352	100788.6344	86326.59878	430252.879	282070.3798	123262.6044
1992	76849.05278	31877.65272	6438.850098	2361.010519	1704.07098	772.3261014	4973.59673	2202.463935	2731.926053	2819.498482	1809.51927	756.0793357	2085.800228	1122.859477	51184.67225	1236.833903	882.4079288	614.7869177	14109.69269	3659.451234	824.4766837
1993	24365.65179	11792.4014	11003.14007	14646.58426	4865.744944	10580.7027	4644.734668	19926.42824	8668.061921	0	5532.751102	19668.40118	1480.298952	4005.656793	9643.504294	2405.064106	4560.908274	1797.569369	5748.202121	16934.32781	6593.093626
1994	60013.45422	53635.6542	40210.75418	19010.10979	22399.40532	6721.975575	35207.05482	7738.891113	52881.10783	56819.83275	14600.48204	10128.68923	32152.69435	18503.06908	49741.38716	13536.20742	17237.01596	7451.433538	13792.07278	34419.60338	16314.00552
1995	110348.7049	121200.8008	67176.20505	45105.65569	59082.78599	62106.035	46511.34406	23444.30681	113688.7976	65915.4819	45540.49178	24687.80638	23876.87705	29854.90246	46957.99019	10298.92919	30762.3318	20335.72458	31236.30556	61535.44826	8959.35877
1996	3044.653939	1324.025927	4622.669089	946.2435967	2453.60418	421.7838772	6012.677095	1536.717846	1241.13825	873.0907874	2822.08188	357.2069422	558.1323434	437.6829458	1638.566262	588.0721044	423.930608	1085.256044	408.2998146	1510.930196	411.431278
1997	124985.1094	54123.74784	60541.95293	25559.87016	31857.13864	13448.64654	41117.95174	25418.96427	99213.58711	36921.79212	11607.39571	9249.287473	11804.47088	16699.2049	81530.58086	10656.89456	22637.24342	24736.86636	34790.96627	32662.81274	17507.30472
1998	0	2071.235031	0	0	1477.300615	0	0	0	0	2629.291777	0	0	0	0	0	0	0	0	0	0	0
1999	17936.89652	14425.06337	23213.32599	15407.01542	16760.89236	4941.971287	7354.818163	835.5925981	29820.06026	16699.09616	7680.737377	1702.74782	1388.245755	1275.844362	14109.93541	1251.523749	6481.62075	1674.169358	7338.38916	8198.005131	1650.283642
2000	12970.9451	6728.394628	187709.926	30143.26457	16594.52548	20853.41605	1450.422534	4074.527872	4419.460127	409229.9837	15345.76289	2138.62922	11937.95206	3214.916131	2077.824292	7405.730822	25146.6933	13227.9167	20980.33849	174746.2895	21220.62332
2001	53615.00791	212498.4814	45137.16652	62716.76864	63172.1652	19704.51695	43973.21893	25497.95177	84911.73952	29011.62528	16923.89672	13814.38169	14811.23968	19627.36744	28824.04234	10591.83762	39352.75358	13900.986	7403.831137	47579.50064	14394.16971
2002	165057.0211	111768.1358	29663.39784	22646.39576	40214.63601	25253.90835	13160.99768	8772.127945	42854.48121	38998.71078	22802.41147	23424.89162	16436.25538	17166.7036	65182.84161	7416.419865	16722.43926	5201.39024	8735.466232	52111.40195	4288.763256
2003	30149.81503	40067.75853	3719.688292	12129.15788	15725.72475	20061.9469	7225.81035	3780.914931	12797.40148	35697.38458	8208.827376	3379.99488	5031.208327	3565.738711	5764.508908	4157.212782	2819.482984	3124.759424	3356.359007	6609.644432	962.5759154
2004	673790.4805	1778020.019	430820.2038	219683.6939	397545.5938	257832.3054	266732.7601	162918.1247	345432.061	279738.8785	224498.3072	183167.8523	386019.7941	390802.0072	631572.2681	142761.6155	194600.881	106371.2242	352109.1742	507190.6112	156796.3201
2005	1275.364394	7376.087954	2146.182002	21514.65447	2314.804193	8151.676168	5994.894982	43840.03648	3705.488307	21212.42928	4816.248933	15686.2942	1840.23111	398.4349028	660.1189022	367.7818521	403.5331331	2410.682435	0	1272.317328	708.7456375
