FeatureID	Taxon	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
ec75a38ab63ac3d827a41846cb8b6bb0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__CAG-272; g__Avispirillum; s__Avispirillum sp011957885	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__CAG-272	 g__Avispirillum	 s__Avispirillum sp011957885	0.999990949163905
af59875f7699b66370290675c08385eb	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__; g__; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Christensenellales	 f__	 g__	 s__	0.967073619040242
aa5e7338afe8a35fbac4083c1d1b8721	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor muris	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Acetatifactor	 s__Acetatifactor muris	0.880802443545732
0186330d9410c4275a911183b4b64918	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Adlercreutzia_404257	d__Bacteria	 p__Actinobacteriota	 c__Coriobacteriia	 o__Coriobacteriales	 f__Eggerthellaceae	 g__Adlercreutzia_404257	NA	0.999768857597464
0846374b81d0d3b3e8a8864b903c65cd	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__Angelakisella massiliensis	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Ruminococcaceae	 g__Angelakisella	 s__Angelakisella massiliensis	0.986870406890409
7d9e151e671cbecef0843f2d444108cf	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Kineothrix	 s__Kineothrix sp000403275	0.99920327042098
951bf3c346118b597e4c1d2d6fe0fb89	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__Merdisoma sp011959465	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Merdisoma	 s__Merdisoma sp011959465	0.99560498934846
694caec8dad781d338acf4a5b69c3058	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__C-19; s__C-19 sp009917405	d__Bacteria	 p__Firmicutes_D	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__C-19	 s__C-19 sp009917405	0.999999258446015
f0a0b22d41f7fda2fa21946266c4c417	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999999468030924
e0f234784df2494390ef5659eaa69184	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Oscillospiraceae_88309	 g__Dysosmobacter	NA	0.996497087770611
d49b6036edb46c7027c4acca629da39f	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Sporofaciens	NA	0.780810685510506
be9fb1d1571f6b8907d5dc9591060e0c	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum	d__Bacteria	 p__Firmicutes_D	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Faecalibaculum	NA	0.999999775159572
0265505a51611345b19e1c7ad25a4b09	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T disporicum_203972	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Clostridiales	 f__Clostridiaceae_222000	 g__Clostridium_T	 s__Clostridium_T disporicum_203972	0.947856401504657
9e197bf17a1ce700a7de1189a28e0298	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__TANB77	 f__CAG-508	NA	NA	0.999999997540151
9697093167165ec9bc77828de856e1fe	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999998918348452
5c53164e55b1a6ac5a3adca191327b1b	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Oscillospiraceae_88309	 g__Dysosmobacter	NA	0.770272764910961
b2637b296c45dda4238faa90cbbad314	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Ruminococcaceae	NA	NA	0.999805378455726
a1b43fc99656d516d589f09aad0785ed	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999999588875638
f03b237847b87c89097cdf5f096bc479	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Choladousia; s__Choladousia sp003612585	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Choladousia	 s__Choladousia sp003612585	0.999272844785464
5da16e540fda86adaac9eb06815c21ba	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__; s__	d__Bacteria	 p__Firmicutes_D	 c__Bacilli	 o__RF39	 f__UBA660	 g__	 s__	0.998708509069702
79e9e337b10e2d298bb1b3bde946782d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Escherichia_710834	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales_A_737866	 f__Enterobacteriaceae_A	 g__Escherichia_710834	NA	0.990253477436681
52677b4c9fbefb50efa3673b9126174b	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Oscillospiraceae_88309	 g__Dysosmobacter	 s__Dysosmobacter sp000403435	0.780091941524033
6dbeccdecaeb89a34858b202cbc46eb2	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_F; s__Eubacterium_F sp003491505	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Eubacterium_F	 s__Eubacterium_F sp003491505	0.820651921605068
f00e355475dfc38e4fccc799cf81db0d	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Peptostreptococcales	 f__Peptostreptococcaceae_256921	NA	NA	0.999998594486139
4ab830d23bf8ff1288c71ec460dcff0d	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_S; s__Eubacterium_S uniforme	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Eubacterium_S	 s__Eubacterium_S uniforme	0.997389384058156
726fe9527294f50f4d2654b3a25730a9	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ventrisoma; s__Ventrisoma faecale	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Ventrisoma	 s__Ventrisoma faecale	0.990600364809661
1e16d8f059391278a0903640929c1ca4	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999441383694575
a7bdde1a1704da13ae08a3caf6ae138b	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__Schaedlerella arabinosiphila	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Schaedlerella	 s__Schaedlerella arabinosiphila	0.999960203392454
2736cdb062302a93a544725af357e7d7	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999987428423563
a513ee539eecb4b239be5dfaa3b8b3c4	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.998590880468376
879b108ee3daab7dbbb2914d50ed92f0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Solibaculum; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Acutalibacteraceae	 g__Solibaculum	 s__	0.999999631316993
c00c83c580e045a0d3ea7e5522c30e83	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Muribaculaceae	NA	NA	0.98729928363124
94366ad2fb78da8de44a2389716a6bac	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999839684861557
97525d2e1aee047c16dc6d32a3bdab87	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella; s__Schaedlerella sp000403295	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Schaedlerella	 s__Schaedlerella sp000403295	0.999588689220596
49507473b8a1bac5bfd0f1dde8380045	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_Q_134526; s__Clostridium_Q_134526 sp009911305	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Clostridium_Q_134526	 s__Clostridium_Q_134526 sp009911305	0.824973102344885
4f05d43ba5590d37d0239713f9bc9475	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__CAG-95; s__CAG-95 sp009917455	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__CAG-95	 s__CAG-95 sp009917455	0.999999983826996
a6c1d5c393eaa8b78baddc67c010b5fe	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Oscillospiraceae_88309	 g__	 s__	0.981530116929482
d8c135a02ecab8cd6a8f2aad6a0d818d	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens; s__Sporofaciens musculi	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Sporofaciens	 s__Sporofaciens musculi	0.84222165078811
8baa3898ce278f3ac2175daed707d05c	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter sp009936055	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Acutalibacteraceae	 g__Acutalibacter	 s__Acutalibacter sp009936055	0.835801343356116
0bb796588cb052d2a5a49bd17a7bac3a	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Kineothrix	 s__Kineothrix sp000403275	0.9946577939207
3f1a5990efa772909fc3e63ba590af25	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Ruminococcaceae	NA	NA	0.995309268410775
4a1484e60a200f17a7dade4c4c10ba40	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Kaistella; s__Kaistella sp000023725	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales_877923	 f__Weeksellaceae	 g__Kaistella	 s__Kaistella sp000023725	0.74927152017862
05f9f7bafbfdbdd1299b19b1048b2283	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Choladousia; s__Choladousia sp003612585	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Choladousia	 s__Choladousia sp003612585	0.868723011611638
3fb2ce862d743e3d9788332ba6333376	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp001940225	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__14-2	 s__14-2 sp001940225	0.95783303858284
09087b4f00a230355b3095630a1bed13	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999999997028431
27855b55c9784b5f3bafa12b609ae489	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Oscillospiraceae_88309	NA	NA	0.999872355246465
28ffcf08ac42056a280ce3eda0048052	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Kineothrix	 s__Kineothrix sp000403275	0.962419498854815
649c81e7748b02f167234b3f37471354	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Evtepia; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Oscillospiraceae_88309	 g__Evtepia	 s__	0.985360148494588
1155e5ff3910649a94e2326addf65942	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999999998236538
1247b655d9804d0973d52adb92a8975e	d__Bacteria	d__Bacteria	NA	NA	NA	NA	NA	NA	0.999986225744641
d90a306bb67d75602d9e789894d2c81e	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Oscillospiraceae_88309	 g__Lawsonibacter	NA	0.952824466769365
9a635a3f4244172ba790059805ba08bb	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_J; s__Eubacterium_J plexicaudatum	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Eubacterium_J	 s__Eubacterium_J plexicaudatum	0.999997448926763
4661143fbd9a41891bdfb9d1759e64ee	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Copromonas; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Copromonas	 s__	0.770989873785115
e12aa069e7978c59df40a9772bdf95e1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Soleaferrea; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Ruminococcaceae	 g__Soleaferrea	 s__	0.730699180064174
bbb2a3b01d4303ad284bebf5403cbbac	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__14-2 sp000403845	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__14-2	 s__14-2 sp000403845	0.808702306402454
63a0adafdfb666b7e47754f7fc926faf	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999900118060689
719b9254db7c26cbd23e23a2fb73c260	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999969053610523
99bd1565d75f00006c157a7dfb1340c4	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter sp009936055	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Acutalibacteraceae	 g__Acutalibacter	 s__Acutalibacter sp009936055	0.879285585351264
3af4973333a2fb53d4f764da8cebd075	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Soleaferrea; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Ruminococcaceae	 g__Soleaferrea	 s__	0.72974788171777
ab32796d8a34d8d2e7e361b9630cb0e9	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999795304276312
59c5fb99d0b41a1303f187d9f98a2555	d__Bacteria; p__Firmicutes_B_370539; c__Dehalobacteriia; o__Dehalobacteriales; f__Dehalobacteriaceae; g__; s__	d__Bacteria	 p__Firmicutes_B_370539	 c__Dehalobacteriia	 o__Dehalobacteriales	 f__Dehalobacteriaceae	 g__	 s__	0.703941232984985
8377226d76d7f5a7c9236dcb849c8112	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999675728570363
c8e2ce8722ae2deaae12eb9b9792c6be	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__TANB77	 f__CAG-508	NA	NA	0.9999999981426
5778fe5bd0f0f813a21f3a1e0ba46b67	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_G; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Eubacterium_G	 s__	0.813800528552669
8778fa56153fa6e1c2cc8742b9515528	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__ZJ141; s__ZJ141 sp011038965	d__Bacteria	 p__Actinobacteriota	 c__Coriobacteriia	 o__Coriobacteriales	 f__Eggerthellaceae	 g__ZJ141	 s__ZJ141 sp011038965	0.952048126277144
a814fa53675e61dfdc958627b6fb14f4	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Kineothrix	 s__Kineothrix sp000403275	0.99608912553223
7cd21ff6ca065507b48a237f2ace2462	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.99999947254389
74d3dcd6ae99646ad2d0e51a6de52392	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999999335239933
902ce36bb30cbd0ae2badecac2849fea	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Enterocloster	NA	0.83437631382603
3ab446a7c5219627e54bdc9f4cee388c	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Eubacterium_B; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Peptostreptococcales	 f__Anaerovoracaceae	 g__Eubacterium_B	 s__	0.875559676687512
31521431043b638a224abfec559adb87	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Sporofaciens	NA	0.713039519899202
a3cb3a29483774a30b7ce32181738968	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__QAMM01; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Ruminococcaceae	 g__QAMM01	 s__	0.867129831564305
bc3944ce7e67c90a57554226d6f96d30	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.99999993715699
a22aa5ad040d319a75e3e5fc28fdab62	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.999981185808924
5a24bed35972fe08ceb47f6abd173bb8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella freteri	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Muribaculaceae	 g__Duncaniella	 s__Duncaniella freteri	0.999995913477855
02d8d87a6342d4b5b391d82e8d56b957	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__CAG-41; s__CAG-41 sp001941225	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__UBA1381	 f__UBA1381	 g__CAG-41	 s__CAG-41 sp001941225	0.999985759901531
103b5fb4d30f27b99a162e9fe7e08a9b	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Paralachnospira; s__Paralachnospira sp902363445	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Paralachnospira	 s__Paralachnospira sp902363445	0.998559267429765
fc5b974c574daac4bdd7fa5c979638b3	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix sp000403275	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Kineothrix	 s__Kineothrix sp000403275	0.994304164339299
1079d98118fdec8d1159c1f5dae464c7	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__Merdisoma sp011959465	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Merdisoma	 s__Merdisoma sp011959465	0.999891667174604
0cee68a333626762a86725bec4c00817	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__Angelakisella massiliensis	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Oscillospirales	 f__Ruminococcaceae	 g__Angelakisella	 s__Angelakisella massiliensis	0.992630713375673
243e008192b0a946b5550715dab8e75c	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Peptostreptococcales	 f__Peptostreptococcaceae_256921	NA	NA	0.998882026168874
762104032142c45f4099d7d8136beb7b	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Copromonas; s__	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Copromonas	 s__	0.806474792437834
ffd1e03c534ee37237f4a150ff4e8a74	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	NA	NA	0.99978769763638
9b513b14e81757bb9537e723bdaa1468	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_AP	d__Bacteria	 p__Firmicutes_A	 c__Clostridia_258483	 o__Lachnospirales	 f__Lachnospiraceae	 g__Clostridium_AP	NA	0.709487857249071
