SampleID	PC1	PC2	PC3
1.mzML Peak area	-0.187510446761239	0.125283603126294	-0.0947402026451318
100.mzML Peak area	0.187314361525667	-0.165480372647521	-0.338118402204783
101.mzML Peak area	0.224531425596645	-0.1886317130647	-0.157365136260074
102.mzML Peak area	0.0698425411042059	-0.262686659368947	0.171620899450948
103.mzML Peak area	0.13331530756261	-0.0521026512951485	0.0798128771916809
104.mzML Peak area	0.196370885444028	-0.0829398160585118	0.159766240207103
105.mzML Peak area	0.00856364760045585	-0.124807257130981	0.223777461352079
106.mzML Peak area	0.147931647915776	-0.140087517675461	0.173754341923449
15.mzML Peak area	-0.20833134923757	-0.0570664268155934	-0.011067490508779
16.mzML Peak area	-0.194158943739512	-0.118939422980274	0.271717576714434
17.mzML Peak area	-0.203513277203261	-0.0295417659562385	0.0257618016551607
18.mzML Peak area	-0.195690474254502	-0.0346528403811912	0.0166382125455766
19.mzML Peak area	-0.188109729811223	-0.0349936205887692	0.172193206803961
2.mzML Peak area	0.117909185543042	0.25181837629031	-0.0483179604096733
20.mzML Peak area	-0.232941087361569	-0.212848047884935	-0.214890513464935
21.mzML Peak area	-0.216746891660773	-0.195881761930567	-0.144701393229376
22.mzML Peak area	-0.239157864383682	-0.253274770305115	-0.119596033682742
3.mzML Peak area	-0.160494801489976	0.296730671182722	-0.205766770505488
4.mzML Peak area	0.203766070068553	0.106945118924643	-0.296651199338286
5.mzML Peak area	0.160775534092999	0.120153901492948	0.251485287098981
6.mzML Peak area	-0.134321170906115	0.246148559374738	0.00136336811997611
7.mzML Peak area	-0.134914843038865	-0.0401318139005526	0.110267593117827
8.mzML Peak area	-0.217303559871238	-0.114548750819601	0.120164355238511
80.mzML Peak area	-0.0315023244233499	0.199202644038206	-0.115789229124132
81.mzML Peak area	-0.064278761788936	0.258898101857873	-0.241762350318627
82.mzML Peak area	0.0574361175496921	0.199480884095719	0.119934597096345
83.mzML Peak area	0.147680903443117	0.174165133625094	0.117495516497429
84.mzML Peak area	0.0256453418833863	0.269378609116435	0.115591988719441
85.mzML Peak area	0.206636431888757	0.0223337893800761	-0.0657635055505789
86.mzML Peak area	0.0973243642406873	0.0118578637042613	0.179270338790832
87.mzML Peak area	-0.14892126782196	0.182462666548123	0.104765012131205
88.mzML Peak area	0.149195799360428	0.0160687222576986	0.130137949023427
89.mzML Peak area	0.0898189989648445	0.163048675976332	-0.013575054427881
96.mzML Peak area	0.184312612469161	-0.131028172768573	-0.191433400274358
97.mzML Peak area	-0.044573092128758	-0.0885992378880338	-0.248474328400425
98.mzML Peak area	0.166562946729668	-0.132173025219554	0.0925573247118438
99.mzML Peak area	0.227535762898811	-0.183561676311208	-0.130062978044938
