Feature	Intercept_mean	C(NASH_category, Treatment('Non_NASH'))[T.NA]_mean	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_mean	Intercept_std	C(NASH_category, Treatment('Non_NASH'))[T.NA]_std	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_std	Intercept_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NA]_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_hdi
1012	-10.118180095000003	-0.13895562862050023	-0.2724601330730004	0.2726114599974493	0.3634287468663339	0.33540296810933384	(-10.6292, -9.63488)	(-0.792622, 0.544899)	(-0.890043, 0.338112)
117	-8.278421175000004	0.09640150747699996	0.46265579185799977	0.28458593496775164	0.3788429847916451	0.35111402441206524	(-8.76775, -7.75913)	(-0.581362, 0.834611)	(-0.17949, 1.06706)
3028	-9.656786530000012	-2.469082789894998	0.9149966504640007	1.0967617081636551	1.5577261027687388	1.3959230386015486	(-11.5318, -7.68391)	(-5.09821, 0.839214)	(-1.61693, 3.65922)
956	-9.81791373000002	-1.5813297073850001	0.20156685032599939	1.1504408449377508	1.670198679284589	1.4184239923114226	(-11.7501, -7.65841)	(-4.77822, 1.46673)	(-2.44168, 2.93967)
4212	-12.622873000000023	0.030219676750499976	-0.14876639077650033	0.3099291146552705	0.4140961578886958	0.39062501792536847	(-13.2071, -12.033)	(-0.731221, 0.862334)	(-0.848821, 0.643741)
1826	-10.215112040000013	1.5238736664999994	0.03492094029450005	0.41641617932356817	0.5574286648063036	0.519359160018506	(-10.9774, -9.45509)	(0.431064, 2.5406)	(-0.866263, 1.05092)
2756	-13.483798430000018	1.2269464591600006	1.349811031879999	0.8466417864479252	1.0193870539174565	0.9689134085279605	(-14.9741, -11.967)	(-0.760435, 3.15983)	(-0.492593, 3.00864)
1038	-9.803449857100025	-0.9117061366249988	-1.0303838270049999	4.914896864445684	5.100839412316044	5.095016202007213	(-18.3336, -1.00927)	(-10.1525, 8.41939)	(-10.6248, 8.98928)
318	-6.416877614999989	0.4176755436964997	0.021466717177999976	0.31940723260762555	0.4294300824180193	0.3981417530571226	(-7.06354, -5.84157)	(-0.382127, 1.21613)	(-0.757326, 0.742131)
942	-14.277805100000007	-0.26910343695600036	0.1992835513930002	0.4420311394505936	0.5910175018754051	0.5333583303522658	(-15.0722, -13.4214)	(-1.36939, 0.892974)	(-0.742997, 1.2864)
3002	-9.873689330000005	0.40611536135449944	0.23630600184149964	0.21932880709736038	0.29068417990195694	0.27253076440878427	(-10.257, -9.45441)	(-0.157193, 0.949413)	(-0.264929, 0.757244)
103	-6.605007270000002	0.23944927798490068	-0.152408368506	0.24445946353975956	0.32101763356722984	0.3026777137477747	(-7.03015, -6.15041)	(-0.341851, 0.854161)	(-0.770189, 0.377244)
4238	-8.975452489324995	-0.10448788512500017	-0.3201916123249997	5.1326172487547765	4.986502148903117	4.878300320880537	(-18.5425, 0.394015)	(-8.92032, 9.07944)	(-9.80695, 8.57879)
2534	-10.994690780000022	1.1887170904850015	0.787578895404999	0.4317919615086548	0.5744326883525744	0.5330496809123004	(-11.7977, -10.187)	(0.0236332, 2.19945)	(-0.333815, 1.6822)
3836	-11.38573993500001	0.08933779454910011	-0.001885315774849976	1.1566346776165088	1.387781241083222	1.3443730910752167	(-13.2415, -9.24386)	(-2.5339, 2.75544)	(-2.32725, 2.68077)
2549	-9.980983314999987	0.7698143023	0.35045186239850007	0.15782011814645436	0.21011052268901328	0.19557714195733195	(-10.2869, -9.69566)	(0.395696, 1.16637)	(0.00619002, 0.734636)
424	-6.84769258999999	-0.43773139203210076	-0.15834292559400034	0.14030499480450398	0.18902558720034834	0.17801013788657055	(-7.08544, -6.55411)	(-0.778723, -0.0638333)	(-0.519449, 0.158907)
3491	-12.818298329999989	0.6589216980554995	1.2714476260204983	0.7497711377724622	1.0027080777049535	0.9386938073030076	(-14.1618, -11.3921)	(-1.27831, 2.61421)	(-0.53102, 3.06675)
4504	-12.082109273500008	-0.48429132263500047	-1.2754861847710017	3.0244762529098037	3.5858115875516305	3.5325398034832847	(-17.0679, -6.45723)	(-7.30978, 6.36248)	(-8.10352, 5.16569)
2208	-15.74941979999995	1.430949548450002	1.9938834935350023	0.9125297833155698	1.1381868418900647	1.0358380609281468	(-17.2901, -14.0346)	(-0.814365, 3.51181)	(0.0539048, 3.90493)
3576	-11.51549459499999	2.167748444	0.819247258641	0.4626546687660637	0.5852484304193208	0.5747679627930329	(-12.3237, -10.6772)	(0.936675, 3.12179)	(-0.249276, 1.82174)
2809	-8.975452489324995	-0.10448788512500017	-0.3201916123249997	5.1326172487547765	4.986502148903117	4.878300320880537	(-18.5425, 0.394015)	(-8.92032, 9.07944)	(-9.80695, 8.57879)
1779	-10.750201550000005	2.171220635	-0.05814794920300002	0.14827192219903781	0.20558697975393983	0.1869557406657914	(-11.0295, -10.471)	(1.81804, 2.59783)	(-0.421985, 0.273998)
142	-7.969306630000002	-0.3704942847849998	-0.2242790266140001	0.11946326136784936	0.16434490681191102	0.1522381650759759	(-8.20783, -7.74581)	(-0.692131, -0.064225)	(-0.52304, 0.0490745)
2290	-9.991182800000008	0.9399425026049995	-0.38215411116700054	0.6979600001482603	0.9216497349438721	0.8535916270182743	(-11.3147, -8.69053)	(-0.91087, 2.68349)	(-2.12583, 1.13493)
1704	-11.051161664999976	1.332527927935001	0.9760287025594996	0.6027593277326182	0.7877023384457915	0.7274293635604261	(-12.1761, -10.0268)	(-0.161127, 2.82627)	(-0.268175, 2.39867)
903	-13.20047187	-0.5617800739210006	-0.37052791278200004	1.587076427805732	1.9759109508877681	1.7979042223120116	(-15.8479, -10.4363)	(-4.08167, 3.30216)	(-3.55176, 2.89843)
2874	-10.33492773190001	-1.0947252674800014	-0.21526846451349982	4.313108513210603	5.102549694624009	4.673329374780647	(-17.43, -1.75011)	(-10.797, 7.98356)	(-8.64551, 9.18079)
2083	-9.94528398500001	0.5249629392795013	0.21910802514549998	0.2168227073391294	0.2895551551973257	0.2768413331704438	(-10.3622, -9.56186)	(-0.0210164, 1.04145)	(-0.27613, 0.709515)
1481	-11.717465820000001	0.3187737451274996	-0.5189265038965012	2.9022683829921703	3.301296111559527	3.1688155015101884	(-16.6878, -6.35388)	(-5.50934, 7.0221)	(-6.49605, 5.62102)
2222	-8.975452489324995	-0.10448788512500017	-0.3201916123249997	5.1326172487547765	4.986502148903117	4.878300320880537	(-18.5425, 0.394015)	(-8.92032, 9.07944)	(-9.80695, 8.57879)
3714	-10.935919205000006	2.233230369089998	0.09695491114350001	1.469547145278544	1.839878241230496	1.7705182530739298	(-13.3095, -8.14138)	(-1.51031, 5.45396)	(-3.35177, 3.33618)
917	-12.920662250000005	0.2747839728600003	0.23338778241972963	0.2136289787223106	0.2806019987719476	0.26766490742100396	(-13.3142, -12.5189)	(-0.262631, 0.77465)	(-0.293343, 0.692264)
1566	-11.630009905000009	-0.45655977077500043	0.9137155527399985	0.9034718404180844	1.1543717211628868	1.1399020252246586	(-13.1965, -10.0703)	(-2.54555, 1.86949)	(-1.17544, 3.03226)
156	-8.535218535000022	-0.30583385284949954	-0.2659142140569998	0.1937349535969277	0.2635794321826451	0.24248468627937808	(-8.91869, -8.18656)	(-0.797613, 0.165839)	(-0.737259, 0.170205)
3769	-8.039880869999989	-0.18074780922250033	0.6176022980139997	0.3567179400120539	0.4752996077947471	0.43624862525504093	(-8.75362, -7.43677)	(-1.09577, 0.693225)	(-0.177197, 1.46473)
225	-8.406401204999995	-0.5262874962460004	0.3430719389699996	0.243101129346406	0.3269055402390917	0.29771279257886746	(-8.87338, -7.95985)	(-1.14513, 0.105526)	(-0.24971, 0.859821)
1468	-13.416744149999992	-0.013378932055500056	-0.05225566193469998	0.37248943436798004	0.4755827620991574	0.4647598344554001	(-14.1159, -12.7192)	(-0.901335, 0.936636)	(-0.950878, 0.840802)
3452	-12.683359169999994	2.7799871615499923	1.2335664095050012	0.6078345621815299	0.7736604106267906	0.7260886002981417	(-13.74, -11.4929)	(1.32472, 4.23572)	(-0.170213, 2.56801)
2993	-13.125457150000006	-1.069549881830002	-1.5476855502349989	0.9452469932185864	1.270474471198627	1.1418568279935843	(-14.6578, -11.2551)	(-3.43009, 1.32616)	(-3.59943, 0.74947)
2164	-11.646139800000016	0.46703028388344936	0.14147765425300005	0.32424746542719485	0.4140386815283476	0.41271051734234615	(-12.271, -11.0382)	(-0.329057, 1.20269)	(-0.592351, 0.983474)
2119	-11.6379875	0.6186280499119999	0.5756911748144996	0.29366833057677494	0.3887496605953306	0.36773603768145763	(-12.1932, -11.0815)	(-0.131884, 1.35458)	(-0.133071, 1.23491)
1442	-9.864433510000012	-0.48538712731199984	-1.2999353050000022	0.3088719294989105	0.41898997696211276	0.3948192953881619	(-10.4943, -9.33241)	(-1.30151, 0.26401)	(-2.0579, -0.59035)
3478	-11.361739915000008	0.22762194890549947	0.3644967708519999	0.8081320368969688	1.0881962730858314	0.9921174796038927	(-12.6503, -9.73838)	(-2.09958, 2.08876)	(-1.50039, 2.30922)
231	-8.395253904999986	0.48484318016199834	0.1595030366470002	0.20127551764112053	0.2602606399515283	0.24974287147303298	(-8.76887, -8.04032)	(-0.0244043, 0.933676)	(-0.307166, 0.622384)
2306	-9.749540559999987	-4.073003062674505	1.2690274273595008	1.6307960901364345	2.540986168385016	1.968881743809782	(-12.5955, -6.79924)	(-8.13523, 1.66655)	(-2.7839, 4.70513)
3387	-12.340038660000019	0.5766979856779998	1.0765423216499983	0.6318054111753113	0.8348037894106396	0.7908268352162597	(-13.5209, -11.2161)	(-1.00611, 2.19552)	(-0.359441, 2.67144)
3938	-8.158471199999997	0.22616302018850015	0.7266960828549986	0.36357130869770216	0.5019283535963249	0.4465259261713482	(-8.8545, -7.52326)	(-0.782284, 1.09426)	(-0.0609852, 1.60615)
1902	-10.2077868	0.6807562292494497	0.3888872671930002	0.6096902448509078	0.803996539049951	0.7342128910068688	(-11.3664, -9.1)	(-0.829565, 2.19206)	(-0.969233, 1.87867)
4336	-8.975452489324995	-0.10448788512500017	-0.3201916123249997	5.1326172487547765	4.986502148903117	4.878300320880537	(-18.5425, 0.394015)	(-8.92032, 9.07944)	(-9.80695, 8.57879)
2672	-9.165771244999997	-1.0580987092900003	0.2510475177835002	0.2884801714936403	0.3883821579195051	0.3609756947081438	(-9.72829, -8.63874)	(-1.77174, -0.324181)	(-0.453624, 0.902993)
3344	-8.975452489324995	-0.10448788512500017	-0.3201916123249997	5.1326172487547765	4.986502148903117	4.878300320880537	(-18.5425, 0.394015)	(-8.92032, 9.07944)	(-9.80695, 8.57879)
1136	-14.612927900000015	0.6662498989880002	-0.19691942548299973	0.33928265879881025	0.4328604620314469	0.41926010072526293	(-15.2463, -14.0009)	(-0.171513, 1.47457)	(-0.949155, 0.585748)
2795	-15.151108340000008	-0.21220359862499993	-0.5062726182460298	0.8823085902753312	1.0920221758960929	1.0470549694421587	(-16.5263, -13.385)	(-2.25323, 1.80952)	(-2.51094, 1.38381)
