Name	FeatureID	mz	RT	Compound_Name.x	LibraryQualityString	SharedPeaks	LibraryName	MQScore	MassDiff	MZErrorPPM	Adduct	IonMode	mtb_group	ratio	min	max	cred	cat	collection_time	disease_stage
4172 m/z 484.3516996 unknown	4172	484.3516996	9.193467521	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.5242053440635	-1.75685	0.571029	not_credible	Non_NASH	ZT1	Wk 7
1899 m/z 502.3741906 unknown	1899	502.3741906	8.322922721	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.523263731111499	-1.03353	0.0714582	not_credible	Non_NASH	ZT1	Wk 7
592 Suspect related to Spectral Match to D-erythro-C18-Sphingosine from NIST14  fatty acids & other lipids	592	318.3003679	6.849652082	Suspect related to Spectral Match to D-erythro-C18-Sphingosine from NIST14 	Insilico	9	lib-00053.mgf	0.809585	0.000427246	1.34227	[M+H]+	Positive	fatty acids & other lipids	-0.522664718689001	-1.50428	0.568123	not_credible	Non_NASH	ZT1	Wk 7
936 m/z 246.0585001 unknown	936	246.0585001	4.300574621	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.521120196803405	-4.95109	3.45752	not_credible	Non_NASH	ZT1	Wk 7
1450 m/z 474.3579766 unknown	1450	474.3579766	7.880242017	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.520564768998001	-1.83371	0.774121	not_credible	Non_NASH	ZT1	Wk 7
1481 m/z 590.3229233 amines	1481	590.3229233	4.271238217	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.518926503896501	-6.49605	5.62102	not_credible	Non_NASH	ZT1	Wk 7
1056 Suspect related to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine  fatty acids & other lipids	1056	412.2461849	6.308375166	Suspect related to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine 	Insilico	9	lib-00053.mgf	0.825561	0.000183105	0.444166	[M+H]+	Positive	fatty acids & other lipids	-0.516371602152501	-1.44476	0.194612	not_credible	Non_NASH	ZT1	Wk 7
2406 m/z 387.1562252 unknown	2406	387.1562252	2.251650963	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.51627217141	-1.75361	0.842572	not_credible	Non_NASH	ZT1	Wk 7
2121 m/z 439.3572318 bile acids	2121	439.3572318	8.729779274	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile acids	-0.5148818922585	-1.09369	0.00394456	not_credible	Non_NASH	ZT1	Wk 7
2343 Spectral Match to Urobilin from NIST14 unknown	2343	591.3177133	5.088899655	Spectral Match to Urobilin from NIST14	Bronze	15	lib-00018.mgf	0.887382	0.000671387	1.13541	M+H	Positive	unknown	-0.513646239194999	-1.43894	0.343437	not_credible	Non_NASH	ZT1	Wk 7
3424 m/z 507.2613571 unknown	3424	507.2613571	4.77394769	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.513579217247	-1.53167	0.572609	not_credible	Non_NASH	ZT1	Wk 7
1659 m/z 440.3590116 glycols	1659	440.3590116	7.60399615	NA	NA	NA	NA	NA	NA	NA	NA	NA	glycols	-0.513437159458251	-1.63685	0.414717	not_credible	Non_NASH	ZT1	Wk 7
4485 Suspect related to Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14  unknown	4485	445.1202014	8.998217734	Suspect related to Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14 	Insilico	14	lib-00053.mgf	0.906655	0.0012207	2.74242	[M+H]+	Positive	unknown	-0.51267184324	-1.00486	0.0661446	not_credible	Non_NASH	ZT1	Wk 7
15 Spectral Match to L-Tryptophan from NIST14 unknown	15	188.0707236	1.11440611	Spectral Match to L-Tryptophan from NIST14	Bronze	7	lib-00018.mgf	0.973279	0.000686646	3.65101	M+H-NH3	Positive	unknown	-0.51250796948	-1.43214	0.367893	not_credible	Non_NASH	ZT1	Wk 7
654 m/z 441.1990577 unknown	654	441.1990577	9.184316899	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.512141493092999	-1.21949	0.133331	not_credible	Non_NASH	ZT1	Wk 7
3642 m/z 643.3659556 unknown	3642	643.3659556	7.443670984	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.512074569850001	-7.15106	6.14821	not_credible	Non_NASH	ZT1	Wk 7
1885 Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14 phosphocholines	1885	468.3087273	6.838836233	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	Bronze	8	lib-00018.mgf	0.958333	0.000671387	1.43364	M+H	Positive	phosphocholines	-0.512067197177	-1.474	0.470568	not_credible	Non_NASH	ZT1	Wk 7
2195 m/z 599.3560072 unknown	2195	599.3560072	5.706542216	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.511859123685	-8.13369	8.23501	not_credible	Non_NASH	ZT1	Wk 7
2475 Suspect related to PALMITOYLCARNITINE  unknown	2475	428.3010143	5.507989279	Suspect related to PALMITOYLCARNITINE 	Insilico	12	lib-00053.mgf	0.759554	0.00100708	2.35134	[M+H]+	Positive	unknown	-0.510395305335	-1.18418	0.163589	not_credible	Non_NASH	ZT1	Wk 7
3834 m/z 375.6931594 unknown	3834	375.6931594	1.836186481	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.50899553141	-3.34463	2.56443	not_credible	Non_NASH	ZT1	Wk 7
3071 m/z 356.352438 unknown	3071	356.352438	4.83704214	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.5071524407	-1.39234	0.411308	not_credible	Non_NASH	ZT1	Wk 7
2685 m/z 391.7425404 unknown	2685	391.7425404	2.31069581	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.5065036543028	-3.36338	2.09338	not_credible	Non_NASH	ZT1	Wk 7
2795 m/z 388.3056686 fatty acids & other lipids	2795	388.3056686	8.729960912	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.50627261824603	-2.51094	1.38381	not_credible	Non_NASH	ZT1	Wk 7
3475 m/z 254.1023503 unknown	3475	254.1023503	1.803155595	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.506046989829999	-1.72084	0.724266	not_credible	Non_NASH	ZT1	Wk 7
3993 m/z 332.1887069 unknown	3993	332.1887069	4.826820194	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.504625709397001	-2.32166	1.25748	not_credible	Non_NASH	ZT1	Wk 7
4319 m/z 464.3329756 unknown	4319	464.3329756	7.101191789	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.503225217688301	-1.74173	0.669775	not_credible	Non_NASH	ZT1	Wk 7
4291 m/z 803.542848 unknown	4291	803.542848	6.711840493	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.502756518548999	-8.26394	7.65076	not_credible	Non_NASH	ZT1	Wk 7
3291 m/z 500.2594891 unknown	3291	500.2594891	2.212971666	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.501949469270001	-6.39594	4.74722	not_credible	Non_NASH	ZT1	Wk 7
4008 m/z 345.1807097 amines	4008	345.1807097	4.832427851	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.501449964730001	-8.03034	6.99768	not_credible	Non_NASH	ZT1	Wk 7
4175 m/z 485.3596811 unknown	4175	485.3596811	9.29796049	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.5008399494395	-1.66511	0.643648	not_credible	Non_NASH	ZT1	Wk 7
26 Spectral Match to L-Tryptophan from NIST14 unknown	26	205.0973447	1.118851886	Spectral Match to L-Tryptophan from NIST14	Bronze	6	lib-00018.mgf	0.929458	0.000305176	1.48796	M+H	Positive	unknown	-0.498606656104499	-1.37911	0.424035	not_credible	Non_NASH	ZT1	Wk 7
1145 Suspect related to Massbank:RP026102 1-palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine|1-palmitoyl-sn-glycero-3-phosphoethanolamine|2-azaniumylethyl [(2R)-3-hexadecanoyloxy-2-hydroxypropyl] phosphate  fatty acids & other lipids	1145	498.2834401	7.465408671	Suspect related to Massbank:RP026102 1-palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine|1-palmitoyl-sn-glycero-3-phosphoethanolamine|2-azaniumylethyl [(2R)-3-hexadecanoyloxy-2-hydroxypropyl] phosphate 	Insilico	12	lib-00053.mgf	0.790901	0.00238037	4.77717	[M+H]+	Positive	fatty acids & other lipids	-0.497889679175	-4.65741	3.73025	not_credible	Non_NASH	ZT1	Wk 7
328 m/z 446.3751178 carnitines	328	446.3751178	10.17004003	NA	NA	NA	NA	NA	NA	NA	NA	NA	carnitines	-0.495545515728	-1.69045	0.675082	not_credible	Non_NASH	ZT1	Wk 7
3360 m/z 362.3055479 unknown	3360	362.3055479	5.93442202	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.494784822442915	-1.31743	0.263252	not_credible	Non_NASH	ZT1	Wk 7
4118 m/z 427.3573127 unknown	4118	427.3573127	9.235903693	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4939505308725	-1.6251	0.563598	not_credible	Non_NASH	ZT1	Wk 7
4487 m/z 485.1127702 unknown	4487	485.1127702	8.996607851	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.493355847268499	-0.944694	-0.0471769	credible	Non_NASH	ZT1	Wk 7
1027 m/z 353.0996809 unknown	1027	353.0996809	3.662289084	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.491823441317	-4.32205	3.1632	not_credible	Non_NASH	ZT1	Wk 7
2339 m/z 482.7590376 unknown	2339	482.7590376	2.760014169	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.491290105111	-1.97557	1.02717	not_credible	Non_NASH	ZT1	Wk 7
724 m/z 227.0793467 unknown	724	227.0793467	1.11861863	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.490094089943	-1.70569	0.939968	not_credible	Non_NASH	ZT1	Wk 7
1919 m/z 565.2984992 unknown	1919	565.2984992	2.750721696	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.489921398747501	-2.2367	0.919744	not_credible	Non_NASH	ZT1	Wk 7
3479 m/z 292.1522782 unknown	3479	292.1522782	3.491900306	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.488493158649501	-5.41046	3.34147	not_credible	Non_NASH	ZT1	Wk 7
4088 Suspect related to Spectral Match to Cholestan-3-one, (5.alpha.)- from NIST14  bile acids	4088	399.3262185	8.124896127	Suspect related to Spectral Match to Cholestan-3-one, (5.alpha.)- from NIST14 	Insilico	17	lib-00053.mgf	0.846972	0.000213623	0.534959	[M-H2O+H]+	Positive	bile acids	-0.488481175534999	-1.65837	0.659501	not_credible	Non_NASH	ZT1	Wk 7
1863 m/z 426.1947601 unknown	1863	426.1947601	4.304297016	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.488356885474999	-0.950748	0.0136414	not_credible	Non_NASH	ZT1	Wk 7
3995 m/z 333.1788517 unknown	3995	333.1788517	4.473405571	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.483946368495	-8.32697	7.64304	not_credible	Non_NASH	ZT1	Wk 7
1155 m/z 520.2806035 amines	1155	520.2806035	3.072350154	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.482894768095001	-2.33332	1.13733	not_credible	Non_NASH	ZT1	Wk 7
4144 Suspect related to Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol  glycols	4144	452.3946058	8.917104871	Suspect related to Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol 	Insilico	6	lib-00053.mgf	0.75132	0.000396729	0.876952	[M+H]+	Positive	glycols	-0.4825833548015	-1.08489	0.0981243	not_credible	Non_NASH	ZT1	Wk 7
348 m/z 460.3543796 carnitines	348	460.3543796	9.920696737	NA	NA	NA	NA	NA	NA	NA	NA	NA	carnitines	-0.48196929876	-1.78005	0.781562	not_credible	Non_NASH	ZT1	Wk 7
1906 m/z 514.3949256 glycols	1906	514.3949256	7.143150997	NA	NA	NA	NA	NA	NA	NA	NA	NA	glycols	-0.481285560492	-1.53806	0.564049	not_credible	Non_NASH	ZT1	Wk 7
597 Suspect related to .alpha.-Hyodeoxycholic acid methyl ester  unknown	597	329.2474455	9.179048509	Suspect related to .alpha.-Hyodeoxycholic acid methyl ester 	Insilico	14	lib-00053.mgf	0.757842	0.000579834	1.76109	[M-CH6O2+H]+	Positive	unknown	-0.479761964593	-1.24214	0.31433	not_credible	Non_NASH	ZT1	Wk 7
608 Suspect related to 10,12-Tricosadiynoic acid  fatty acids & other lipids	608	348.2746106	5.027443175	Suspect related to 10,12-Tricosadiynoic acid 	Insilico	10	lib-00053.mgf	0.709149	0.000396729	1.13912	[M+H]+	Positive	fatty acids & other lipids	-0.479417044095	-0.993098	0.0616005	not_credible	Non_NASH	ZT1	Wk 7
1909 m/z 528.4105291 glycols	1909	528.4105291	7.617354496	NA	NA	NA	NA	NA	NA	NA	NA	NA	glycols	-0.478580262183501	-1.62898	0.543372	not_credible	Non_NASH	ZT1	Wk 7
4295 m/z 867.9147428 unknown	4295	867.9147428	4.458679904	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.478340977055001	-6.69838	5.80906	not_credible	Non_NASH	ZT1	Wk 7
3572 m/z 563.3405236 unknown	3572	563.3405236	2.470724865	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.478227210032001	-3.38949	2.20956	not_credible	Non_NASH	ZT1	Wk 7
587 Suspect related to .omega.-3 Arachidonic acid methyl ester  unknown	587	305.2474492	9.272916104	Suspect related to .omega.-3 Arachidonic acid methyl ester 	Insilico	14	lib-00053.mgf	0.89415	0.000396729	1.2997	[M+H]+	Positive	unknown	-0.476232882365	-1.23717	0.318925	not_credible	Non_NASH	ZT1	Wk 7
4247 m/z 598.8068568 unknown	4247	598.8068568	3.66291215	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.475803664944999	-8.48698	8.09279	not_credible	Non_NASH	ZT1	Wk 7
3355 m/z 843.3335936 unknown	3355	843.3335936	5.278838683	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4730632605	-8.35294	8.00871	not_credible	Non_NASH	ZT1	Wk 7
2276 m/z 222.079844 unknown	2276	222.079844	2.406478792	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4718479895435	-3.4915	2.9071	not_credible	Non_NASH	ZT1	Wk 7
2167 Suspect related to Massbank:AC000948 Cyclo(VVFF)  unknown	2167	510.307282	7.042930099	Suspect related to Massbank:AC000948 Cyclo(VVFF) 	Insilico	12	lib-00053.mgf	0.928508	0.000701904	1.37545	[M+H]+	Positive	unknown	-0.471565996456	-1.29389	0.276278	not_credible	Non_NASH	ZT1	Wk 7
2470 m/z 415.1302561 unknown	2470	415.1302561	2.184467855	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.471222220775	-5.96556	4.33209	not_credible	Non_NASH	ZT1	Wk 7
912 m/z 211.0342889 fatty acids & other lipids	912	211.0342889	2.559328559	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.470886625265	-1.55443	0.645384	not_credible	Non_NASH	ZT1	Wk 7
1619 m/z 359.1668379 unknown	1619	359.1668379	9.279221088	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4703407002425	-1.1865	0.326016	not_credible	Non_NASH	ZT1	Wk 7
392 m/z 497.1341217 unknown	392	497.1341217	2.582659867	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.469663004285	-4.48184	3.28805	not_credible	Non_NASH	ZT1	Wk 7
4490 Suspect related to Contaminant vial septum ThermoFisher C5000-44B  unknown	4490	537.149307	9.664455354	Suspect related to Contaminant vial septum ThermoFisher C5000-44B 	Insilico	16	lib-00053.mgf	0.943139	0.00268555	4.9996	[M+NH4]+	Positive	unknown	-0.4684294882185	-1.06876	0.0765888	not_credible	Non_NASH	ZT1	Wk 7
2989 m/z 456.3111265 unknown	2989	456.3111265	4.160185558	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.46763962748	-7.80888	7.66145	not_credible	Non_NASH	ZT1	Wk 7
983 m/z 309.1598185 unknown	983	309.1598185	4.731341324	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.467541168174	-8.36646	7.96883	not_credible	Non_NASH	ZT1	Wk 7
741 m/z 338.2902988 glycols	741	338.2902988	7.130951392	NA	NA	NA	NA	NA	NA	NA	NA	NA	glycols	-0.467529335325499	-1.10794	0.0868516	not_credible	Non_NASH	ZT1	Wk 7
2318 m/z 835.5329778 unknown	2318	835.5329778	5.290857089	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4672313494	-3.93766	2.74113	not_credible	Non_NASH	ZT1	Wk 7
4182 m/z 496.2403018 unknown	4182	496.2403018	3.67277397	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.46703345762	-8.22738	7.95984	not_credible	Non_NASH	ZT1	Wk 7
1298 m/z 382.2591137 unknown	1298	382.2591137	2.569757042	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4668977339465	-1.94424	1.06473	not_credible	Non_NASH	ZT1	Wk 7
28 m/z 213.0734676 unknown	28	213.0734676	1.823573056	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4646904859865	-1.61606	0.642119	not_credible	Non_NASH	ZT1	Wk 7
4359 m/z 463.1307611 unknown	4359	463.1307611	8.998643413	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.462690167775001	-0.963471	0.0246694	not_credible	Non_NASH	ZT1	Wk 7
3897 m/z 692.8690648 unknown	3897	692.8690648	4.518523749	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.461523194190001	-6.63418	5.08877	not_credible	Non_NASH	ZT1	Wk 7
876 Suspect related to Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14  phosphocholines	876	480.3451123	7.819862945	Suspect related to Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14 	Insilico	8	lib-00053.mgf	0.960518	0.00109863	2.28718	[M+H]+	Positive	phosphocholines	-0.46140302863	-1.63214	0.609721	not_credible	Non_NASH	ZT1	Wk 7
2412 m/z 299.1643457 unknown	2412	299.1643457	5.334559266	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.460416525631499	-0.999263	0.0483487	not_credible	Non_NASH	ZT1	Wk 7
3534 m/z 202.1801877 unknown	3534	202.1801877	3.247437823	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.458939524189	-2.37507	1.3285	not_credible	Non_NASH	ZT1	Wk 7
1460 m/z 490.3528825 unknown	1460	490.3528825	6.956304716	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.45874879734	-2.90452	1.57885	not_credible	Non_NASH	ZT1	Wk 7
4154 m/z 463.377542 unknown	4154	463.377542	9.369577819	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.457016281648001	-1.92173	0.904503	not_credible	Non_NASH	ZT1	Wk 7
3712 m/z 470.3265122 unknown	3712	470.3265122	5.007815186	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.456287978594999	-9.51162	7.04803	not_credible	Non_NASH	ZT1	Wk 7
4482 CAMPTOTHECIN unknown	4482	371.1013615	9.665211249	CAMPTOTHECIN	Gold	12	lib-00015.mgf	0.819041	0.00140381	3.78283	M+Na	Positive	unknown	-0.45571362756	-0.895141	0.0171768	not_credible	Non_NASH	ZT1	Wk 7
371 Suspect related to Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14  fatty acids & other lipids	371	482.3242682	8.214213577	Suspect related to Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14 	Insilico	13	lib-00053.mgf	0.963964	0.000305176	0.632719	[M+H]+	Positive	fatty acids & other lipids	-0.45471040335525	-1.46639	0.574562	not_credible	Non_NASH	ZT1	Wk 7
2376 m/z 345.0847625 unknown	2376	345.0847625	2.262281654	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.450666781929	-6.97845	7.89455	not_credible	Non_NASH	ZT1	Wk 7
4455 m/z 500.2816368 unknown	4455	500.2816368	5.268905371	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4481537652625	-1.68906	0.830439	not_credible	Non_NASH	ZT1	Wk 7
1262 Suspect related to trans-Vaccenic acid  fatty acids & other lipids	1262	283.2632169	8.435876763	Suspect related to trans-Vaccenic acid 	Insilico	11	lib-00053.mgf	0.928485	0.000213623	0.754151	[M-H2O+H]+	Positive	fatty acids & other lipids	-0.447065346726	-1.41076	0.40203	not_credible	Non_NASH	ZT1	Wk 7
2355 m/z 268.1544341 fatty acids & other lipids	2355	268.1544341	3.100954836	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.4461576769025	-1.13692	0.284424	not_credible	Non_NASH	ZT1	Wk 7
3067 m/z 456.3468515 unknown	3067	456.3468515	5.764999508	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.44614254243	-8.10381	8.59748	not_credible	Non_NASH	ZT1	Wk 7
2908 Candidate Trihydroxylated bile acid (delta mass 84.1047; sirius atomic difference: 5C, 12H, 2N, -1O; buddy atomic difference: 5C, 12H, 2N, -1O; putative explanation: cadaverine) bile acids	2908	493.4003919	4.657805287	Candidate Trihydroxylated bile acid (delta mass 84.1047; sirius atomic difference: 5C, 12H, 2N, -1O; buddy atomic difference: 5C, 12H, 2N, -1O; putative explanation: cadaverine)	Insilico	16	lib-00052.mgf	0.846061	0.000793457	1.60814	M+H	Positive	bile acids	-0.444696244931001	-9.29031	7.87225	not_credible	Non_NASH	ZT1	Wk 7
2249 m/z 439.1838723 unknown	2249	439.1838723	2.640548343	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.441756249904001	-4.4556	3.55039	not_credible	Non_NASH	ZT1	Wk 7
3056 m/z 316.2848178 fatty acids & other lipids	3056	316.2848178	6.427984046	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.441508595963499	-0.97861	0.0477715	not_credible	Non_NASH	ZT1	Wk 7
3467 m/z 472.3420363 unknown	3467	472.3420363	4.598839469	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.441155147615	-5.48878	5.03166	not_credible	Non_NASH	ZT1	Wk 7
4358 m/z 441.3298542 unknown	4358	441.3298542	8.204674237	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.440933911435	-0.911267	-0.0715598	credible	Non_NASH	ZT1	Wk 7
4009 m/z 345.2174163 unknown	4009	345.2174163	6.327994391	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4405034459085	-5.20895	4.31879	not_credible	Non_NASH	ZT1	Wk 7
3744 m/z 506.1912635 unknown	3744	506.1912635	2.389547458	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.440484676600001	-8.20606	7.37119	not_credible	Non_NASH	ZT1	Wk 7
1865 m/z 426.3433297 glycols	1865	426.3433297	7.113007693	NA	NA	NA	NA	NA	NA	NA	NA	NA	glycols	-0.4404348029628	-1.28016	0.39041	not_credible	Non_NASH	ZT1	Wk 7
2239 m/z 378.287633 unknown	2239	378.287633	10.24759847	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.440357807359999	-3.67669	2.97151	not_credible	Non_NASH	ZT1	Wk 7
2892 m/z 281.149637 unknown	2892	281.149637	3.504022577	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.4399552421325	-3.09607	1.83276	not_credible	Non_NASH	ZT1	Wk 7
4007 Suspect related to 1-Palmitoylglycerol  unknown	4007	343.295692	5.95544004	Suspect related to 1-Palmitoylglycerol 	Insilico	6	lib-00053.mgf	0.979565	0.000305176	0.888958	[M-H2O+H]+	Positive	unknown	-0.43601991426	-0.971682	0.0812722	not_credible	Non_NASH	ZT1	Wk 7
1077 Suspect related to 2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one  bile acids	1077	437.34169	7.408530865	Suspect related to 2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one 	Insilico	10	lib-00053.mgf	0.705279	0.000701904	1.60494	[M-2H2O+H]+	Positive	bile acids	-0.434505349995	-0.78064	-0.0491627	credible	Non_NASH	ZT1	Wk 7
810 m/z 644.3852767 fatty acids & other lipids	810	644.3852767	6.922888235	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.433551440545	-2.01523	1.31191	not_credible	Non_NASH	ZT1	Wk 7
3197 Suspect related to Heptadecasphinganine  unknown	3197	386.2901833	6.074043517	Suspect related to Heptadecasphinganine 	Insilico	7	lib-00053.mgf	0.870759	0.000183105	0.47401	[M-H2O+H]+	Positive	unknown	-0.433178123823	-1.50766	0.710016	not_credible	Non_NASH	ZT1	Wk 7
4500 Suspect related to 7-Oxocholesterol  bile acids	4500	427.3574198	8.484222021	Suspect related to 7-Oxocholesterol 	Insilico	15	lib-00053.mgf	0.813332	0.000396729	0.92833	[M-H2O+H]+	Positive	bile acids	-0.432373411626	-1.39603	0.483062	not_credible	Non_NASH	ZT1	Wk 7
2714 m/z 528.3165563 unknown	2714	528.3165563	3.123789279	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.43189166891	-5.86528	4.11622	not_credible	Non_NASH	ZT1	Wk 7
3068 m/z 650.3902967 unknown	3068	650.3902967	7.334310839	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.43185118932	-7.54676	7.04366	not_credible	Non_NASH	ZT1	Wk 7
4177 m/z 489.2086419 unknown	4177	489.2086419	6.927064767	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.431017142194999	-8.93836	7.13955	not_credible	Non_NASH	ZT1	Wk 7
3573 m/z 582.6047218 unknown	3573	582.6047218	3.189664291	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.430913865597	-5.19208	3.47186	not_credible	Non_NASH	ZT1	Wk 7
2329 m/z 345.2134623 amines	2329	345.2134623	0.525918753	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.429630147456649	-1.91224	1.00169	not_credible	Non_NASH	ZT1	Wk 7
1187 Pheophorbide A unknown	1187	593.2758672	9.583559013	Pheophorbide A	Bronze	8	lib-00045.mgf	0.844884	0.00689697	11.6254	M+H	Positive	unknown	-0.429221142340999	-2.25432	1.28697	not_credible	Non_NASH	ZT1	Wk 7
163 m/z 345.2376661 unknown	163	345.2376661	8.423326901	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.429194171210049	-1.38781	0.513152	not_credible	Non_NASH	ZT1	Wk 7
3172 Suspect related to Serine-Cholic Acid  bile acids	3172	516.2988205	3.972685204	Suspect related to Serine-Cholic Acid 	Insilico	23	lib-00053.mgf	0.957564	0.000183105	0.35465	[M+H]+	Positive	bile acids	-0.428879537567999	-0.921887	0.0314484	not_credible	Non_NASH	ZT1	Wk 7
1309 m/z 396.219619 unknown	1309	396.219619	8.423771709	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.42622084222645	-1.5091	0.712429	not_credible	Non_NASH	ZT1	Wk 7
