Name	FeatureID	mz	RT	Compound_Name.x	LibraryQualityString	SharedPeaks	LibraryName	MQScore	MassDiff	MZErrorPPM	Adduct	IonMode	mtb_group	ratio	min	max	cred	cat	collection_time	disease_stage
551 Suspect related to .gamma.-Decalactone  fatty acids & other lipids	551	231.1416536	4.642417889	Suspect related to .gamma.-Decalactone 	Insilico	6	lib-00053.mgf	0.735006	0.000686646	2.97068	[M+H]+	Positive	fatty acids & other lipids	-0.2424342870885	-1.22848	0.93723	not_credible	Non_NASH	ZT1	Wk 4
977 Suspect related to NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid  fatty acids & other lipids	977	297.242554	6.417152521	Suspect related to NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid 	Insilico	9	lib-00053.mgf	0.852118	0.00939941	31.621	[M+H]+	Positive	fatty acids & other lipids	-0.2422966512115	-0.952804	0.55357	not_credible	Non_NASH	ZT1	Wk 4
3016 m/z 412.2691775 unknown	3016	412.2691775	3.737233543	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.24215754589305	-1.59257	0.923556	not_credible	Non_NASH	ZT1	Wk 4
1773 m/z 184.0969498 unknown	1773	184.0969498	2.368753856	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2421013466725	-0.621423	0.113354	not_credible	Non_NASH	ZT1	Wk 4
462 Suspect related to 2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid  unknown	462	594.240121	3.731551912	Suspect related to 2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid 	Insilico	11	lib-00053.mgf	0.705358	0.00213623	3.59491	[M+H]+	Positive	unknown	-0.2420164725897	-0.804277	0.37815	not_credible	Non_NASH	ZT1	Wk 4
661 Suspect related to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine  fatty acids & other lipids	661	464.3139977	7.915406312	Suspect related to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine 	Insilico	9	lib-00053.mgf	0.864753	0.00198364	4.27222	[M-H2O+H]+	Positive	fatty acids & other lipids	-0.241904716657	-1.00431	0.486091	not_credible	Non_NASH	ZT1	Wk 4
3913 Suspect related to Spectral Match to Dimethyl sebacate from NIST14  unknown	3913	185.1172429	4.261045779	Suspect related to Spectral Match to Dimethyl sebacate from NIST14 	Insilico	7	lib-00053.mgf	0.844646	0.00120544	6.51183	[M+H]+	Positive	unknown	-0.241512383416	-0.999668	0.690966	not_credible	Non_NASH	ZT1	Wk 4
1943 m/z 800.2448375 unknown	1943	800.2448375	3.966821267	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.24080022445575	-1.13762	0.735111	not_credible	Non_NASH	ZT1	Wk 4
2839 Suspect related to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol)  fatty acids & other lipids	2839	535.3011123	8.623597477	Suspect related to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol) 	Insilico	11	lib-00053.mgf	0.88639	0.00109863	2.05237	[M+Na]+	Positive	fatty acids & other lipids	-0.2407515862325	-1.36608	0.960844	not_credible	Non_NASH	ZT1	Wk 4
3053 Suspect related to Spectral Match to 9-OxoOTrE from NIST14  fatty acids & other lipids	3053	209.117478	2.555427071	Suspect related to Spectral Match to 9-OxoOTrE from NIST14 	Insilico	6	lib-00053.mgf	0.786119	0.000488281	2.33497	[M+H]+	Positive	fatty acids & other lipids	-0.239567356206	-1.08661	0.821545	not_credible	Non_NASH	ZT1	Wk 4
2862 m/z 706.3386917 unknown	2862	706.3386917	2.065045887	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.23919178222	-6.30094	5.92377	not_credible	Non_NASH	ZT1	Wk 4
9 m/z 176.0918416 unknown	9	176.0918416	0.577403761	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2386322191937	-2.2224	1.59458	not_credible	Non_NASH	ZT1	Wk 4
686 m/z 555.3102963 unknown	686	555.3102963	5.905494694	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2385293311445	-1.09739	0.584389	not_credible	Non_NASH	ZT1	Wk 4
170 m/z 350.2327596 fatty acids & other lipids	170	350.2327596	5.328466448	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.23837696033955	-1.06687	0.702754	not_credible	Non_NASH	ZT1	Wk 4
4362 m/z 260.1857207 fatty acids & other lipids	4362	260.1857207	4.776854813	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.2382183210945	-1.12203	0.691316	not_credible	Non_NASH	ZT1	Wk 4
630 m/z 394.2777448 fatty acids & other lipids	630	394.2777448	7.701071328	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.23790831499965	-1.05295	0.546943	not_credible	Non_NASH	ZT1	Wk 4
3983 m/z 325.2113184 unknown	3983	325.2113184	9.324202489	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.23700728919	-5.75356	5.02997	not_credible	Non_NASH	ZT1	Wk 4
4006 m/z 342.3003346 unknown	4006	342.3003346	8.277761422	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.236675144594	-0.937906	0.537388	not_credible	Non_NASH	ZT1	Wk 4
423 Suspect related to 2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid  bile acids	423	531.3096924	3.786993677	Suspect related to 2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid 	Insilico	20	lib-00053.mgf	0.925132	0.000305176	0.574384	[M+H]+	Positive	bile acids	-0.2363824974255	-0.650594	0.21689	not_credible	Non_NASH	ZT1	Wk 4
915 m/z 222.0762683 unknown	915	222.0762683	2.770349534	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.236316897396	-1.55469	0.984038	not_credible	Non_NASH	ZT1	Wk 4
98 Suspect related to Costunolide  unknown	98	299.200741	7.223936522	Suspect related to Costunolide 	Insilico	9	lib-00053.mgf	0.900434	0.000701904	2.34594	[M+H]+	Positive	unknown	-0.2358861223655	-0.714279	0.293582	not_credible	Non_NASH	ZT1	Wk 4
2409 m/z 198.1851727 unknown	2409	198.1851727	9.681619472	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.23576591419455	-0.966912	0.560787	not_credible	Non_NASH	ZT1	Wk 4
3464 m/z 198.1851745 unknown	3464	198.1851745	9.684883411	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.23576591419455	-0.966912	0.560787	not_credible	Non_NASH	ZT1	Wk 4
1254 Suspect related to Massbank:NA003098 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one  unknown	1254	235.1693242	5.361083858	Suspect related to Massbank:NA003098 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one 	Insilico	7	lib-00053.mgf	0.765521	0.00228882	9.73274	[M+H]+	Positive	unknown	-0.2353536984925	-0.904936	0.432785	not_credible	Non_NASH	ZT1	Wk 4
3595 m/z 286.274163 unknown	3595	286.274163	8.174410389	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2343710871511	-1.02958	0.520129	not_credible	Non_NASH	ZT1	Wk 4
1209 m/z 639.3241419 unknown	1209	639.3241419	3.038711662	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.23436511122	-6.38375	5.5607	not_credible	Non_NASH	ZT1	Wk 4
2745 m/z 271.1653438 unknown	2745	271.1653438	2.048992501	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2335323875795	-1.12158	0.723	not_credible	Non_NASH	ZT1	Wk 4
927 m/z 236.1646823 unknown	927	236.1646823	2.577098577	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.233455594591	-1.07583	0.55988	not_credible	Non_NASH	ZT1	Wk 4
1442 Suspect related to LAUROYLCARNITINE  unknown	1442	458.3479365	6.601811434	Suspect related to LAUROYLCARNITINE 	Insilico	17	lib-00053.mgf	0.923499	9.15527e-05	0.199745	[M+H]+	Positive	unknown	-0.23336937552025	-0.720036	0.170034	not_credible	Non_NASH	ZT1	Wk 4
1114 m/z 467.2153646 unknown	1114	467.2153646	3.484844988	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.232937662485	-7.62892	6.23142	not_credible	Non_NASH	ZT1	Wk 4
3663 m/z 274.1286488 unknown	3663	274.1286488	0.516621786	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.232582484899	-1.62498	0.998443	not_credible	Non_NASH	ZT1	Wk 4
1873 m/z 438.3429883 unknown	1873	438.3429883	8.189139664	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2325292450559	-1.88976	1.25236	not_credible	Non_NASH	ZT1	Wk 4
4246 m/z 597.4493376 unknown	4246	597.4493376	9.952643478	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.23189955414	-1.62107	1.07246	not_credible	Non_NASH	ZT1	Wk 4
1407 m/z 336.228352 amines	1407	336.228352	1.603793195	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.23109121232	-8.26622	7.81656	not_credible	Non_NASH	ZT1	Wk 4
79 m/z 275.1640469 unknown	79	275.1640469	3.856720035	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2303781627045	-1.11089	0.74929	not_credible	Non_NASH	ZT1	Wk 4
254 m/z 405.1685668 unknown	254	405.1685668	5.586604861	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.22917854524895	-1.1462	0.584656	not_credible	Non_NASH	ZT1	Wk 4
1770 m/z 645.5035162 unknown	1770	645.5035162	8.428605957	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2290515567161	-4.78974	4.08733	not_credible	Non_NASH	ZT1	Wk 4
452 m/z 577.3499724 unknown	452	577.3499724	10.01008975	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.22834841588405	-0.929664	0.427242	not_credible	Non_NASH	ZT1	Wk 4
3030 Suspect related to Spectral Match to 9-OxoOTrE from NIST14  fatty acids & other lipids	3030	237.1849141	3.705675438	Suspect related to Spectral Match to 9-OxoOTrE from NIST14 	Insilico	9	lib-00053.mgf	0.948979	0.000900269	3.79565	[M-H2O+H]+	Positive	fatty acids & other lipids	-0.2275906514925	-0.846827	0.415455	not_credible	Non_NASH	ZT1	Wk 4
2897 m/z 319.1273085 unknown	2897	319.1273085	2.768222023	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.226958402576999	-2.67738	2.34754	not_credible	Non_NASH	ZT1	Wk 4
87 m/z 289.09739 unknown	87	289.09739	2.452269409	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2269513055455	-0.575489	0.150292	not_credible	Non_NASH	ZT1	Wk 4
3295 m/z 511.2885104 unknown	3295	511.2885104	4.266290825	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2267918599555	-1.40079	0.993639	not_credible	Non_NASH	ZT1	Wk 4
1262 Suspect related to trans-Vaccenic acid  fatty acids & other lipids	1262	283.2632169	8.435876763	Suspect related to trans-Vaccenic acid 	Insilico	11	lib-00053.mgf	0.928485	0.000213623	0.754151	[M-H2O+H]+	Positive	fatty acids & other lipids	-0.226781025283	-1.23515	0.764934	not_credible	Non_NASH	ZT1	Wk 4
146 m/z 332.2221457 fatty acids & other lipids	146	332.2221457	5.315123586	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.2263696590733	-1.0623	0.720273	not_credible	Non_NASH	ZT1	Wk 4
914 m/z 214.0475818 unknown	914	214.0475818	2.351926527	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2257258628905	-1.75372	1.03938	not_credible	Non_NASH	ZT1	Wk 4
2224 Suspect related to Spectral Match to 9(S)-HpOTrE from NIST14  unknown	2224	307.226642	8.613551721	Suspect related to Spectral Match to 9(S)-HpOTrE from NIST14 	Insilico	12	lib-00053.mgf	0.778658	0.000579834	1.88732	[M-H2O+H]+	Positive	unknown	-0.2251773930435	-1.27709	0.845786	not_credible	Non_NASH	ZT1	Wk 4
1126 m/z 479.3133261 unknown	1126	479.3133261	8.804297061	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.224384853603	-1.21392	0.909184	not_credible	Non_NASH	ZT1	Wk 4
628 Suspect related to Spectral Match to Ile-Pro-Ile from NIST14  amines	628	392.2543883	3.649012194	Suspect related to Spectral Match to Ile-Pro-Ile from NIST14 	Insilico	8	lib-00053.mgf	0.938568	0.000396729	1.01141	[M+H]+	Positive	amines	-0.224301223515	-1.57147	1.06386	not_credible	Non_NASH	ZT1	Wk 4
350 m/z 461.3626149 unknown	350	461.3626149	8.540876839	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.223036493171	-0.905265	0.390532	not_credible	Non_NASH	ZT1	Wk 4
4095 Suspect related to (4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid  fatty acids & other lipids	4095	406.2950547	6.805553979	Suspect related to (4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid 	Insilico	20	lib-00053.mgf	0.95115	9.15527e-05	0.225336	[M-H2O+H]+	Positive	fatty acids & other lipids	-0.22251951089	-1.30165	0.792383	not_credible	Non_NASH	ZT1	Wk 4
1227 m/z 833.4658214 unknown	1227	833.4658214	6.014521217	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.222244328434999	-8.08014	8.37339	not_credible	Non_NASH	ZT1	Wk 4
2995 Suspect related to Spectral Match to Myristoleic acid from NIST14  fatty acids & other lipids	2995	212.2009134	5.022558971	Suspect related to Spectral Match to Myristoleic acid from NIST14 	Insilico	6	lib-00053.mgf	0.725832	0.000106812	0.503351	[M+H]+	Positive	fatty acids & other lipids	-0.222044522142	-0.869104	0.346385	not_credible	Non_NASH	ZT1	Wk 4
2831 m/z 499.252575 unknown	2831	499.252575	3.206760817	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2215745120315	-1.24868	0.816446	not_credible	Non_NASH	ZT1	Wk 4
890 m/z 696.3304892 unknown	890	696.3304892	1.403444698	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2213153854768	-4.73863	4.41211	not_credible	Non_NASH	ZT1	Wk 4
884 Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 phosphocholines	884	546.3529936	8.303120773	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	Bronze	7	lib-00018.mgf	0.948955	0.0010376	1.89914	M+Na	Positive	phosphocholines	-0.2210737217615	-1.05177	0.639354	not_credible	Non_NASH	ZT1	Wk 4
4471 m/z 496.3478583 fatty acids & other lipids	4471	496.3478583	7.719421164	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.22091392267	-7.89945	6.58245	not_credible	Non_NASH	ZT1	Wk 4
1696 m/z 184.0969417 unknown	1696	184.0969417	2.362276491	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2207374256563	-0.549855	0.0939917	not_credible	Non_NASH	ZT1	Wk 4
1095 m/z 449.3263924 unknown	1095	449.3263924	6.955523208	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2199987026923	-1.14937	0.67427	not_credible	Non_NASH	ZT1	Wk 4
3144 m/z 843.4198206 unknown	3144	843.4198206	3.609088246	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.219877330175	-5.15309	5.53465	not_credible	Non_NASH	ZT1	Wk 4
536 m/z 183.1492498 unknown	536	183.1492498	3.467829879	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.21939311421795	-0.760331	0.252112	not_credible	Non_NASH	ZT1	Wk 4
2769 m/z 319.0962042 unknown	2769	319.0962042	1.518811339	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2190183250545	-2.24372	1.73406	not_credible	Non_NASH	ZT1	Wk 4
1848 m/z 394.3164219 unknown	1848	394.3164219	8.197691149	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.218698729035	-1.40542	1.01629	not_credible	Non_NASH	ZT1	Wk 4
226 m/z 387.1584831 bilirubins	226	387.1584831	3.473182909	NA	NA	NA	NA	NA	NA	NA	NA	NA	bilirubins	-0.2178908925055	-0.723527	0.32629	not_credible	Non_NASH	ZT1	Wk 4
2462 m/z 349.2006653 unknown	2462	349.2006653	4.281521242	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.217877432192	-1.08578	0.595479	not_credible	Non_NASH	ZT1	Wk 4
633 m/z 403.102354 unknown	633	403.102354	3.831594079	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2175982805785	-4.69198	3.70359	not_credible	Non_NASH	ZT1	Wk 4
1882 m/z 456.2337751 unknown	1882	456.2337751	3.783513843	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2175252368453	-0.748858	0.281453	not_credible	Non_NASH	ZT1	Wk 4
2629 m/z 495.3087707 unknown	2629	495.3087707	5.738083106	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.217253747639	-0.996027	0.665053	not_credible	Non_NASH	ZT1	Wk 4
59 Suspect related to OMEGA-HYDROXYDODECANOATE  fatty acids & other lipids	59	244.1907673	9.740374676	Suspect related to OMEGA-HYDROXYDODECANOATE 	Insilico	10	lib-00053.mgf	0.931763	0.000198364	0.812332	[M-H2O+H]+	Positive	fatty acids & other lipids	-0.21710241715	-0.651734	0.217233	not_credible	Non_NASH	ZT1	Wk 4
3375 m/z 517.2211057 unknown	3375	517.2211057	5.344776249	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2166198316375	-1.18348	0.840645	not_credible	Non_NASH	ZT1	Wk 4
464 m/z 595.0139789 unknown	464	595.0139789	6.764942281	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2163549997105	-0.682281	0.204501	not_credible	Non_NASH	ZT1	Wk 4
1551 m/z 240.0904806 unknown	1551	240.0904806	0.806414177	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2157874961898	-1.23436	0.859178	not_credible	Non_NASH	ZT1	Wk 4
2343 Spectral Match to Urobilin from NIST14 unknown	2343	591.3177133	5.088899655	Spectral Match to Urobilin from NIST14	Bronze	15	lib-00018.mgf	0.887382	0.000671387	1.13541	M+H	Positive	unknown	-0.215746948652	-0.887086	0.619565	not_credible	Non_NASH	ZT1	Wk 4
3402 m/z 435.2485582 unknown	3402	435.2485582	6.152615768	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.215262958468999	-1.56044	0.913979	not_credible	Non_NASH	ZT1	Wk 4
4093 m/z 403.3533727 unknown	4093	403.3533727	9.036879866	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.214415770279	-1.67632	1.04096	not_credible	Non_NASH	ZT1	Wk 4
3512 m/z 277.1657136 unknown	3512	277.1657136	2.780300146	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2143794716465	-1.11441	0.795279	not_credible	Non_NASH	ZT1	Wk 4
780 Suspect related to Tryptophan Conjugated Muricholic Acid  bile acids	780	482.3302635	6.020471305	Suspect related to Tryptophan Conjugated Muricholic Acid 	Insilico	19	lib-00053.mgf	0.927696	0.00128174	2.65739	[M+H]+	Positive	bile acids	-0.21414654840915	-1.31794	0.876328	not_credible	Non_NASH	ZT1	Wk 4
1771 m/z 667.4856778 unknown	1771	667.4856778	8.457729455	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.212108952084	-2.90206	2.51866	not_credible	Non_NASH	ZT1	Wk 4
319 m/z 440.3261106 unknown	319	440.3261106	9.649209541	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2110608162937	-0.586328	0.208087	not_credible	Non_NASH	ZT1	Wk 4
1467 m/z 505.2948097 bile acids	1467	505.2948097	4.456438252	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile acids	-0.2109708452065	-0.729546	0.321969	not_credible	Non_NASH	ZT1	Wk 4
2116 m/z 431.2177331 unknown	2116	431.2177331	3.101897696	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2101416675655	-8.26725	8.02831	not_credible	Non_NASH	ZT1	Wk 4
2845 m/z 559.38417 fatty acids & other lipids	2845	559.38417	6.89058744	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.20862832902	-6.08132	5.21467	not_credible	Non_NASH	ZT1	Wk 4
2724 Suspect related to trans-Traumatic acid  fatty acids & other lipids	2724	193.1224458	2.37088305	Suspect related to trans-Traumatic acid 	Insilico	6	lib-00053.mgf	0.922672	0.000411987	2.1333	[M-H2O+H]+	Positive	fatty acids & other lipids	-0.207864827757	-0.988989	0.447001	not_credible	Non_NASH	ZT1	Wk 4
2904 Suspect related to Corosolic acid  bile acids	2904	393.3515425	9.567381161	Suspect related to Corosolic acid 	Insilico	12	lib-00053.mgf	0.79388	0.000488281	1.24134	[M-2H2O+H]+	Positive	bile acids	-0.207339292385001	-8.05999	8.50181	not_credible	Non_NASH	ZT1	Wk 4
818 m/z 175.1264979 unknown	818	175.1264979	1.144098376	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20730550067	-1.74351	1.27306	not_credible	Non_NASH	ZT1	Wk 4
113 Suspect related to Sulfamethoxazole  unknown	113	311.0807259	3.944763323	Suspect related to Sulfamethoxazole 	Insilico	13	lib-00053.mgf	0.981069	0.000701904	2.25635	[M+H]+	Positive	unknown	-0.20712843329685	-0.578934	0.18681	not_credible	Non_NASH	ZT1	Wk 4
797 Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14  phosphocholines	797	544.3407506	7.370372286	Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 	Insilico	6	lib-00053.mgf	0.954095	0.00183105	3.36381	[M+H]+	Positive	phosphocholines	-0.207029706429	-1.09105	0.882289	not_credible	Non_NASH	ZT1	Wk 4
1037 m/z 375.0816027 unknown	1037	375.0816027	3.639486597	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.205997358825	-5.47821	5.58508	not_credible	Non_NASH	ZT1	Wk 4
4311 m/z 410.1997454 unknown	4311	410.1997454	4.97699611	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20569783897985	-0.736897	0.298859	not_credible	Non_NASH	ZT1	Wk 4
3662 m/z 265.1526753 unknown	3662	265.1526753	0.576964444	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.205659308549	-1.71849	1.29413	not_credible	Non_NASH	ZT1	Wk 4
4276 m/z 704.8828033 unknown	4276	704.8828033	4.322871573	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.205441214945	-7.5183	8.82496	not_credible	Non_NASH	ZT1	Wk 4
4054 m/z 379.224646 fatty acids & other lipids	4054	379.224646	7.789525862	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.2043448403515	-0.726215	0.293657	not_credible	Non_NASH	ZT1	Wk 4
4292 m/z 813.9008064 unknown	4292	813.9008064	4.740655813	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.204091878218	-8.46268	7.93862	not_credible	Non_NASH	ZT1	Wk 4
3585 m/z 1219.559193 unknown	3585	1219.559193	3.273640986	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.203539211140501	-1.54406	0.949019	not_credible	Non_NASH	ZT1	Wk 4
75 m/z 269.2588366 unknown	75	269.2588366	6.861928856	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20333326687635	-0.747656	0.353637	not_credible	Non_NASH	ZT1	Wk 4
19 m/z 192.1382491 unknown	19	192.1382491	5.010791151	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.203290588908	-0.661879	0.174493	not_credible	Non_NASH	ZT1	Wk 4
2483 m/z 506.2623748 unknown	2483	506.2623748	3.532315203	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2023904751105	-5.03424	4.38247	not_credible	Non_NASH	ZT1	Wk 4
399 m/z 501.3551979 unknown	399	501.3551979	8.536621394	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.202379230817	-0.814965	0.465414	not_credible	Non_NASH	ZT1	Wk 4
3830 m/z 344.18175 unknown	3830	344.18175	0.522800099	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.202014343793	-1.2886	0.991933	not_credible	Non_NASH	ZT1	Wk 4
2835 m/z 515.2749007 unknown	2835	515.2749007	7.691499006	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.201937601167	-1.48281	1.13341	not_credible	Non_NASH	ZT1	Wk 4
3034 m/z 373.1397088 unknown	3034	373.1397088	3.49508565	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.201870796274	-2.96794	2.7062	not_credible	Non_NASH	ZT1	Wk 4
4157 m/z 468.2418331 unknown	4157	468.2418331	7.1946975	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.201857333196	-0.60602	0.227302	not_credible	Non_NASH	ZT1	Wk 4
2248 m/z 437.1706188 unknown	2248	437.1706188	3.66812261	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.201484471619	-9.41913	9.33229	not_credible	Non_NASH	ZT1	Wk 4
4278 m/z 714.2699229 unknown	4278	714.2699229	5.90623635	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.201484471619	-9.41913	9.33229	not_credible	Non_NASH	ZT1	Wk 4
2493 m/z 897.3416722 unknown	2493	897.3416722	5.066760521	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.201484471619	-9.41913	9.33229	not_credible	Non_NASH	ZT1	Wk 4
2782 m/z 347.3057824 unknown	2782	347.3057824	5.785615523	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.201484471619	-9.41913	9.33229	not_credible	Non_NASH	ZT1	Wk 4
4437 m/z 834.450854 bile acids	4437	834.450854	5.829765475	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile acids	-0.201484471619	-9.41913	9.33229	not_credible	Non_NASH	ZT1	Wk 4
2163 m/z 503.2856963 amines	2163	503.2856963	3.907156972	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.201484471619	-9.41913	9.33229	not_credible	Non_NASH	ZT1	Wk 4
