FeatureID	ratio	min	max	Name	cat
3996	-9.37867386948499	-16.394	-3.44487	3996 m/z 334.1681951 unknown	Non_NASH
4251	-8.19461898702	-15.1972	-0.370194	4251 m/z 612.2978109 unknown	Non_NASH
2385	-8.1658759757	-15.3528	-1.01527	2385 m/z 408.2573196 bile acids	Non_NASH
933	-7.942407280355	-14.6028	-0.377751	933 m/z 244.0582434 unknown	Non_NASH
1430	-7.83819918292499	-15.0375	-0.242046	1430 m/z 429.1454881 unknown	Non_NASH
883	-2.88697506245	-4.84848	-0.770529	883 m/z 524.2603141 unknown	Non_NASH
3895	-2.612768934285	-4.51866	-0.806307	3895 m/z 668.36136 unknown	Non_NASH
806	-2.37788702770001	-4.21976	-0.518202	806 Suspect related to Massbank:PR310848 Hexosyl LPE 16:0  unknown	Non_NASH
1656	-2.24337651065001	-4.39652	-0.211521	1656 m/z 436.1638246 unknown	Non_NASH
868	-2.22358368815	-4.40696	-0.0258279	868 m/z 438.1795446 unknown	Non_NASH
3865	-2.0969337404	-4.49932	-0.0316525	3865 m/z 525.2848098 unknown	Non_NASH
3870	-1.96988421355	-3.36191	-0.537974	3870 m/z 546.2925867 unknown	Non_NASH
853	-1.9326933798255	-3.90535	-0.185723	853 m/z 379.2080198 unknown	Non_NASH
3885	-1.92723711878	-3.2485	-0.654402	3885 m/z 628.3421391 unknown	Non_NASH
851	-1.8598117810135	-3.64383	-0.127232	851 m/z 377.1929311 unknown	Non_NASH
1067	-1.774040682765	-3.62762	-0.154301	1067 m/z 428.2127186 unknown	Non_NASH
2372	-1.741990125985	-3.2079	-0.538155	2372 m/z 337.1426733 unknown	Non_NASH
1958	-1.610804802625	-3.05157	-0.31623	1958 m/z 206.0813119 unknown	Non_NASH
139	-1.57974204405	-2.579	-0.376063	139 m/z 327.1593055 unknown	Non_NASH
1425	-1.48021797664	-2.78204	-0.174286	1425 m/z 407.2398494 unknown	Non_NASH
2216	-1.43589803753	-2.88006	-0.133308	2216 m/z 284.0581882 unknown	Non_NASH
916	-1.41754343542	-2.81118	-0.129261	916 m/z 222.0762884 unknown	Non_NASH
