Feature	Intercept_mean	C(NASH_category, Treatment('Non_NASH'))[T.NA]_mean	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_mean	Intercept_std	C(NASH_category, Treatment('Non_NASH'))[T.NA]_std	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_std	Intercept_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NA]_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_hdi
2587	-12.341555935000008	-2.3156115064999976	-1.277801772348349	0.44140582545513135	0.5329556948751577	0.6881526872283149	(-13.1311, -11.5363)	(-3.39186, -1.39182)	(-2.55387, 0.014049)
779	-7.160945520000002	-0.3369955336554996	-0.837583303919999	0.1897900049576624	0.2393609818906192	0.29465308342898633	(-7.50565, -6.78434)	(-0.783656, 0.115365)	(-1.38609, -0.264772)
130	-9.811031349999993	-1.8065990209699985	-0.6274698026689994	0.6283861746574132	0.7650033250088211	0.9354410376557317	(-10.8567, -8.58099)	(-3.21293, -0.381201)	(-2.61183, 0.938799)
1048	-8.929575391870001	-0.20458940741500073	-0.20116804460999968	5.299049553289423	5.095250357241396	4.798351667814977	(-18.3377, 1.06859)	(-10.3823, 8.70117)	(-9.67323, 8.31539)
3072	-9.950090479999991	0.22601864577064973	-0.38014862404675	0.5408780424836729	0.6796457750782192	0.8172241138658111	(-10.9067, -8.99686)	(-1.04957, 1.47973)	(-1.89146, 1.14749)
993	-13.600899500000008	0.8266683232440012	0.9371844640520003	0.36430833834782056	0.44590409744064785	0.5544824355189281	(-14.3206, -12.9125)	(-0.107889, 1.61088)	(-0.132551, 1.92807)
2544	-10.966567405000003	-0.5819835397149986	1.4615905897	0.29658103869198377	0.36672307245416597	0.4491634174571245	(-11.5052, -10.4097)	(-1.31517, 0.0481817)	(0.644624, 2.31354)
4248	-12.436179557500003	-0.6971865708649998	-0.2733424548149999	2.9591190696580605	3.276267123955771	3.7972044517924797	(-17.6228, -7.31832)	(-6.65346, 5.41116)	(-7.22968, 6.99553)
3195	-9.729970195000009	-0.11172662174464994	-0.4224585846255	0.21465081819809587	0.26436444049181423	0.3251938648648246	(-10.1218, -9.30478)	(-0.623786, 0.377085)	(-1.0325, 0.187278)
2539	-13.530193849999973	1.9314892167100024	2.004485902697001	0.6031518149994889	0.7215610705207424	0.896523868088188	(-14.6122, -12.3977)	(0.542134, 3.20228)	(0.328727, 3.65257)
3846	-10.674845634999995	-1.0760931054549998	0.22621072396999994	4.250649471658594	4.294654388982471	4.556966078355604	(-19.2283, -3.2337)	(-9.55305, 6.72875)	(-7.98238, 9.32321)
1062	-9.228751204999996	0.4984534052650003	-0.41169557960500003	0.24634021947095422	0.30458129325662514	0.38035547871327047	(-9.64326, -8.71531)	(-0.0217684, 1.0972)	(-1.11099, 0.331663)
4385	-12.046871099999999	0.7810437240000001	0.06837765923250003	0.40775727217891516	0.509633050687085	0.6142942062558627	(-12.7656, -11.2249)	(-0.212403, 1.75142)	(-1.10285, 1.22015)
3058	-12.208948600000017	-0.37587197239499964	0.8827820072050007	0.37440870352869726	0.4644097411149102	0.5518976953767356	(-12.8207, -11.4471)	(-1.22853, 0.543899)	(-0.181839, 1.93109)
2726	-11.627143119999985	0.2870446068825694	0.5288772584910009	0.45714900288457966	0.5595554410604163	0.685323933196292	(-12.4726, -10.7623)	(-0.768257, 1.35382)	(-0.678939, 1.96117)
1856	-9.587620925000007	0.08201690875799995	-0.33410300756399886	0.24073542258648697	0.3094398745792987	0.36418396751939985	(-9.99855, -9.09641)	(-0.523546, 0.640526)	(-1.0349, 0.33034)
4262	-14.909320159999996	-0.054887009895499904	0.5591713277449986	1.7604111103587363	2.0013124689442177	2.3197417082736282	(-17.7451, -11.4299)	(-4.11709, 3.64038)	(-4.10873, 5.10855)
1185	-11.74068194690001	-1.056630754723	-1.5427748340649983	4.145971653285875	4.09151091969857	5.070053006320682	(-18.3436, -3.64076)	(-9.44098, 6.11823)	(-10.6783, 7.92675)
987	-12.00714085500003	0.5560212968004994	3.047084338350002	0.6936266699711156	0.8362541679134554	0.9969474482396464	(-13.1194, -10.6413)	(-0.994086, 2.11527)	(1.2518, 5.03203)
5	-7.353344035000001	0.6606204504490005	0.8953280233049997	0.3311423079296406	0.3976086994752172	0.4889795531527948	(-7.96771, -6.72983)	(-0.141543, 1.38616)	(-0.0236638, 1.82788)
2252	-9.75993073999999	-0.5658051452150014	-0.27643276109949955	0.361858297362866	0.4575796470018515	0.5405361412903991	(-10.4431, -9.08216)	(-1.37197, 0.365658)	(-1.24165, 0.783336)
187	-9.057004204999997	-0.5063444565106506	0.021422577748500014	0.49962634428937797	0.6175716203162568	0.7683114988434676	(-9.88582, -8.09231)	(-1.69452, 0.581515)	(-1.33742, 1.53922)
3764	-11.300072484999989	1.1232570303554976	-2.461490748585	0.8253257477839137	1.040766285201961	1.479761002183929	(-12.7875, -9.74011)	(-0.823866, 3.11154)	(-5.04532, 0.313443)
751	-10.119956675000006	-0.12411535815149985	-3.0444528611499995	0.7329927496727339	0.8969042384315673	1.1496840785245492	(-11.4565, -8.89357)	(-1.74721, 1.51288)	(-5.13918, -0.70785)
3719	-14.443594484999974	2.72253376552	1.789979519053504	1.1536332843068597	1.2648896648684034	1.4991227707783839	(-16.2949, -12.4451)	(0.180781, 4.78712)	(-1.42271, 4.26077)
1516	-11.357124830000005	0.05339116346945002	0.8679826561634997	0.41090788160824	0.4869971775248039	0.606252327546998	(-12.0587, -10.6102)	(-0.876131, 0.924187)	(-0.277673, 1.99999)
4509	-13.18419524000003	-2.1994727144999966	0.5474946378299995	2.932793224249034	3.4451180612028236	3.5013484570724014	(-17.9512, -7.7501)	(-8.38425, 4.26032)	(-6.59481, 6.6556)
193	-7.810403275000004	-0.39080372614500025	0.15789165066550012	0.16308368370080553	0.2098482241357289	0.25868889613300766	(-8.10258, -7.48004)	(-0.801363, -0.01172)	(-0.377019, 0.621028)
2278	-10.934678090000027	0.22092385876139997	0.9620991031950001	0.3233719633424517	0.398567064120028	0.49984182976505664	(-11.5739, -10.3485)	(-0.533113, 0.980667)	(0.0413179, 1.91407)
