SampleID	PC1	PC2	PC3
13L.N2	-0.0795609846677817	-0.0247205695639382	0.122067736912942
13L.T1	-0.0925847696630649	-0.0995818351008227	0.185342949192218
13L.T2	-0.0762531370793558	-0.0819152040726732	-0.0411215270988304
13N.N1	-0.105395829381558	-0.156975983636445	-0.112818925318944
13N.N2	-0.084776213706838	-0.00636142246307802	0.139044859033597
14R.N2	-0.0826348007346182	0.0554939501101905	0.137201344517551
13N.T2	-0.100847548472078	-0.0586569240297042	0.0243327202371143
17N.N2	-0.0307777380611474	0.150018681378207	0.0946588826295723
18R.N2	-0.0262792987275136	0.190096422871617	-0.311341128186633
13L.N1	-0.119379462695716	-0.09408887966348	0.0433933685327433
15L.T2	-0.0847575890798752	-0.00116149775621172	0.0357940228161079
21L.N2	0.16721357352824	0.0612928965894525	0.0563408057729416
19R.T2	-0.0712900200554513	-0.0502285660643221	0.145900290763246
13N.T1	-0.13352716861905	-0.188342051964548	-0.050067492326087
14R.T1	-0.110658285098033	-0.0200197788594311	0.0523497459343067
17R.T2	-0.0726244848592833	0.0378753721839478	0.0663224137255271
22N.N2	0.158493560928284	0.00758425825412822	0.0431164728282585
21R.T2	0.159774985750089	0.0523878606452683	0.0739415495634543
17N.T1	-0.0711084488180009	0.0363179961416798	0.175306457331637
14L.N1	-0.108305092640698	-0.029305344167734	-0.0530400616851096
18R.T1	-0.0544143552839783	0.161017962222204	0.117536843030539
20N.N1	-0.069452496904188	0.0962929392186636	0.0193391730664463
18L.N1	-0.000386152270058359	0.167693739653072	0.140972716394185
23N.T2	0.153907057793947	0.036777353129033	0.198367789549803
22L.N1	0.159890877856714	-0.0977954576072094	-0.11866694342548
16R.N1	-0.118234317882599	-0.0891947029479616	-0.0122361298707516
21L.T1	0.179353727602451	-0.101202080267585	-0.0414378262330501
14R.T2	-0.0749351876999299	-0.101025997559905	0.162008391314325
14L.N2	-0.0660216910332643	0.158118174999938	-0.0307339497269254
20N.N2	-0.084153606253376	0.0408640564651681	-0.0326552596055133
22N.T1	0.163004941197284	-0.0469535648376955	0.138766408389085
17N.T2	-0.0684912462215204	0.126117983432513	0.0667184138438331
18L.N2	-0.00702638123060886	0.291111271839694	-0.203900731621069
18R.T2	-0.098558358793925	-0.0713524749470697	0.0566585984432478
16R.N2	-0.0877996507366418	0.0403766640868645	0.0383576100112061
24L.N1	0.152634655564534	0.0687605319037369	0.028409008364058
22L.N2	0.174318099710874	-0.0757629384663273	0.00852884085207238
15L.N1	-0.108797906439021	0.0659321123077646	-0.0895772106843478
21L.T2	0.178444987193704	0.0256164403726805	0.0359904844730885
24L.N2	0.139116324863019	0.0998817780018975	-0.0495138547519608
19R.N1	-0.103114934399238	-0.149620390243483	-0.0938442990909604
14L.T1	-0.127141001057012	-0.159054733127612	-0.192449679312057
17R.N1	-0.0442996856561863	0.30171587980634	-0.0919396002820449
20N.T1	-0.112328011906617	-0.0751293272324015	-0.101847562243963
16R.T1	-0.127335771563307	-0.166791515575992	-0.0770261881526115
18L.T1	-0.072644817287485	0.16787192499556	-0.0270594838979693
21R.N1	0.152802913286975	-0.0488151954117061	-0.0827332490674135
22N.T2	0.163714597497911	-0.00336763795227188	0.202990780892007
15L.N2	-0.0594913847940496	0.0763558839882634	0.21927621302613
22L.T1	0.122863802974553	-0.228034099348862	-0.206807163417627
19R.N2	-0.0799375461621194	-0.0814915845500789	0.0397555274748751
17R.N2	-0.0302071735328833	0.242194394196766	-0.0206573945771349
16R.T2	-0.0665170617698937	-0.0883679198051079	-0.00246601296876853
21R.N2	0.14912076526599	0.120954714515446	-0.0260084209674037
18L.T2	-0.050604809642424	0.265439423049157	-0.133902637781925
14L.T2	-0.0788989651347369	-0.0784643069598605	-0.0450573812462878
24L.T1	0.166673559779703	0.00719373610597053	-0.0542925314444817
23N.N1	0.181844080129599	-0.108335163365015	-0.0644945122128521
20N.T2	-0.0898884724023234	-0.0332663032093011	0.0900394011291425
15L.T1	-0.128751971362859	-0.0543562075400782	-0.018035424766405
18R.N1	-0.0487703184864079	0.171461721248735	-0.377659312036819
17R.T1	-0.111969636302668	-0.157996846563628	-0.159333159575089
19R.T1	-0.100613173840792	-0.127859907687112	0.0383974988832428
22L.T2	0.163212596184238	-0.0887781586181941	0.147057030780931
21L.N1	0.171866166818167	-0.0380220229321458	-0.0951859413414297
14R.N1	-0.119381692956497	-0.0483225724782061	0.0585040195471324
23N.N2	0.157892485625043	0.0307810992264725	0.0311903539257995
21R.T1	0.169930992467542	-0.0450323202188212	0.0533084102688161
17N.N1	-0.0560332183063033	0.0928432014027053	0.0258910824901047
22N.N1	0.163371836653403	-0.0832586432241553	-0.164362432564424
24L.T2	0.174866258037414	-0.0165594074706958	0.0375471952130783
23N.T1	0.172649022963299	-0.170870886852266	-0.168451983671998
