FeatureID	mz	RT	mtb_group
749	379.1179728	5.734107641	unknown
750	379.1180021	6.262268533	unknown
751	381.1337373	6.301078565	unknown
752	393.1333646	6.822010645	unknown
753	394.2260392	5.219812607	unknown
754	395.1492318	6.868106246	unknown
755	395.1961179	4.828033304	unknown
756	395.2033517	1.454124213	unknown
757	398.1711957	3.656452629	unknown
758	399.3260363	5.07978289	bile acids
759	402.2026164	3.442774826	amines
760	407.2114203	2.508743162	unknown
761	407.2794448	5.36241172	unknown
762	415.2916037	3.102069217	amines
763	419.1940612	5.174021731	unknown
764	420.224378	2.014886156	unknown
765	424.3423753	7.770457908	carnitines
766	425.0635864	4.323161224	unknown
767	425.289687	4.883679947	unknown
768	427.2080352	2.993537925	unknown
769	430.3163934	5.854262628	unknown
770	432.165454	4.22967914	unknown
771	434.2208877	3.41771197	unknown
772	443.3523008	8.538977682	unknown
773	447.2720043	4.844862106	unknown
774	447.2719956	4.888392031	unknown
775	448.3056325	4.470642498	bile acids
776	453.2615331	7.2497547	fatty acids & other lipids
777	471.2723034	7.250295791	fatty acids & other lipids
778	478.2932962	7.313289489	fatty acids & other lipids
779	482.2939933	4.583460823	unknown
780	482.3302635	6.020471305	bile acids
781	484.241354	7.072055929	unknown
782	487.3761521	8.41579881	unknown
783	488.2719227	2.568588883	unknown
784	490.2836706	5.699539412	bile acids
785	491.7518649	1.989249566	unknown
786	498.3249109	4.974721509	unknown
787	499.2646628	5.803142897	unknown
788	501.1547627	6.349682519	unknown
789	504.3127588	6.063516832	unknown
790	511.2336586	4.90945493	unknown
791	517.3309188	5.293151346	bile acids
792	518.3216819	7.60921328	phosphocholines
793	520.3400964	7.366232385	phosphocholines
794	521.2826639	2.250554776	unknown
795	522.3556796	7.791129636	phosphocholines
796	530.2972744	3.676858195	amines
797	544.3407506	7.370372286	phosphocholines
798	560.2710844	4.975371448	bile acids
799	567.2597903	4.963563912	unknown
800	575.2628456	5.922434639	unknown
801	577.2978876	4.980388776	bile acids
802	579.3198854	2.884039676	unknown
803	581.2990453	3.05969654	unknown
804	591.2019891	7.325612566	unknown
805	593.3335517	6.166208484	bilirubins
806	602.3306171	6.873774785	unknown
807	617.2829122	3.903355549	unknown
808	621.7953123	3.894254259	bile acids
809	628.2932418	3.779776667	unknown
810	644.3852767	6.922888235	fatty acids & other lipids
811	656.3655792	3.754702568	unknown
812	741.3933508	3.469048537	unknown
813	861.5462732	5.41081994	unknown
814	927.9320196	3.889717008	bile acids
815	944.9588459	3.891186076	bile acids
816	1191.502533	3.896363369	bile acids
817	158.0813457	0.9612073	unknown
818	175.1264979	1.144098376	unknown
819	191.0849682	2.301565755	unknown
820	200.1281814	2.997939872	fatty acids & other lipids
821	209.1536032	9.651509749	unknown
822	210.0737877	0.596163342	unknown
823	216.123275	2.35661683	fatty acids & other lipids
824	226.1801957	9.649288518	unknown
825	230.2115568	5.023862878	fatty acids & other lipids
826	237.1235244	0.62116353	amines
827	238.1187583	0.506965184	unknown
828	243.1340983	0.611310528	amines
829	248.1280859	4.060615312	unknown
830	252.1934993	5.02401304	unknown
831	273.1923684	2.022384015	unknown
832	277.1277585	0.545002102	unknown
833	282.2793227	7.133685487	unknown
834	283.1110944	3.377720183	unknown
835	283.1904104	4.747219819	unknown
836	303.1374052	2.305235144	unknown
837	309.0948397	0.956425313	unknown
838	336.1654941	2.366909241	unknown
839	340.282646	6.831930665	unknown
840	341.1939548	2.669396087	unknown
841	346.2337381	2.671280791	amines
842	350.1213041	0.511389455	unknown
843	353.2474407	5.353614502	unknown
844	355.2632487	5.815217554	bile acids
845	357.1454624	2.921312582	unknown
846	360.2131516	2.043681809	amines
847	360.21325	1.857137265	amines
848	371.2583985	5.450605183	unknown
849	372.3110965	7.331493322	carnitines
850	377.1924606	0.622849732	unknown
851	377.1929311	1.872051422	unknown
852	378.1848605	3.607131619	unknown
853	379.2080198	0.551163599	unknown
854	389.2688831	5.394237676	unknown
855	400.2154941	5.873389783	bile acids
856	401.276034	3.12607202	amines
857	405.2637006	5.05951756	unknown
858	413.1744717	3.377400958	unknown
859	413.3778661	9.265503033	unknown
860	422.2900236	5.398829828	bile acids
861	422.7064663	1.895569611	unknown
862	424.3059071	5.355341007	bile acids
863	429.1872923	2.137005556	unknown
864	429.2613396	5.396691997	unknown
865	431.2769713	5.81914604	unknown
866	431.3843998	9.649052766	unknown
867	433.2084092	3.264458875	unknown
868	438.1795446	2.404159214	unknown
869	441.2238462	3.526866855	unknown
870	449.275792	3.842395888	amines
871	451.1300253	3.375419356	unknown
872	452.3370747	5.388732581	unknown
873	454.3526761	5.819557117	unknown
874	455.2283387	2.921741517	unknown
875	480.3088798	7.726579973	fatty acids & other lipids
876	480.3451123	7.819862945	phosphocholines
877	484.3636654	5.946855901	bile acids
878	486.2927375	2.284188149	unknown
879	493.2929375	7.737810394	unknown
880	497.2494542	5.388234164	unknown
881	502.2933589	7.324083406	fatty acids & other lipids
882	521.3070043	2.737825225	unknown
883	524.2603141	2.581299471	unknown
884	546.3529936	8.303120773	phosphocholines
885	548.3252065	5.920779468	bile acids
886	560.2630534	4.117066769	unknown
887	577.234054	2.741981781	unknown
888	595.2721053	4.356353549	unknown
889	600.286043	4.535290332	unknown
890	696.3304892	1.403444698	unknown
891	745.4246126	3.69831073	unknown
892	760.362875	3.274675419	unknown
893	764.3676782	2.96645109	unknown
894	817.5821148	5.805897147	bile acids
895	834.6087802	5.81764972	bile acids
896	839.563945	5.806995859	unknown
897	154.0499184	0.589228648	unknown
898	158.0271163	0.572753315	unknown
899	162.0550675	2.274050952	unknown
900	164.0706773	2.549484872	unknown
901	174.1125866	2.327617498	unknown
902	179.1067426	2.738450902	fatty acids & other lipids
903	184.0369757	2.266395343	unknown
904	190.0499275	1.750792877	unknown
905	191.1065809	3.794738318	unknown
906	192.0655957	2.305142	unknown
907	193.1223769	3.550944368	unknown
908	197.1172928	3.01005353	unknown
909	198.0761453	0.496293459	unknown
910	202.1074399	0.653786696	unknown
911	208.0606208	1.778926679	unknown
912	211.0342889	2.559328559	fatty acids & other lipids
913	211.133096	2.702945995	fatty acids & other lipids
914	214.0475818	2.351926527	unknown
915	222.0762683	2.770349534	unknown
916	222.0762884	2.143442719	unknown
917	223.1694309	2.529019522	fatty acids & other lipids
918	224.0920248	1.489821422	unknown
919	225.1122339	2.713932499	unknown
920	226.1439291	2.63888846	fatty acids & other lipids
921	227.127781	3.794576058	fatty acids & other lipids
922	228.0503896	0.605402186	unknown
923	230.0426333	1.806571705	unknown
924	233.0761766	3.397547587	unknown
925	235.107915	2.879682309	unknown
926	235.1694418	2.494955544	fatty acids & other lipids
927	236.1646823	2.577098577	unknown
928	239.1391397	3.093355919	unknown
929	243.0878667	3.33101442	unknown
930	243.1017477	4.697541783	unknown
931	243.1017403	3.712600297	unknown
932	243.1228873	2.625023172	unknown
933	244.0582434	2.75614653	unknown
934	245.1383863	3.793432438	fatty acids & other lipids
935	245.1385851	2.918214686	unknown
936	246.0585001	4.300574621	unknown
937	246.1449521	0.560201083	unknown
938	247.107896	3.102946863	unknown
939	247.1541421	3.554131337	fatty acids & other lipids
940	251.1255306	4.509128634	unknown
941	252.0244708	1.809714114	unknown
942	253.1799246	2.506672201	unknown
943	255.0650883	3.974988697	unknown
944	256.190929	2.042014401	unknown
945	257.0898488	2.876741829	unknown
946	258.206604	2.579643931	unknown
947	260.0740698	6.974427129	unknown
948	260.1494951	2.698870362	unknown
949	261.1446136	1.062766553	unknown
950	262.1649364	3.791217096	fatty acids & other lipids
951	263.1028674	2.053437751	unknown
952	263.2369453	9.35961576	fatty acids & other lipids
953	264.0539472	1.800062263	unknown
954	265.1050397	2.737491345	unknown
955	267.1275764	0.514641585	unknown
956	269.0093164	1.798964022	unknown
957	269.1361341	3.542575542	unknown
958	269.1748922	2.216791344	unknown
959	270.1701145	3.506475953	fatty acids & other lipids
960	271.0601538	4.738189975	unknown
961	274.2013436	4.513500517	fatty acids & other lipids
962	277.0470846	3.978649602	unknown
963	277.2163351	8.051949474	fatty acids & other lipids
964	277.2163305	8.061975186	fatty acids & other lipids
965	278.1600222	3.15708362	unknown
966	279.1338418	2.398469876	unknown
967	279.2319158	8.93553381	fatty acids & other lipids
968	279.2320116	7.74035773	fatty acids & other lipids
969	279.2320123	6.383951413	fatty acids & other lipids
970	281.2475486	9.361908749	fatty acids & other lipids
971	285.0757681	4.097877508	unknown
972	285.1083555	1.914144773	unknown
973	288.1805233	4.079257403	unknown
974	290.9912302	1.798023429	unknown
975	295.0965374	3.66731296	unknown
976	297.1448562	0.59996209	unknown
977	297.242554	6.417152521	fatty acids & other lipids
978	301.0707444	4.864549137	unknown
979	301.2124067	2.29804809	unknown
980	307.0576346	4.092316677	unknown
981	307.1441888	5.072368771	unknown
982	308.2221715	4.39459647	unknown
983	309.1598185	4.731341324	unknown
984	309.2424612	9.001088575	unknown
985	310.1476499	1.895159937	unknown
986	311.1833874	2.498751952	unknown
987	311.2579001	9.303227968	unknown
988	312.2172096	2.036962013	unknown
989	313.1072453	3.638516185	fatty acids & other lipids
990	315.253208	6.412788629	fatty acids & other lipids
991	317.1387113	2.447035051	unknown
992	317.2090234	8.044672866	unknown
993	319.1514806	1.866453244	unknown
994	319.1652106	3.821888344	bilirubins
995	321.1665281	0.513941188	unknown
996	323.0585848	3.724227497	unknown
997	324.2897676	8.365077592	fatty acids & other lipids
998	326.1712333	1.840573552	unknown
999	326.2326266	5.18803656	fatty acids & other lipids
1000	329.1261388	5.071289852	unknown
1001	329.2686923	7.624776981	fatty acids & other lipids
1002	330.119989	2.050888636	unknown
1003	330.264028	7.930226428	unknown
1004	331.0746317	4.990282604	unknown
1005	331.0814015	4.820395815	unknown
1006	331.1180522	3.105866053	unknown
1007	331.2231053	1.566399378	unknown
1008	333.0626117	3.947742036	unknown
1009	333.1334875	2.636192535	unknown
1010	333.1513009	8.953155049	unknown
1011	333.1673552	2.816830613	unknown
1012	335.1668675	9.358026885	unknown
1013	335.2079029	2.156632676	unknown
1014	337.1547714	5.153384134	amines
1015	337.1624044	1.947813494	unknown
1016	337.1672514	9.358668643	unknown
1017	337.2353978	6.452158115	unknown
1018	341.2064659	8.307135997	unknown
1019	345.0905336	5.080102878	unknown
1020	346.2588748	4.165883894	unknown
1021	346.2717452	8.382457662	unknown
1022	347.2430458	4.886025236	unknown
1023	348.1303739	2.063964526	unknown
1024	348.1444759	3.665328646	fatty acids & other lipids
1025	349.0366017	3.947135433	unknown
1026	351.2511292	7.653844304	unknown
1027	353.0996809	3.662289084	unknown
1028	354.1370696	3.825727363	unknown
1029	359.1368112	5.146640666	unknown
1030	360.3110627	6.448556303	fatty acids & other lipids
1031	361.2336739	1.778654853	unknown
1032	362.2538334	3.636659003	unknown
1033	367.022592	3.722267409	unknown
1034	367.2097922	3.961613458	unknown
1035	369.2252292	4.036289458	unknown
1036	371.1062057	5.156120887	unknown
1037	375.0816027	3.639486597	unknown
1038	375.0818794	4.301633855	unknown
1039	376.1004968	1.805085725	unknown
1040	379.2957044	5.277007132	unknown
1041	389.2284869	1.825383252	unknown
1042	390.284886	3.924673417	unknown
1043	392.1738446	2.018426205	unknown
1044	394.1402759	2.811190786	unknown
1045	394.1893183	2.175735516	unknown
1046	394.2260132	5.088745797	fatty acids & other lipids
1047	398.1926999	2.116998744	unknown
1048	401.2777697	5.281985823	unknown
1049	403.154251	9.357576025	unknown
1050	405.1546959	9.359426035	unknown
1051	406.2077441	2.27142122	unknown
1052	409.1938976	8.312035191	unknown
1053	409.3464524	9.61581394	bile acids
1054	411.1911889	4.051853621	amines
1055	412.2364369	4.218155618	unknown
1056	412.2461849	6.308375166	fatty acids & other lipids
1057	415.2227605	3.428108039	unknown
1058	417.1181759	2.626700734	unknown
1059	420.2608656	1.829234408	unknown
1060	420.3214929	4.039542575	unknown
1061	422.2075847	6.283818706	unknown
1062	422.3113046	4.924668805	fatty acids & other lipids
1063	423.3621255	8.602825221	bile acids
1064	424.2234118	6.231540067	unknown
1065	425.3419217	8.578818488	bile acids
1066	427.1862909	3.702546195	amines
1067	428.2127186	3.108761036	unknown
1068	431.3152717	7.888602552	unknown
1069	433.1132369	3.174230333	unknown
1070	433.1730775	4.101522624	unknown
1071	433.331247	8.299930054	unknown
1072	435.1290972	1.962360473	unknown
1073	436.2541435	4.888574189	unknown
1074	437.3014377	5.855708584	unknown
1075	437.3048574	7.409193754	unknown
1076	437.3047392	6.662516437	unknown
1077	437.34169	7.408530865	bile acids
1078	438.2389894	3.075129377	amines
1079	439.1003428	2.650897309	unknown
1080	439.3205895	8.360930829	unknown
1081	439.3571154	6.756235235	bile acids
1082	439.3571098	7.570185639	bile acids
1083	440.1944622	5.156191611	amines
1084	441.2016245	4.111554623	amines
1085	441.3364652	7.722208332	bile acids
1086	441.3729264	8.55397655	bile acids
1087	442.2698816	2.7381594	amines
1088	442.3528974	6.352891502	carnitines
1089	443.2175056	3.8415767	amines
1090	443.2540963	3.479760498	amines
1091	443.3523267	7.503777151	bile acids
1092	445.2333967	3.513643566	unknown
1093	448.2434645	6.767324665	unknown
1094	448.3056456	5.081230034	unknown
1095	449.3263924	6.955523208	unknown
1096	450.2124125	2.133074631	unknown
1097	452.3118427	4.606097704	unknown
1098	453.2999297	7.481055365	unknown
1099	455.3154099	7.465416464	unknown
1100	455.3521312	7.388335251	bile acids
1101	456.2491086	3.874390671	amines
1102	456.3322432	6.220282449	unknown
1103	457.3676739	7.582806393	bile acids
1104	458.1381895	4.814393788	unknown
1105	458.265096	2.4988904	amines
1106	460.2206795	3.088850078	unknown
1107	461.1442711	2.89405518	unknown
1108	463.1838584	4.110214029	unknown
1109	463.3056212	5.957745105	unknown
1110	464.251539	2.758936295	unknown
1111	465.1997528	3.831437711	unknown
1112	465.235981	3.468483348	unknown
1113	466.3164836	5.693673211	unknown
1114	467.2153646	3.484844988	unknown
1115	467.2772148	7.78553879	fatty acids & other lipids
1116	467.3134835	8.371454633	unknown
1117	469.3317757	7.172381056	unknown
1118	471.3097565	5.77566208	unknown
1119	471.3471044	6.222140834	bile acids
1120	472.2809266	2.837558337	amines
1121	473.3627694	5.895924251	bile acids
1122	475.3380305	3.847296446	unknown
1123	476.2750492	7.54592183	unknown
1124	477.2710538	3.245621782	amines
1125	479.1579234	4.110080929	unknown
1126	479.3133261	8.804297061	unknown
1127	480.2261588	2.743097869	unknown
1128	481.32935	7.081480067	unknown
1129	483.3451131	7.417729198	unknown
1130	485.2878184	7.78540592	fatty acids & other lipids
1131	485.3262998	6.009474171	bile acids
1132	487.3420094	5.117369794	bile acids
1133	488.7717705	3.035694428	unknown
1134	490.29131	3.513581687	unknown
1135	490.3529163	5.74346111	unknown
1136	491.3732533	5.892228751	bile acids
1137	493.281201	2.573831838	unknown
1138	494.2619037	2.927133576	unknown
1139	494.3478712	6.365164747	unknown
1140	495.2970488	2.32415124	unknown
1141	496.2445568	2.851669768	unknown
1142	497.239799	3.042346146	unknown
1143	498.2569418	7.545848629	unknown
1144	498.2604521	3.226225348	amines
1145	498.2834401	7.465408671	fatty acids & other lipids
1146	501.2957383	8.589459832	unknown
1147	504.3688302	5.719610128	unknown
1148	505.7636631	3.131756819	unknown
1149	511.3032094	7.992696212	unknown
1150	511.3035107	5.326767824	unknown
1151	513.3191655	4.770901416	unknown
1152	513.3556021	5.938914451	unknown
1153	514.3533726	6.158198966	unknown
1154	519.1130985	3.618727362	unknown
1155	520.2806035	3.072350154	amines
1156	520.3639206	5.296446971	unknown
1157	524.2772781	2.722265971	unknown
1158	527.1546741	5.068589407	unknown
1159	531.3100747	4.253116323	bile acids
1160	533.3257402	4.675138638	bile acids
1161	535.2702105	9.723988901	unknown
1162	537.2860281	9.798105568	unknown
1163	538.2219616	2.494531376	amines
1164	538.2812129	4.671800644	bile acids
1165	539.2984195	5.91958182	unknown
1166	541.3141288	5.062213436	unknown
1167	542.3214908	7.365505906	phosphocholines
1168	543.3296021	4.884695197	unknown
1169	544.3371377	7.790578888	phosphocholines
1170	547.3010377	6.036211047	unknown
1171	549.1367243	5.02548276	unknown
1172	555.293464	7.363035406	fatty acids & other lipids
1173	555.3663815	6.930205714	unknown
1174	560.2632706	4.675096757	unknown
1175	561.2807203	5.909034006	unknown
1176	565.1554796	2.681927807	unknown
1177	565.1555716	2.704462937	unknown
1178	568.4271683	10.37264153	unknown
1179	573.3037026	7.367183056	fatty acids & other lipids
1180	579.260061	8.840866047	unknown
1181	582.3432298	7.230807773	unknown
1182	583.4931898	10.26866058	fatty acids & other lipids
1183	586.3097524	7.609724274	phosphocholines
1184	586.3590094	5.652528951	bile acids
1185	587.137595	2.666066747	unknown
1186	588.3151704	6.572507323	unknown
1187	593.2758672	9.583559013	unknown
1188	594.4003526	5.71473393	unknown
1189	595.3495361	4.296491968	unknown
1190	598.3378354	6.803504867	unknown
1191	599.3693904	7.271303794	unknown
1192	599.3943913	7.872395165	unknown
1193	604.3248285	7.297687292	unknown
1194	607.2153353	4.148884026	unknown
1195	612.3047834	4.195031677	unknown
1196	615.3641647	6.831049949	unknown
1197	616.2809956	3.905626312	unknown
1198	616.3465274	7.333765599	unknown
1199	620.4524023	8.082689805	unknown
1200	621.2917725	4.118863335	unknown
1201	621.3763706	7.86146009	unknown
1202	624.4472819	6.128249062	unknown
1203	625.4079771	8.113546079	unknown
1204	628.8098612	2.270408257	unknown
1205	629.4023483	6.111649722	unknown
1206	633.361292	3.189703817	unknown
1207	636.267583	4.656936428	unknown
1208	637.287317	3.261151152	unknown
1209	639.3241419	3.038711662	unknown
1210	651.3600364	3.607222599	unknown
1211	656.2963922	2.814251126	unknown
1212	702.3507916	7.237880982	unknown
1213	716.3720027	4.256988597	unknown
1214	726.5130084	4.478434233	unknown
1215	737.8811893	2.95137941	unknown
1216	740.5282667	4.681391434	unknown
1217	754.5440195	5.365357924	unknown
1218	767.4577348	6.13957424	unknown
1219	769.4735752	5.616650958	unknown
1220	786.4999085	5.608724376	unknown
1221	791.4552316	5.61538177	unknown
1222	797.4682056	6.040231223	unknown
1223	811.4839414	6.012068746	unknown
1224	819.4500864	6.04249638	unknown
1225	828.5104857	5.987316735	unknown
1226	833.2992949	4.745208285	unknown
1227	833.4658214	6.014521217	unknown
1228	853.4943492	6.651091222	unknown
1229	870.5210783	6.571583844	unknown
1230	875.4762949	6.656090892	unknown
1231	879.3811636	4.642355592	unknown
1232	879.3812203	5.117842883	amines
1233	880.2872181	5.653551703	unknown
1234	885.2426142	5.660988995	unknown
1235	901.3631707	4.610695449	unknown
1236	903.3783151	4.106310977	unknown
1237	913.5149566	6.050553787	unknown
1238	917.4869331	7.27384279	unknown
1239	919.3403433	4.799316519	unknown
1240	921.3558239	4.802929307	unknown
1241	923.4999033	6.581533404	unknown
1242	943.5257357	5.872496762	unknown
1243	965.5074935	5.878420399	unknown
1244	1039.547027	6.46947048	unknown
1245	1069.557525	6.336618964	unknown
1246	1091.539365	6.339232782	unknown
1247	1107.558059	3.85905998	unknown
1248	212.0918875	0.612018566	unknown
1249	214.1437581	3.762591032	unknown
1250	229.1184941	0.62788883	unknown
1251	230.1025729	1.455096979	unknown
1252	230.1175507	4.037679083	unknown
1253	233.1286402	2.690662265	unknown
1254	235.1693242	5.361083858	unknown
1255	249.1236104	1.400360971	unknown
1256	257.1609264	0.513493264	unknown
1257	264.1231327	2.821340783	unknown
1258	265.0797046	0.49544487	unknown
1259	271.1290289	1.866866467	amines
1260	271.1518549	2.701118099	unknown
1261	279.2320401	5.632677202	fatty acids & other lipids
1262	283.2632169	8.435876763	fatty acids & other lipids
1263	291.1952877	3.824681461	unknown
1264	293.2475859	6.524649511	fatty acids & other lipids
1265	300.1805562	3.383889187	unknown
1266	305.1362117	3.41477392	unknown
1267	305.2111371	4.130953268	unknown
1268	305.2111868	4.460388265	unknown
1269	317.2110833	4.234237358	unknown
1270	317.2111396	3.662499321	bile acids
1271	321.2403658	8.635837335	unknown
1272	325.1525718	3.364107611	unknown
1273	325.1526246	3.342077271	unknown
1274	325.2526733	6.655237898	unknown
1275	328.1869607	2.327034106	unknown
1276	328.2119835	3.381433829	unknown
1277	333.1788668	3.711473013	unknown
1278	337.1757918	3.484338951	bilirubins
1279	337.1758488	3.260146115	bilirubins
1280	339.1782914	3.435933228	unknown
1281	341.1474012	3.775971263	unknown
1282	343.2220488	8.658683087	unknown
1283	350.1633053	3.211661992	fatty acids & other lipids
1284	353.247701	6.654562823	unknown
1285	353.2474859	4.913046635	unknown
1286	354.1582795	2.314875699	unknown
1287	356.2182753	1.873725944	unknown
1288	358.1321222	3.15260763	unknown
1289	358.197434	0.536353083	unknown
1290	358.368113	4.703765157	unknown
1291	359.1829646	5.793017876	unknown
1292	359.2945248	5.016656891	unknown
1293	362.253597	3.938835675	unknown
1294	362.253895	3.479652987	unknown
1295	363.1555097	2.919963662	unknown
1296	364.2228718	3.812176469	unknown
1297	368.218073	2.904880394	amines
1298	382.2591137	2.569757042	unknown
1299	383.204387	3.687166768	unknown
1300	385.1067938	2.045643453	unknown
1301	387.1778857	2.937082344	unknown
1302	388.1872822	3.29553216	amines
1303	388.232996	4.083068044	unknown
1304	390.1946465	3.692814552	unknown
1305	390.2849244	3.812028754	unknown
1306	392.2183277	1.920070045	unknown
1307	394.2257972	4.241408924	unknown
1308	394.2586634	4.197877215	fatty acids & other lipids
1309	396.219619	8.423771709	unknown
1310	396.2493698	3.475675774	unknown
1311	397.3102829	5.918636366	bile acids
1312	398.2903056	5.179979469	unknown
1313	405.2637663	5.652393346	unknown
1314	411.2096224	8.657748971	unknown
1315	411.3623812	8.200004807	carnitines
1316	416.2102056	4.731808781	unknown
1317	417.118054	4.271483054	unknown
1318	420.2415033	5.925691721	bile acids
1319	423.1803881	8.424266505	unknown
1320	424.2004164	3.405891343	unknown
1321	425.2761803	2.999918185	amines
1322	425.3780105	9.371935787	bile acids
1323	427.1505553	5.58756951	unknown
1324	428.2103315	3.689058156	unknown
1325	430.710252	2.879284852	unknown
1326	435.3470923	5.080170031	unknown
1327	439.0999321	4.267483575	unknown
1328	441.2249498	8.117155526	unknown
1329	441.3075393	2.810080514	unknown
1330	445.2582615	8.444043033	unknown
1331	462.1757905	4.182296864	unknown
1332	463.3418236	7.035323869	unknown
1333	464.2368811	3.423562673	unknown
1334	464.320132	5.126980056	bile acids
1335	466.3355205	7.227567183	bile acids
1336	468.2488883	3.896834655	unknown
1337	468.3683432	4.943175416	unknown
1338	468.3685678	5.924664444	bile acids
1339	470.3703792	2.990913761	unknown
1340	472.2442742	4.203944433	unknown
1341	473.3611359	8.101627508	unknown
1342	481.2125503	8.423062341	unknown
1343	491.3349118	3.720503453	unknown
1344	498.4016406	2.990674697	unknown
1345	503.3710992	6.609509078	unknown
1346	511.3124152	4.024419453	unknown
1347	514.2834839	3.751047827	bile acids
1348	514.2838063	3.209319398	unknown
1349	518.3148346	5.772713037	unknown
1350	526.2468429	6.170900104	unknown
1351	540.3751515	4.025584512	unknown
1352	544.2938208	5.778623138	bile acids
1353	545.2545526	2.343265954	unknown
1354	547.3052357	4.369137391	unknown
1355	573.2470625	5.809372623	unknown
1356	589.2868559	3.487883611	unknown
1357	613.3009821	4.241079957	unknown
1358	655.3301473	4.648194702	unknown
1359	689.2851498	3.540555872	unknown
1360	698.3219529	4.120394732	unknown
1361	700.3376479	4.792955056	unknown
1362	799.5119061	6.65449997	unknown
1363	830.6496937	6.996763142	unknown
1364	195.1380438	2.66407542	fatty acids & other lipids
1365	209.1172206	3.79895656	fatty acids & other lipids
1366	213.1486781	2.648241111	fatty acids & other lipids
1367	228.0633071	3.283577859	unknown
1368	231.1130891	1.968774854	unknown
1369	234.1702029	1.868637461	unknown
1370	236.0295819	2.347334756	unknown
1371	236.1494332	2.949579294	unknown
1372	237.0846847	0.509290483	unknown
1373	241.1048124	2.962679889	unknown
1374	241.1435932	3.139574676	unknown
1375	248.1858299	2.549140293	fatty acids & other lipids
1376	249.1633179	4.854769045	unknown
1377	251.1256112	2.633135196	unknown
1378	252.1594925	3.474785456	fatty acids & other lipids
1379	253.1183055	1.825216599	unknown
1380	255.1205461	3.322245795	unknown
1381	259.0662259	6.9785984	unknown
1382	262.0145509	1.773705093	unknown
1383	265.1548645	1.872774443	unknown
1384	273.1809409	2.307890507	unknown
1385	276.0689155	6.9779748	unknown
1386	281.1173766	3.452640111	unknown
1387	288.1807596	2.708273556	unknown
1388	290.1961902	3.786868651	unknown
1389	292.2118971	3.557873312	unknown
1390	293.2111012	4.861250459	unknown
1391	293.2109989	3.857079944	fatty acids & other lipids
1392	295.2268336	8.084156849	fatty acids & other lipids
1393	297.1676367	3.564211192	unknown
1394	299.0917135	3.307516711	unknown
1395	303.170315	3.783732469	bilirubins
1396	304.1755354	2.190779026	unknown
1397	310.0204129	3.244759353	unknown
1398	310.1649282	2.2968313	unknown
1399	311.2216473	4.860413745	unknown
1400	314.207719	1.207630034	unknown
1401	314.2328375	2.145332216	unknown
1402	317.209017	8.047644381	unknown
1403	319.1367533	0.671620716	unknown
1404	322.2735816	7.980564774	fatty acids & other lipids
1405	324.2172314	3.484601391	fatty acids & other lipids
1406	335.2195122	6.980243554	unknown
1407	336.228352	1.603793195	amines
1408	338.1633932	3.098460779	unknown
1409	339.1206225	3.450598862	bilirubins
1410	342.1220008	2.623991398	unknown
1411	346.2225472	3.1732497	unknown
1412	351.0172214	2.591936365	unknown
1413	352.1213708	3.876192811	unknown
1414	362.3266463	6.03681573	unknown
1415	364.2693946	4.848330323	unknown
1416	365.1573348	2.059482425	unknown
1417	369.2256119	4.869044852	unknown
1418	370.1122797	2.063432685	unknown
1419	373.2812095	0.523858223	amines
1420	381.0572221	3.921936754	unknown
1421	385.2202063	3.133592458	unknown
1422	385.2375958	5.689422879	unknown
1423	399.127896	2.348846267	unknown
1424	401.1146305	1.472159514	unknown
1425	407.2398494	2.219886346	unknown
1426	411.1630587	2.313409694	unknown
1427	411.3622347	9.511668396	bile acids
1428	424.3058006	5.766157195	bile acids
1429	425.2688008	7.202650602	unknown
1430	429.1454881	2.806031727	unknown
1431	429.2401914	6.510084401	unknown
1432	437.2044623	3.434129683	unknown
1433	439.1864774	3.012189122	unknown
1434	440.2545067	2.880622347	amines
1435	440.3370425	6.929885219	bile acids
1436	441.3364695	7.828462739	bile acids
1437	443.1619397	3.35715668	unknown
1438	447.3585335	4.305493636	unknown
1439	455.2772119	7.572324875	unknown
1440	457.1113333	1.989307138	unknown
1441	457.3313128	7.837685768	unknown
1442	458.3479365	6.601811434	unknown
1443	459.1285518	2.926340504	unknown
1444	459.223665	2.671129171	unknown
1445	461.2106876	0.590372492	unknown
1446	461.3627256	7.506998883	bile acids
1447	463.3053891	6.896638837	unknown
1448	465.3688876	3.93663743	unknown
1449	467.2504025	2.046075723	unknown
1450	474.3579766	7.880242017	unknown
1451	475.3898725	4.368719214	unknown
1452	477.1459544	3.560756541	unknown
1453	479.3847035	4.569419792	unknown
1454	481.3294805	7.551788635	unknown
1455	484.2806851	3.488351994	amines
1456	486.2595801	3.963805158	amines
1457	487.3419083	5.672798942	unknown
1458	489.2344121	2.848533356	unknown
1459	489.3204694	6.002901206	unknown
1460	490.3528825	6.956304716	unknown
1461	493.1409755	2.786881231	unknown
1462	496.2445857	2.907091036	unknown
1463	497.312661	2.006077418	unknown
1464	501.3036578	7.638556574	unknown
1465	501.4053514	4.473356171	unknown
1466	502.2912978	2.902100242	amines
1467	505.2948097	4.456438252	bile acids
1468	506.3479299	5.311641731	unknown
1469	512.2537354	2.416638445	unknown
1470	512.3375521	6.147550045	unknown
1471	518.3241347	7.004326719	phosphocholines
1472	532.294154	4.314535935	unknown
1473	536.4421006	4.112929619	unknown
1474	537.2852825	9.262591518	unknown
1475	537.3902128	4.515156481	unknown
