FeatureID	mz	mtb_group
607	348.2170755	bilirubins
608	348.2746106	unknown
609	352.1868043	unknown
610	352.1967768	unknown
611	352.3211602	unknown
612	363.2166261	unknown
613	365.192366	unknown
614	366.2980962	unknown
615	368.1919271	unknown
616	371.1274401	bilirubins
617	371.1830186	unknown
618	374.2287817	amines
619	376.2481058	unknown
620	379.2084072	unknown
621	381.1873692	unknown
622	382.189979	unknown
623	382.2077896	unknown
624	382.2451789	unknown
625	387.1077237	unknown
626	387.1633817	unknown
627	387.3218489	unknown
628	392.2543883	unknown
629	392.3155395	unknown
630	394.2777448	fatty acids & other lipids
631	400.2808755	unknown
632	401.2106376	unknown
633	403.102354	unknown
634	404.2465992	bile acids
635	407.2395699	unknown
636	408.3085541	unknown
637	409.089666	unknown
638	413.141929	unknown
639	413.2662112	unknown
640	413.377932	carnitines
641	415.2913817	amines
642	418.3440152	carnitines
643	419.2142367	unknown
644	421.3403035	unknown
645	423.1994396	unknown
646	425.1921366	unknown
647	426.2615379	amines
648	426.3214844	bile acids
649	428.1897913	unknown
650	428.1899793	unknown
651	428.7014352	unknown
652	434.2936969	unknown
653	438.2980179	amines
654	441.1990577	unknown
655	441.3077119	amines
656	444.308526	unknown
657	447.2453837	unknown
658	456.719624	unknown
659	457.3387782	amines
660	461.1704741	unknown
661	464.3139977	amines
662	466.3295766	amines
663	471.2249529	unknown
664	477.219724	unknown
665	478.2625806	unknown
666	480.3148933	unknown
667	482.3609982	phosphocholines
668	482.7284462	unknown
669	489.256041	unknown
670	495.3175639	unknown
671	502.2839896	bile acids
672	504.2082688	unknown
673	504.2761833	bile acids
674	507.2733043	unknown
675	509.2892603	unknown
676	514.2876254	unknown
677	526.3142701	amines
678	533.2895957	unknown
679	534.2773621	unknown
680	534.3433792	unknown
681	538.2811924	bile acids
682	541.7854214	unknown
683	544.2979333	unknown
684	548.2566706	unknown
685	549.2907877	unknown
686	555.3102963	unknown
687	561.3209868	unknown
688	562.2723229	unknown
689	565.3524716	unknown
690	571.3475113	bile acids
691	576.2877361	unknown
692	580.3421576	unknown
693	584.2628878	unknown
694	588.3745468	bile acids
695	593.3312475	unknown
696	597.2876937	bile acids
697	606.3139296	unknown
698	625.2833485	unknown
699	628.3823654	unknown
700	633.3573908	unknown
701	635.2824721	unknown
702	639.3178386	unknown
703	645.8071728	unknown
704	650.3126922	unknown
705	651.2839395	unknown
706	659.2789851	unknown
707	661.392437	unknown
708	663.3198892	unknown
709	702.3462589	unknown
710	750.352085	unknown
711	750.3823427	unknown
712	752.3313912	unknown
713	760.3840931	unknown
714	776.4036988	unknown
715	790.3834245	unknown
716	803.5430647	unknown
717	807.3559224	unknown
718	940.4084833	unknown
719	943.4737046	unknown
720	961.4478661	unknown
721	969.4084738	unknown
722	1089.455368	unknown
723	1143.589824	unknown
724	227.0793467	unknown
725	245.186198	unknown
726	260.1606236	amines
727	267.1203419	unknown
728	267.1744729	unknown
729	277.1799045	unknown
730	297.1521263	unknown
731	299.2581576	unknown
732	300.2898805	unknown
733	303.1955283	unknown
734	303.2319137	unknown
735	307.1654096	unknown
736	314.1822125	unknown
737	317.2112541	unknown
738	330.1733805	fatty acids & other lipids
739	332.2180541	amines
740	336.3109139	glycols
741	338.2902988	glycols
742	344.1892989	unknown
743	344.254537	amines
744	347.1855189	unknown
745	353.2302626	unknown
746	367.1506829	unknown
747	370.2589444	unknown
748	373.198662	unknown
749	379.1179728	unknown
750	379.1180021	unknown
751	381.1337373	unknown
752	393.1333646	unknown
753	394.2260392	unknown
754	395.1492318	unknown
755	395.1961179	unknown
756	395.2033517	unknown
757	398.1711957	unknown
758	399.3260363	bile acids
759	402.2026164	amines
760	407.2114203	unknown
761	407.2794448	unknown
762	415.2916037	amines
763	419.1940612	unknown
764	420.224378	unknown
765	424.3423753	carnitines
766	425.0635864	unknown
767	425.289687	unknown
768	427.2080352	unknown
769	430.3163934	unknown
770	432.165454	unknown
771	434.2208877	unknown
772	443.3523008	unknown
773	447.2720043	unknown
774	447.2719956	unknown
775	448.3056325	bile acids
776	453.2615331	amines
777	471.2723034	amines
778	478.2932962	amines
779	482.2939933	unknown
780	482.3302635	unknown
781	484.241354	unknown
782	487.3761521	unknown
783	488.2719227	unknown
784	490.2836706	unknown
785	491.7518649	unknown
786	498.3249109	unknown
787	499.2646628	unknown
788	501.1547627	unknown
789	504.3127588	unknown
790	511.2336586	unknown
791	517.3309188	bile acids
792	518.3216819	phosphocholines
793	520.3400964	phosphocholines
794	521.2826639	unknown
795	522.3556796	phosphocholines
796	530.2972744	amines
797	544.3407506	phosphocholines
798	560.2710844	unknown
799	567.2597903	unknown
800	575.2628456	unknown
801	577.2978876	unknown
802	579.3198854	unknown
803	581.2990453	unknown
804	591.2019891	unknown
805	593.3335517	bilirubins
806	602.3306171	unknown
807	617.2829122	unknown
808	621.7953123	bile acids
809	628.2932418	unknown
810	644.3852767	amines
811	656.3655792	unknown
812	741.3933508	unknown
813	861.5462732	unknown
814	927.9320196	bile acids
815	944.9588459	bile acids
816	1191.502533	bile acids
817	158.0813457	unknown
818	175.1264979	unknown
819	191.0849682	unknown
820	200.1281814	fatty acids & other lipids
821	209.1536032	unknown
822	210.0737877	unknown
823	216.123275	fatty acids & other lipids
824	226.1801957	unknown
825	230.2115568	fatty acids & other lipids
826	237.1235244	unknown
827	238.1187583	unknown
828	243.1340983	amines
829	248.1280859	unknown
830	252.1934993	unknown
831	273.1923684	unknown
832	277.1277585	unknown
833	282.2793227	unknown
834	283.1110944	unknown
835	283.1904104	unknown
836	303.1374052	unknown
837	309.0948397	unknown
838	336.1654941	unknown
839	340.282646	unknown
840	341.1939548	unknown
841	346.2337381	amines
842	350.1213041	unknown
843	353.2474407	unknown
844	355.2632487	bile acids
845	357.1454624	unknown
846	360.2131516	amines
847	360.21325	amines
848	371.2583985	unknown
849	372.3110965	carnitines
850	377.1924606	unknown
851	377.1929311	unknown
852	378.1848605	unknown
853	379.2080198	unknown
854	389.2688831	unknown
855	400.2154941	bile acids
856	401.276034	amines
857	405.2637006	unknown
858	413.1744717	unknown
859	413.3778661	unknown
860	422.2900236	bile acids
861	422.7064663	unknown
862	424.3059071	bile acids
863	429.1872923	unknown
864	429.2613396	unknown
865	431.2769713	unknown
866	431.3843998	unknown
867	433.2084092	unknown
868	438.1795446	unknown
869	441.2238462	unknown
870	449.275792	unknown
871	451.1300253	unknown
872	452.3370747	unknown
873	454.3526761	unknown
874	455.2283387	unknown
875	480.3088798	amines
876	480.3451123	phosphocholines
877	484.3636654	bile acids
878	486.2927375	unknown
879	493.2929375	unknown
880	497.2494542	unknown
881	502.2933589	amines
882	521.3070043	unknown
883	524.2603141	unknown
884	546.3529936	phosphocholines
885	548.3252065	bile acids
886	560.2630534	unknown
887	577.234054	unknown
888	595.2721053	unknown
889	600.286043	unknown
890	696.3304892	unknown
891	745.4246126	unknown
892	760.362875	unknown
893	764.3676782	unknown
894	817.5821148	bile acids
895	834.6087802	bile acids
896	839.563945	unknown
897	154.0499184	unknown
898	158.0271163	unknown
899	162.0550675	unknown
900	164.0706773	unknown
901	174.1125866	unknown
902	179.1067426	fatty acids & other lipids
903	184.0369757	unknown
904	190.0499275	unknown
905	191.1065809	unknown
906	192.0655957	unknown
907	193.1223769	unknown
908	197.1172928	unknown
909	198.0761453	unknown
910	202.1074399	unknown
911	208.0606208	unknown
912	211.0342889	fatty acids & other lipids
913	211.133096	fatty acids & other lipids
914	214.0475818	unknown
915	222.0762683	unknown
916	222.0762884	unknown
917	223.1694309	fatty acids & other lipids
918	224.0920248	unknown
919	225.1122339	unknown
920	226.1439291	fatty acids & other lipids
921	227.127781	unknown
922	228.0503896	unknown
923	230.0426333	unknown
924	233.0761766	unknown
925	235.107915	unknown
926	235.1694418	fatty acids & other lipids
927	236.1646823	unknown
928	239.1391397	unknown
929	243.0878667	unknown
930	243.1017477	unknown
931	243.1017403	unknown
932	243.1228873	unknown
933	244.0582434	unknown
934	245.1383863	unknown
935	245.1385851	unknown
936	246.0585001	unknown
937	246.1449521	unknown
938	247.107896	unknown
939	247.1541421	fatty acids & other lipids
940	251.1255306	unknown
941	252.0244708	unknown
942	253.1799246	unknown
943	255.0650883	unknown
944	256.190929	unknown
945	257.0898488	unknown
946	258.206604	unknown
947	260.0740698	unknown
948	260.1494951	unknown
949	261.1446136	unknown
950	262.1649364	unknown
951	263.1028674	unknown
952	263.2369453	fatty acids & other lipids
953	264.0539472	unknown
954	265.1050397	unknown
955	267.1275764	unknown
956	269.0093164	unknown
957	269.1361341	unknown
958	269.1748922	unknown
959	270.1701145	fatty acids & other lipids
960	271.0601538	unknown
961	274.2013436	fatty acids & other lipids
962	277.0470846	unknown
963	277.2163351	fatty acids & other lipids
964	277.2163305	fatty acids & other lipids
965	278.1600222	unknown
966	279.1338418	unknown
967	279.2319158	fatty acids & other lipids
968	279.2320116	fatty acids & other lipids
969	279.2320123	fatty acids & other lipids
970	281.2475486	fatty acids & other lipids
971	285.0757681	unknown
972	285.1083555	unknown
973	288.1805233	unknown
974	290.9912302	unknown
975	295.0965374	unknown
976	297.1448562	unknown
977	297.242554	fatty acids & other lipids
978	301.0707444	unknown
979	301.2124067	unknown
980	307.0576346	unknown
981	307.1441888	unknown
982	308.2221715	unknown
983	309.1598185	unknown
984	309.2424612	unknown
985	310.1476499	unknown
986	311.1833874	unknown
987	311.2579001	unknown
988	312.2172096	unknown
989	313.1072453	fatty acids & other lipids
990	315.253208	fatty acids & other lipids
991	317.1387113	unknown
992	317.2090234	unknown
993	319.1514806	unknown
994	319.1652106	bilirubins
995	321.1665281	unknown
996	323.0585848	unknown
997	324.2897676	fatty acids & other lipids
998	326.1712333	unknown
999	326.2326266	fatty acids & other lipids
1000	329.1261388	unknown
1001	329.2686923	fatty acids & other lipids
1002	330.119989	unknown
1003	330.264028	unknown
1004	331.0746317	unknown
1005	331.0814015	unknown
1006	331.1180522	unknown
1007	331.2231053	unknown
1008	333.0626117	unknown
1009	333.1334875	unknown
1010	333.1513009	unknown
1011	333.1673552	unknown
1012	335.1668675	unknown
1013	335.2079029	unknown
1014	337.1547714	amines
1015	337.1624044	unknown
1016	337.1672514	unknown
1017	337.2353978	unknown
1018	341.2064659	unknown
1019	345.0905336	unknown
1020	346.2588748	unknown
1021	346.2717452	unknown
1022	347.2430458	unknown
1023	348.1303739	unknown
1024	348.1444759	fatty acids & other lipids
1025	349.0366017	unknown
1026	351.2511292	unknown
1027	353.0996809	unknown
1028	354.1370696	unknown
1029	359.1368112	unknown
1030	360.3110627	fatty acids & other lipids
1031	361.2336739	unknown
1032	362.2538334	unknown
1033	367.022592	unknown
1034	367.2097922	unknown
1035	369.2252292	unknown
1036	371.1062057	unknown
1037	375.0816027	unknown
1038	375.0818794	unknown
1039	376.1004968	unknown
1040	379.2957044	unknown
1041	389.2284869	unknown
1042	390.284886	unknown
1043	392.1738446	unknown
1044	394.1402759	unknown
1045	394.1893183	unknown
1046	394.2260132	unknown
1047	398.1926999	unknown
1048	401.2777697	unknown
1049	403.154251	unknown
1050	405.1546959	unknown
1051	406.2077441	unknown
1052	409.1938976	unknown
1053	409.3464524	bile acids
1054	411.1911889	amines
1055	412.2364369	unknown
1056	412.2461849	amines
1057	415.2227605	unknown
1058	417.1181759	unknown
1059	420.2608656	unknown
1060	420.3214929	unknown
1061	422.2075847	unknown
1062	422.3113046	unknown
1063	423.3621255	bile acids
1064	424.2234118	unknown
1065	425.3419217	bile acids
1066	427.1862909	amines
1067	428.2127186	unknown
1068	431.3152717	unknown
1069	433.1132369	unknown
1070	433.1730775	unknown
1071	433.331247	unknown
1072	435.1290972	unknown
1073	436.2541435	unknown
1074	437.3014377	unknown
1075	437.3048574	unknown
1076	437.3047392	unknown
1077	437.34169	bile acids
1078	438.2389894	amines
1079	439.1003428	unknown
1080	439.3205895	unknown
1081	439.3571154	bile acids
1082	439.3571098	bile acids
1083	440.1944622	amines
1084	441.2016245	amines
1085	441.3364652	unknown
1086	441.3729264	bile acids
1087	442.2698816	amines
1088	442.3528974	carnitines
1089	443.2175056	amines
1090	443.2540963	amines
1091	443.3523267	unknown
1092	445.2333967	unknown
1093	448.2434645	unknown
1094	448.3056456	unknown
1095	449.3263924	unknown
1096	450.2124125	unknown
1097	452.3118427	unknown
1098	453.2999297	unknown
1099	455.3154099	unknown
1100	455.3521312	bile acids
1101	456.2491086	amines
1102	456.3322432	unknown
1103	457.3676739	bile acids
1104	458.1381895	unknown
1105	458.265096	amines
1106	460.2206795	unknown
1107	461.1442711	unknown
1108	463.1838584	unknown
1109	463.3056212	unknown
1110	464.251539	unknown
1111	465.1997528	unknown
1112	465.235981	unknown
1113	466.3164836	unknown
1114	467.2153646	unknown
1115	467.2772148	amines
1116	467.3134835	unknown
1117	469.3317757	unknown
1118	471.3097565	unknown
