SampleID	PC1	PC2	PC3
13L.T1	0.0394840928749091	0.301396953238461	-0.250578532146852
13L.T2	0.0659595403161681	0.394890248929392	0.125176668320408
13N.T2	0.0454935783899942	0.31931129789682	-0.0418997535837324
15L.T2	-0.0507201787848321	0.0542508782879479	-0.154251396997992
19R.T2	-0.0349638253409104	-0.0674584211679036	0.124060781348609
13N.T1	0.261138809893177	0.194504091609692	-0.133601286350625
14R.T1	0.0155555347474248	0.0258619395797217	-0.176241416450424
17R.T2	-0.156407511967663	0.0635686645303766	-0.160180181963225
17N.T1	-0.136133067888479	-0.0207935231796418	0.00706566227078656
18R.T1	-0.372316783582009	-0.0314226320244486	-0.153597544836695
14R.T2	0.0700592644377423	0.249771671939222	0.112705205600685
17N.T2	-0.252794377130403	-0.0864191431255071	-0.0249755185403864
18R.T2	0.0269123035622682	0.0441981215790991	-0.0463049297593241
14L.T1	0.279708382323911	-0.0748243282223015	-0.108931099186949
20N.T1	0.18961618403851	-0.48709641865899	0.131297314598442
16R.T1	0.25326508703348	-0.08278033873292	0.226641006688194
18L.T1	-0.400018985644325	-0.181462266993597	-0.0971947315062001
16R.T2	0.0392688776281766	0.0816036943489985	0.72291467154634
18L.T2	-0.492204497821633	-0.00959973178495998	0.293949199736978
14L.T2	0.0732334984936079	0.139861441768881	-0.0654368530558754
20N.T2	0.148088487824018	-0.37640104672688	-0.0324751661253005
15L.T1	0.0782342025168647	-0.213759877991151	-0.182400600514484
17R.T1	0.20555794548849	-0.0765263546975032	0.0486331559095044
19R.T1	0.103983438591513	-0.160674920402809	-0.164374655001881
