CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
653	661	18	0.9436	-26.016
777	3733	18	0.9233	30.995
3734	4148	18	0.8103	21.036
4156	4174	18	0.9019	-18.010
1145	4185	18	0.928	-0.000
1903	4190	18	0.8933	0.000
875	3733	18	0.8963	40.032
778	875	18	0.8662	-2.016
2486	2817	18	0.9495	56.063
662	3734	18	0.7238	-11.963
318	647	18	0.8802	14.016
776	1115	18	0.82	-14.016
1145	2478	18	0.9192	14.016
677	4185	18	0.9325	28.031
1130	4156	18	0.9119	18.011
776	2480	18	0.8107	-38.016
677	1145	18	0.9119	28.031
776	2478	18	0.7472	-31.006
1115	1895	18	0.7819	-26.016
2486	4148	18	0.9699	56.062
647	4148	18	0.873	-30.995
1904	4471	18	0.9006	14.016
371	2486	18	0.891	-30.995
1903	1912	18	0.9031	-26.016
1115	2480	18	0.7436	-24.000
677	4171	18	0.9447	42.047
2486	3734	18	0.8008	35.026
2480	2847	18	0.887	-88.016
341	3146	18	0.8849	28.031
371	3146	18	0.8699	56.063
318	4160	18	0.9134	-30.995
371	875	18	0.9179	2.015
341	371	18	0.9305	-28.031
1145	1172	18	0.7333	-57.010
2485	2847	18	0.8454	-70.005
647	1056	18	0.7841	14.015
1904	4156	18	0.7876	43.087
1130	2486	18	0.9818	-28.031
1130	2817	18	0.9589	28.032
1179	4156	18	0.9138	106.027
371	3733	18	0.9657	42.047
318	1056	18	0.9185	28.031
341	3733	18	0.9511	14.016
647	810	18	0.7728	-218.124
777	4148	18	0.9705	14.016
2478	4185	18	0.9271	-14.016
2817	4148	18	0.9611	-0.000
3146	3733	18	0.8806	-14.016
2485	2486	18	0.8741	-4.031
778	2485	18	0.9138	-30.995
875	1895	18	0.813	-12.984
776	4160	18	0.8725	-18.011
2924	4190	18	0.8155	24.001
777	2486	18	0.9738	-42.047
318	371	18	0.9653	-42.047
2485	4160	18	0.8378	38.016
1912	2924	18	0.8727	2.016
2839	2924	18	0.8493	4.031
1903	2839	18	0.9177	-28.031
777	2817	18	0.9493	14.016
318	3146	18	0.8794	14.016
371	1056	18	0.9096	70.078
778	2480	18	0.8481	-12.984
1056	3146	18	0.8113	-14.015
1130	2485	18	0.9026	-24.000
2839	4190	18	0.8476	28.032
371	647	18	0.848	56.063
777	4174	18	0.9789	-14.015
653	662	18	0.9276	-28.032
1145	1179	18	0.7833	-75.020
653	3734	18	0.7775	-39.995
341	875	18	0.8918	-26.016
1172	4185	18	0.7657	57.010
677	2486	18	0.7644	12.995
661	3734	18	0.7448	-13.979
1115	4156	18	0.8659	0.000
318	778	18	0.8496	-38.016
318	777	18	0.9256	-30.995
778	3733	18	0.85	38.016
2485	4174	18	0.8859	24.000
647	3146	18	0.8138	0.000
4160	4174	18	0.9621	-14.015
2480	2485	18	0.9111	-18.011
2486	4160	18	0.9588	42.047
318	875	18	0.8965	-40.031
1895	4156	18	0.8476	26.016
318	3733	18	0.9943	0.000
776	4171	18	0.7483	-31.006
341	4174	18	0.8969	-30.995
647	2817	18	0.8701	-30.995
341	4156	18	0.8632	-12.984
2817	3146	18	0.8062	30.995
1895	2480	18	0.8753	2.015
1056	3733	18	0.9183	-28.031
1130	4148	18	0.9823	28.031
4171	4185	18	0.9363	-14.016
875	881	18	0.7102	-21.984
661	662	18	0.8841	-2.016
2485	4148	18	0.8466	52.031
647	875	18	0.7726	-54.047
371	677	18	0.7844	-43.990
3733	4160	18	0.9112	-30.995
677	2478	18	0.9317	42.046
1773	2349	19	0.8153	0.000
1696	2349	19	0.8153	0.000
1696	1773	19	1.0	0.000
3102	3135	20	0.8443	0.000
3135	3818	20	0.7494	-370.186
2048	2980	21	1.0	0.000
3622	3710	22	0.7633	15.995
2563	2882	23	0.8302	-0.999
528	2882	23	0.866	-19.028
528	2563	23	0.8372	-18.029
2084	4379	24	0.7965	-1.003
2095	4379	24	0.7605	13.013
1042	2084	24	0.9579	-0.000
1305	2117	24	0.7606	-42.011
1042	2095	24	0.9444	-14.016
1042	4379	24	0.7687	-1.003
2084	2117	24	0.8794	-42.011
2084	2095	24	0.9499	-14.016
1042	1305	24	0.9338	0.000
1305	4379	24	0.7123	-1.003
1042	2117	24	0.8303	-42.011
1305	2084	24	0.8883	-0.000
1305	2095	24	0.9032	-14.016
412	425	25	0.9033	-17.026
393	2263	25	0.9463	-0.000
2263	4245	25	0.9383	-97.967
397	791	25	0.8928	-17.026
286	403	25	0.9383	-79.957
2159	2832	25	0.8767	-0.000
467	4211	25	0.9029	62.931
379	1886	25	0.8998	13.979
2159	4236	25	0.8913	-79.956
397	4236	25	0.9466	-79.956
393	467	25	0.9133	-97.967
436	4159	25	0.8859	79.957
425	2407	25	0.9458	0.000
4116	4189	25	0.9318	-79.957
648	877	25	0.89	-58.042
332	1338	25	0.8918	-18.011
1886	4220	25	0.9096	-79.956
2345	4200	25	0.926	162.053
895	4116	25	0.9196	408.288
393	2175	25	0.9639	-18.011
2427	4189	25	0.9432	488.244
379	445	25	0.9423	-79.957
877	4173	25	0.9131	-0.000
395	414	25	0.8897	-18.011
2175	4199	25	0.897	-0.000
499	2716	25	0.8752	28.942
414	3631	25	0.9364	0.000
425	3172	25	0.9033	17.027
2271	4211	25	0.9611	79.957
403	4189	25	0.946	0.000
395	791	25	0.9243	-18.011
332	885	25	0.9092	-97.967
4173	4230	25	0.9488	-79.956
403	4230	25	0.9211	-58.042
414	791	25	0.9364	0.000
332	356	25	0.9213	-15.995
425	4212	25	0.9566	-0.001
696	2159	25	0.8776	96.983
1160	4245	25	0.9016	-62.930
395	2159	25	0.8742	-0.984
445	885	25	0.8908	15.995
436	4220	25	0.9346	0.001
1338	1886	25	0.8658	-2.016
648	4116	25	0.9256	0.001
412	2407	25	0.919	-17.026
412	4199	25	0.8906	-0.000
791	4236	25	0.8782	-62.930
4186	4245	25	0.949	-97.967
696	4236	25	0.8677	17.027
397	3631	25	0.8928	-17.026
1338	4141	25	0.8733	18.010
2832	4186	25	0.8927	2.016
2175	2271	25	0.9005	-96.983
499	4211	25	0.882	107.989
2271	4245	25	0.9141	17.027
2832	3631	25	0.8928	-17.026
445	4189	25	0.9141	58.042
425	4211	25	0.903	0.000
4220	4230	25	0.8694	-13.980
417	885	25	0.867	-28.031
696	3631	25	0.9523	79.957
265	648	25	0.8929	-14.016
648	895	25	0.8976	-408.287
356	379	25	0.9421	-18.011
258	332	25	0.8936	-42.047
417	4230	25	0.9174	-44.026
2175	4211	25	0.9319	-17.026
265	4116	25	0.9151	-14.015
3172	4199	25	0.8906	-0.001
414	696	25	0.9478	-79.957
2159	3631	25	0.9	-17.026
393	3805	25	0.9206	18.011
2175	2263	25	0.947	18.011
356	4141	25	0.8862	15.995
287	379	25	0.9135	-58.042
397	2159	25	0.8767	0.000
2832	4236	25	0.9466	-79.956
696	2832	25	0.8747	96.983
425	1160	25	0.9229	-0.000
403	648	25	0.9303	79.957
286	648	25	0.9586	-0.000
287	648	25	0.9203	0.000
3631	4236	25	0.8782	-62.930
369	3805	25	0.8827	0.000
415	4212	25	0.8817	-14.016
395	2345	25	0.8663	-180.063
467	2271	25	0.8812	-17.027
356	4173	25	0.9185	-18.011
397	4200	25	0.8955	-17.026
352	3805	25	0.9218	-18.010
4186	4211	25	0.8739	-35.036
397	4186	25	0.8927	2.016
286	4189	25	0.9488	-79.957
417	445	25	0.9058	-44.027
356	445	25	0.9613	-97.967
287	894	25	0.9346	-391.260
2271	2716	25	0.9615	0.911
2558	4245	25	0.915	-19.972
258	356	25	0.8717	-58.042
258	894	25	0.8986	-409.271
648	894	25	0.9431	-391.261
791	2345	25	0.9046	-162.053
3631	4200	25	0.9576	-0.000
775	2263	25	0.9266	-49.983
1160	4211	25	0.9576	0.001
877	4230	25	0.9308	-79.956
393	397	25	0.8703	-2.016
336	4220	25	0.8833	-97.967
895	1184	25	0.8659	248.250
379	877	25	0.9181	-0.000
415	425	25	0.8806	-14.015
412	3172	25	1.0	0.000
403	895	25	0.912	-328.331
403	894	25	0.9568	-311.304
3805	4153	25	0.9341	18.010
356	877	25	0.9315	-18.011
395	696	25	0.8901	-97.967
445	4173	25	0.9384	79.957
894	895	25	0.9278	-17.027
2832	4200	25	0.8955	-17.026
2263	3805	25	0.8735	18.011
1160	2716	25	0.8917	-79.046
467	1160	25	0.8862	62.930
443	1467	25	0.9628	58.005
403	2427	25	0.924	-488.244
443	2271	25	0.9545	-49.982
467	2175	25	0.9292	79.956
1160	2271	25	0.9241	-79.957
352	4153	25	0.9144	-0.000
895	2427	25	0.9419	-159.913
894	2427	25	0.9314	-176.940
445	877	25	0.928	79.957
436	1886	25	0.872	79.956
286	894	25	0.9598	-391.261
4159	4173	25	0.9147	-13.980
1467	2271	25	0.9172	-107.987
397	2832	25	1.0	-0.000
286	4116	25	0.9429	0.001
467	4186	25	0.9004	97.967
397	696	25	0.8747	-96.983
791	2159	25	0.9	17.026
1160	4212	25	0.8779	-0.000
895	3427	25	0.9004	-176.939
895	4189	25	0.9283	328.331
415	671	25	0.9242	17.026
393	775	25	0.9466	49.983
499	2271	25	0.912	28.032
467	4199	25	0.9065	79.956
2407	4212	25	0.9661	-0.001
287	4189	25	0.9356	-79.956
286	1184	25	0.9165	-160.038
479	2271	25	0.8783	-1.979
2301	4199	25	0.8707	-49.983
775	2301	25	0.8923	-18.010
445	4230	25	0.9724	0.000
791	2832	25	0.8928	17.026
877	1338	25	0.8856	15.995
393	4186	25	0.944	-0.000
397	2263	25	0.8922	2.016
286	895	25	0.9166	-408.287
2175	4245	25	0.9518	-79.956
1886	4159	25	0.9048	0.001
4189	4230	25	0.9249	-58.042
2407	3172	25	0.919	17.026
332	4141	25	0.9084	-0.000
877	1886	25	0.8876	13.979
286	287	25	0.931	-0.000
775	4186	25	0.9484	-49.983
467	2558	25	0.9025	19.972
894	1184	25	0.8931	231.223
258	286	25	0.9202	-18.010
414	2159	25	0.8848	17.026
2716	4245	25	0.8876	16.116
2427	3427	25	0.9615	-17.026
4211	4245	25	0.9191	-62.931
395	4200	25	0.9082	-18.011
2263	4186	25	0.9404	0.000
791	4200	25	0.9576	-0.000
379	4230	25	0.9333	-79.956
258	287	25	0.9026	-18.011
696	2345	25	0.9182	-82.096
885	4141	25	0.8741	97.967
4200	4236	25	0.8858	-62.930
403	445	25	0.9177	-58.042
2345	3631	25	0.9046	162.053
379	4173	25	0.9146	-0.000
4116	4173	25	0.917	-58.043
3172	4212	25	0.9201	-17.027
393	2832	25	0.8703	-2.016
4159	4220	25	0.9183	-79.956
412	4212	25	0.9201	-17.027
894	4189	25	0.9519	311.304
696	4200	25	0.963	79.957
1160	2407	25	0.8868	0.000
393	4245	25	0.9185	-97.967
395	3631	25	0.9243	-18.010
415	2407	25	0.8894	-14.015
467	2263	25	0.9366	97.967
287	4116	25	0.9281	0.001
1886	4173	25	0.9024	-13.979
414	2345	25	0.9032	-162.053
696	791	25	0.9523	79.957
2716	4211	25	0.9308	79.047
1435	4211	25	0.9064	-92.988
1160	2175	25	0.9153	17.026
467	4245	25	0.9323	0.000
379	648	25	0.8996	58.042
403	4116	25	0.9419	79.957
287	4173	25	0.8977	-58.042
791	3631	25	1.0	0.000
2175	4186	25	0.9493	18.011
648	4189	25	0.9229	-79.957
286	1435	25	0.9176	-14.016
2263	2832	25	0.8922	-2.016
1160	4199	25	0.8962	17.026
894	4116	25	0.9539	391.261
287	895	25	0.8951	-408.287
2159	4200	25	0.9002	-17.027
356	4230	25	0.9407	-97.967
885	4230	25	0.903	-15.995
287	403	25	0.9383	-79.956
2175	2301	25	0.9018	49.983
414	4200	25	0.941	-0.000
379	4116	25	0.8985	58.043
844	4044	26	0.8667	-18.011
4060	4088	26	0.8662	-13.980
182	4088	26	0.854	-42.047
1086	1103	26	0.8539	-15.995
2610	2985	26	0.8118	2.016
179	182	26	0.8631	-2.016
1427	2904	26	0.8623	18.011
1063	1086	26	0.8711	-18.011
1081	1100	26	0.801	-15.995
179	844	26	0.8866	0.000
324	1322	26	0.8457	18.010
2121	2907	26	0.9315	-0.000
179	206	26	0.8473	-18.011
2384	2904	26	1.0	0.000
1427	2610	26	1.0	0.000
1086	2826	26	0.8575	-41.026
1081	2610	26	0.8035	27.995
1053	2610	26	0.8385	-2.016
844	2289	26	0.8842	-18.011
1077	2816	26	0.8581	-15.995
1063	1322	26	0.8557	-2.016
758	1311	26	0.8316	2.016
1082	2907	26	0.8762	-0.000
1086	4060	26	0.8202	56.026
1081	1427	26	0.8035	27.995
1053	1063	26	0.8368	-14.016
2289	4044	26	0.8424	-0.000
300	758	26	0.8455	31.990
1065	2247	26	0.8948	0.000
1427	2906	26	0.8316	-15.995
1322	4060	26	0.8413	40.031
300	4044	26	0.8215	58.042
179	1311	26	0.8046	-42.047
1082	2121	26	0.8103	-0.000
1063	1427	26	0.8517	12.000
1103	2907	26	0.8477	18.010
274	1311	26	0.8887	18.010
2384	2610	26	0.8623	-18.011
1086	2907	26	0.8423	2.016
2102	2986	26	0.8461	-18.011
2610	4500	26	0.863	-15.995
1063	2610	26	0.8517	12.000
4088	4106	26	0.8165	-15.995
2610	2904	26	0.8623	18.011
210	1818	26	0.885	18.010
1077	2809	26	0.8243	15.995
277	758	26	0.8712	18.010
1063	4060	26	0.8077	38.016
277	300	26	0.8699	-13.979
274	4044	26	0.8067	42.047
2102	4500	26	0.8175	-18.011
2610	2906	26	0.8316	-15.995
1103	2121	26	0.8108	18.010
1086	1322	26	0.8111	15.995
1053	2809	26	0.8012	-12.000
1427	2985	26	0.8118	2.016
1427	2384	26	0.8623	18.011
2906	2985	26	0.8289	18.011
1082	2906	26	0.8114	12.000
182	1818	26	0.8993	-0.000
179	2289	26	0.8571	-18.011
2384	2985	26	0.8163	-15.995
2386	2985	26	0.8799	-0.000
2904	2985	26	0.8163	-15.995
179	4044	26	0.8868	-18.011
300	1311	26	0.8202	34.005
1818	4088	26	0.8254	-42.047
206	4044	26	0.8311	-0.000
1086	2121	26	0.8217	2.016
179	2060	26	0.8285	0.017
1063	2826	26	0.8172	-59.037
274	277	26	0.8722	-2.016
182	210	26	0.9186	-18.010
2906	4500	26	0.8779	-0.000
1053	1427	26	0.8385	-2.016
1065	2986	26	0.8442	-2.016
2985	4500	26	0.8602	-18.011
274	300	26	0.8527	-15.995
1427	4500	26	0.863	-15.995
1086	1427	26	0.863	30.011
182	4060	26	0.8345	-28.068
2102	2809	26	0.8408	-12.000
1081	2907	26	0.911	-0.000
1081	1082	26	0.8112	0.000
1081	2121	26	0.873	-0.000
182	4106	26	0.8053	-58.042
1086	2610	26	0.863	30.011
36	3931	27	0.9306	0.000
1088	2335	27	0.909	-2.016
288	4117	27	0.9816	0.000
229	1672	27	0.8797	-251.137
276	2572	27	0.946	-12.036
765	4117	27	0.9237	-2.016
328	353	27	0.8916	-15.995
288	4115	27	0.9147	2.016
849	4087	27	0.9097	-26.016
3185	4087	27	0.9089	-2.016
1644	2879	27	0.9289	-18.010
4087	4117	27	0.9271	-28.031
2574	4346	27	0.9012	51.032
2879	4117	27	0.9184	-10.021
1644	4087	27	0.9523	0.000
292	2574	27	0.8676	-52.194
288	3073	27	0.9468	56.063
765	4115	27	0.9273	0.000
229	1653	27	0.9054	-40.068
293	1644	27	0.9199	30.047
1644	3185	27	0.9185	2.016
293	765	27	0.8886	4.031
640	4346	27	0.9195	-15.995
288	1644	27	0.9499	28.031
328	348	27	0.7817	-13.979
1653	4346	27	0.9496	0.000
2694	3156	27	0.8671	-140.156
229	292	27	0.8566	-38.905
3183	3186	27	0.8653	-54.047
292	4346	27	0.8328	-1.163
2879	4115	27	0.8836	-8.005
293	3681	27	0.9508	84.094
3931	4126	27	0.7832	-214.193
3185	4117	27	0.9242	-30.047
849	4429	27	0.915	-56.063
292	1653	27	0.8475	-1.163
3681	4090	27	0.8771	-56.062
3186	4115	27	0.8947	-2.015
288	765	27	0.917	2.016
249	3073	27	0.9267	30.047
249	849	27	0.9482	28.031
288	293	27	0.9198	-2.016
3185	4115	27	0.913	-28.031
1653	1672	27	0.9165	-211.069
3183	3185	27	0.9171	-28.031
1672	2574	27	0.9023	160.038
301	2572	27	0.9254	1.979
301	357	27	0.9282	-35.037
305	4138	27	0.7675	-14.015
249	4429	27	0.9317	-28.032
288	4087	27	0.9339	28.031
249	3681	27	0.9725	56.062
1672	4346	27	0.8978	211.069
249	2574	27	0.9037	-80.063
1088	4115	27	0.9225	18.011
1315	2572	27	0.9622	-18.010
2879	3185	27	0.898	20.026
276	301	27	0.9132	-14.016
301	329	27	0.8003	-15.995
249	4087	27	0.9235	2.015
229	4346	27	0.8917	-40.068
640	2572	27	0.952	-15.995
329	4126	27	0.8677	14.016
3073	4087	27	0.9354	-28.031
288	3185	27	0.921	30.047
293	4429	27	0.9269	-0.000
2335	2879	27	0.9487	28.031
3681	4087	27	0.9101	-54.047
3073	3183	27	0.9151	2.016
1644	3681	27	0.9241	54.047
328	4138	27	0.886	0.000
3681	4117	27	0.915	-82.078
849	1644	27	0.9244	-26.016
292	2694	27	0.8335	14.016
849	3073	27	0.9137	2.016
640	1653	27	0.9442	-15.995
2574	4143	27	0.809	28.031
3073	3185	27	0.9114	-26.016
640	1315	27	0.9489	2.016
1088	2879	27	0.9134	26.016
328	4346	27	0.8466	17.002
2113	2622	27	0.8603	-35.037
765	3186	27	0.9017	2.016
2335	4117	27	0.9555	18.011
276	4143	27	0.9142	-35.037
353	4138	27	0.7998	15.995
2799	3186	27	0.8504	-28.031
292	1672	27	0.8143	-212.232
3073	4117	27	0.9437	-56.063
249	293	27	0.958	-28.032
305	642	27	0.7819	14.016
249	4117	27	0.9256	-26.016
331	353	27	0.8914	-14.016
1653	2574	27	0.9173	-51.032
2694	3717	27	0.7877	33.969
2799	3188	27	0.8446	-54.047
765	3185	27	0.9202	28.031
765	2879	27	0.9002	8.005
3183	3188	27	0.8647	-80.062
642	4109	27	0.8785	0.001
1088	3185	27	0.9082	46.042
357	2574	27	0.9117	-14.015
305	331	27	0.8007	-15.995
288	2335	27	0.9433	-18.011
293	3073	27	0.911	58.078
293	4087	27	0.9066	30.047
765	1088	27	0.9179	-18.010
293	849	27	0.9426	56.062
229	2574	27	0.9481	-91.100
3186	3188	27	0.8917	-26.015
2879	4087	27	0.9233	18.011
305	328	27	0.8507	-14.015
849	3681	27	0.9601	28.031
249	288	27	0.9294	-26.016
249	1644	27	0.9361	2.015
1644	4117	27	0.9428	-28.031
329	357	27	0.8052	-19.043
329	2622	27	0.7955	-15.011
3681	4429	27	0.934	-84.094
357	4143	27	0.9361	14.016
1644	3073	27	0.9525	28.032
3073	3681	27	0.9306	26.016
1122	4461	28	0.8829	-0.000
820	2564	29	0.8985	0.000
33	2564	29	0.9698	18.011
2564	4506	29	0.9161	-0.000
4016	4362	29	0.8687	89.978
1715	2495	29	0.8555	26.015
912	913	29	0.9068	-0.099
1283	1558	29	0.8078	106.009
23	1530	29	0.8403	-12.000
23	4506	29	0.9161	-0.000
920	1378	29	0.807	-26.016
902	1364	29	0.8362	-16.031
1024	2774	29	0.8667	17.027
2355	3150	29	0.873	24.000
42	554	29	0.9264	-14.016
1364	1366	29	0.979	-18.011
42	1378	29	0.8068	-26.016
553	1550	29	0.9696	0.039
1569	2495	29	0.9001	18.011
23	2564	29	1.0	0.000
545	1521	29	0.8531	18.011
554	920	29	0.9263	14.016
1375	2797	29	0.8582	-144.042
1364	1375	29	0.8688	-53.048
902	2723	29	0.9227	-14.016
42	920	29	0.9998	0.000
823	2355	29	0.8155	-52.031
959	3150	29	0.8257	26.016
1530	2564	29	0.8403	12.000
959	1378	29	0.8893	18.011
537	545	29	0.8704	-27.995
553	1711	29	0.8617	-12.000
33	820	29	0.903	18.011
1521	2564	29	0.8947	-2.016
1521	1530	29	0.8819	-14.016
1283	4016	29	0.9664	0.000
1378	2564	29	0.8012	52.031
1532	1533	29	0.9493	-0.000
23	820	29	0.8985	-0.000
823	1695	29	0.8368	43.006
23	1378	29	0.8012	-52.031
41	920	29	1.0	0.000
913	2734	29	0.8269	-35.037
1532	1544	29	0.8193	-18.011
545	1558	29	0.9068	-28.031
29	823	29	0.8402	-0.060
1024	2786	29	0.9089	-15.995
545	2495	29	0.8977	-28.031
913	1366	29	0.8176	-2.016
553	1378	29	0.8664	-14.016
999	1405	29	0.8592	2.015
989	2774	29	0.8272	-18.010
33	1524	29	0.862	14.016
2495	4385	29	0.8211	19.006
913	1960	29	0.8266	4.031
41	42	29	0.9998	0.000
2665	2797	29	0.802	-82.096
1364	2723	29	0.829	2.016
14	23	29	0.8638	-14.016
1375	2734	29	0.8386	2.016
913	2723	29	0.8475	18.011
913	1711	29	0.8264	-39.011
820	4506	29	0.9252	0.000
1558	2495	29	0.9742	0.000
17	1536	29	0.8455	-28.032
912	2734	29	0.8398	-35.136
1558	1569	29	0.8809	-18.011
920	1530	29	0.8411	14.016
989	1960	29	0.8037	106.005
1378	1711	29	0.9064	2.016
913	2355	29	0.8703	-57.021
1711	2355	29	0.8164	-18.010
23	33	29	0.9698	-18.011
1533	1544	29	0.8089	-18.011
33	4506	29	0.9029	18.011
823	3150	29	0.8847	-28.031
14	17	29	0.8726	-1.979
41	1530	29	0.8411	14.016
8	1536	29	0.844	-42.011
823	1545	29	0.814	-18.011
23	1521	29	0.8947	2.016
959	2355	29	0.9082	2.016
1378	1533	29	0.8067	38.052
1558	1715	29	0.8202	-26.015
1366	1375	29	0.9231	-35.037
2723	2724	29	0.9507	0.000
41	1378	29	0.807	-26.016
1405	2355	29	0.8729	56.063
902	2724	29	0.8772	-14.016
1542	1695	29	0.864	57.021
1960	3053	29	0.856	-2.016
42	1530	29	0.8356	14.016
1283	4362	29	0.8668	89.978
41	554	29	0.9263	-14.016
554	1378	29	0.8126	-12.000
823	1542	29	0.92	-14.016
1375	2665	29	0.8111	-61.946
1378	1715	29	0.8129	-18.010
14	2564	29	0.8638	-14.016
1820	4025	30	0.9705	-0.000
603	1734	33	0.8586	-2.016
1121	1136	34	0.8399	-18.010
1131	2256	34	0.8023	15.995
1131	3293	34	0.8327	-17.027
1091	1446	34	0.8706	-18.010
1119	1121	34	0.8184	-2.016
1446	2810	34	0.8783	36.021
1436	2617	34	0.8137	0.000
1136	1446	34	0.8555	30.011
1119	1436	34	0.8327	30.011
1131	1436	34	0.8735	43.990
1119	1136	34	0.8226	-20.026
1121	1446	34	0.851	12.000
1091	1121	34	0.8097	-30.010
1132	2256	34	0.8142	18.010
1131	3288	34	0.8899	0.000
1085	2617	34	1.0	0.000
1119	3288	34	0.8744	-13.979
1119	1131	34	0.8806	-13.979
3081	3288	34	0.8014	3.994
1085	1436	34	0.8137	0.000
828	2721	35	0.8612	54.011
18	1259	35	0.8032	-82.006
2515	3652	35	0.9265	-28.031
18	828	35	0.8612	-54.011
1259	2721	35	0.8032	82.006
828	1259	35	0.9015	-27.995
35	2911	35	0.9427	-14.016
618	2517	35	0.9182	42.047
25	1955	35	1.0	0.000
53	2911	35	1.0	0.000
606	618	35	0.8709	-26.052
565	618	35	0.8305	-113.084
18	35	35	0.936	-30.011
18	3938	35	0.8804	-42.047
847	2517	35	0.8895	28.031
846	3838	35	0.911	-29.974
2911	3243	35	0.8253	-33.984
18	25	35	0.9263	-14.016
35	2721	35	0.936	30.011
2721	3938	35	0.8804	-42.047
565	2912	35	0.8794	0.984
2532	3241	35	0.8204	112.100
18	2721	35	1.0	0.000
618	846	35	0.9575	14.016
618	847	35	0.9444	14.016
846	2517	35	0.9064	28.031
847	3838	35	0.9109	-29.974
846	2937	35	0.824	-1.979
53	3243	35	0.8253	-33.984
2536	3854	35	0.8711	-83.037
2517	3838	35	0.8451	-58.006
2912	3241	35	0.8794	-0.984
2517	2937	35	0.8772	-30.011
618	3241	35	0.8305	113.084
618	828	35	0.8959	131.095
2532	2536	35	0.8366	-15.959
18	49	35	0.8345	-42.047
2532	3652	35	0.9368	14.016
828	3241	35	0.9114	-18.010
35	1955	35	0.9177	15.995
618	3838	35	0.889	-15.958
49	3938	35	0.9749	0.000
18	1955	35	0.9263	-14.016
846	3652	35	0.8405	0.984
618	2532	35	0.854	0.984
25	35	35	0.9177	-15.995
49	2721	35	0.8345	42.047
565	726	35	0.8794	0.984
1955	2721	35	0.9263	14.016
565	3241	35	1.0	0.000
726	3241	35	0.8794	-0.984
847	2937	35	0.83	-1.979
846	847	35	0.9689	0.000
25	2721	35	0.9263	14.016
726	2912	35	1.0	0.000
2515	2532	35	0.9362	-42.047
847	3652	35	0.848	0.984
618	2937	35	0.8606	12.036
565	828	35	0.9114	18.010
565	2532	35	0.8204	-112.100
35	53	35	0.9427	-14.016
35	828	35	0.8273	-24.000
624	3820	36	1.0	0.000
624	4068	36	0.8203	-10.009
628	2524	36	0.882	42.047
4068	4134	36	0.93	-49.979
628	4134	36	0.9334	-49.979
628	2534	36	0.8566	14.016
2534	4068	36	0.8792	-14.015
2524	4068	36	0.9086	-42.047
628	870	36	0.855	-57.021
870	3803	36	0.9128	42.047
2524	2534	36	0.9001	-28.031
870	4068	36	0.8532	57.021
628	1862	36	0.9332	-30.970
3820	4068	36	0.8203	-10.009
628	4068	36	0.9514	0.000
489	3471	37	0.7344	2.870
416	1164	37	0.828	-18.011
486	4266	37	0.7465	-34.052
489	681	37	0.7626	79.957
1480	1485	37	0.8054	-17.052
489	1480	37	0.7214	35.916
416	2553	37	0.9033	-2.016
486	4257	37	0.7373	-2.016
416	489	37	0.7542	-97.967
489	1164	37	0.8016	79.957
1484	1485	37	0.854	-2.017
1485	1488	37	0.9091	-17.026
681	1691	37	1.0	0.000
1479	1480	37	0.8483	-8.964
4257	4262	37	0.9141	-17.027
1476	1479	37	0.736	-28.032
416	673	37	0.828	15.994
489	4262	37	0.9033	-17.027
1488	2269	37	0.7498	57.057
416	1691	37	0.8697	-18.011
489	1691	37	0.7626	79.957
1476	2269	37	0.8757	-14.016
1479	2269	37	0.8539	14.016
1164	1691	37	0.8433	0.000
1476	1485	37	0.8196	-54.047
673	1691	37	0.8439	-34.005
1485	2269	37	0.7284	40.031
1164	4257	37	0.7952	-79.957
681	4257	37	0.7278	-79.957
1480	2269	37	0.7634	22.979
1691	4257	37	0.7278	-79.957
489	4257	37	0.9458	-0.000
1480	4257	37	0.7201	-35.917
681	1164	37	0.8433	0.000
1479	1485	37	0.7414	-26.016
416	681	37	0.8697	-18.011
673	681	37	0.8439	-34.005
1164	2553	37	0.7925	15.995
779	2252	38	0.8658	18.010
779	1764	38	0.9137	-0.000
2252	2824	38	0.8857	-18.010
1764	2252	38	0.8792	18.010
779	2824	38	0.8946	0.000
1764	2824	38	0.9155	0.000
1929	4263	39	0.9398	0.001
715	3903	40	0.7765	-80.073
492	2419	40	0.7219	213.112
492	719	40	0.7875	-315.143
676	2419	40	0.7541	99.069
492	3903	40	0.7966	-242.126
676	715	40	0.7679	-276.096
719	723	40	0.8295	-200.116
492	715	40	0.9205	-162.053
492	676	40	0.8279	114.043
2970	3677	41	0.7341	0.000
1047	2057	42	0.8826	43.990
1731	2819	42	0.9148	-124.125
1966	2728	42	0.8644	0.984
1287	1731	42	0.9291	14.016
1097	1742	42	0.9443	82.078
1371	1547	42	1.0	0.000
2130	3397	42	0.8455	82.078
224	2130	42	0.86	-64.067
610	1547	42	0.8288	116.047
2275	2728	42	0.9392	-3.000
1400	1742	42	0.9371	-56.026
2057	2068	42	0.8048	-15.995
1742	2150	42	0.872	-114.068
1400	2068	42	0.8762	-55.990
224	1097	42	0.9342	-66.083
965	1371	42	0.8045	42.011
1742	2920	42	0.8767	-80.062
1097	1400	42	0.9327	138.104
610	1966	42	0.8565	133.074
224	2150	42	0.8816	-98.073
1731	2130	42	0.8581	-108.094
224	2819	42	0.9116	-80.099
1287	3397	42	0.9206	-12.000
