CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
998	2068	42	0.8994	-44.026
2150	3397	42	0.8507	116.084
1731	2920	42	0.8581	-108.094
1097	2150	42	0.8674	-31.990
224	3397	42	0.9303	18.011
1287	2130	42	0.8713	-94.078
224	2920	42	0.86	-64.067
1287	1400	42	0.9464	42.011
1731	2068	42	0.8726	-27.995
1097	1287	42	0.9324	96.094
1400	1731	42	0.9591	-27.995
2068	3397	42	0.8984	1.980
1400	2920	42	0.8702	-136.089
1742	2819	42	0.9213	-96.094
121	610	42	0.8635	-35.985
224	1731	42	0.9363	44.026
1731	3397	42	0.9065	-26.015
1287	1742	42	0.951	-14.016
965	1547	42	0.8045	42.011
1742	3397	42	0.9276	2.016
224	2068	42	0.8874	16.031
1371	1966	42	0.8877	17.027
1097	2920	42	0.8854	2.016
1287	2819	42	0.915	-110.110
2130	2819	42	0.8798	-16.032
2819	2920	42	0.8798	16.032
2130	2920	42	1.0	0.000
2151	2920	42	0.8225	34.006
1400	2130	42	0.8702	-136.089
1097	2819	42	0.9746	-14.016
1097	1731	42	0.9242	110.109
2920	3397	42	0.8455	82.078
1400	3397	42	0.9194	-54.010
1287	2068	42	0.8653	-13.979
1547	1966	42	0.8877	17.027
1047	2728	42	0.7928	180.054
1097	3397	42	0.8947	84.094
224	1400	42	0.9532	72.021
2819	3397	42	0.8704	98.110
1097	2130	42	0.8854	2.016
2150	2151	42	0.8625	-0.000
610	1371	42	0.8288	116.047
1013	2057	42	0.7851	-18.994
998	1047	42	0.8168	-72.021
2130	2151	42	0.8225	-34.006
224	1287	42	0.9413	30.011
1742	2130	42	0.8767	-80.062
1287	2920	42	0.8713	-94.078
1731	1742	42	0.9333	-28.031
998	1013	42	0.8271	-9.037
2150	2819	42	0.8423	17.974
224	1742	42	0.9508	15.995
998	2057	42	0.864	-28.031
1400	2819	42	0.9198	-152.120
4482	4485	43	0.8218	-74.019
4481	4482	43	0.9071	-16.032
1749	4075	44	0.9461	2.016
1749	1758	44	0.8093	-33.984
1758	4083	44	0.8285	33.984
1749	4083	44	0.9598	0.000
4075	4083	44	0.9607	-2.016
2863	3141	47	0.913	42.010
1223	2870	47	0.8807	-84.021
2373	2375	47	0.9713	-2.016
1229	2875	47	0.8833	-483.112
2873	2875	47	0.7591	-204.064
1228	2874	47	0.8305	-338.085
1225	1229	47	0.897	-42.011
2669	3763	47	0.9002	15.995
2860	3141	47	0.9372	-42.010
2859	2873	47	0.753	204.063
2860	3746	47	0.7744	78.032
2875	3141	47	0.8107	-59.037
2875	3746	47	0.7124	61.005
1228	2870	47	0.8517	-42.011
2859	3141	47	0.8	-59.038
1229	2859	47	0.8906	-483.111
1229	3746	47	0.7264	-422.107
2813	2870	47	0.8426	-457.344
2870	3703	47	0.7798	-475.155
2860	3703	47	1.0	0.000
1181	1190	47	0.977	-15.995
2859	2875	47	0.8838	-0.001
1225	2873	47	0.8634	-321.058
1229	2813	47	0.7339	432.360
1223	2873	47	0.8691	-338.085
1191	1196	47	0.9413	-15.995
2859	2870	47	0.7605	458.127
2373	2379	47	0.7818	-21.982
2859	3746	47	0.726	61.004
1190	3742	47	0.8586	228.224
2375	2379	47	0.7914	-19.966
2859	3703	47	0.9288	-17.028
2813	3103	47	0.8412	149.069
2860	2873	47	0.7765	221.091
3141	3746	47	0.8669	120.042
2863	3703	47	0.8027	84.021
1223	1228	47	0.8289	-42.010
2860	2874	47	0.9222	179.080
2859	2860	47	0.9288	-17.028
2874	3703	47	0.9222	-179.080
1229	2870	47	0.8172	-24.984
2860	2870	47	0.7798	475.155
1228	1229	47	0.874	-17.027
2875	3703	47	0.929	-17.027
2863	2875	47	0.7087	101.047
1223	2874	47	0.7328	-380.096
1181	1191	47	0.9803	-17.026
2859	2863	47	0.7341	-101.049
2874	2875	47	0.9399	-162.053
2859	2874	47	0.8915	162.052
2379	2380	47	0.9884	-0.060
1190	1196	47	0.9417	-17.026
1223	1225	47	0.9219	-17.027
2874	3141	47	0.7919	-221.090
2873	3141	47	0.7371	-263.101
2373	3742	47	0.727	-32.027
2863	3746	47	0.8797	162.053
3103	3742	47	0.7104	-81.022
2870	2874	47	0.7739	-296.075
1229	2873	47	0.7018	-279.047
3141	3703	47	0.9372	42.010
2870	2875	47	0.7832	-458.128
1223	1229	47	0.7417	-59.037
2873	2874	47	0.8968	-42.011
2669	3103	47	0.7399	36.000
2870	3746	47	0.7645	-397.123
3703	3746	47	0.7744	78.032
2860	2875	47	0.929	17.027
2873	3703	47	0.7765	-221.091
2860	2863	47	0.8027	-84.021
1228	2813	47	0.7671	415.334
2080	3742	47	0.9762	14.016
1229	2874	47	0.8822	-321.059
1302	4091	48	0.886	-14.015
140	2328	48	0.9517	-14.016
584	2508	48	0.9146	-14.015
2153	3626	48	0.8638	-0.984
1302	1815	48	0.942	33.985
583	598	48	0.9242	-30.011
1716	2664	48	0.9277	-29.015
591	3750	48	1.0	0.000
1735	2528	48	0.8658	-14.015
2087	2330	48	0.8855	33.984
2503	3506	48	1.0	0.000
591	598	48	0.873	-14.016
591	739	48	0.8933	-14.016
2327	3506	48	0.8367	44.026
2285	3750	48	0.854	27.995
856	2540	48	0.8122	-1.979
2294	4100	48	0.8215	0.000
598	841	48	0.8573	-14.016
115	2243	48	0.8746	-97.053
584	2286	48	0.8746	-43.990
739	2078	48	0.8927	-49.979
743	1617	48	0.959	-14.016
2502	3695	48	0.8751	-42.047
1321	3847	48	0.8094	-14.016
598	2528	48	0.8358	-27.011
1815	4061	48	0.9357	-33.985
2243	4100	48	0.8354	-2.016
161	231	48	0.8583	-45.058
3695	4133	48	0.8446	-113.084
3778	3837	48	0.8319	-97.052
584	762	48	0.8303	-113.084
762	2423	48	0.8708	-49.979
591	2286	48	0.854	-27.995
2535	3187	48	0.9234	-42.047
2700	3187	48	0.8432	-2.016
584	2514	48	0.8328	-28.031
1815	4037	48	0.8564	-14.016
2285	2286	48	1.0	-0.000
2153	2631	48	0.9008	-26.015
598	2508	48	0.9113	15.995
796	3843	48	0.8138	113.084
598	3750	48	0.873	14.016
1302	3843	48	0.8145	-29.026
2153	3847	48	0.8558	50.015
762	856	48	0.897	14.016
598	2330	48	0.8358	-27.011
3837	3843	48	0.9629	-33.985
3695	3839	48	0.826	-63.995
3187	3279	48	0.8758	-7.932
140	3695	48	1.0	0.000
3279	4133	48	0.8382	-6.083
1124	2163	48	0.8868	-26.015
2328	3695	48	0.9517	14.016
2328	2936	48	0.8182	-17.956
762	2539	48	0.9316	14.016
2328	3839	48	0.8348	-49.979
2540	4150	48	0.881	-56.062
3837	4037	48	0.9161	15.011
140	655	48	0.8437	-113.084
739	3750	48	0.8933	14.016
583	2508	48	0.959	-14.016
1297	3837	48	0.9211	-15.010
2535	4133	48	0.9302	-56.063
1785	3778	48	0.8409	-29.027
759	4091	48	0.9724	0.001
841	2508	48	0.8394	30.011
1682	2297	48	0.8471	-113.084
598	2078	48	0.8783	-49.979
2329	2509	48	0.8293	28.990
1419	2681	48	0.9074	0.036
655	4133	48	0.9454	0.000
3244	3695	48	0.8394	-26.052
3187	4133	48	0.9265	-14.016
2329	4443	48	0.8293	28.990
2330	2528	48	1.0	0.000
161	4008	48	0.9114	0.000
2502	3244	48	0.8661	-15.995
2509	2664	48	0.8201	15.047
739	2508	48	0.8891	15.995
641	659	48	0.9526	-42.047
3843	4091	48	0.8986	15.011
3843	4061	48	0.8215	29.026
2087	2528	48	0.8855	33.984
3279	3695	48	0.8098	107.001
2548	4091	48	0.9453	45.058
583	2528	48	0.8063	-57.022
659	3509	48	0.8629	-3.922
1297	4091	48	0.9676	-33.984
4037	4091	48	0.9596	-33.984
2936	3802	48	0.8404	-16.029
584	3506	48	0.8136	14.016
2535	3695	48	0.8437	57.021
140	3244	48	0.8394	26.052
584	2539	48	0.8207	-99.068
655	3695	48	0.8437	113.084
1716	3244	48	0.8832	-30.011
2153	3837	48	0.8205	106.078
2327	2503	48	0.8367	44.026
1124	3843	48	0.8577	60.058
1682	4008	48	0.8703	-33.984
140	4133	48	0.8446	-113.084
2664	3244	48	0.8049	-0.995
584	2503	48	0.8136	14.016
2163	3843	48	0.8083	86.072
1682	2243	48	0.8747	-97.053
2540	3281	48	0.891	-56.063
1735	2330	48	0.8658	-14.015
598	739	48	0.9632	0.000
583	739	48	0.9011	-30.011
2511	3114	48	0.9316	-0.000
4061	4091	48	0.8774	-14.015
583	2330	48	0.8063	-57.022
1786	4037	48	0.8608	-111.068
2297	4037	48	0.8908	56.063
739	1617	48	0.8657	-26.052
3626	3847	48	0.8446	50.999
2327	3558	48	0.9131	-33.984
140	2535	48	0.8437	-57.021
739	2528	48	0.8254	-27.011
2509	4443	48	1.0	0.000
115	4008	48	0.8721	-33.984
743	2508	48	0.9496	28.031
583	3778	48	0.8038	16.031
655	3187	48	0.9522	14.016
591	1735	48	0.8353	-27.011
659	4149	48	0.9775	0.000
161	1682	48	0.9391	33.984
2328	3802	48	0.8969	-33.985
655	2535	48	0.9413	56.063
1297	3847	48	0.8105	-71.074
2286	2512	48	0.9181	28.031
2330	3114	48	0.889	42.047
2528	3114	48	0.889	42.047
2330	2511	48	0.8671	42.047
641	856	48	0.9078	14.015
2286	3750	48	0.854	27.995
115	2297	48	0.838	-113.084
598	3267	48	0.8576	-57.022
2681	3120	48	0.9527	14.016
2297	4100	48	0.9021	14.016
173	3837	48	0.8067	-32.026
1297	2297	48	0.9139	-56.063
1735	2285	48	0.898	-0.984
115	161	48	0.9496	-33.984
1419	3281	48	0.8049	-86.037
3847	4037	48	0.8054	71.074
1716	3778	48	0.9698	-14.016
3281	4150	48	0.9395	0.000
115	1682	48	0.975	0.000
1735	2286	48	0.898	-0.984
2511	2528	48	0.8671	-42.047
655	3279	48	0.8765	6.083
841	2327	48	0.9269	14.016
2330	2336	48	0.8514	-87.032
584	2500	48	0.8382	28.031
2336	2528	48	0.8514	87.032
641	3509	48	0.8361	-45.969
1302	4061	48	0.9382	0.000
3837	3847	48	0.9036	-56.063
2664	4443	48	0.8201	-15.047
641	4149	48	0.9493	-42.047
3509	4149	48	0.8502	3.922
1735	3750	48	0.8353	27.011
584	2285	48	0.8746	-43.990
140	2502	48	0.8751	42.047
2535	3279	48	0.9254	-49.980
140	3839	48	0.826	-63.995
2500	2508	48	0.8884	-42.047
1297	4037	48	0.9719	0.000
140	3279	48	0.8098	-107.001
583	856	48	0.851	-99.069
584	591	48	0.8845	-15.995
2285	2512	48	0.9181	28.031
591	2285	48	0.854	-27.995
739	3267	48	0.8466	-57.022
739	2330	48	0.8254	-27.011
584	3750	48	0.8845	-15.995
3154	4098	49	0.965	-0.000
636	4287	49	0.8945	-385.319
636	3154	49	1.0	0.000
636	4098	49	0.965	-0.000
3154	4287	49	0.8945	-385.319
4098	4287	49	0.8924	-385.318
21	1534	50	0.9068	-17.027
1534	3920	50	0.9076	17.027
1534	3929	50	0.987	0.000
543	3926	50	0.9949	-0.000
22	3926	50	0.7458	-12.000
543	3922	50	0.7466	12.000
22	3922	50	0.9965	0.000
3922	3926	50	0.7446	-12.000
22	543	50	0.7474	-12.000
21	3929	50	0.9157	-17.027
1513	3920	50	0.7858	-15.995
1642	3927	50	0.7659	179.079
3920	3926	50	0.8002	-14.016
542	3920	50	0.7481	12.000
21	3926	50	0.8021	-14.016
21	3920	50	0.9971	0.000
21	1513	50	0.7792	15.995
22	3927	50	0.7548	-14.016
21	542	50	0.7599	-12.000
21	543	50	0.8137	-14.016
3920	3929	50	0.9187	-17.027
543	3920	50	0.8085	14.016
2259	2260	52	0.8353	-0.000
757	4086	53	0.9671	0.000
1581	2666	54	0.7969	-26.016
2666	3419	54	0.7903	26.016
1794	3419	54	0.9153	2.016
1581	3419	54	0.9817	0.000
1581	1794	54	0.9238	-2.016
1794	2666	54	0.7151	-24.000
1679	2894	55	1.0	0.000
1267	2894	55	0.7874	12.037
1267	1268	55	0.9456	-0.000
1267	1679	55	0.7874	12.037
1679	2893	55	1.0	-0.000
1267	2893	55	0.7874	12.036
1267	3980	55	0.8376	-14.016
2893	2894	55	1.0	0.000
1267	2284	55	0.8153	-14.016
2284	3980	55	0.9248	0.000
1268	3980	55	0.7915	-14.016
1428	4114	56	0.9013	0.000
322	3082	56	0.8913	-79.956
2886	3354	56	0.9075	-79.957
322	1428	56	0.867	18.011
1761	3066	56	0.8984	-2.016
401	1428	56	0.9135	79.957
4136	4446	56	0.9112	0.000
860	4114	56	0.8858	-2.016
3171	4446	56	0.9137	0.000
3354	3689	56	0.9338	-14.016
434	3689	56	0.8857	-12.000
283	322	56	0.8653	-18.011
283	860	56	0.9009	2.016
860	1428	56	0.8974	-2.016
401	4178	56	0.8908	13.979
2805	4114	56	0.8925	-15.995
322	4136	56	0.9112	0.000
283	4188	56	0.89	-79.957
1428	1851	56	0.9233	18.011
3083	3689	56	1.0	0.000
401	1352	56	0.8815	-40.031
4178	4188	56	0.888	-13.979
283	2805	56	0.8675	15.995
1352	3083	56	0.8643	-16.031
1428	2805	56	0.8775	15.995
322	3066	56	0.8968	0.000
283	374	56	0.8754	-58.042
3022	3083	56	0.8643	-16.031
690	694	56	0.8963	-17.027
1761	2691	56	0.8763	33.021
3083	3354	56	0.9338	14.016
3082	3171	56	0.9315	79.957
433	3689	56	0.9338	-14.016
283	401	56	0.913	-79.957
433	2886	56	0.9075	79.957
860	2805	56	0.871	13.979
1761	3171	56	0.9168	-2.016
3022	3689	56	0.8643	-16.031
386	401	56	0.8928	-13.979
3084	4215	56	0.8817	408.287
3084	3354	56	0.9217	408.287
433	4215	56	0.9265	0.000
434	3083	56	0.8857	-12.000
433	3084	56	0.9217	-408.287
1428	4446	56	0.867	-18.011
322	862	56	0.8859	18.011
1761	3082	56	0.896	-81.973
862	1761	56	0.8979	-15.995
1761	4136	56	0.9048	-2.016
283	2886	56	0.8978	-42.047
433	3083	56	0.9338	-14.016
1761	4428	56	0.8642	15.995
322	4114	56	0.8927	18.011
2575	2805	56	0.8717	79.957
283	1428	56	0.9792	0.000
283	1851	56	0.9291	18.011
3066	4446	56	0.8968	0.000
434	4188	56	0.8968	44.063
401	4188	56	0.9808	0.000
4114	4446	56	0.8927	-18.011
386	4178	56	0.9563	-0.000
862	4446	56	0.8859	-18.011
1761	4114	56	0.9089	15.995
1428	2886	56	0.9042	-42.047
1352	4188	56	0.895	40.032
401	433	56	0.925	-42.047
283	4114	56	0.8918	0.000
3354	4188	56	0.9223	42.047
433	434	56	0.9197	-2.016
322	3171	56	0.9137	0.000
1352	3022	56	1.0	-0.000
433	4188	56	0.9223	42.047
322	1761	56	0.9786	2.016
694	2575	56	0.8676	100.106
2385	2805	56	0.9973	-0.054
283	4446	56	0.8653	-18.011
401	1851	56	0.88	97.967
3066	3171	56	0.9425	0.000
3354	4178	56	0.9153	56.026
4188	4217	56	0.8937	-44.063
3022	4188	56	0.895	40.032
3354	4215	56	0.9265	0.000
433	4178	56	0.9153	56.026
1352	3689	56	0.8643	-16.031
3083	4215	56	0.8859	14.016
434	4217	56	0.9484	0.000
374	2886	56	0.9138	15.995
433	3354	56	1.0	0.000
3066	3082	56	0.9513	-79.957
322	4446	56	1.0	0.000
2385	2575	56	0.8764	-80.011
1428	4188	56	0.9004	-79.957
1761	4446	56	0.9786	-2.016
401	3022	56	0.8815	-40.031
434	3354	56	0.9197	2.016
3082	4446	56	0.8913	79.957
374	1428	56	0.883	58.042
3689	4215	56	0.8859	14.016
401	3354	56	0.925	-42.047
70	3953	57	0.9481	0.000
1529	3953	57	0.8025	-49.983
70	1529	57	0.8195	49.983
487	498	58	0.8394	-21.982
496	4253	58	0.8103	21.983
496	498	58	0.8909	-2.016
487	490	58	0.8241	-2.016
485	3769	58	0.8745	-2.016
485	4253	58	0.9575	0.001
498	3769	58	0.8528	21.982
487	3769	58	0.9777	0.000
3762	3769	58	0.8644	-2.016
487	3762	58	0.8457	2.016
487	4253	58	0.8164	2.017
485	3762	58	0.9698	0.000
4253	4254	58	0.8276	-2.016
3762	4254	58	0.8529	-2.016
3769	4254	58	0.9764	0.000
485	487	58	0.8489	-2.016
490	4254	58	0.8267	2.016
3769	4253	58	0.8401	2.016
487	4254	58	0.9653	0.001
3762	4253	58	0.9581	0.000
498	4254	58	0.8363	21.982
496	3762	58	0.836	21.982
490	3769	58	0.8287	2.016
485	496	58	0.8412	-21.982
485	4254	58	0.86	-2.015
1473	2253	60	0.7227	71.073
1465	3041	60	0.7803	-18.010
1473	2266	60	0.7342	15.995
1473	3041	60	0.7311	17.026
1453	2253	60	0.7293	14.016
668	4497	61	0.7729	20.903
668	3715	61	0.7378	265.071
1361	4275	62	0.9033	0.000
3439	4400	64	0.735	79.956
3436	4399	64	0.7673	-13.979
3377	4400	64	0.8221	46.005
3438	3439	64	0.8755	-41.027
435	3377	64	0.7954	-0.000
4399	4400	64	0.7543	-18.011
435	4401	64	0.7161	41.026
3377	4401	64	0.7415	41.027
4400	4401	64	0.8434	-4.979
385	4400	64	0.8496	-15.995
4400	4470	64	0.7183	122.109
435	4400	64	0.7109	46.005
678	4227	65	0.8354	-28.031
444	4191	65	0.8279	56.063
444	4227	65	0.8769	2.016
428	674	65	0.7992	28.032
678	2624	65	0.7414	54.047
429	675	65	0.8241	28.031
674	4165	65	0.8487	28.031
689	4227	65	0.816	4.032
428	4232	65	0.762	-30.048
675	4214	65	0.8221	-28.031
4229	4232	65	0.8587	-2.016
429	674	65	0.7946	30.047
674	2624	65	0.8855	28.031
675	4232	65	0.8202	-56.063
444	4232	65	0.8537	-2.016
4214	4232	65	0.9449	-28.032
428	4229	65	0.87	-28.032
429	4227	65	0.7965	-24.000
2624	4191	65	0.8904	-28.031
429	4229	65	0.8245	-26.016
689	4229	65	0.8724	2.016
429	4214	65	0.9806	0.000
444	4214	65	0.8265	26.016
687	4232	65	0.7881	-4.031
2624	4165	65	0.9107	0.000
429	4191	65	0.8106	30.047
674	687	65	0.7886	-54.048
428	4227	65	0.8102	-26.016
675	4194	65	0.8262	0.001
674	4191	65	0.9496	-0.000
689	4194	65	0.9009	56.064
428	687	65	0.7963	-26.016
444	674	65	0.7931	56.063
4227	4229	65	0.8725	-2.016
428	678	65	0.7586	2.015
444	687	65	0.8406	2.015
687	4229	65	0.8457	-2.016
687	689	65	0.8053	-4.031
4214	4227	65	0.8117	-24.000
689	4214	65	0.9494	28.032
428	444	65	0.8611	-28.032
4191	4227	65	0.847	-54.047
429	4232	65	0.9403	-28.032
678	4191	65	0.7998	26.016
674	4227	65	0.825	-54.047
429	444	65	0.8177	-26.016
4165	4191	65	0.8556	-28.031
687	4227	65	0.8893	0.000
675	689	65	0.8441	-56.063
4194	4232	65	0.8885	-56.064
4191	4214	65	0.8083	-30.047
429	4194	65	0.9384	28.032
444	689	65	0.8666	-2.016
429	689	65	0.937	-28.032
4194	4214	65	0.9445	-28.032
4214	4229	65	0.8306	-26.016
689	4232	65	0.9473	0.000
687	4191	65	0.8132	54.047
444	4229	65	0.9788	-0.000
4191	4229	65	0.8368	-56.063
428	689	65	0.7613	-30.048
674	4229	65	0.8032	-56.063
674	678	65	0.8261	-26.016
710	893	66	0.8956	-14.016
710	712	66	0.7483	-1.979
705	893	66	0.7889	-113.084
708	710	66	0.77	-87.032
705	710	66	0.7991	-99.068
1142	3806	67	0.7887	-26.051
930	996	68	0.7867	-79.957
2975	3117	68	0.7031	-35.095
930	931	68	0.8518	0.000
1386	2975	68	0.7287	-18.011
931	996	68	0.8898	-79.957
931	1386	68	0.75	-38.016
931	2230	68	0.715	-71.985
996	2374	68	0.8702	-17.026
1279	1836	69	0.8641	-49.947
222	226	69	0.9317	-2.016
91	4040	69	0.8475	-79.957
586	1395	69	0.9886	0.000
201	4040	69	0.9434	0.000
205	1836	69	0.7031	-13.979
473	477	69	0.9655	-2.016
477	3785	69	0.9705	0.000
468	3967	69	0.8414	294.195
468	1395	69	0.849	294.195
465	480	69	0.9569	-15.995
91	616	69	0.8859	-79.957
472	477	69	0.951	-2.016
205	246	69	0.7739	-26.085
1278	1279	69	0.9824	0.000
205	616	69	0.9117	2.016
465	1671	69	0.9305	-11.963
91	2932	69	0.9467	-14.015
223	480	69	0.9081	-226.201
472	2635	69	0.9786	0.000
1671	4249	69	0.9566	0.000
3979	4040	69	0.7318	-51.962
127	3979	69	0.9751	-0.000
3785	4059	69	0.9033	224.186
131	1279	69	0.9688	-14.015
107	468	69	0.9066	-292.179
1278	1409	69	0.8775	-1.945
226	1395	69	0.8752	83.988
594	3979	69	0.8353	2.015
2635	4249	69	0.9819	0.000
222	477	69	0.9304	-224.185
805	4250	69	0.9255	-15.995
477	1671	69	0.9597	2.016
473	4250	69	0.969	-2.016
994	4040	69	0.7165	-51.962
107	226	69	0.9727	-81.972
2932	3967	69	0.9581	2.016
103	2932	69	0.9617	-2.015
201	3979	69	0.776	51.962
90	2932	69	0.9467	-14.015
477	4250	69	0.9686	0.000
223	465	69	0.9543	-210.206
107	2932	69	0.9851	0.000
480	4249	69	0.9148	4.032
2635	3785	69	0.9714	-2.016
222	480	69	0.9081	-226.201
201	205	69	0.9095	-2.015
616	3979	69	0.7589	51.962
473	3785	69	0.9714	-2.016
223	226	69	0.9317	-2.016
805	2635	69	0.9139	-13.979
477	4249	69	0.9782	2.016
805	1671	69	0.9265	-13.979
805	4249	69	0.9261	-13.979
473	1671	69	0.9501	0.000
127	201	69	0.7858	-51.962
465	468	69	0.9276	-2.016
477	2635	69	0.9655	2.016
3785	4249	69	0.9762	2.016
468	480	69	0.9282	-13.979
223	805	69	0.9293	-208.191
2635	4250	69	0.969	-2.016
226	2932	69	0.9792	81.973
473	4249	69	0.9819	0.000
3785	4250	69	0.9788	0.000
131	1409	69	0.8491	-15.960
127	4040	69	0.7316	-51.962
468	2932	69	0.9234	292.179
205	4040	69	0.8689	2.016
90	201	69	0.8917	-79.957
223	477	69	0.9304	-224.185
222	223	69	1.0	0.000
103	222	69	0.9063	-81.972
223	4059	69	0.9894	0.001
994	3979	69	0.9819	-0.000
468	586	69	0.8417	294.194
1395	2932	69	0.9648	-2.016
480	2635	69	0.903	4.031
131	1278	69	0.9639	-14.015
616	4040	69	0.9436	0.000
103	223	69	0.9063	-81.972
4249	4250	69	0.9751	-2.016
103	1395	69	0.9886	0.000
107	3967	69	0.9509	2.016
465	805	69	0.9542	2.016
472	4249	69	0.9725	0.000
222	4059	69	0.9894	0.001
90	91	69	1.0	0.000
91	107	69	0.9353	-14.016
465	509	69	0.9348	-79.956
201	994	69	0.7707	51.962
127	616	69	0.7691	-51.962
480	4059	69	0.9027	226.202
473	2635	69	1.0	0.000
222	805	69	0.9293	-208.191
103	107	69	0.9534	-2.016
472	4250	69	0.9653	-2.016
127	594	69	0.8164	-2.016
472	473	69	0.9786	-0.000
616	994	69	0.753	51.962
222	465	69	0.9543	-210.206
472	1671	69	0.9289	0.000
103	468	69	0.8417	-294.194
90	616	69	0.8859	-79.957
226	468	69	0.9586	-210.206
103	3967	69	0.989	0.000
222	586	69	0.9063	81.973
226	480	69	0.9051	-224.186
226	4059	69	0.9137	2.016
90	4040	69	0.8475	-79.957
127	994	69	0.9902	-0.000
226	586	69	0.8667	83.988
477	805	69	0.9421	15.995
107	586	69	0.9534	2.016
1279	4334	69	0.9305	-15.995
107	1395	69	0.9553	2.016
246	594	69	0.7867	78.047
586	3967	69	0.989	0.000
586	2932	69	0.9617	-2.015
473	480	69	0.903	-4.031
465	4059	69	0.954	210.207
477	4059	69	0.9347	224.186
1395	3967	69	0.99	0.000
1409	2591	69	0.9087	13.945
201	616	69	0.9922	0.000
805	3785	69	0.9315	-15.995
103	586	69	1.0	0.000
472	3785	69	0.9654	-2.016
509	1772	69	0.894	-15.996
1671	3785	69	0.9453	-2.016
1671	4250	69	0.9463	-2.016
1671	2635	69	0.9501	0.000
594	994	69	0.8316	2.016
205	594	69	0.7489	51.962
4059	4249	69	0.907	-222.170
223	586	69	0.9063	81.973
91	201	69	0.8917	-79.957
103	226	69	0.8667	-83.988
473	805	69	0.9139	13.979
90	107	69	0.9353	-14.016
805	4059	69	0.9374	208.191
1671	4059	69	0.9182	222.170
4079	4089	70	0.7751	-4.032
4047	4050	70	0.8887	-2.016
4047	4089	70	0.8797	-26.016
211	4050	70	0.9865	0.000
209	4050	70	0.8689	-2.015
855	4089	70	0.9642	-0.000
209	4089	70	0.8634	-26.016
211	1871	70	0.8768	-56.063
634	4047	70	0.8648	30.047
4047	4064	70	0.8817	-16.031
1871	4050	70	0.8792	56.063
1838	4050	70	0.9496	14.016
209	855	70	0.8635	-26.016
855	4047	70	0.8736	26.016
4064	4094	70	0.9105	-14.017
211	1838	70	0.9458	-14.016
211	4064	70	0.954	-14.015
1871	4094	70	0.8925	28.031
634	4094	70	0.977	-0.001
252	4094	70	0.9128	-2.016
211	252	70	0.8664	-26.016
634	4062	70	0.8549	16.032
4062	4064	70	0.867	-2.015
209	4062	70	0.965	-14.015
252	4092	70	0.9151	-0.000
252	4047	70	0.9317	28.031
4047	4062	70	0.9457	-14.015
252	1838	70	0.8748	12.000
634	4092	70	0.847	2.015
252	4050	70	0.8605	26.016
1318	4110	70	0.9024	0.000
1838	4064	70	0.9599	0.001
634	1871	70	0.8901	-28.032
855	4092	70	0.8621	-2.016
1838	4062	70	0.8899	2.016
252	4062	70	0.9382	14.016
4062	4092	70	0.9345	-14.017
1871	4092	70	0.8162	30.047
1838	1871	70	0.8824	-42.047
4089	4092	70	0.8605	-2.016
209	211	70	0.8669	-2.016
634	1838	70	0.9356	14.016
252	4064	70	0.8847	12.001
209	4047	70	0.945	0.000
4062	4094	70	0.8644	-16.032
209	252	70	0.9038	-28.031
4092	4110	70	0.8101	-18.010
4050	4062	70	0.8429	-12.000
1838	4094	70	0.9027	-14.016
209	4092	70	0.9249	-28.032
252	634	70	0.9122	-2.015
4092	4094	70	0.8472	-2.016
634	4064	70	0.9194	14.016
211	634	70	0.9655	-28.031
211	4047	70	0.8667	2.016
1871	4064	70	0.8812	42.048
634	4050	70	0.9706	28.031
4047	4092	70	0.9233	-28.032
4050	4094	70	0.9742	-28.032
855	4062	70	0.8438	12.001
4050	4064	70	0.9549	-14.015
211	4094	70	0.9744	-28.032
209	4064	70	0.8514	-16.031
1751	1755	72	0.9539	-17.026
1751	2790	72	0.8274	32.026
313	1755	72	0.8086	14.016
233	1751	72	0.8753	-14.016
1755	2917	72	0.9507	14.016
233	1755	72	0.8303	-31.042
2784	4022	72	0.9075	0.000
233	2784	72	0.8186	36.021
2784	2790	72	0.9175	-18.011
1270	1597	72	0.8631	0.000
2790	4045	72	0.9073	0.000
233	4045	72	0.8081	18.011
233	2917	72	0.8522	-17.026
2790	4022	72	0.85	18.011
1270	4045	72	0.8327	-56.063
313	2917	72	0.8442	28.031
2784	4045	72	0.8286	-18.011
1751	2784	72	0.8201	50.037
1751	2917	72	0.9461	-3.011
233	2790	72	0.8673	18.011
313	4290	72	0.8591	-362.245
4022	4045	72	0.8232	-18.011
451	456	73	0.8876	-15.030
451	458	73	0.9366	-17.027
451	488	73	0.9044	-45.058
450	488	73	0.8897	-47.055
456	488	73	0.8819	-30.028
451	4256	73	0.8921	-45.058
458	4256	73	0.9274	-28.031
488	4256	73	0.9351	-0.000
450	456	73	0.986	-17.026
450	451	73	0.9213	-1.997
456	458	73	0.946	-1.997
450	4256	73	0.8866	-47.055
456	4256	73	0.8787	-30.029
450	458	73	0.9411	-19.023
458	488	73	0.935	-28.031
3633	3634	74	0.7521	-3.995
3633	3645	74	0.7702	-81.079
3635	3637	74	0.8099	-21.022
3637	3641	74	0.8991	-30.010
3634	3639	74	0.7706	-49.052
3635	3645	74	0.8998	-63.068
3639	3641	74	0.8358	-15.995
3647	3795	74	0.7819	327.205
