Animal	zt_time_binned	condition	mn_RER	sd_RER	mn_MotorAct	sd_MotorAct	mn_WaterCons	sd_WaterCons	mn_kcal_hr_M	sd_kcal_hr_M	mn_FoodCons	sd_FoodCons	mn_kcalCons	sd_kcalCons	mn_Sleep_pct_M	sd_Sleep_pct_M
7	21	FA	0.659266675	0.0156958223111165	0.94247675	0.284967045140186	0.30749625	0.166701464284211	0.507636175	0.0367124116053316	0.191493875	0.164560885530847	0.99768308875	0.857362213615711	44.14930625	14.78165632317
8	1	FT	0.48983795	0.39619249786825	0.931425875	0.750107602425854	0.0307597500000001	0.0384379968639975	0.427533825	0.042645587192141	0	0	0	0	60.402775	30.739714732432
8	5	FT	0.679289625	0.0196067085067204	1.07549465	0.778591625256608	0.04625852	0.0439687156720494	0.438722433333333	0.0714393568782303	0	0	0	0	52.9722225	33.6312680558403
8	9	FT	0.679255225	0.0162000733583656	0.7084932875	0.412117907647835	0.034184375	0.0498892469665344	0.3750242375	0.0242216070116826	0	0	0	0	73.20139	14.8004195439608
8	13	FT	0.7214035875	0.0287051428596459	1.288387775	0.381988445574775	0.1875930375	0.213808470760892	0.4707707125	0.0817430276324259	0.1450209375	0.202010485418796	0.755559084375	1.05247462903193	43.7048625	22.2948354616174
8	17	FT	0.7262266375	0.0133156172636213	1.442649625	0.374879741973318	0.3141383125	0.137083464825771	0.525015125	0.0261423875706403	0.2316673125	0.0782452466316998	1.206986698125	0.407657734951156	36.2083325	15.7287200025583
8	21	FT	0.7117487375	0.020377283641415	1.518329875	0.489645450679641	0.187537375	0.117980612224379	0.5322193625	0.0623675849947239	0.14399	0.0951991080195308	0.7501879	0.495987352781755	34.82986	18.6254112148775
9	1	FT	0.72389265	0.0234270530476342	1.574766175	0.497936265243377	0.04172025	0.0486088328418817	0.420818625	0.036190237494696	0	0	0	0	99.125	0.610478258198711
9	5	FT	0.692546183333333	0.020788736635707	1.0516985225	0.69859498303306	0.0426718166666667	0.0430641755516941	0.390504091666667	0.043637870099125	0	0	0	0	98.8240741666667	1.77700055874784
9	9	FT	0.6823590125	0.00957615215006792	0.7711699	0.670912411487589	0.011943	0.0143660934185822	0.3777591375	0.0485018564870883	0	0	0	0	98.74653	1.89421568115747
9	13	FT	0.713185275	0.0308480110835019	0.94349	0.589551218645166	0.0797225	0.0993409896878423	0.4811117375	0.105597887685082	0.1939666875	0.26418531970342	1.010566441875	1.37640551565482	90.04861	8.99080780477324
9	17	FT	0.7511991375	0.0213252632043337	1.0995495	0.601906201061498	0.270885275	0.151098212489339	0.5414627875	0.0749839411528598	0.1726254375	0.0982201585109396	0.899378529375	0.511727025841995	86.37847125	8.89952136709038
9	21	FT	0.74553285	0.0216064027906412	1.43386125	0.638872946555942	0.215598	0.113595260776395	0.542195	0.04733809622453	0.185456625	0.120002059808438	0.96622901625	0.62521073160196	89.28819375	5.26797223903613
