DateTime	DurationMin	Animal	VO2_M	VCO2_M	VH2O_M	kcal_hr_M	RER_M	FoodInA_M	WaterInA_M	BodyMass_Mnz	PedSpeed_Mnz	PedMeters_M	PedMeters_R	AllMeters_M	AllMeters_R	XBreak_R	YBreak_R	EnviroTemp_M	EnviroRH_M	EnviroBP_M	EnviroLightlux_M	EnviroOccupancy_M	EnviroSound_M	Still_pct_M	Sleep_pct_M	WaterCons	FoodCons	food_cumulative	Group	Mouse_ID	Age	MotorActivity	DateTime_hour	condition	zt_hour	phase	kcalCons	cumulative_Kcal	tot_kcal_cons	percent_cumulative_Kcal	zt_time_binned
2021-03-04 21:37:33	60	15	1.467781	1.131513	0.766002	0.4221587	0.7785866	7.706694	28.67578	22.23268	0.01651994	193.109	4.052292	211.9111	4.252243	439	513	NA	NA	NA	NA	NA	NA	83.97222	78.30556	1.24226	0.91069	14.502698	NA	12L	15 weeks	0.199951	21	NA	0	light	2.823139	2.823139	43.36320207	0.0651044864132193	5
2021-03-05 21:37:33	60	15	1.386478	0.9913179	0.7792684	0.3936304	0.717025	14.29486	57.00776	22.34497	0.01991676	348.2905	1.314056	387.4859	1.377106	142	141	NA	NA	NA	NA	NA	NA	96.58334	95.13889	1.38834	0.21946	28.37026	NA	12L	15 weeks	0.0630500000000001	21	NA	0	light	0.680325999999999	3.503465	43.36320207	0.0807935030799721	5
2021-03-04 21:37:33	60	16	1.204251	0.7996951	0.376637	0.3378249	0.6725636	4.403655	9.545154	23.63229	0.02657929	203.5331	0.5208435	215.0549	0.5208435	24	33	NA	NA	NA	NA	NA	NA	99.66666	99.5	0	0	8.80731	FT	10L	15 weeks	0	21	FT	0	light	0	0	36.37134865	0	5
2021-03-05 21:37:33	60	16	1.331451	0.894783	0.3210854	0.3742128	0.6804627	6.981065	17.69753	23.83954	0.01785823	399.0649	0.4882202	421.1821	0.5164185	32	54	NA	NA	NA	NA	NA	NA	98.97222	98.33334	0.0108700000000006	0	13.96213	FT	10L	15 weeks	0.0281983	21	FT	0	light	0	0	36.37134865	0	5
2021-03-04 21:37:33	60	2	1.47954	0.9537396	0.2646452	0.4131422	0.6442314	3.385831	9.227294	23.8113	0.01000772	213.3517	1.374084	241.4935	2.007919	631	373	NA	NA	NA	NA	NA	NA	85.5	70.88889	0.276745	0.0918380000000001	6.679824	FA	7R	15 weeks	0.633835	21	FA	0	light	0.47847598	0.47847598	35.3473842633	0.0135363900320281	5
2021-03-05 21:37:33	60	2	1.711023	1.119858	0.2988868	0.4789023	0.6525667	6.884401	18.23975	23.9483	0.01117435	371.9438	10.18219	423.9108	12.00638	2281	1992	NA	NA	NA	NA	NA	NA	60.5	23.27778	0.351880000000001	0.0629880000000007	13.705814	FA	7R	15 weeks	1.82419	21	FA	0	light	0.328167480000004	0.806643460000004	35.3473842633	0.0228204569252247	5
2021-03-04 21:37:33	60	3	1.439036	0.9209517	0.6016194	0.4013889	0.638989	6.18405	22.43235	22.57736	0.01252344	164.0157	0.6366425	178.3708	0.6708069	35	144	NA	NA	NA	NA	NA	NA	97.41666	96	0.645849999999999	0	12.3681	NA	9bR	15 weeks	0.0341644	21	NA	0	light	0	0	37.956455242	0	5
2021-03-05 21:37:33	60	3	1.379368	0.8542067	0.6742761	0.3828506	0.8011424	12.28942	46.07334	22.88067	0.007266998	292.5085	0.1346741	319.993	0.2478943	112	142	NA	NA	NA	NA	NA	NA	98.36111	96.63889	0.527290000000001	0.11262	24.46622	NA	9bR	15 weeks	0.1132202	21	NA	0	light	0.349121999999999	0.349121999999999	37.956455242	0.00919796113135678	5
2021-03-04 21:37:33	60	4	1.188722	0.7199057	0.3122353	0.3288581	0.6076716	1.818225	7.422059	23.59585	0.005482351	276.2596	0.6660461	303.1898	0.8395386	152	190	NA	NA	NA	NA	NA	NA	96.33334	91.41666	0	0	3.63645	FT	3B	15 weeks	0.1734925	21	FT	0	light	0	0	22.08934237	0	5
2021-03-05 21:37:33	60	4	1.475145	0.9247892	0.3463168	0.4101818	0.6265503	4.239797	14.81462	23.65051	0.01405052	534.9238	7.389282	579.1454	8.53009	1042	1286	NA	NA	NA	NA	NA	NA	77.80556	57.94444	0.217979999999999	0	8.479594	FT	3B	15 weeks	1.140808	21	FT	0	light	0	0	22.08934237	0	5
2021-03-04 21:37:33	60	5	1.407725	0.9576892	0.1417476	0.396423	0.6807987	1.895548	2.32692	28.82701	0	324.0554	0	334.8349	0	0	0	NA	NA	NA	NA	NA	NA	100	100	0.0310759999999997	0	3.791096	FT	4B	15 weeks	0	21	FT	0	light	0	0	20.25983524	0	5
2021-03-05 21:37:33	60	5	1.424235	0.9882944	0.1214231	0.4023577	0.6946298	3.888644	4.77409	28.64439	0	613.3474	0	635.3615	0	0	0	NA	NA	NA	NA	NA	NA	100	100	0	0	7.777288	FT	4B	15 weeks	0	21	FT	0	light	0	0	20.25983524	0	5
2021-03-04 21:37:33	60	7	1.594602	1.038515	0.3048503	0.4459754	0.6492814	3.025923	7.651821	28.56738	0.008180021	356.3226	2.54303	378.7153	3.105408	542	258	NA	NA	NA	NA	NA	NA	88.11111	74.63889	0.0408090000000003	0.001722	6.050124	FA	8L	15 weeks	0.562378	21	FA	0	light	0.00897162000000001	0.00897162000000001	30.0195739719	0.000298859004741305	5
2021-03-05 21:37:33	60	7	1.568748	1.035702	0.2593112	0.4396754	0.6609262	5.808019	14.39778	28.71799	0.006632188	745.7727	2.367737	786.4787	3.034668	650	841	NA	NA	NA	NA	NA	NA	87.08334	64.88889	0.342089999999999	0.0280439999999995	11.587994	FA	8L	15 weeks	0.666931	21	FA	0	light	0.146109239999997	0.155080859999997	30.0195739719	0.00516599136767104	5
2021-03-04 21:37:33	60	8	1.512073	1.003952	0.1651152	0.4241671	0.6624012	1.961074	3.473365	30.86561	0.009068962	234.4662	7.776276	263.5927	8.650269	1502	1372	NA	NA	NA	NA	NA	NA	77.08334	51.66667	0.0606439999999999	0	3.922148	FT	5R	15 weeks	0.873993	21	FT	0	light	0	0	21.70186946	0	5
2021-03-05 21:37:33	60	8	1.630459	1.136857	0.1597245	0.4609801	0.6980739	4.165426	6.480234	31.13573	0.009616206	400.9905	17.49561	456.5023	19.42023	3231	2943	NA	NA	NA	NA	NA	NA	50.69444	12.08333	0.101171	0	8.330852	FT	5R	15 weeks	1.92462	21	FT	0	light	0	0	21.70186946	0	5
2021-03-04 21:37:33	60	9	1.545855	1.121855	0.1536174	0.4399791	0.7306312	1.908135	2.861295	25.56517	0.01166949	362.4916	11.94711	396.0226	13.95444	2095	2535	21.44603	54.48061	101.4646	15.18333	12.11014	23066.53	97.25	97.25	0.105188	0	3.81627	FT	5B	15 weeks	2.00733	21	FT	0	light	0	0	23.0093919	0	5
2021-03-05 21:37:33	60	9	1.342014	0.9649663	0.1246863	0.3813678	0.7230576	4.41639	5.304133	25.71047	0.003627777	742.7804	0.1613159	795.6152	0.3389893	99	109	21.4556	56.0999	100.8541	14.05167	12.10351	22926.16	100	100	0.0419960000000001	0	8.83278	FT	5B	15 weeks	0.1776734	21	FT	0	light	0	0	23.0093919	0	5
2021-03-03 22:37:33	60	1	1.820338	1.24555	0.2339478	0.5130917	0.6855619	0	0.01567987	24.31	0.01595147	15.40569	28.64895	16.39898	30.68085	3210	3414	23.92311	56.17216	100.653	143.9114	12.08894	8488.896	48.63889	5.916667	0	0	0	FT	3R	15 weeks	2.0319	22	FT	1	light	0	0	22.49377383	0	5
2021-03-04 22:37:33	60	1	1.245875	0.8135598	0.2103153	0.3485874	0.6565531	1.711399	5.846931	24.35768	0.01648521	315.384	0.6507568	333.2867	0.6691284	52	46	23.97157	55.13216	101.2805	143.9639	11.80722	8734.739	99.30556	99.13889	0	0	3.422798	FT	3R	15 weeks	0.0183715999999999	22	FT	1	light	0	0	22.49377383	0	5
2021-03-03 22:37:33	60	11	2.088835	1.52007	0.4141714	0.5947978	0.7281262	0.8286805	0.6411873	22.09731	0.01721414	14.00237	27.25674	14.84401	28.89543	2491	2865	NA	NA	NA	NA	NA	NA	38.25	2.944444	0	0	0	NA	11R	15 weeks	1.63869	22	NA	1	light	0	4.90547099999999	147.03780345	0.0333619714447658	5
2021-03-04 22:37:33	60	11	1.910906	1.440488	0.7950605	0.5474437	0.7623051	21.35122	30.95231	22.39693	0.01460442	171.1648	6.33139	188.9318	7.101959	622	1227	NA	NA	NA	NA	NA	NA	75.5	54.36111	0.675370000000001	0.130560000000003	42.57188	NA	11R	15 weeks	0.770569	22	NA	1	light	0.404736000000008	5.310207	147.03780345	0.0361145696916353	5
2021-03-03 22:37:33	60	12	2.247173	1.455431	0.4171582	0.6279489	0.6565833	0	0.1444614	22.40248	0.0168919	17.89195	30.66025	18.6979	32.22819	2862	3134	NA	NA	NA	NA	NA	NA	44.75	16.19444	0	0	0	FT	6N	15 weeks	1.56794	22	FT	1	light	0	0	25.39880731	0	5
2021-03-04 22:37:33	60	12	1.345305	0.9047145	0.3783369	0.3781477	0.6748485	2.042306	7.631305	22.29008	0	280.7873	0	306.4294	0	0	0	NA	NA	NA	NA	NA	NA	100	100	0	0	4.084612	FT	6N	15 weeks	0	22	FT	1	light	0	0	25.39880731	0	5
2021-03-03 22:37:33	60	13	1.793818	1.160402	0.2958703	0.5011705	0.6489951	0	0.06054869	27.39034	0.01404823	10.0127	16.6279	10.87594	18.10677	770	2410	NA	NA	NA	NA	NA	NA	64.86111	29.97222	0	0	0	FT	10N	15 weeks	1.47887	22	FT	1	light	0	0	24.49421064	0	5
2021-03-04 22:37:33	60	13	1.589867	1.086621	0.3671673	0.4480482	0.6818702	2.240555	8.179049	27.57455	0.01248822	270.9086	7.231079	288.38	8.090454	342	1565	NA	NA	NA	NA	NA	NA	75.94444	54.75	0.0533219999999996	0	4.48111	FT	10N	15 weeks	0.859374999999999	22	FT	1	light	0	0	24.49421064	0	5
2021-03-03 22:37:33	60	14	1.723792	1.053965	0.4195244	0.4775489	0.6131678	0.04962429	0.06743953	0	0.01737525	8.244152	13.4479	8.793654	14.36858	1271	1419	NA	NA	NA	NA	NA	NA	72.08334	58.11111	0	0	0	FA	9aR	15 weeks	0.920679999999999	22	FA	1	light	0	0.576606329999992	47.5324227491	0.0121308003390362	5
2021-03-04 22:37:33	60	14	1.587518	1.048292	0.4630763	0.4449491	0.6634098	4.384816	13.44102	0	0.01239498	196.3248	3.174393	213.9359	3.549835	460	561	NA	NA	NA	NA	NA	NA	86.52778	76.69444	0.502979999999999	0.23082	8.538812	FA	9aR	15 weeks	0.375442	22	FA	1	light	1.2025722	1.77917852999999	47.5324227491	0.0374308404053248	5
2021-03-03 22:37:33	60	15	1.972594	1.384567	0.3179726	0.5583194	0.7044195	0.3067303	0.9549168	0	0.0195791	15.62267	33.19871	16.26315	34.63268	2897	2710	NA	NA	NA	NA	NA	NA	30.61111	6.166667	0	0	0	NA	12L	15 weeks	1.43397	22	NA	1	light	0	3.503465	43.36320207	0.0807935030799721	5
2021-03-04 22:37:33	60	15	1.218052	0.8693866	0.7374055	0.345713	0.7192323	7.727274	28.93656	23.2523	0.01896135	194.2546	0.7768555	213.1093	0.8049927	66	56	NA	NA	NA	NA	NA	NA	97.88889	97.13889	0.26078	0.0205800000000007	15.433968	NA	12L	15 weeks	0.0281372	22	NA	1	light	0.0637980000000022	3.567263	43.36320207	0.0822647505191491	5
2021-03-03 22:37:33	60	16	2.049172	1.271179	0.3258777	0.5689026	0.6214963	0	0.2942227	23.8709	0.01648854	12.06519	18.31203	12.85188	19.56119	1649	2338	NA	NA	NA	NA	NA	NA	62.80556	36.05556	0	0	0	FT	10L	15 weeks	1.24916	22	FT	1	light	0	0	36.37134865	0	5
2021-03-04 22:37:33	60	16	1.278075	0.8353081	0.35232	0.3576446	0.654775	4.403655	9.545154	23.60648	0.0145254	204.3807	0.872345	215.9553	0.9942169	127	167	NA	NA	NA	NA	NA	NA	97.52778	94.55556	0	0	8.80731	FT	10L	15 weeks	0.1218719	22	FT	1	light	0	0	36.37134865	0	5
2021-03-03 22:37:33	60	2	1.870517	1.271321	0.2267453	0.5266673	0.6796499	0.09987427	0.09570413	22.97685	0.01598227	16.84132	28.04302	17.84103	30.14465	3515	3891	NA	NA	NA	NA	NA	NA	38.47222	2.361111	0	0	0	FA	7R	15 weeks	2.10163	22	FA	1	light	0	0.806643460000004	35.3473842633	0.0228204569252247	5
2021-03-04 22:37:33	60	2	1.404689	0.9003423	0.2754086	0.3918995	0.6425059	3.501494	9.47973	23.89395	0.01199309	214.5843	1.119186	243.1978	1.367004	280	199	NA	NA	NA	NA	NA	NA	91.55556	86.02778	0.252435999999999	0.115663	6.887325	FA	7R	15 weeks	0.247818	22	FA	1	light	0.60260423	1.40924769	35.3473842633	0.0398685141594248	5
2021-03-03 22:37:33	60	3	1.534774	1.12925	0.3460296	0.4378498	0.7380112	0.04540218	0.5167789	21.64293	0.01581036	7.964573	13.3392	8.699498	14.6157	1594	1656	NA	NA	NA	NA	NA	NA	57.44444	33.25	0	0	0	NA	9bR	15 weeks	1.2765	22	NA	1	light	0	0.349121999999999	37.956455242	0.00919796113135678	5
2021-03-04 22:37:33	60	3	1.309728	0.7901074	0.5910144	0.3621298	0.6024536	6.18405	22.71941	22.33552	0.01667497	164.5531	0.594101	178.9809	0.6800842	52	138	NA	NA	NA	NA	NA	NA	97.91666	94.58334	0.28706	0	12.3681	NA	9bR	15 weeks	0.0859832	22	NA	1	light	0	0.349121999999999	37.956455242	0.00919796113135678	5
2021-03-03 22:37:33	60	4	1.610334	1.039792	0.2875107	0.4497803	0.6458486	0	0.06194253	23.59451	0.01417678	11.46158	15.96636	12.65981	18.11244	2592	2798	NA	NA	NA	NA	NA	NA	55.80556	18.94444	0	0	0	FT	3B	15 weeks	2.14608	22	FT	1	light	0	0	22.08934237	0	5
2021-03-04 22:37:33	60	4	1.334043	0.856112	0.2845636	0.3722593	0.6374717	1.818225	7.465632	23.5774	0.01256055	278.7609	10.15265	305.9478	10.89459	1263	1463	NA	NA	NA	NA	NA	NA	79.16666	62.88889	0.0435730000000003	0	3.63645	FT	3B	15 weeks	0.741940000000001	22	FT	1	light	0	0	22.08934237	0	5
2021-03-03 22:37:33	60	5	1.746471	1.150633	0.2558887	0.4893265	0.6575034	0	0	29.0427	0.01856301	5.894807	6.629595	6.153512	6.932696	520	622	NA	NA	NA	NA	NA	NA	90.69444	82.27778	0	0	0	FT	4B	15 weeks	0.303101	22	FT	1	light	0	0	20.25983524	0	5
2021-03-04 22:37:33	60	5	1.426386	1.000206	0.129036	0.403657	0.6994045	1.895548	2.4067	28.85918	0.01693091	325.4596	1.621826	336.3581	1.759186	208	190	NA	NA	NA	NA	NA	NA	96.77778	93.08334	0.07978	0	3.791096	FT	4B	15 weeks	0.13736	22	FT	1	light	0	0	20.25983524	0	5
2021-03-03 22:37:33	60	7	2.551682	1.624048	0.4682481	0.7111425	0.6425334	0.04610461	0.1339034	27.75654	0.02117127	22.86793	45.07702	23.74593	46.88439	3539	3960	NA	NA	NA	NA	NA	NA	41.36111	6.583333	0	0	0	FA	8L	15 weeks	1.80737000000001	22	FA	1	light	0	0.155080859999997	30.0195739719	0.00516599136767104	5
2021-03-04 22:37:33	60	7	1.45621	0.9569508	0.2696404	0.4078388	0.6582523	3.025923	7.869568	28.56361	0.00503565	358.4669	0.8774414	381.4448	1.411682	383	269	NA	NA	NA	NA	NA	NA	91.75	78.5	0.217747	0	6.051846	FA	8L	15 weeks	0.5342406	22	FA	1	light	0	0.155080859999997	30.0195739719	0.00516599136767104	5
2021-03-03 22:37:33	60	8	2.144209	1.441242	0.2610208	0.6026605	0.6737337	0	0.01446796	30.847	0.01531745	14.86328	29.7255	15.771	31.6812	3604	3645	NA	NA	NA	NA	NA	NA	49.05556	10.66667	0	0	0	FT	5R	15 weeks	1.9557	22	FT	1	light	0	0	21.70186946	0	5
2021-03-04 22:37:33	60	8	1.33026	0.9038042	0.1434946	0.3745296	0.6803178	1.961074	3.48395	30.86465	0.005022475	236.8744	0.5790558	266.3497	0.7355042	148	152	NA	NA	NA	NA	NA	NA	96.55556	90.69444	0.0105850000000003	0	3.922148	FT	5R	15 weeks	0.1564484	22	FT	1	light	0	0	21.70186946	0	5
2021-03-03 22:37:33	60	9	1.452473	0.9717453	0.3023492	0.4079367	0.6738921	0	0	0	0.009426763	2.229713	3.032506	3.21955	4.469351	1056	1217	21.4587	55.81009	100.8198	14.03611	12.92578	21835.17	100	100	0	0	0	FT	5B	15 weeks	1.436845	22	FT	1	light	0	0	23.0093919	0	5
2021-03-04 22:37:33	60	9	1.24122	0.8515765	0.155371	0.3500095	0.6873325	1.908135	2.956738	25.51131	0.003422891	368.4023	0.09866333	403.1468	0.3018799	106	225	21.46037	53.87252	101.4445	14.03611	12.10618	23114.93	100	100	0.0954429999999999	0	3.81627	FT	5B	15 weeks	0.20321657	22	FT	1	light	0	0	23.0093919	0	5
2021-03-03 23:37:33	60	1	1.500218	1.019638	0.224081	0.4224048	0.9511449	0	0.05758582	24.10966	0.01443771	32.52518	7.430187	34.90912	8.055326	878	898	23.9684	54.66814	100.7261	143.8917	11.83402	8504.384	85.66666	78.61111	0.04190595	0	0	FT	3R	15 weeks	0.625139000000001	23	FT	2	light	0	0	22.49377383	0	5
2021-03-04 23:37:33	60	1	1.524174	1.025755	0.1889304	0.4284754	0.6710281	1.711399	5.963328	24.38758	0.01509481	322.9493	14.17676	341.2901	15.04517	1552	1471	23.96738	54.88704	101.2101	143.9639	11.78364	8698.029	72.05556	50.75	0.116397	0	3.422798	FT	3R	15 weeks	0.868410000000001	23	FT	2	light	0	0	22.49377383	0	5
2021-03-03 23:37:33	60	11	1.677433	1.191843	0.4212753	0.4757366	0.7182577	1.48709	1.562643	21.93408	0.01601787	31.97991	7.018108	33.82391	7.359869	795	807	NA	NA	NA	NA	NA	NA	86.47222	76.5	0.9214557	0.6584095	2.3157705	NA	11R	15 weeks	0.341761	23	NA	2	light	2.04106945	7.35127645	147.03780345	0.0499958260903958	5
2021-03-04 23:37:33	60	11	1.808576	1.385866	0.845627	0.519622	0.7762226	22.72222	32.5759	22.9463	0.01361109	178.3918	4.072739	197.0719	4.55896	536	795	NA	NA	NA	NA	NA	NA	82.30556	69.69444	1.62359	1.371	44.07344	NA	11R	15 weeks	0.486221	23	NA	2	light	4.2501	11.60137645	147.03780345	0.0789006376441486	5
2021-03-03 23:37:33	60	12	1.616943	1.026972	0.3475368	0.4504922	0.6348513	0	0.2036742	22.30451	0.01650537	34.42821	4.279076	36.37744	4.838081	780	633	NA	NA	NA	NA	NA	NA	87.75	75.27778	0.0592128	0	0	FT	6N	15 weeks	0.559005	23	FT	2	light	0	0	25.39880731	0	5
2021-03-04 23:37:33	60	12	1.559067	1.060145	0.3604573	0.4390081	0.6927996	2.042306	7.631305	22.23063	0.01641141	283.0752	2.723297	308.8742	2.911255	288	304	NA	NA	NA	NA	NA	NA	94.77778	90.52778	0	0	4.084612	FT	6N	15 weeks	0.187958	23	FT	2	light	0	0	25.39880731	0	5
2021-03-03 23:37:33	60	13	1.656954	1.072354	0.2774662	0.4629648	0.6493779	0	0.1698374	27.30062	0.01549271	20.62202	7.917036	22.46177	8.592844	342	1042	NA	NA	NA	NA	NA	NA	78.77778	68.11111	0.10928871	0	0	FT	10N	15 weeks	0.675807999999999	23	FT	2	light	0	0	24.49421064	0	5
2021-03-04 23:37:33	60	13	1.413286	0.9420031	0.3360977	0.3966969	0.6670862	2.240555	8.362269	27.60693	0.005550774	277.0731	0.5209045	295.5988	1.064667	82	936	NA	NA	NA	NA	NA	NA	91.66666	70.58334	0.18322	0	4.48111	FT	10N	15 weeks	0.5437625	23	FT	2	light	0	0	24.49421064	0	5
2021-03-03 23:37:33	60	14	1.583326	1.007079	0.4152249	0.4412229	0.640989	0.1789494	0.4917449	0	0.01616682	20.22242	8.91403	21.61442	9.615644	938	1005	NA	NA	NA	NA	NA	NA	77	64.11111	0.42430537	0.12932511	0.22857369	FA	9aR	15 weeks	0.701613999999999	23	FA	2	light	0.6737838231	2.45296235309999	47.5324227491	0.0516060871975316	5
2021-03-04 23:37:33	60	14	1.389473	0.9358921	0.4244241	0.3906606	0.6741132	4.430771	14.02844	0	0.01482934	197.1034	0.6391296	214.8052	0.7333069	101	109	NA	NA	NA	NA	NA	NA	95.05556	94.52778	0.58742	0.0459550000000002	8.815587	FA	9aR	15 weeks	0.0941773	23	FA	2	light	0.239425550000001	2.69238790309999	47.5324227491	0.0566431868476759	5
2021-03-03 23:37:33	60	15	1.451532	1.060625	0.3865601	0.4136122	0.781584	0.5496019	1.955086	23.45741	0.01915795	41.88608	13.00214	43.70059	13.61391	1077	1114	NA	NA	NA	NA	NA	NA	73.91666	63.55556	1.0001692	0.2428716	0.8563322	NA	12L	15 weeks	0.61177	23	NA	2	light	0.75290196	4.32016496	43.36320207	0.099627443402959	5
2021-03-04 23:37:33	60	15	1.822214	1.380897	0.7512069	0.5225171	0.7633037	8.354928	30.04309	19.41312	0.01750826	200.3198	9.290665	219.5637	9.884689	839	907	NA	NA	NA	NA	NA	NA	74.11111	59.72222	1.10653	0.627653999999999	16.082202	NA	12L	15 weeks	0.594023999999999	23	NA	2	light	1.9457274	6.26589236	43.36320207	0.144497916687175	5
2021-03-03 23:37:33	60	16	1.574867	1.023059	0.3205251	0.4402833	0.669193	0	0.669575	23.80344	0.0168334	24.74804	8.412653	26.43008	8.982954	747	972	NA	NA	NA	NA	NA	NA	84.13889	73.69444	0.3753523	0	0	FT	10L	15 weeks	0.570300999999999	23	FT	2	light	0	0	36.37134865	0	5
2021-03-04 23:37:33	60	16	1.189097	0.7649716	0.3150381	0.3319374	0.6462047	4.403655	9.545154	23.61249	0	204.8659	0	216.5095	0	0	0	NA	NA	NA	NA	NA	NA	100	100	0	0	8.80731	FT	10L	15 weeks	0	23	FT	2	light	0	0	36.37134865	0	5
2021-03-03 23:37:33	60	2	1.547034	1.106586	0.2189445	0.4392447	0.5544823	0.284897	0.2998128	22.89402	0.01380698	33.36081	9.108061	36.4776	10.94684	1765	1759	NA	NA	NA	NA	NA	NA	61.30556	30.30556	0.20410867	0.18502273	0.38477127	FA	7R	15 weeks	1.838779	23	FA	2	light	0.9639684233	2.3732161133	35.3473842633	0.0671397944363322	5
2021-03-04 23:37:33	60	2	1.560531	1.011405	0.2713127	0.4361199	0.6475047	3.607095	9.834393	23.98774	0.01052702	216.4046	2.387726	245.6177	3.495712	1001	897	NA	NA	NA	NA	NA	NA	79.05556	54.83333	0.354663	0.105601	7.108589	FA	7R	15 weeks	1.107986	23	FA	2	light	0.55018121	2.92339732330001	35.3473842633	0.0827047710666181	5
2021-03-03 23:37:33	60	3	0.9281707	0.7350212	0.3376517	0.2682512	0.6011133	0.09704613	0.9388126	21.61309	0.0167359	14.19705	1.207392	15.52431	1.278137	90	123	NA	NA	NA	NA	NA	NA	98.30556	97.33334	0.4220337	0.05164395	0.14244831	NA	9bR	15 weeks	0.0707450000000001	23	NA	2	light	0.160096245	0.509218244999999	37.956455242	0.013415853555169	5
2021-03-04 23:37:33	60	3	1.255233	0.7499611	0.5649152	0.3465799	0.5979295	6.18405	22.77942	22.25791	0	164.6647	0	179.1095	0	0	0	NA	NA	NA	NA	NA	NA	100	100	0.0600099999999983	0	12.3681	NA	9bR	15 weeks	0	23	NA	2	light	0	0.509218244999999	37.956455242	0.013415853555169	5
