DateTime,DurationMin,Animal,VO2_M,VCO2_M,VH2O_M,kcal_hr_M,RER_M,FoodInA_M,WaterInA_M,BodyMass_Mnz,PedSpeed_Mnz,PedMeters_M,PedMeters_R,AllMeters_M,AllMeters_R,XBreak_R,YBreak_R,EnviroTemp_M,EnviroRH_M,EnviroBP_M,EnviroLightlux_M,EnviroOccupancy_M,EnviroSound_M,Still_pct_M,Sleep_pct_M
2021/03/03 22:37:33,60,1,1.820338,1.24555,0.2339478,0.5130917,0.6855619,0,0.01567987,24.31,0.01595147,15.40569,28.64895,16.39898,30.68085,3210,3414,23.92311,56.17216,100.653,143.9114,12.08894,8488.896,48.63889,5.916667
2021/03/03 23:37:33,60,1,1.500218,1.019638,0.224081,0.4224048,0.9511449,0,0.05758582,24.10966,0.01443771,32.52518,7.430187,34.90912,8.055326,878,898,23.9684,54.66814,100.7261,143.8917,11.83402,8504.384,85.66666,78.61111
2021/03/04 00:37:33,60,1,1.554917,1.051977,0.1821209,0.4374849,0.6736212,0,0.1322744,24.06704,0.01526564,41.2201,14.62981,44.32531,15.85802,1756,1943,23.82709,54.60356,100.7686,55.01167,11.81228,8416.894,65.13889,39.30556
2021/03/04 01:37:33,60,1,1.353237,0.8911935,0.1521138,0.379126,0.6555309,0,0.2118531,23.97316,0.0198249,51.09927,1.328938,55.04013,1.463936,144,157,23.47668,55.11605,100.8232,0,11.80358,8338.788,97.33334,94.61111
2021/03/04 02:37:33,60,1,1.526733,1.032893,0.1520407,0.429554,0.6735585,0,0.2430803,23.89004,0.01540411,59.153,10.11346,63.71996,10.97773,1136,1238,23.44514,54.638,100.881,0,11.82317,8488.234,78.97222,60.25
2021/03/04 03:37:33,60,1,1.223478,0.7982671,0.1289921,0.3422766,0.6524513,0,0.2490541,23.82831,0.01572578,62.23325,0.5688553,67.12275,0.6046066,41,57,23.44447,54.07124,100.9287,0,11.79322,8981.536,99.05556,98.69444
2021/03/04 04:37:33,60,1,1.094841,0.7400168,0.09525027,0.3079937,0.676879,0,0.2490541,23.79539,0,62.7202,0,67.64047,0,0,0,23.45746,54.62315,100.9911,0,11.82248,8699.384,100,100
2021/03/04 05:37:33,60,1,1.107866,0.7603678,0.08134484,0.312424,0.6863704,0,0.2490541,23.7634,0.01557732,63.08011,0.7178955,68.02063,0.8010483,83,87,23.44922,54.66188,101.0574,0,11.80279,8440.648,98.22222,96.02778
2021/03/04 06:37:33,60,1,1.434743,0.9782625,0.117823,0.4041769,0.6808248,0,0.3145289,23.65463,0.01448659,67.59452,5.508518,73.16986,6.241112,824,905,23.44255,54.65582,101.1183,0,11.81815,8126.829,84.88889,68.16666
2021/03/04 07:37:33,60,1,1.185325,0.8148857,0.1105045,0.3343576,0.6858624,0,0.3332524,23.58872,0.01643478,69.37878,1.640854,75.13835,1.735977,150,180,23.4495,54.15782,101.1684,0,11.82644,8334.902,97.69444,95.75
2021/03/04 08:37:33,60,1,1.170819,0.7995597,0.1173491,0.3299107,0.6830409,0,0.3332524,23.50371,0,70.58747,0,76.41861,0,0,0,23.44358,53.20668,101.2755,0,11.81578,8297.089,100,100
2021/03/04 09:37:33,60,1,1.632321,1.150368,0.1268389,0.4623169,0.703001,0.01406721,0.4125964,23.59359,0.01904218,75.61486,16.99297,81.80402,18.10655,1665,1895,23.44763,52.50433,101.3043,0,11.80685,8338.018,64.58334,45.75
2021/03/04 10:37:33,60,1,1.991118,1.386269,0.225237,0.5628126,0.7001642,0.2842796,1.136113,23.88319,0.02069745,100.0744,29.18899,107.8156,30.78571,2635,2917,23.43564,52.38512,101.34,0,11.81484,8509.631,47.30556,16.33333
2021/03/04 11:37:33,60,1,2.131417,1.429936,0.3081737,0.5988855,0.6716999,0.5529405,1.810184,23.74567,0.01993648,133.0728,32.62503,142.4281,34.29649,2774,3122,23.44558,53.38891,101.3257,0,11.78168,8412.011,43.58333,11.16667
2021/03/04 12:37:33,60,1,2.086653,1.377037,0.3646035,0.58479,0.6636328,0.7729881,2.463726,23.81822,0.01857488,163.6765,28.62128,174.7412,30.16245,2687,3023,23.43676,53.44064,101.3698,0,11.82597,8402.232,46.25,12.83333
2021/03/04 13:37:33,60,1,2.144532,1.398952,0.401585,0.5999306,0.652976,0.9785466,3.35304,24.19535,0.01792873,190.0071,23.24263,202.365,24.42787,1833,2193,23.4389,52.17625,101.2991,0,11.80604,8392.665,57.72222,30.80556
2021/03/04 14:37:33,60,1,1.963258,1.265704,0.3790528,0.5482242,0.6448606,1.163191,3.952098,24.40339,0.01748561,205.3861,9.730286,218.5383,10.29831,908,989,23.44287,52.79765,101.2982,0,11.8058,8318.666,76.47222,64.72222
2021/03/04 15:37:33,60,1,1.717793,1.118472,0.3095005,0.4804113,0.6506527,1.407814,4.471934,24.71177,0.01309014,212.3435,2.425735,226.0406,2.754959,272,388,23.44831,54.24188,101.284,0,11.8096,8388.123,88.02778,86.47222
2021/03/04 16:37:33,60,1,1.860221,1.20767,0.3382997,0.5200089,0.648711,1.681237,4.925097,24.92827,0.01621201,219.069,8.971573,233.3186,9.60878,876,1162,23.43525,54.26942,101.2483,0,11.78051,8420.762,78.08334,66.19444
2021/03/04 17:37:33,60,1,2.004112,1.312883,0.3482842,0.5610152,0.6549795,1.711399,5.290888,24.92371,0.0201817,230.9204,24.12202,245.7854,25.062,1743,1721,23.44136,55.04296,101.223,0.5094444,13.29093,8339.128,70.91666,47.11111
2021/03/04 18:37:33,60,1,1.82425,1.170002,0.3544157,0.5090035,0.6407389,1.711399,5.537885,24.50572,0.01961986,261.4869,19.60292,277.2361,20.05234,1515,1415,23.44092,55.70082,101.2253,0,11.79259,8450.108,76.80556,58.77778
2021/03/04 19:37:33,60,1,1.627284,1.117629,0.2828664,0.4589536,0.7230562,1.711399,5.725402,24.47313,0.01642578,278.3968,30.40137,294.7819,31.70709,2667,2761,23.43234,56.8417,101.2718,0,11.79235,8335.224,52.58333,23.75
2021/03/04 20:37:33,60,1,1.635892,1.068784,0.2837733,0.4577475,0.6508111,1.711399,5.846931,24.42679,0.0167884,310.2227,18.38626,327.9073,19.10645,1939,1722,23.60261,57.00397,101.3072,88.47111,11.79998,8408.856,74.69444,59.83333
2021/03/04 21:37:33,60,1,1.20027,0.7691195,0.2377059,0.3348547,0.6423138,1.711399,5.846931,24.40877,0,314.8985,0,332.7876,0,0,0,23.92613,56.09622,101.301,144,11.80624,8550.951,100,100
2021/03/04 22:37:33,60,1,1.245875,0.8135598,0.2103153,0.3485874,0.6565531,1.711399,5.846931,24.35768,0.01648521,315.384,0.6507568,333.2867,0.6691284,52,46,23.97157,55.13216,101.2805,143.9639,11.80722,8734.739,99.30556,99.13889
2021/03/04 23:37:33,60,1,1.524174,1.025755,0.1889304,0.4284754,0.6710281,1.711399,5.963328,24.38758,0.01509481,322.9493,14.17676,341.2901,15.04517,1552,1471,23.96738,54.88704,101.2101,143.9639,11.78364,8698.029,72.05556,50.75
2021/03/05 00:37:33,60,1,1.194511,0.7837015,0.1495893,0.3344606,0.6567556,1.711399,6.054596,24.33502,0,329.726,0,348.5019,0,12,0,23.82867,54.84183,101.1474,55.12,11.80902,8383.732,100,100
2021/03/05 01:37:33,60,1,1.311147,0.8840793,0.1462659,0.3687014,0.6722728,1.711399,6.054596,24.3022,0.01455429,330.5714,2.188232,349.4195,2.373566,264,228,23.49498,54.21867,101.0933,0,11.79934,8279.448,95.66666,92.69444
2021/03/05 02:37:33,60,1,1.13507,0.7533809,0.1389684,0.318393,0.6638643,1.711399,6.054596,24.25066,0,331.9143,0,350.8755,0,21,0,23.46098,53.47839,101.0507,0,11.80686,8416.928,100,100
2021/03/05 03:37:33,60,1,1.102611,0.7458276,0.1221438,0.3102166,0.6768323,1.711399,6.054596,24.25066,0,331.9143,0,350.8755,0,19,0,23.45799,52.93007,101.0455,0,11.82363,8342.908,100,100
2021/03/05 04:37:33,60,1,1.4667,1.011739,0.1377788,0.4139549,0.6896353,1.711399,6.072102,24.20242,0.01812456,339.8133,15.83334,359.0477,16.38501,1356,1290,23.45694,52.07008,101.0518,0,11.79199,8340.604,79.52778,65.91666
2021/03/05 05:37:33,60,1,1.157481,0.7652148,0.1352783,0.3244777,0.6614859,1.711399,6.102626,24.15936,0.01304196,347.7538,0.4735413,367.2802,0.518158,93,53,23.44949,51.13633,101.0078,0,11.81291,8285.284,99.22222,98.27778
2021/03/05 06:37:33,60,1,1.287458,0.8578483,0.133823,0.3613591,0.6648037,1.711399,6.170875,24.1749,0.01483815,350.8609,2.787506,370.541,2.925598,397,297,23.45761,50.27306,101.0019,0,11.78524,8355.607,95,90.72222
2021/03/05 07:37:33,60,1,1.168674,0.8069901,0.1103243,0.3298966,0.6888669,1.711399,6.179929,24.16095,0.0182312,351.5678,1.062317,371.2865,1.106873,124,63,23.45919,50.24207,101.0245,0,11.80464,8278.703,98.88889,98.44444
2021/03/05 08:37:33,60,1,1.238105,0.8661926,0.07915121,0.3502428,0.6976135,1.711399,6.179929,24.10797,0.01810656,353.2976,4.003113,373.0879,4.195404,365,304,23.46611,51.50288,101.0144,0,11.7592,8444.538,94.88889,91.88889
2021/03/05 09:37:33,60,1,1.820304,1.288156,0.1057773,0.5159112,0.7074642,1.784646,6.347985,24.39803,0.02105541,370.2282,30.7948,390.5085,31.45605,1919,1545,23.45425,51.79139,100.9867,0,11.79687,8431.778,57.19444,35.91667
2021/03/05 10:37:33,60,1,1.780579,1.257393,0.1848967,0.5044763,0.7074446,2.14401,7.157703,24.88294,0.02016637,398.0294,25.82928,418.9666,26.6167,1821,1643,23.47359,51.36048,100.9496,0,11.79829,8459.271,62.22222,45.69444
2021/03/05 11:37:33,60,1,2.067196,1.39519,0.2684321,0.5813939,0.6755208,2.555802,7.872691,24.76812,0.01895839,428.8043,30.66425,450.7099,31.6423,2237,2009,23.44977,49.92903,100.9123,0,11.80566,8490.919,52.08333,29.19444
2021/03/05 12:37:33,60,1,2.016684,1.355754,0.3171461,0.566833,0.673331,2.845042,8.493122,24.83223,0.01989863,459.7515,26.16086,482.5883,26.88086,1850,1830,23.42926,50.3631,100.8244,0,11.78854,8479.293,65.44444,46.91667
2021/03/05 13:37:33,60,1,1.888741,1.256706,0.3396662,0.5300066,0.6650445,3.018707,9.120133,24.9334,0.01900204,479.1602,17.65378,502.5627,18.25082,1373,1386,23.42022,51.46314,100.7207,0,11.79447,8516.372,73,58.41667
2021/03/05 14:37:33,60,1,1.795291,1.200979,0.2736486,0.5042115,0.6674688,3.163883,9.677596,25.04314,0.01847961,492.177,7.658478,516.0317,7.925995,548,470,23.45131,55.63085,100.6799,0,11.79596,8453.981,88.16666,83.30556
2021/03/05 15:37:33,60,1,1.771309,1.28344,0.3128715,0.5040128,0.5743953,3.319819,10.16042,25.08281,0.01899695,507.5568,24.72336,531.8444,25.44147,1791,1562,23.45682,56.38063,100.6328,0,11.77842,8482.314,59.63889,43.91667
2021/03/05 16:37:33,60,1,1.994833,1.306497,0.4203776,0.5583974,0.6617677,3.597766,10.64388,25.18927,0.01665641,527.0957,19.77124,552.0495,20.61011,1903,1880,23.45178,54.76988,100.6031,0,11.8026,8309.143,66.11111,44.94444
2021/03/05 17:37:33,60,1,1.81109,1.141418,0.3552972,0.5039949,0.6308275,4.316759,11.02997,25.17041,0.0180523,544.0206,5.100891,569.6558,5.25824,458,345,23.4512,57.59013,100.5869,0,11.78846,8387.4,93.16666,89.36111
2021/03/05 18:37:33,60,1,1.95792,1.317375,0.2910228,0.5503907,0.6741967,4.317423,11.39689,25.25484,0.01741109,560.0028,29.76984,586.2755,30.93085,2454,2283,23.46562,60.03714,100.5875,0,11.79258,8273.347,59.16667,30.13889
2021/03/05 19:37:33,60,1,1.660934,1.10364,0.2566134,0.465982,0.6660771,4.317423,11.56416,25.27331,0.01513475,574.4502,2.944885,601.2885,3.184204,557,264,23.46106,60.08162,100.6383,0,11.80778,8392.33,93.44444,90.13889
2021/03/05 20:37:33,60,1,1.572857,1.030453,0.2628526,0.4402986,0.6542188,4.317423,11.86365,25.58095,0.01832153,577.6219,0.8790283,604.7318,0.9520264,111,106,23.62462,58.92414,100.6609,88.35389,11.78392,8488.272,97.80556,97.25
2021/03/05 21:37:33,60,1,1.453061,0.9523731,0.2594625,0.4067903,0.6538695,4.317423,12.11771,25.55265,0.01309659,578.3734,0.590332,605.5944,0.7460938,119,211,23.95156,57.57016,100.6958,143.9317,11.80547,8624.704,96.41666,92.69444
2021/03/05 22:37:33,60,1,1.54063,1.071957,0.2122911,0.4354324,0.6933268,4.317423,12.35739,25.52999,0.01477617,579.6409,4.781738,606.9836,5.072266,582,555,23.97937,58.75414,100.6916,143.9278,11.81154,8587.366,90.27778,83.91666
2021/03/05 23:37:33,60,1,1.47416,0.9845039,0.2041501,0.4139115,0.6659449,4.317423,12.62893,25.57626,0.01630272,583.5325,0.8277588,611.1212,0.901062,101,108,23.99683,58.98608,100.6733,143.9639,11.84563,8672.857,97.66666,96.36111
2021/03/06 00:37:33,60,1,1.346012,0.9007946,0.1742726,0.3780547,0.6696869,4.317423,12.82626,25.7056,0,584.2246,0,611.8755,0,138,0,23.83566,59.50294,100.6459,55.16,11.81465,8590.591,100,100
2021/03/06 01:37:33,60,1,1.453775,1.001684,0.1611301,0.4102313,0.6909245,4.317423,13.03406,25.83224,0.01819865,585.4029,1.362671,613.0931,1.407288,351,130,23.51043,59.60574,100.6406,0,11.78215,8429.17,97.66666,97.05556
2021/03/06 02:37:33,60,1,1.669661,1.152782,0.1639571,0.4713066,0.6899859,4.317423,13.28674,25.4297,0.01764695,591.7312,21.6864,619.7001,22.43213,2093,1879,23.47681,59.77421,100.6441,0,11.7819,8577.168,70.91666,52.41667
2021/03/06 03:37:33,60,1,1.48303,1.018082,0.1583837,0.4182372,0.6860502,4.317423,13.48134,25.44417,0.01610816,618.4157,13.19672,647.4735,14.22296,1668,1355,23.48053,61.04584,100.6251,0,11.79937,8597.582,81.11111,70.13889
2021/03/06 04:37:33,60,1,1.503832,1.03121,0.1826699,0.4240272,0.6852557,4.317423,13.59699,25.38964,0.01632403,622.3387,11.52454,652.1932,12.38336,1321,991,23.46734,60.38389,100.6473,0,11.799,8730.242,83.5,73.41666
2021/03/06 05:37:33,60,1,1.402454,0.898437,0.2565714,0.3912446,0.6407505,4.317423,13.80243,24.76966,0.01690527,633.361,1.384094,663.7273,1.440247,140,158,23.47273,56.78263,100.6935,0,11.80317,8752.392,98.47222,97.83334
2021/03/06 06:37:33,60,1,1.305131,0.8539553,0.2210243,0.3652797,0.6544396,4.317423,13.80243,24.71556,0.01850016,635.1367,2.179443,665.5799,2.26062,104,151,23.4671,56.45914,100.6919,0,11.80134,8735.578,97.88889,96.52778
2021/03/06 07:37:33,60,1,1.306812,0.859936,0.2132573,0.3660741,0.6604416,4.317423,13.83776,24.70819,0.0172026,636.5126,1.960449,667.0129,2.034607,142,182,23.47629,55.53617,100.7216,0,11.80726,8718.484,97.66666,97.05556
2021/03/06 08:37:33,60,1,1.371196,0.8980076,0.2105497,0.3838247,0.6547866,4.317423,13.89655,24.71859,0.01319422,638.014,1.131165,668.6038,1.250793,112,145,23.46264,54.8284,100.7742,0,11.78015,8736.752,98.02778,97.25
2021/03/06 09:37:33,60,1,1.954648,1.334899,0.2266492,0.55078,0.6833296,4.373002,14.03482,24.8352,0.02188161,654.0945,33.25708,685.0497,33.97607,1904,1475,23.48188,54.63628,100.7645,0,11.78827,8736.257,61.58333,42.86111
2021/03/06 10:37:33,60,1,1.824365,1.212013,0.2407807,0.5118184,0.6675761,4.62596,14.59382,24.67272,0.01819551,681.885,16.83209,713.6234,17.47864,1246,1096,23.46589,54.25961,100.7646,0,11.81423,8712.603,70.36111,57.75
2021/03/06 11:37:33,60,1,2.008348,1.343003,0.2748752,0.5640157,0.668829,4.942425,15.28485,24.69796,0.01741916,698.3436,25.23956,730.7347,26.12598,2035,1729,23.4738,53.42698,100.7088,0,11.81133,8747.217,58.61111,37.61111
2021/03/06 12:37:33,60,1,2.183314,1.416966,0.3852482,0.6102962,0.6523587,5.24534,15.9914,24.54162,0.01747409,728.1164,29.18353,761.4909,30.10901,2092,2051,23.46457,52.01247,100.6379,0,11.79226,8825.132,57.80556,25.19444
2021/03/06 13:37:33,60,1,1.969676,1.221615,0.4333104,0.5468161,0.6208069,5.459286,16.50784,24.79116,0.01841732,746.6979,7.300598,780.6649,7.543884,721,506,23.47205,53.47356,100.5755,0,11.7984,8739.435,85.19444,81.77778
2021/03/06 14:37:33,60,1,2.00139,1.30323,0.3774925,0.5597312,0.6513008,5.673214,17.03261,25.03767,0.01975243,756.5751,18.92694,790.8325,19.53058,1325,1205,23.46906,55.56581,100.5516,0,11.79184,8670.158,71.38889,59.25
2021/03/06 15:37:33,60,1,1.950617,1.236881,0.4050518,0.5433223,0.6342606,5.877281,17.71564,24.88631,0.01460156,777.4164,11.41071,812.5034,12.02124,1172,1192,23.48401,58.05157,100.5296,0,11.78913,8524.199,75.02778,64
2021/03/06 16:37:33,60,1,1.975434,1.273473,0.3595514,0.5516188,0.6445364,6.068537,18.23851,25.15957,0.01522313,783.7577,10.01288,819.176,10.55756,1013,919,23.47005,59.61053,100.4986,0,11.78939,8521.797,81.63889,70.77778
2021/03/06 17:37:33,60,1,2.040953,1.308283,0.416157,0.5694215,0.6425037,6.242924,18.85186,25.06703,0.016844,800.7131,14.2193,836.996,14.85132,1336,1068,23.47702,60.00572,100.5283,0,11.78193,8483.903,69.36111,54.52778
2021/03/06 18:37:33,60,1,2.009789,1.275385,0.4261773,0.5598692,0.6339721,6.253677,19.17379,24.901,0.01744868,815.7797,17.50366,852.6784,18.21478,1643,1364,23.46418,59.73982,100.5639,0,11.80404,8349.037,72.16666,53.11111
2021/03/06 19:37:33,60,1,1.624141,1.004294,0.3938932,0.4506892,0.6194313,6.253677,19.34943,24.69507,0.01787978,825.0369,3.614014,862.3251,3.764709,495,328,23.47016,58.88008,100.5997,0,11.79686,8357.324,95.30556,90.88889
2021/03/06 20:37:33,60,1,1.551062,0.9707312,0.3546709,0.4311818,0.6246162,6.253677,19.43361,24.63534,0.01250246,827.2128,3.423462,864.7487,4.023987,750,706,23.62824,58.41096,100.6345,88.18305,11.778,8388.225,88.41666,74.63889
2021/03/06 21:37:33,60,1,1.281333,0.7698905,0.3519746,0.354074,0.6043192,6.253677,19.51019,24.5695,0,829.5739,0,867.5053,0,0,0,23.96944,57.09314,100.6743,143.9639,11.81845,8624.782,100,100
2021/03/06 22:37:33,60,1,1.297895,0.7859797,0.3435592,0.3590578,0.6056887,6.253677,19.51019,24.5695,0,829.5739,0,867.5053,0,0,0,23.98356,55.65902,100.6662,144,11.81756,8694.874,100,100
2021/03/06 23:37:33,60,1,1.461343,0.9262432,0.3462321,0.4070148,0.634955,6.253677,19.55113,24.51387,0.01329244,832.6027,7.855469,870.7462,8.351929,1077,976,23.98822,53.65197,100.6536,144,11.81833,9162.6,84.36111,72.75
2021/03/07 00:37:33,60,1,1.311711,0.8046058,0.3350487,0.3635608,0.6149951,6.253677,19.6245,24.46848,0.005767822,837.4517,0.04248047,875.8853,0.05499268,13,40,23.84,52.52171,100.656,55.2,11.79677,8334.412,100,100
2021/03/07 01:37:33,60,1,1.222368,0.7616028,0.2735587,0.339581,0.6234725,6.253677,19.6245,24.46848,0,837.4719,0,875.9122,0,16,62,23.51003,52.34003,100.6223,0,11.77282,8190.667,100,100
2021/03/07 02:37:33,60,1,1.531302,1.002775,0.264034,0.4286358,0.6527825,6.253677,19.66802,24.39924,0.01788406,843.895,11.88501,882.5956,12.36322,1056,966,23.47332,51.97604,100.5507,0,11.80676,8201.313,83.72222,72.69444
2021/03/07 03:37:33,60,1,1.251803,0.8141702,0.2394409,0.3500296,0.660026,6.253677,19.69632,24.33121,0.0139836,849.5778,2.002319,888.5123,2.148743,239,188,23.47211,52.15574,100.5234,0,11.78419,8179.045,96.44444,93.55556
2021/03/07 04:37:33,60,1,1.463066,0.9537387,0.2257326,0.4092467,0.6601515,6.253677,19.69632,24.19152,0.01403453,858.9849,10.30017,898.4119,10.82422,1320,1088,23.4663,52.1759,100.5579,0,11.8091,8157.351,84.02778,70.86111
2021/03/07 05:37:33,60,1,1.138667,0.7306524,0.1976284,0.3177354,0.6422288,6.253677,19.69632,24.1701,0,861.6594,0,901.2484,0,280,0,23.48165,51.78128,100.5719,0,11.78691,8370.149,100,100
2021/03/07 06:37:33,60,1,1.210847,0.7847873,0.1913847,0.3383952,0.6465949,6.253677,19.69632,24.14322,0.01105957,862.048,0.796814,901.6678,0.861084,259,108,23.46845,51.21975,100.5778,0,11.78478,8531.353,98.25,96.58334
2021/03/07 07:37:33,60,1,1.133324,0.7489828,0.1659093,0.3176883,0.6613598,6.253677,19.69632,24.11485,0,862.4562,0,902.1095,0,70,0,23.48656,51.69973,100.6174,0,11.78506,8422.079,100,100
2021/03/07 08:37:33,60,1,1.357772,0.9327592,0.1604834,0.3829567,0.6842843,6.253677,19.73563,24.07149,0.01696615,864.8156,6.515198,904.6021,6.825806,620,414,23.47289,52.16542,100.6769,0,11.78997,7971.594,90.66666,86.27778
2021/03/07 09:37:33,60,1,1.965638,1.351042,0.2108244,0.5544499,0.6877212,6.308296,20.04542,24.36946,0.01830341,881.2889,23.09064,921.6343,23.8631,1688,1278,23.47356,51.24886,100.7165,0,11.77486,8268.93,61.80556,44.19444
2021/03/07 10:37:33,60,1,1.687776,1.169112,0.2225322,0.4766738,0.6978109,6.773122,20.84035,25.15259,0.01620579,895.9403,10.45068,936.9969,11.0365,1213,735,23.46385,50.78416,100.7497,0,11.78951,8249.4,80.72222,74.72222
2021/03/07 11:37:33,60,1,2.107095,1.434135,0.2651036,0.5934128,0.683238,7.319907,21.64191,25.06952,0.01894739,915.804,27.39087,957.6657,28.45685,2170,1999,23.46834,50.70525,100.7495,0,11.8059,8314.111,57.44444,33.41667
2021/03/07 12:37:33,60,1,1.832374,1.201697,0.3011744,0.5130279,0.6554224,7.334203,22.42278,25.02684,0.01537523,935.2731,7.907715,977.9193,8.313843,755,698,23.45946,50.54544,100.7261,0,11.79364,8190.576,84.08334,76.72222
2021/03/07 13:37:33,60,1,1.913135,1.279057,0.2869176,0.5372581,0.6722415,7.391452,23.00662,24.92792,0.01758448,943.8779,14.29895,986.9544,14.93658,1149,980,23.46511,51.33246,100.6446,0,11.78205,8233.917,74.5,63.58333
2021/03/07 14:37:33,60,1,1.815874,1.185529,0.3013522,0.5080534,0.6532242,7.578988,23.72217,24.89435,0.01814694,955.2556,6.269409,998.8361,6.577087,474,478,23.46404,51.25389,100.6098,0,11.80625,8321.601,91.22222,88.13889
2021/03/07 15:37:33,60,1,1.978444,1.251269,0.4103704,0.550857,0.6329286,7.738691,24.2682,24.8742,0.01600812,969.6756,19.23431,1014,20.25574,2138,1696,23.46747,51.44791,100.6319,0,11.818,8508.488,63.52778,42.55556
2021/03/07 16:37:33,60,1,1.915694,1.204806,0.4588681,0.532936,0.6291097,7.830767,24.6623,25.02651,0.01911744,980.1611,6.648926,1025.042,6.924805,584,458,23.47229,52.96101,100.6711,0,11.78871,8521.997,89.61111,87.47222
2021/03/07 17:37:33,60,1,2.059593,1.297377,0.506063,0.5731053,0.6300849,7.955413,25.00122,24.96972,0.01848639,995.5309,21.08954,1041.029,21.94678,1750,1658,23.46814,54.38723,100.688,0,11.80466,8256.048,69.58334,50.11111
2021/03/07 18:37:33,60,1,1.981755,1.203501,0.5103562,0.5484701,0.6122152,8.021723,25.34366,24.85216,0.01769672,1018.956,20.49744,1065.44,21.49866,1897,1565,23.4635,55.0976,100.7416,0,11.78537,8061.846,71.02778,53.38889
2021/03/07 19:37:33,60,1,1.571046,0.920136,0.4387017,0.4325497,0.5877379,8.021723,25.43472,24.91835,0.02452954,1026.866,1.747437,1073.965,2.202637,716,111,23.46816,55.03814,100.7766,0,11.79977,8164.885,98.77778,98.36111
2021/03/07 20:37:33,60,1,1.404933,0.8588592,0.370747,0.3892044,0.6141977,8.021723,25.49054,24.98156,0.01014106,1028.625,1.876953,1076.293,2.363525,554,316,23.61072,55.14505,100.793,88.29444,11.7973,8256.033,94.69444,88.02778
2021/03/07 21:37:33,60,1,1.381181,0.8677289,0.3280539,0.3841767,0.6286539,8.021723,25.5233,24.75772,0.009565013,1029.969,1.168701,1077.858,1.298218,170,125,23.95083,54.89335,100.8517,143.9511,11.80173,8558.346,96.41666,90.66666
2021/03/07 22:37:33,60,1,1.271723,0.7970697,0.2918615,0.3536052,0.6279632,8.021723,25.61675,24.47015,0.01200415,1030.957,0.8106689,1078.954,0.8896484,106,143,23.98542,54.99515,100.8572,144,11.79204,8572.47,97.97222,95.19444
2021/03/07 23:37:33,60,1,1.315485,0.848787,0.24732,0.3673851,0.6426938,8.021723,25.69824,24.51381,0.01303992,1032.52,2.232666,1080.628,2.362793,231,264,24.01061,55.3029,100.8494,144,11.83476,8667.955,95.36111,91.69444
2021/03/08 00:37:33,60,1,1.173819,0.7610031,0.204272,0.3280615,0.648309,8.021723,25.73,24.50557,0.01696777,1033.801,0.1875,1082.004,0.2648926,17,30,23.84683,55.97337,100.8741,55.2,11.82275,8487.667,100,100
2021/03/08 01:37:33,60,1,1.623148,1.116002,0.1875941,0.4578676,0.6876571,8.021723,25.85594,24.53386,0.01736122,1043.796,25.72913,1092.396,26.72742,2257,1618,23.50831,56.55465,100.889,0,11.80136,8223.026,64.47222,40.36111
2021/03/08 02:37:33,60,1,1.240265,0.8141084,0.1732469,0.3472974,0.656095,8.021723,25.9452,24.42318,0.01400161,1061.763,2.238281,1111.062,2.289063,207,211,23.48858,57.18756,100.8857,0,11.80127,8255.427,96.88889,94.05556
2021/03/08 03:37:33,60,1,1.247186,0.8104053,0.1901647,0.3486882,0.6491765,8.021723,25.9452,24.39895,0.01334542,1063.003,1.404907,1112.366,1.47998,132,105,23.46953,55.67821,100.8578,0,11.78843,8198.651,97.88889,95.58334
2021/03/08 04:37:33,60,1,1.145912,0.7428756,0.1982988,0.3202597,0.6480054,8.021723,25.9452,24.38207,0.01284827,1063.856,1.043823,1113.258,1.086426,116,98,23.47713,53.57793,100.875,0,11.77832,8254.943,98.30556,96.88889
2021/03/08 05:37:33,60,1,1.271092,0.854785,0.1842491,0.3572859,0.6680207,8.021723,25.9452,24.34464,0.01958063,1065.699,3.386108,1115.155,3.476929,236,200,23.45856,53.385,100.9236,0,11.81576,8201.148,96.30556,92.5
2021/03/08 06:37:33,60,1,1.059884,0.7092522,0.1615704,0.2976862,0.6792271,8.021723,25.9452,24.3064,0,1067.676,0,1117.187,0,19,0,23.45466,53.20892,100.9844,0,11.79476,8312.745,100,100
2021/03/08 07:37:33,60,1,1.141186,0.7674326,0.1429965,0.3207718,0.6720037,8.021723,25.9546,24.26132,0.01507253,1068.141,0.8417969,1117.687,0.9073486,121,103,23.46517,53.21422,101.0509,0,11.79676,8795.183,98.33334,97.47222
2021/03/08 08:37:33,60,1,1.50539,1.043159,0.1382461,0.4251885,0.6908219,8.021723,25.98968,24.22459,0.02024396,1070.992,12.61694,1120.652,12.94788,909,746,23.46538,53.40798,101.1056,0,11.80755,8535.97,83.33334,70.94444
2021/03/08 09:37:33,60,1,1.888731,1.320893,0.1673372,0.5342637,0.6997849,8.103992,26.26122,24.5416,0.02093184,1095.588,27.37415,1145.832,28.16248,1541,1527,23.44681,53.51403,101.1642,0,11.80165,8743.4,57.30556,37.5
2021/03/08 10:37:33,60,1,1.701451,1.175628,0.1839893,0.4803397,0.6908004,8.539694,27.04034,25.16203,0.01932358,1111.244,9.206543,1162.081,9.600342,704,683,23.4435,52.80943,101.1838,0,11.7888,8266.182,81.33334,74.11111
